,F66,F69,F68,F107,F94,F95,F109,F22,F79,F111,F112,F113,F116,F117,F118,F110,F114,F115,F61,F88,F43,F42,F45,F130,F132,F133,F134,F135,F136,F83,F16,F18,F14,F1,F9,F10,F15,F11,category,1
150,-0.18132052,1.8516117,0.9386457,1.3650148,-0.3423919,-0.87700605,-1.2496058,-0.96947056,0.22830538,-0.34239185,-0.87700605,0.21042407,-0.9254915,1.3287169,-0.08766253,1.3240548,0.14150043,-0.9277533,-0.10010521,1.2511872,-0.178356,-0.38885123,-0.36895445,-0.28867924,0.08316695,0.09861271,0.38422868,0.10316074,0.064898476,-0.5300511,-0.5138059,-0.3384457,-0.3809553,2.526963,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.001321166091989768
151,-0.18132052,0.14874512,0.9386457,1.6991818,-0.3423919,-0.87700605,-1.0550454,-0.96947056,0.22830538,-0.34239185,-0.87700605,0.21042407,-0.9254915,-0.82933605,-0.4639111,-0.8518689,0.14150043,-0.9277533,-0.10010521,1.1403251,-0.178356,-0.38885123,-0.36895445,-0.11192214,0.08316695,0.09861271,0.38422868,0.10316074,0.064898476,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.00015743031459589742
152,-0.18132052,0.14874512,0.9386457,0.5630141,-0.3423919,-0.87700605,-1.3225659,0.5312503,0.22830538,-0.34239185,-0.87700605,0.21042407,-0.9254915,0.32676378,-0.3083571,0.31380454,0.14150043,-0.9277533,-0.50920177,-0.008737777,-0.178356,-0.38885123,-0.36895445,-0.34759825,0.08316695,0.09861271,0.38422868,0.10316074,0.064898476,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.00033458034341427235
154,-0.18132052,-0.160867,0.9386457,-0.3726534,-0.3423919,0.052302018,-1.1523256,0.5312503,0.22830538,-0.34239185,0.05230195,0.21042407,-0.9254915,0.5123107,2.7328048,0.5008879,0.14150043,0.6910036,-0.7294845,-1.2658739,-0.178356,-0.38885123,-0.36895445,-0.19735475,0.08316695,0.09861271,0.38422868,0.10316074,0.064898476,0.05810702,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.024789817578572317
158,-0.18132052,0.30355117,0.9386457,-0.038486447,-0.3423919,-0.412352,-1.1523256,0.5312503,0.22830538,-0.34239185,-0.41235194,0.21042407,1.7505759,0.5123107,2.7328048,0.5008879,0.14150043,1.5003821,-0.7609535,-1.2658739,-0.178356,-0.38885123,-0.36895445,-0.33286852,0.08316695,0.09861271,0.38422868,0.10316074,0.064898476,0.3558425,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9980836802287907
159,-0.18132052,0.9227754,0.9386457,-0.3726534,-0.3423919,-0.412352,-1.2739258,-0.96947056,0.22830538,-0.34239185,-0.41235194,0.21042407,-0.9254915,1.1617247,0.006051538,1.1556797,0.14150043,-0.9277533,-0.7294845,-1.8125154,-0.178356,-0.38885123,-0.36895445,0.33880848,0.08316695,0.09861271,0.38422868,0.10316074,0.064898476,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.0014238382718766234
160,-0.18132052,-0.47047913,0.9386457,-0.3726534,-0.3423919,-0.412352,-0.5929647,0.5312503,-1.0796498,-0.34239185,-0.41235194,-1.119369,0.4125422,1.0573546,0.15438141,1.0504453,0.14150043,-0.9277533,-0.5406707,-1.1891767,-0.178356,-0.38885123,-0.36895445,0.33880848,0.08316695,0.09861271,0.38422868,0.10316074,0.064898476,-0.5300511,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,0.029086104365357093
161,-0.76110774,-0.47047913,-0.816106,-0.038486447,-0.6221936,0.98161006,0.11231656,0.5312503,1.5362606,-0.6221936,0.9816101,1.5402172,-0.9254915,-1.1789036,-0.5722019,-1.2043312,-1.4282126,-0.9277533,-0.6665466,-1.2965528,-0.178356,-0.38885123,-0.36895445,-1.0074915,-0.6811108,-0.7542283,-0.8027957,-0.7189028,-0.5726857,-0.2981308,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.00022025149468894484
162,-0.76110774,-0.47047913,-0.816106,-0.3726534,-0.6221936,0.98161006,0.11231656,0.5312503,0.22830538,-0.6221936,0.9816101,0.21042407,-0.9254915,-1.1789036,-0.5722019,-1.2043312,-1.4282126,-0.9277533,0.30899137,1.2100497,-0.178356,-0.38885123,-0.36895445,-1.0074915,-0.6811108,-0.7542283,-0.8027957,-0.7189028,-0.5726857,-0.2981308,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,6.828502499277223e-05
163,-0.76110774,-0.160867,-0.816106,-0.3726534,-0.6221936,0.98161006,0.11231656,0.5312503,0.22830538,-0.6221936,0.9816101,0.21042407,-0.9254915,-1.1789036,-0.5722019,-1.2043312,-1.4282126,-0.9277533,0.30899137,1.2100497,-0.178356,-0.38885123,-0.36895445,-1.0074915,-0.6811108,-0.7542283,-0.8027957,-0.7189028,-0.5726857,-0.2981308,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,6.063798423891508e-05
164,-0.76110774,0.14874512,-0.816106,-0.3726534,-0.6221936,0.98161006,0.11231656,0.5312503,0.22830538,-0.6221936,0.9816101,0.21042407,-0.9254915,-1.1789036,-0.5722019,-1.2043312,-1.4282126,-0.9277533,0.30899137,1.2100497,-0.178356,-0.38885123,-0.36895445,-1.0074915,-0.6811108,-0.7542283,-0.8027957,-0.7189028,-0.5726857,-0.2981308,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,5.384726715548443e-05
165,-0.76110774,-0.47047913,-0.816106,-0.038486447,-0.6221936,0.98161006,0.11231656,0.5312503,1.5362606,-0.6221936,0.9816101,1.5402172,-0.9254915,-1.1789036,-0.5722019,-1.2043312,-1.4282126,-0.9277533,-0.6980156,-1.3753417,-0.178356,-0.38885123,-0.36895445,-1.0074915,-0.6811108,-0.7542283,-0.8027957,-0.7189028,-0.5726857,-0.2981308,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.00021767350473348338
166,-0.76110774,1.0775815,-0.816106,-0.3726534,-0.6221936,-0.412352,-1.1036855,0.5312503,0.22830538,-0.6221936,-0.41235194,0.21042407,-0.9254915,-1.039536,-0.5256185,-1.0638095,-1.4282126,-0.9277533,-0.60360867,-1.2867913,-0.178356,-0.38885123,-0.36895445,0.17383517,-0.6811108,-0.7542283,-0.8027957,-0.7189028,-0.5726857,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,3.094171288662927e-05
167,-0.76110774,0.7679693,-0.816106,1.6991818,-0.6221936,-0.412352,-1.1036855,0.5312503,0.22830538,-0.6221936,-0.41235194,0.21042407,-0.9254915,-1.039536,-0.5256185,-1.0638095,-1.4282126,-0.9277533,-0.60360867,-1.2867913,-0.178356,-0.38885123,-0.36895445,0.17383517,-0.6811108,-0.7542283,-0.8027957,-0.7189028,-0.5726857,-0.5300511,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,2.197779657774305e-05
168,0.09207512,0.45835724,0.4324674,0.89718103,-0.4473175,-0.412352,-1.0064054,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.6751894,-0.4251954,-0.6964458,-1.4282126,-0.9277533,-0.41479486,-0.0700955,-0.178356,-0.38885123,-0.36895445,0.3800518,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,-0.56348103,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,4.895545350013817e-05
169,0.09207512,-0.47047913,0.4324674,-0.3726534,-0.4473175,-0.87700605,-0.8848052,-0.96947056,0.22830538,-0.4473175,-0.87700605,0.21042407,-0.9254915,-1.0091739,-0.14218709,-1.0331959,-1.4282126,-0.9277533,-0.7609535,-1.6981668,-0.178356,-0.38885123,-0.36895445,-0.34465232,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,-0.06725528,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,5.482773273701638e-05
170,0.09207512,-0.47047913,0.4324674,0.09518033,-0.4473175,-0.87700605,-0.009283644,0.5312503,0.22830538,-0.4473175,-0.87700605,0.21042407,-0.9254915,-0.62747735,-0.4143329,-0.6182716,-1.4282126,-0.9277533,-0.5721397,-0.9095807,-0.178356,-0.38885123,-0.36895445,-0.39178753,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,-0.11844488,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,2.02500379445598e-05
171,0.09207512,-0.47047913,0.4324674,-0.3726534,-0.4473175,0.052302018,-1.3225659,0.5312503,0.22830538,-0.4473175,0.05230195,0.21042407,-0.9254915,-1.3431582,-0.632908,-1.3699459,-1.4282126,-0.9277533,-0.13157417,-0.90330553,-0.178356,-0.38885123,-0.36895445,-1.4228706,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,-0.5645257,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,4.3134328300543344e-05
186,-0.9826525,-0.0060609463,-0.84985125,-0.3726534,-0.72711915,0.052302018,0.6473575,0.5312503,0.22830538,-0.72711915,0.05230195,0.21042407,1.7505759,-0.779811,-0.45086932,-0.7613614,0.53392875,0.6910036,-0.44626385,-0.16004035,-0.178356,-0.38885123,-0.36895445,0.26810563,-0.81437534,-0.98045135,-0.7866237,-0.87525547,-0.62404776,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.8968459793038026
188,-1.0533582,0.30355117,-1.0185773,5.8428516,-0.8320448,-0.87700605,-1.3468859,-0.96947056,0.22830538,-0.83204484,-0.87700605,0.21042407,1.7505759,1.9966856,-0.632908,1.9975549,2.4960704,1.5003821,-0.6665466,-0.0700955,-0.178356,-0.38885123,-0.36895445,-0.08540857,-0.91187483,-1.1341028,-0.8157333,-0.9879748,-0.6707756,4.128203,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9979773696283532
189,-0.9967936,3.2448664,-1.0523226,3.7710168,-0.7970696,-0.412352,0.039356392,-2.4701915,0.22830538,-0.7970696,-0.41235194,0.21042407,1.7505759,0.3843472,2.770824,0.3718649,0.53392875,0.2863143,-0.4777328,-0.5281867,-0.178356,-0.38885123,-0.36895445,-0.6009501,-0.94969,-1.0905598,-0.8416085,-1.0011556,-0.7684793,-0.5310958,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.7426060463925628
192,-0.03990898,0.7679693,-0.30992758,-0.3726534,-0.16751589,0.052302018,0.039356392,-2.4701915,0.22830538,-0.16751586,0.05230195,0.21042407,1.7505759,0.3843472,2.770824,0.3718649,0.7301429,1.5003821,0.65515006,1.1751873,-0.178356,-0.38885123,-0.36895445,0.42718703,-0.23940152,-0.17215429,0.14488317,-0.20454492,-0.27300957,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9987993215953453
193,-0.03990898,-0.160867,-0.30992758,-0.3726534,-0.16751589,0.052302018,0.039356392,-2.4701915,0.22830538,-0.16751586,0.05230195,0.21042407,1.7505759,0.3843472,2.770824,0.3718649,0.7301429,1.5003821,-0.5721397,-1.3600022,-0.178356,-0.38885123,-0.36895445,0.42718703,-0.23940152,-0.17215429,0.14488317,-0.20454492,-0.27300957,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9988532363265598
201,-0.03990898,-0.0060609463,-0.30992758,-0.3726534,-0.16751589,0.516956,0.039356392,-2.4701915,0.22830538,-0.16751586,0.51695615,0.21042407,1.7505759,0.3843472,2.770824,0.3718649,0.7301429,0.2863143,-0.50920177,-0.9569935,-0.178356,-0.38885123,-0.36895445,-1.8470876,-0.23940152,-0.17215429,0.14488317,-0.20454492,-0.27300957,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9909684689452619
204,-0.03990898,0.30355117,-0.30992758,-0.3726534,-0.16751589,0.052302018,0.039356392,-2.4701915,0.22830538,-0.16751586,0.05230195,0.21042407,1.7505759,0.3843472,2.770824,0.3718649,0.7301429,1.5003821,-0.6350776,-0.9569935,-0.178356,-0.38885123,-0.36895445,0.5538629,-0.23940152,-0.17215429,0.14488317,-0.20454492,-0.27300957,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9988620258537037
205,-0.03990898,-0.160867,-0.30992758,-0.3726534,-0.16751589,0.052302018,0.039356392,-2.4701915,0.22830538,-0.16751586,0.05230195,0.21042407,1.7505759,0.3843472,2.770824,0.3718649,0.7301429,1.5003821,-0.6350776,-0.9569935,-0.178356,-0.38885123,-0.36895445,0.5538629,-0.23940152,-0.17215429,0.14488317,-0.20454492,-0.27300957,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.999047561369271
213,-0.8176724,-0.47047913,-0.7823608,0.49618068,-0.58721834,-0.87700605,0.6473575,0.5312503,0.22830538,-0.58721834,-0.87700605,0.21042407,1.7505759,-0.779811,-0.45086932,-0.7613614,1.0244641,1.5003821,-0.068636246,1.2944165,-0.178356,-0.38885123,-0.36895445,-0.27689543,-0.7255323,-0.29777816,-0.69606054,-0.6052744,-1.0001876,1.6293145,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,1,0.9680616591571128
214,-0.8176724,0.30355117,-0.7823608,-0.3726534,-0.58721834,0.052302018,0.6473575,0.5312503,0.22830538,-0.58721834,0.05230195,0.21042407,1.7505759,-0.779811,-0.45086932,-0.7613614,1.0244641,1.5003821,0.62368107,1.1751873,-0.178356,-0.38885123,-0.36895445,-2.79863,-0.7255323,-0.29777816,-0.69606054,-0.6052744,-1.0001876,-0.060987167,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.8932090120843237
215,-0.8176724,-0.47047913,-0.7823608,-0.3726534,-0.58721834,0.052302018,0.6473575,0.5312503,0.22830538,-0.58721834,0.05230195,0.21042407,1.7505759,-0.779811,-0.45086932,-0.7613614,1.0244641,1.5003821,0.62368107,1.1751873,-0.178356,-0.38885123,-0.36895445,-2.79863,-0.7255323,-0.29777816,-0.69606054,-0.6052744,-1.0001876,-0.060987167,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9184063618106267
216,-0.8176724,-0.31567305,-0.7823608,0.2956805,-0.58721834,0.052302018,-0.009283644,0.5312503,0.22830538,-0.58721834,0.05230195,0.21042407,1.7505759,-0.62747735,-0.4143329,-0.6182716,1.0244641,1.5003821,-0.35185695,-0.0700955,-0.178356,-0.38885123,-0.36895445,-2.79863,-0.7255323,-0.29777816,-0.69606054,-0.6052744,-1.0001876,-0.060987167,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.9376765610228517
221,-0.72339803,-0.47047913,-0.7823608,-0.3726534,-0.65716875,-0.87700605,1.571519,0.5312503,-1.0796498,-0.65716875,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,-0.288919,1.4331688,-0.178356,-0.38885123,-0.36895445,0.2651597,-0.543518,-0.34282258,-0.7025294,-0.49816066,-0.6568731,0.066464506,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,1,0.11450478034377941
222,-0.72339803,-0.47047913,-0.7823608,-0.3726534,-0.65716875,-0.87700605,1.571519,0.5312503,-1.0796498,-0.65716875,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.187976,1.5003821,-0.10010521,1.4331688,-0.178356,-0.38885123,-0.36895445,-0.17084117,-0.543518,-0.34282258,-0.7025294,-0.49816066,-0.6568731,1.6293145,1.9089866,-0.3384457,-0.3809553,2.526963,-0.1295937,-0.040422603,1.8380892,-0.34536666,1,0.35739070056057154
172,0.09207512,0.6131633,0.4324674,1.4318483,-0.4473175,0.052302018,-0.009283644,0.5312503,0.22830538,-0.4473175,0.05230195,0.21042407,-0.9254915,-0.62747735,-0.4143329,-0.6182716,-1.4282126,-0.9277533,1.7250949,1.4331688,-0.178356,-0.38885123,-0.36895445,-1.4228706,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,-0.5645257,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,7.081474421490359e-06
173,0.09207512,-0.47047913,0.4324674,-0.3726534,-0.4473175,-0.87700605,-0.8848052,0.5312503,-1.0796498,-0.4473175,-0.87700605,-0.45447248,-0.25647464,0.1597715,0.21051858,0.14542948,-1.4282126,-0.9277533,-0.7294845,-0.0700955,-0.178356,-0.38885123,-0.36895445,-0.45954442,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,4.383106,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.0011568937308196162
174,0.09207512,-0.160867,0.4324674,-0.3726534,-0.4473175,-0.412352,-0.8848052,-0.96947056,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-1.0091739,-0.14218709,-1.0331959,-1.4282126,-0.9277533,-0.5406707,-0.16004035,-0.178356,-0.38885123,-0.36895445,-0.6893287,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,-0.4611018,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,7.726316554221685e-05
175,0.09207512,-0.47047913,0.4324674,2.1670156,-0.4473175,-0.412352,-0.009283644,0.5312503,0.22830538,-0.4473175,-0.41235194,0.21042407,-0.9254915,-0.62747735,-0.4143329,-0.6182716,-1.4282126,-0.9277533,0.025770659,1.4331688,-0.178356,-0.38885123,-0.36895445,-0.6893287,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,-0.4611018,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,1.73304524678145e-05
176,0.09207512,-0.160867,0.4324674,2.3675158,-0.4473175,-0.87700605,-1.1036855,0.5312503,0.22830538,-0.4473175,-0.87700605,0.21042407,-0.9254915,-1.039536,-0.5256185,-1.0638095,-1.4282126,-0.9277533,-0.6980156,-0.6627553,-0.178356,-0.38885123,-0.36895445,-0.31224683,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,1.6303593,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,1.4301160230700623e-05
177,0.09207512,-0.47047913,0.4324674,-0.3726534,-0.4473175,-0.87700605,0.6473575,0.5312503,0.22830538,-0.4473175,-0.87700605,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.5721397,-1.195452,-0.178356,-0.38885123,-0.36895445,-0.30046302,-0.13757378,0.19720994,-0.5278718,-0.056525014,-0.38538814,0.3558425,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,1.4870853498571368e-05
178,-0.8600958,-0.47047913,-0.74861556,-0.3726534,-0.65716875,-0.87700605,1.571519,0.5312503,-1.0796498,-0.65716875,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.8420231,1.5003821,-0.6980156,-0.032444168,-0.178356,-0.38885123,-0.36895445,-0.38294968,-0.85014033,-1.0244948,-0.64754456,-0.9058594,-0.6506942,1.6314039,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.043244066015060596
179,-0.8600958,-0.47047913,-0.74861556,-0.3726534,-0.65716875,-0.87700605,1.571519,0.5312503,-1.0796498,-0.65716875,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.8420231,1.5003821,-0.320388,0.51907814,-0.178356,-0.38885123,-0.36895445,-0.5597068,-0.85014033,-1.0244948,-0.64754456,-0.9058594,-0.6506942,1.6314039,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,1.6518953,0,0.08930912147365416
180,-0.8600958,-0.47047913,-0.74861556,-0.3726534,-0.65716875,-0.412352,1.571519,0.5312503,-1.0796498,-0.65716875,-0.41235194,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.8420231,0.2863143,0.56074315,1.2693157,-0.178356,-0.38885123,-0.36895445,-0.53319323,-0.85014033,-1.0244948,-0.64754456,-0.9058594,-0.6506942,-0.4318506,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.09032613948096069
181,-0.8600958,-0.47047913,-0.74861556,-0.3726534,-0.65716875,-0.412352,-0.5929647,0.5312503,-1.0796498,-0.65716875,-0.41235194,-1.119369,0.4125422,1.0573546,0.15438141,1.0504453,1.8420231,0.2863143,-0.4777328,-0.35178325,-0.178356,-0.38885123,-0.36895445,-0.53319323,-0.85014033,-1.0244948,-0.64754456,-0.9058594,-0.6506942,-0.4318506,-0.5138059,-0.3384457,-0.3809553,2.526963,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,0.10662774952463351
182,-0.8600958,-0.47047913,-0.74861556,-0.3726534,-0.65716875,-0.87700605,1.571519,0.5312503,-1.0796498,-0.65716875,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.8420231,1.5003821,-0.50920177,-0.40059048,-0.178356,-0.38885123,-0.36895445,-0.38294968,-0.85014033,-1.0244948,-0.64754456,-0.9058594,-0.6506942,-0.4611018,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.02193037297111005
183,-0.8600958,-0.47047913,-0.74861556,-0.3726534,-0.65716875,-0.87700605,1.571519,0.5312503,-1.0796498,-0.65716875,-0.87700605,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,1.8420231,1.5003821,0.4663362,1.4296825,-0.178356,-0.38885123,-0.36895445,0.4330789,-0.85014033,-1.0244948,-0.64754456,-0.9058594,-0.6506942,-0.5300511,-0.5138059,2.9546845,2.3664045,2.526963,-0.1295937,-0.040422603,-0.5440433,3.649157,0,0.039068254838471296
184,-0.9826525,-0.0060609463,-0.84985125,0.83034766,-0.72711915,-0.87700605,0.6473575,0.5312503,0.22830538,-0.72711915,-0.87700605,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,0.53392875,-0.9277533,-0.0056983074,1.2944165,-0.178356,-0.38885123,-0.36895445,-0.15611142,-0.81437534,-0.98045135,-0.7866237,-0.87525547,-0.62404776,1.3712772,1.9089866,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,1.8380892,-0.34536666,0,0.0001044834962765927
185,-0.9826525,-0.160867,-0.84985125,-0.3726534,-0.72711915,0.052302018,0.6473575,0.5312503,0.22830538,-0.72711915,0.05230195,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,0.53392875,0.6910036,0.025770659,1.1779764,-0.178356,-0.38885123,-0.36895445,0.26810563,-0.81437534,-0.98045135,-0.7866237,-0.87525547,-0.62404776,-0.5300511,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.002779095518942774
187,-0.9826525,-0.47047913,-0.84985125,-0.3726534,-0.72711915,0.052302018,-0.5929647,0.5312503,-1.0796498,-0.72711915,0.05230195,-1.119369,0.4125422,1.0573546,0.15438141,1.0504453,0.53392875,0.6910036,0.40339828,1.4296825,-0.178356,-0.38885123,-0.36895445,0.26810563,-0.81437534,-0.98045135,-0.7866237,-0.87525547,-0.62404776,-0.5300511,1.9089866,-0.3384457,2.3664045,-0.39573193,-0.1295937,-0.040422603,1.8380892,1.6518953,0,0.2882756154685806
190,-1.0345033,0.6131633,-1.0523226,1.0976813,-0.8320448,-0.87700605,-1.0064054,0.5312503,0.22830538,-0.83204484,-0.87700605,0.21042407,-0.9254915,-0.6751894,-0.4251954,-0.6964458,-1.4282126,-0.9277533,-0.7924225,-1.890607,-0.178356,-0.38885123,-0.36895445,2.4020872e-05,-0.92599857,-1.1406093,-0.85131174,-1.0010042,-0.68969846,-0.5676598,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,1.662552622211628e-05
191,-0.8695232,0.7679693,-0.8835965,1.8996819,-0.8320448,-0.87700605,0.6473575,0.5312503,0.22830538,-0.83204484,-0.87700605,0.21042407,-0.9254915,-0.779811,-0.45086932,-0.7613614,-1.4282126,-0.9277533,-0.3833259,-0.0700955,-0.178356,-0.38885123,-0.36895445,0.28872728,-0.69409555,-0.82679987,-0.7445766,-0.7467796,-0.53870183,0.95549214,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,1.3284289541822547e-05
194,-0.03990898,-0.47047913,-0.30992758,-0.3726534,-0.16751589,0.052302018,1.571519,0.5312503,-1.0796498,-0.16751586,0.05230195,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.7301429,1.5003821,0.8124949,1.4331688,-0.178356,-0.38885123,-0.36895445,0.42718703,-0.23940152,-0.17215429,0.14488317,-0.20454492,-0.27300957,-0.5300511,-0.5138059,2.9546845,2.3664045,-0.39573193,-0.1295937,-0.040422603,-0.5440433,1.6518953,0,0.05851702716101612
195,-0.03990898,-0.47047913,-0.30992758,-0.3726534,-0.16751589,-0.412352,-0.8848052,0.5312503,-1.0796498,-0.16751586,-0.41235194,-0.45447248,-0.25647464,0.1597715,0.21051858,0.14542948,0.7301429,0.2863143,-0.25745004,1.1751873,-0.178356,-0.38885123,-0.36895445,-0.38294968,-0.23940152,-0.17215429,0.14488317,-0.20454492,-0.27300957,-0.06725528,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.03486979502912961
196,-0.03990898,-0.47047913,-0.30992758,-0.3726534,-0.16751589,-0.412352,1.571519,0.5312503,-1.0796498,-0.16751586,-0.41235194,-1.119369,0.4125422,1.2514312,-0.4078659,1.246129,0.7301429,0.2863143,-0.13157417,1.4331688,-0.178356,-0.38885123,-0.36895445,-0.38294968,-0.23940152,-0.17215429,0.14488317,-0.20454492,-0.27300957,-0.06725528,-0.5138059,-0.3384457,-0.3809553,-0.39573193,-0.1295937,-0.040422603,-0.5440433,-0.34536666,0,0.10020266361042741
