,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F0-NA,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F19,F15,F4,F8,F11,F71,category,1
601,-0.9268602,-0.9317543,-0.055098318,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.058185127,-0.031390566,0.62285405,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,2.765668260211141e-05
602,-0.9268602,-0.9317543,0.2136306,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.44199735,-0.031390566,-0.8313969,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,1.5804748716691977e-05
603,-0.9268602,-0.9317543,-0.03519247,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.04347388,-0.031390566,-1.3754358,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,1.783293875614103e-05
604,-0.9268602,-0.9317543,-0.02808324,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.04347388,-0.031390566,0.19628993,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,2.8453977642106664e-05
605,-0.9268602,-0.9317543,-0.019552164,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.03857013,-0.031390566,-0.41057608,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,2.971069650503148e-05
606,-0.9268602,-0.9317543,0.02310322,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.01046737,-0.031390566,-1.3284458,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,3.157811025210908e-05
607,-0.9268602,-0.9317543,-0.02808324,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.04347388,-0.031390566,-1.3136528,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,3.174869166899639e-05
608,-0.9268602,-0.9317543,0.08992999,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.32921112,-0.031390566,-0.057107545,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,2.71214945917311e-05
609,-0.9268602,-0.9317543,0.099882916,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.039889865,-0.031390566,-0.5262235,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,5.081147450892832e-05
610,-0.9268602,-0.9317543,-0.05083278,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.06308887,-0.031390566,-0.2694323,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,9.448874270729212e-06
611,-0.9268602,-0.9317543,-0.055098318,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.058185127,-0.031390566,0.6010993,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,2.7700374763893677e-05
612,-0.9268602,-0.9317543,0.32169092,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.2997886,-0.031390566,0.6687997,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,2.6350063004834023e-05
613,-0.9268602,-0.9317543,0.055805683,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.21642487,-0.031390566,0.7591247,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.044670437,-0.2647951,1.2385321,-0.044860635,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,2.9746502019809823e-05
614,-0.9268602,-0.9317543,0.07286783,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.32430735,-0.031390566,-0.13890466,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.10559747,-0.2647951,1.2385321,-0.10579149,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,3.0398125676350924e-05
615,-0.9268602,-0.9317543,0.006041067,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.00424388,-0.031390566,0.34439513,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.1665245,-0.2647951,1.2385321,-0.16672236,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,1.6230915315429854e-05
616,-0.9268602,-0.9317543,0.05722753,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.049697362,-0.031390566,-1.3515928,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,1.0082993452749413e-05
617,-0.9268602,-0.9317543,-0.06505124,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.072896376,-0.031390566,-1.3926654,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,9.9072232796903e-06
618,-0.9268602,-0.9317543,-0.04372355,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.06308887,-0.031390566,0.447251,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,8.65269744977929e-06
619,-0.9268602,-0.9317543,-0.05367647,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.06799262,-0.031390566,0.45995566,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,1.5650795050532555e-05
620,-0.9268602,-0.9317543,0.8221808,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.7362223,-0.031390566,0.51860595,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,1.2385321,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.000130111577200033
621,-0.9268602,-0.9317543,0.02310322,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.005563619,-0.031390566,0.4744007,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,2.7714620508812903e-05
622,-0.9268602,-0.9317543,0.23495829,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.44199735,-0.031390566,-0.45982844,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,0.0,-0.2647951,1.2385322,1.5456235,0.296144,-0.6395753,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.549305,-0.8334304,-0.34619418,-0.52987975,-0.549305,-0.6727163,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.29383826,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,-1.0195264,0.048084386,-0.5253512,0.26769102,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,1.5921842222910925e-05
