,F72,F25,F62,F64,F67,F34,F66,F69,F68,F101,F102,F104,F105,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F110,F122,F115,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F130,F35,F131,F37,F133,F134,F39,F135,F136,F137,F83,F73,F16,F3,F7,F12,F17,F2,F6,F13,F14,F1,F5,F9,F15,F4,F8,F71,category,1
777,-0.72734237,-0.74693304,-0.08637893,-0.32191852,-0.4103262,-0.83786464,1.2599789,-0.11703012,0.38013324,-0.9078096,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,-1.3483222,0.296144,0.8645254,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,0.6423678,-0.10196462,1.2523291,0.5508766,1.5176803,-0.27617845,-1.0087404,-1.0051289,-1.0087404,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,1.1965743,0,0.0016474992635643283
778,-0.72734237,-0.74693304,-0.11197216,-0.32191852,-0.4103262,0.39546078,1.2599789,-0.11703012,0.38013324,-0.42575812,-0.49084166,-0.2817333,-3.3166478,0.30309504,-0.33339527,-0.68405926,0.23907422,-0.46461707,-0.6395753,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.27617845,-1.1026862,-1.1028568,-1.1026862,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.99403036,0,0.00039604947392975025
779,-0.72734237,-0.74693304,-0.09633186,-0.32191852,-0.4103262,-0.83786464,1.2599789,-0.107222624,0.38013324,0.587628,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.27617845,-1.2730247,-1.2682424,-1.2730247,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,0.8786938,4.6590514,-0.3495371,-0.14968519,-0.26360977,1.305321,-0.36197066,-0.36939633,-0.42694035,2.2220545,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.99403036,0,9.147773976843444e-05
780,-0.72734237,-0.74693304,-0.09633186,-0.32191852,-0.4103262,-0.83786464,1.2599789,-0.107222624,0.38013324,0.51062304,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.27617845,-1.2730247,-1.2682424,-1.2730247,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.99403036,0,0.00014300264803661727
781,-0.72734237,-0.74693304,-0.09633186,-0.32191852,-0.4103262,-0.83786464,1.2599789,-0.107222624,0.38013324,0.66155285,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.27617845,-1.2730247,-1.2682424,-1.2730247,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,0.8786938,4.6590514,-0.3495371,-0.14968519,-0.26360977,1.305321,-0.36197066,-0.36939633,-0.42694035,2.2220545,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.99403036,0,8.974423501191394e-05
782,-0.72734237,-0.74693304,-0.09633186,-0.32191852,-0.4103262,-0.83786464,1.2599789,-0.107222624,0.38013324,0.43515798,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.27617845,-1.2730247,-1.2682424,-1.2730247,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,0.8786938,4.6590514,-0.3495371,-0.14968519,-0.26360977,1.305321,-0.36197066,-0.36939633,-0.42694035,2.2220545,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.99403036,0,9.515955865332795e-05
783,-0.72734237,-0.74693304,-0.09633186,-0.32191852,-0.4103262,-0.83786464,1.2599789,-0.107222624,0.38013324,0.29500893,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,-0.27617845,-1.2730247,-1.2682424,-1.2730247,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.99403036,0,0.00015120874256662522
784,-0.72734237,-0.74693304,-0.1162377,-0.32191852,-0.4103262,-0.83786464,1.2599789,-0.11703012,0.38013324,-1.5494155,-0.49084166,-0.2817333,0.47845042,-2.1682222,-0.33339527,-0.68405926,-0.20051245,0.296144,-2.143676,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.190703,3.8186066,-0.44818425,-0.15490082,-1.3209826,-0.27617845,-1.2730247,-1.2682424,-1.2730247,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.99403036,0,0.001367745892343801
785,-0.72734237,-0.74693304,-0.08211339,-0.32191852,-0.4103262,0.39546078,1.2599789,-0.107222624,0.38013324,1.5247792,-0.49084166,-0.2817333,-2.819429,-2.1682222,-0.33339527,-0.68405926,-0.20051245,0.296144,-2.143676,-0.22745155,-0.33339527,-0.68405926,-0.2276532,-0.7312871,-0.190703,3.8186066,-0.44818425,-0.15490082,-1.3209826,-0.27617845,-1.7007251,-1.7155355,-1.7007251,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.38639867,0,0.0011956981455216046
787,-0.72734237,-0.74693304,-0.10628478,-0.32191852,-0.4103262,0.39546078,1.2599789,-0.11212637,0.38013324,1.5347898,-0.49084166,-0.2817333,-0.57687086,0.30309504,-0.33339527,-0.68405926,0.8129789,-0.46461707,-0.6395753,-0.22745155,-0.33339527,-0.68405926,-0.2276532,-0.7312871,-0.7286703,-0.5831662,-0.8985054,-0.7783763,-0.52987975,-0.27617845,-1.7007251,-1.7155355,-1.7007251,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.38639867,0,0.0001265904768949282
788,-0.72734237,-0.74693304,-0.12761247,-0.32191852,-0.4103262,-0.83786464,1.2599789,-0.11703012,0.38013324,0.14099884,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,-1.3971652,-0.46461707,-0.6395753,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.52987975,-0.27617845,-1.1029334,-1.1028568,-1.1029334,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.99403036,0,4.4303252087302624e-05
789,-0.72734237,-0.74693304,-0.10344109,-0.32191852,-0.4103262,1.0121235,1.2599789,-0.11703012,0.38013324,1.4701055,-0.49084166,-0.2817333,-1.6039249,0.30309504,-0.33339527,-0.68405926,-1.3483222,0.6765245,0.8645254,-0.28837857,-0.33339527,-0.68405926,-0.28858408,-0.7312871,-0.15956016,-0.063108504,0.769874,0.16213284,0.61023885,-0.27617845,1.0434796,1.0596862,1.0434796,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,3.0024533,-0.08578252,2.00675,0,0.00027749643903157305
790,-0.72734237,-0.74693304,-0.13045616,-0.32191852,-0.4103262,1.1662891,1.2599789,-0.11703012,0.38013324,-1.6794,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.68405926,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.27617845,1.0434796,1.0596862,1.0434796,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,2.5746799,4.7005706,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,2.00675,0,0.5698019927318362
791,-0.72734237,-0.74693304,-0.13045616,-0.32191852,-0.4103262,2.8621113,1.2599789,-0.11703012,0.38013324,0.78322077,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.68405926,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.27617845,1.0434796,1.0596862,1.0434796,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,2.2220545,-0.069552094,2.6008034,-0.2968205,-0.08578252,2.00675,0,0.1362177360583729
792,-0.72734237,-0.74693304,-0.13045616,-0.32191852,-0.4103262,2.7079456,1.2599789,-0.11703012,0.38013324,0.87254655,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.68405926,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.27617845,1.0434796,1.0596862,1.0434796,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,2.00675,0,0.15798593842989478
793,-0.72734237,-0.74693304,-0.13045616,-0.32191852,-0.4103262,1.1662891,1.2599789,-0.11703012,0.38013324,0.9757332,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.68405926,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.27617845,1.0434796,1.0596862,1.0434796,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,2.00675,0,0.15126329776614664
794,-0.72734237,-0.74693304,-0.13045616,-0.32191852,-0.4103262,1.0121235,1.2599789,-0.11703012,0.38013324,1.4408437,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.68405926,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.27617845,1.0434796,1.0596862,1.0434796,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,2.5746799,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,2.00675,0,0.17034013863304667
795,-0.72734237,-0.74693304,-0.13045616,-0.32191852,-0.4103262,2.2454488,1.2599789,-0.11703012,0.38013324,1.477806,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.68405926,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.27617845,1.0434796,1.0596862,1.0434796,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,2.5746799,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,2.00675,0,0.17178883910521317
796,-0.72734237,-0.74693304,-0.13045616,-0.32191852,-0.4103262,1.0121235,1.2599789,-0.11703012,0.38013324,1.4901268,-0.49084166,-0.2817333,0.47845042,0.30309504,-0.33339527,-0.68405926,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.68405926,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.27617845,1.0434796,1.0596862,1.0434796,2.9254909,-0.2845919,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.2946397,-0.31324652,-0.3974979,-0.31199571,-0.24749693,0.35363132,-0.20329142,-0.20265988,0.786597,0.36447832,0.2709069,0.711666,0.5471891,-0.06144487,-0.7849479,0.048084386,2.5746799,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,2.00675,0,0.16854501804984678
797,-0.11411844,-0.10069578,-0.12761247,-0.32191852,-0.43871537,-0.83786464,1.2599789,-0.11703012,0.38013324,-0.5896913,-0.59023166,-0.053805195,0.47845042,0.30309504,-0.33339527,-0.81835794,-0.20051245,0.296144,-2.143676,-0.28837857,-0.33339527,-0.818358,-0.28858408,-0.7312871,-0.190703,3.8186066,-0.44818425,-0.15490082,-1.3209826,-0.4404178,0.44964358,0.3354974,0.44964358,2.9254909,-0.30356848,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.4052194,-0.4095449,-0.40747014,-0.40764278,-0.38137,-0.2835495,-0.56577986,-0.20265988,0.786597,0.36447832,0.08941587,0.711666,0.5471891,-0.06144487,-0.7177967,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.5889425,0,0.0001513350861424238
798,-0.37402952,-0.34924856,-0.12334693,-0.32191852,-0.43871537,0.39546078,1.2599789,-0.11703012,0.38013324,-1.2806286,-0.5780919,-0.11944432,-1.3155959,0.30309504,-0.33339527,-0.81128955,-1.3483222,-1.6057587,-2.143676,-0.28837857,-0.33339527,-0.8112896,-0.28858408,-0.7312871,-0.15956016,-0.35175398,1.2523291,-0.22661091,1.5176803,-0.4404178,0.62195987,0.49712428,0.62195987,2.9254909,2.1300642,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.39201662,-0.38111034,-0.40580812,-0.3900582,-0.3980311,0.0350409,-0.30961803,0.100281715,0.786597,0.36447832,-4.6293516,0.711666,0.5471891,-0.06144487,-0.781731,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,3.7934856,1.305321,-0.36197066,-0.36939633,-0.42694035,2.2220545,-0.069552094,-0.3844965,3.0024533,-0.08578252,2.00675,0,4.0588127904915546e-05
799,-0.37402952,-0.34924856,-0.09917555,-0.32191852,-0.43871537,0.39546078,1.2599789,-0.11703012,0.38013324,1.5013403,-0.5780919,-0.11944432,-0.54089415,0.30309504,-0.33339527,-0.81128955,-0.20051245,0.296144,-2.143676,-0.28837857,-0.33339527,-0.8112896,-0.28858408,-0.7312871,-0.190703,3.8186066,-0.44818425,-0.15490082,-1.3209826,-0.4404178,-1.4277879,-1.3997992,-1.4277879,2.9254909,2.1300642,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.39201662,-0.38111034,-0.40580812,-0.3900582,-0.3980311,0.0350409,-0.30961803,0.100281715,0.786597,0.36447832,-4.6293516,0.711666,0.5471891,-0.06144487,-0.781731,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.5889425,0,6.0452160839970435e-05
800,-0.81316435,-0.83360785,-0.11197216,-0.32191852,-0.42249298,0.39546078,1.2599789,-0.09251137,0.38013324,0.78785473,-0.5854926,-0.019522617,-1.936612,0.30309504,-0.33339527,-0.81835794,-0.18830174,-0.08423652,-0.6395753,-0.28837857,-0.33339527,-0.818358,-0.28858408,-0.7312871,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,-0.4404178,-1.1417478,-1.1542265,-1.1417478,2.9254909,-0.23796529,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.39570934,-0.41947803,-0.39694387,-0.4050407,-0.33474827,-0.11200083,-0.37583262,-0.20265988,0.786597,0.36447832,0.08941587,0.711666,0.5471891,-0.06144487,-0.7429281,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.18385476,0,6.594950810330834e-05
801,0.5005725,0.56466085,-0.13045616,-0.32191852,-0.43465978,1.6287861,1.2599789,-0.11703012,0.38013324,0.844536,-0.59957993,2.5523138,0.47845042,0.30309504,-0.33339527,-0.81835794,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.818358,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.4404178,0.33715594,0.23025195,0.33715594,2.9254909,-0.2704997,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.41290838,-0.43926847,-0.40220702,-0.42202273,-0.3462941,-0.25904253,-0.41361374,-0.20265988,0.786597,0.36447832,0.08941587,0.711666,0.5471891,-0.06144487,-0.8261634,0.048084386,2.5746799,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,2.2220545,-0.069552094,2.6008034,-0.2968205,-0.08578252,0.38639867,0,0.0062148622698152516
802,0.10373742,0.12236441,-0.13045616,-0.32191852,-0.4265486,-0.83786464,1.2599789,-0.11703012,0.38013324,1.1809602,-0.58906317,0.88645345,0.47845042,0.30309504,-0.33339527,-0.81128955,0.48328903,0.296144,0.8645254,-0.22745155,-0.33339527,-0.8112896,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.52987975,-0.4404178,-0.88240814,-0.8835954,-0.88240814,2.9254909,0.35473582,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.4093168,-0.44101247,-0.40719315,-0.42120102,-0.332556,0.35363132,-0.074355,-0.20265988,0.786597,0.36447832,0.30115542,0.711666,0.5471891,-0.06144487,-0.7672553,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.18385476,0,2.5184680131023632e-05
803,0.10373742,0.12236441,-0.13045616,-0.32191852,-0.4265486,-0.83786464,1.2599789,-0.11703012,0.38013324,1.1809602,-0.58906317,0.88645345,0.47845042,0.30309504,-0.33339527,-0.81128955,-1.4460081,0.6765245,0.8645254,-0.22745155,-0.33339527,-0.8112896,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.52987975,-0.4404178,-0.88240814,-0.8835954,-0.88240814,2.9254909,0.35473582,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.4093168,-0.44101247,-0.40719315,-0.42120102,-0.332556,0.35363132,-0.074355,-0.20265988,0.786597,0.36447832,0.30115542,0.711666,0.5471891,-0.06144487,-0.7672553,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0.18385476,0,1.0498358968930203e-05
804,0.46071786,0.50347865,-0.13045616,-0.32191852,-0.42249298,1.0121235,1.2599789,-0.11703012,0.38013324,-1.4985136,-0.5630309,0.114073284,0.47845042,0.30309504,-0.33339527,-0.8042212,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.8042213,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.4404178,0.18882054,0.14505328,0.18882054,2.9254909,2.0478797,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.3760822,-0.40408546,-0.3941738,-0.38857913,-0.3077106,-0.08749387,0.011403461,-0.20265988,0.786597,0.36447832,0.14991288,0.711666,0.5471891,-0.06144487,-0.726844,0.048084386,2.5746799,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,1.8042061,0,0.2553228631736347
805,0.46071786,0.50347865,-0.13045616,-0.32191852,-0.42249298,1.6287861,1.2599789,-0.11703012,0.38013324,-0.99497896,-0.5630309,0.114073284,0.47845042,0.30309504,-0.33339527,-0.8042212,1.5334128,0.6765245,0.8645254,-0.34930563,-0.33339527,-0.8042213,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,-0.4404178,0.18882054,0.14505328,0.18882054,2.9254909,2.0478797,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.3760822,-0.40408546,-0.3941738,-0.38857913,-0.3077106,-0.08749387,0.011403461,-0.20265988,0.786597,0.36447832,0.14991288,0.711666,0.5471891,-0.06144487,-0.726844,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,1.8042061,0,0.18919930754587208
