,F102,F104,F108,F95,F112,F116,F117,F115,F43,F42,category,1
323,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,6.294400803438895e-05
324,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,6.294400803438895e-05
325,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,6.294400803438895e-05
326,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,6.294400803438895e-05
327,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,6.294400803438895e-05
328,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,6.294400803438895e-05
329,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,6.294400803438895e-05
330,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,6.294400803438895e-05
331,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.6838976,-0.4404178,-0.12544353,-0.21178654,0,7.994831939780141e-05
332,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.6838976,-0.4404178,-0.12544353,-0.21178654,0,7.994831939780141e-05
333,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.6838976,-0.4404178,-0.12544353,-0.21178654,0,7.994831939780141e-05
334,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.6838976,-0.4404178,-0.12544353,-0.21178654,0,7.994831939780141e-05
335,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.6838976,-0.4404178,-0.12544353,-0.21178654,0,7.994831939780141e-05
336,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.6838976,-0.4404178,-0.12544353,-0.21178654,0,7.994831939780141e-05
337,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
338,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
339,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
340,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
341,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
342,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
343,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
344,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
345,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
346,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
347,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
348,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
349,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
350,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
351,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
352,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
353,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
354,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
355,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
356,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
357,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
358,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
359,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
360,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
361,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
362,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
363,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
364,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
365,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
366,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
367,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
368,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
369,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
370,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
371,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
372,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
373,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
374,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
375,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
376,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
377,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
378,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
379,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
380,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
381,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
382,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
383,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
384,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
385,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
386,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
387,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
388,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
389,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
390,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
391,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
392,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
393,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
394,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
395,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
396,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
397,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
398,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
399,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
400,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
401,0.43294665,-0.45127675,-2.1682222,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0002890290356697052
402,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
403,0.43294665,-0.45127675,0.30309504,-0.21047977,-0.21047975,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,7.325104455045835e-05
404,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0001251054131059857
405,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0001251054131059857
406,-0.1710538,0.04551145,-2.1682222,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0004935571130532067
407,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0001251054131059857
408,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0001251054131059857
409,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0001251054131059857
410,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0001251054131059857
411,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0001251054131059857
412,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,-0.7312871,-0.7854551,-0.4404178,-0.12544353,-0.21178654,0,0.0001251054131059857
413,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,0.006527409961051629
414,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,0.006527409961051629
415,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,0.022696203,-0.4404178,-0.12544353,-0.21178654,0,0.015108200043648424
416,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,0.022696203,-0.4404178,-0.12544353,-0.21178654,0,0.015108200043648424
417,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,0.022696203,-0.4404178,-0.12544353,-0.21178654,0,0.015108200043648424
418,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,0.022696203,-0.4404178,-0.12544353,-0.21178654,0,0.015108200043648424
419,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,0.022696203,-0.4404178,-0.12544353,-0.21178654,0,0.015108200043648424
420,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,0.022696203,-0.4404178,-0.12544353,-0.21178654,0,0.015108200043648424
421,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,0.022696203,-0.4404178,-0.12544353,-0.21178654,0,0.015108200043648424
422,-0.1710538,0.04551145,0.30309504,-0.6911276,-0.69112766,0.9609529,0.022696203,-0.4404178,-0.12544353,-0.21178654,0,0.015108200043648424
423,0.45891398,-0.30043188,0.30309504,1.2385322,1.2385321,-0.7312871,-0.44596297,-0.4404178,-0.12544353,-0.21178654,0,1.6155837836378286e-05
424,0.45891398,-0.30043188,0.30309504,1.2385322,1.2385321,-0.7312871,-0.44596297,-0.4404178,-0.12544353,-0.21178654,0,1.6155837836378286e-05
425,0.45891398,-0.30043188,0.30309504,1.2385322,1.2385321,-0.7312871,-0.44596297,-0.4404178,-0.12544353,-0.21178654,0,1.6155837836378286e-05
426,0.45891398,-0.30043188,0.30309504,1.2385322,1.2385321,0.9609529,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,0.0006328384378041466
427,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
428,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
429,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
430,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
431,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
432,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
433,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
434,0.45891398,-0.30043188,0.30309504,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,1.0362029078048287e-05
435,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
436,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
437,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
438,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
439,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
440,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
441,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
442,0.45891398,-0.30043188,0.30309504,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,1.0362029078048287e-05
443,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
444,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
445,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
446,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
447,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
448,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
449,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
450,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
451,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
452,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
453,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
454,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
455,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
456,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
457,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
458,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
459,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
460,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
461,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
462,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
463,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
464,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
465,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
466,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
467,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
468,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
469,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
470,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
471,0.45891398,-0.30043188,-2.1682222,1.2385322,1.2385321,-0.7312871,-0.961488,-0.4404178,-0.12544353,-0.21178654,0,4.089337233049347e-05
775,-0.4559805,0.14762975,0.30309504,-0.76181114,-0.76181114,0.9609529,0.7471093,1.0194874,4.1656647,3.9978375,1,0.2726046402275406
776,-0.4559805,0.14762975,0.30309504,-0.76181114,-0.76181114,0.9609529,0.7471093,1.0194874,4.1656647,3.9978375,1,0.2726046402275406
786,-0.49084166,-0.2817333,0.30309504,-0.68405926,-0.68405926,2.6531928,0.33393395,-0.27617845,4.1656647,3.9978375,1,0.37926613716560936
810,-0.6002291,3.548301,0.30309504,-0.81835794,-0.818358,0.9609529,0.7471093,2.844369,4.1656647,3.9978375,1,0.835655379463645
812,-0.56218696,0.037495863,0.30309504,-0.7971529,-0.7971529,0.9609529,0.7471093,0.38077888,4.1656647,3.9978375,1,0.07371948462799544
873,-0.59860617,1.182636,-2.1682222,-0.81128955,-0.8112896,1.8070728,0.12111464,1.2019756,4.1656647,3.9978375,1,0.8562711606873356
875,-0.5938671,0.6963437,-2.1682222,-0.81835794,-0.818358,2.6531928,-0.4063072,2.844369,-0.37915942,-0.36809197,1,0.9999419821794227
877,-0.58490837,0.8661237,-2.1682222,-0.7971529,-0.7971529,0.9609529,0.5579543,1.2019756,-0.37915942,-0.36809197,1,0.8662463264652469
879,-0.58490837,0.8661237,0.30309504,-0.7971529,-0.7971529,0.9609529,0.7471093,1.2019756,-0.37915942,-0.36809197,1,0.6588741965750905
882,-0.5765339,-0.16866462,0.30309504,-0.8042212,-0.8042213,0.9609529,0.7471093,1.74944,-0.37915942,-0.36809197,1,0.9479186550500379
883,-0.5765339,-0.16866462,0.30309504,-0.8042212,-0.8042213,0.9609529,0.7471093,1.74944,-0.37915942,-0.36809197,1,0.9479186550500379
887,-0.57906574,1.118843,0.30309504,-0.79008454,-0.7900846,2.6531928,4.812393,2.844369,-0.37915942,-0.36809197,1,0.9999963765122246
888,-0.57906574,1.118843,0.30309504,-0.79008454,-0.7900846,0.9609529,0.7471093,2.844369,-0.37915942,-0.36809197,1,0.9927034124017012
889,-0.57906574,1.118843,0.30309504,-0.79008454,-0.7900846,0.9609529,0.7471093,2.844369,-0.37915942,-0.36809197,1,0.9927034124017012
890,-0.57906574,1.118843,0.30309504,-0.79008454,-0.7900846,0.9609529,0.7471093,2.844369,-0.37915942,-0.36809197,1,0.9927034124017012
891,-0.57906574,1.118843,0.30309504,-0.79008454,-0.7900846,0.9609529,0.7471093,2.844369,-0.37915942,-0.36809197,1,0.9927034124017012
892,-0.5956199,0.4909835,0.30309504,-0.8042212,-0.8042213,2.6531928,6.2558627,2.844369,-0.37915942,-0.36809197,1,0.9999993563789168
893,-0.5956199,0.4909835,0.30309504,-0.8042212,-0.8042213,2.6531928,1.1435727,2.844369,-0.37915942,-0.36809197,1,0.9999473491124756
894,-0.5956199,0.4909835,0.30309504,-0.8042212,-0.8042213,2.6531928,1.1435727,2.844369,-0.37915942,-0.36809197,1,0.9999473491124756
900,-0.4878554,-0.08486756,0.30309504,-0.78301615,-0.78301626,0.9609529,3.5493562,1.2019756,-0.026163407,0.54394263,1,0.9538477562448249
901,-0.5256379,-0.12205181,0.30309504,-0.78301615,-0.78301626,2.6531928,1.4442958,1.74944,-0.081319034,0.02646543,1,0.9993395553118305
902,-0.5256379,-0.12205181,0.30309504,-0.78301615,-0.78301626,2.6531928,0.33393395,1.74944,-0.081319034,0.02646543,1,0.998282778314197
