,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F132,F37,F133,F134,F39,F135,F136,F137,F83,F73,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F19,F15,F4,F8,F11,F71,category,1
208,-0.920992,-0.9164588,-0.12334693,1.4979856,-0.69842476,-0.4143818,0.39546078,-0.49185637,-0.11212637,-0.79284966,-0.7841864,-0.4878554,-0.45280623,-0.08486756,-0.4185727,-0.18087117,0.30309504,-0.36625233,-0.78301615,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.36625233,-0.78301626,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.6717516,-1.3209826,-1.1004853,1.2889922,1.2019756,1.4622383,-0.8846331,-0.88484836,-0.8846331,-0.073771544,1.5998029,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.23444305,-0.26282254,-0.324645,-0.253983,2.1743486,-0.17076837,5.0589666,0.31533742,-0.3566956,3.2811682,-0.34747612,-0.19890793,-0.05174384,-0.34136185,-0.3514467,0.6887502,-0.8241529,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,1.3991182,0,0.04027775091407271
209,-0.920992,-0.9164588,-0.12619062,1.4979856,-0.69842476,-0.4143818,0.39546078,-0.49185637,-0.11703012,-0.79284966,-1.0776466,-0.4878554,-0.45280623,-0.08486756,-1.0165881,-0.18087117,0.30309504,-0.36625233,-0.78301615,-0.20051245,0.296144,-2.143676,-0.28837857,-0.36625233,-0.78301626,-0.28858408,2.6531928,-0.190703,3.8186066,-0.44818425,-0.15490082,-1.6717516,-1.3209826,-1.1004853,1.2889922,1.2019756,2.6710312,-0.43715477,-0.39245012,-0.43715477,-0.073771544,1.5998029,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.23444305,-0.26282254,-0.324645,-0.253983,2.1743486,-0.17076837,5.0589666,0.31533742,-0.3566956,3.2811682,-0.34747612,-0.19890793,-0.05174384,-0.34136185,-0.3514467,0.6887502,-0.8241529,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,2.00675,1,0.9994636660618881
210,-0.920992,-0.9164588,-0.10201924,1.4979856,-0.69842476,-0.4143818,-0.83786464,-0.49185637,-0.10231887,-0.79284966,0.012348206,-0.4878554,-0.45280623,-0.08486756,0.47845042,-0.18087117,0.30309504,-0.36625233,-0.78301615,-0.71336365,0.6765245,0.8645254,-0.22745155,-0.36625233,-0.78301626,-0.2276532,-0.7312871,-0.25158468,-0.39605644,-0.8985054,-0.25847515,-0.34619418,-0.52987975,-0.549305,1.2889922,1.2019756,5.5975823,1.0528741,1.0910091,1.0528741,-0.073771544,1.5998029,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.23444305,-0.26282254,-0.324645,-0.253983,2.1743486,-0.17076837,5.0589666,0.31533742,-0.3566956,3.2811682,-0.34747612,-0.19890793,-0.05174384,-0.34136185,-0.3514467,0.6887502,-0.8241529,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,2.6143818,0,0.04543788080621942
211,-0.920992,-0.9164588,-0.10912847,1.4979856,-0.69842476,-0.4143818,1.7829518,-0.49185637,-0.10231887,-0.79284966,1.3853223,-0.4878554,-0.45280623,-0.08486756,-1.7854652,-0.18087117,0.30309504,-0.36625233,-0.78301615,1.5456235,0.296144,-0.6395753,-0.28837857,-0.36625233,-0.78301626,-0.28858408,2.6531928,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.34619418,-0.52987975,-0.549305,1.2889922,1.2019756,5.5975823,1.0528741,1.0910091,1.0528741,-0.073771544,1.5998029,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.23444305,-0.26282254,-0.324645,-0.253983,2.1743486,-0.17076837,5.0589666,0.31533742,-0.3566956,3.2811682,-0.34747612,-0.19890793,-0.05174384,-0.34136185,-0.3514467,0.6887502,-0.8241529,0.048084386,0.2798306,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,3.0024533,-0.08578252,-0.32011276,2.6143818,1,0.9989613852908809
212,-0.920992,-0.9164588,-0.13045616,1.4979856,-0.69842476,-0.4143818,-0.83786464,-0.49185637,-0.11703012,-0.79284966,-1.4100351,-0.4878554,-0.45280623,-0.08486756,0.47845042,-0.18087117,0.30309504,-0.36625233,-0.78301615,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.36625233,-0.78301626,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.6717516,-1.3209826,-1.1004853,1.2889922,1.2019756,1.8185141,-0.70341676,-0.69816303,-0.70341676,-0.073771544,1.5998029,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.23444305,-0.26282254,-0.324645,-0.253983,2.1743486,-0.17076837,5.0589666,0.31533742,-0.3566956,3.2811682,-0.34747612,-0.19890793,-0.05174384,-0.34136185,-0.3514467,0.6887502,-0.8241529,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,1.3991182,0,0.051904129182527646
213,1.4499937,1.3893462,-0.11339401,-0.11010633,-0.69842476,-0.4306042,0.39546078,-0.49185637,-0.09741512,-0.79284966,-1.0772144,-0.57893586,-0.6500861,0.14418429,-2.511627,-0.18087117,-2.1682222,-0.36625233,-0.8042212,-1.4215866,-3.888042,-0.6395753,-0.28837857,-0.36625233,-0.8042213,-0.28858408,2.6531928,3.8500795,0.8139297,-0.36465934,3.6608272,-2.069419,-1.4838566,0.908189,1.2889922,0.6545111,0.74968684,0.61207086,0.47707754,0.61207086,-0.073771544,2.4200125,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.39095432,-0.40203816,-0.39195776,-0.39567322,1.5679697,-0.35462463,1.9710902,-0.24291095,-0.3566956,0.2517525,-0.34747612,-0.19890793,-0.72729385,-0.34136185,-0.3514467,0.6887502,-0.81852347,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,1.3991182,1,0.9999860164155447
214,1.4499937,1.3893462,-0.12476878,-0.11010633,-0.69842476,-0.4306042,1.0121235,-0.49185637,-0.11212637,-0.79284966,-1.3466883,-0.57893586,-0.6500861,0.14418429,-0.6428285,-0.18087117,0.30309504,-0.36625233,-0.8042212,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.36625233,-0.8042213,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.6717516,-1.3209826,-1.1004853,1.2889922,0.6545111,-0.09010606,-1.0584328,-1.0427165,-1.0584328,-0.073771544,2.4200125,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.39095432,-0.40203816,-0.39195776,-0.39567322,1.5679697,-0.35462463,1.9710902,-0.24291095,-0.3566956,0.2517525,-0.34747612,-0.19890793,-0.72729385,-0.34136185,-0.3514467,0.6887502,-0.81852347,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,6.6806874,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,2.6008034,-0.2968205,-0.08578252,-0.32011276,-0.01868915,0,0.05728433837916109
215,1.4499937,1.3893462,-0.12619062,-0.11010633,-0.69842476,-0.4306042,1.0121235,-0.49185637,-0.11703012,-0.79284966,-1.3956835,-0.57893586,-0.6500861,0.14418429,-1.0165881,0.15660799,0.30309504,-0.36625233,-0.8042212,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.36625233,-0.8042213,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.6717516,-1.3209826,-1.1004853,1.2889922,0.6545111,-0.09010606,-1.0584328,-1.0427165,-1.0584328,-0.073771544,2.4200125,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.39095432,-0.40203816,-0.39195776,-0.39567322,1.5679697,-0.35462463,1.9710902,-0.24291095,-0.3566956,0.2517525,-0.34747612,-0.19890793,-0.72729385,-0.34136185,-0.3514467,0.6887502,-0.81852347,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-0.01868915,0,0.004754960817037994
216,-0.9139013,-0.9139095,-0.13045616,2.115233,-0.69842476,-0.4265486,-0.83786464,-0.49185637,-0.11703012,-0.79284966,-1.6056385,-0.5121998,-0.63942236,-0.4755249,0.47845042,-0.18087117,-2.1682222,-0.36625233,-0.7759478,-0.8476818,0.296144,0.8645254,-0.28837857,-0.36625233,-0.77594787,-0.28858408,-0.7312871,0.19328807,-0.23158862,1.2523291,0.25543147,1.1119189,1.5176803,1.7217683,1.2889922,0.4980927,6.946341,1.0528741,1.0910091,1.0528741,-0.073771544,0.9790646,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.2214932,-0.28701088,0.010533576,-0.22256626,0.13938193,-0.08673228,5.451078,0.045300398,-0.3566956,0.70616484,-0.34747612,-0.19890793,2.1059833,-0.34136185,-0.3514467,0.6887502,-0.8179203,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,2.8169258,0,0.1987959775825609
217,-0.9139013,-0.9139095,-0.12761247,2.115233,-0.69842476,-0.4265486,-0.83786464,-0.49185637,-0.11703012,-0.79284966,-0.5811683,-0.5121998,-0.63942236,-0.4755249,0.47845042,-0.18087117,0.30309504,-0.36625233,-0.7759478,-0.8476818,0.296144,0.8645254,-0.1665245,-0.36625233,-0.77594787,-0.16672236,1.5250329,0.19328807,-0.23158862,1.2523291,0.25543147,1.1119189,1.5176803,1.7217683,1.2889922,0.4980927,6.946341,1.0528741,1.0910091,1.0528741,-0.073771544,0.9790646,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.2214932,-0.28701088,0.010533576,-0.22256626,0.13938193,-0.08673228,5.451078,0.045300398,-0.3566956,0.70616484,-0.34747612,-0.19890793,2.1059833,-0.34136185,-0.3514467,0.6887502,-0.8179203,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,2.8169258,0,0.9480724223776728
218,-0.9139013,-0.9139095,-0.067894936,2.115233,-0.69842476,-0.4265486,1.0121235,-0.49185637,-0.077800125,-0.79284966,-0.28215545,-0.5121998,-0.63942236,-0.4755249,-2.2228124,-0.18087117,-2.1682222,-0.36625233,-0.7759478,-0.8476818,0.296144,0.8645254,-0.28837857,-0.36625233,-0.77594787,-0.28858408,-0.7312871,0.19328807,-0.23158862,1.2523291,0.25543147,1.1119189,1.5176803,1.7217683,1.2889922,0.4980927,6.946341,1.0528741,1.0910091,1.0528741,-0.073771544,0.9790646,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.2214932,-0.28701088,0.010533576,-0.22256626,0.13938193,-0.08673228,5.451078,0.045300398,-0.3566956,0.70616484,-0.34747612,-0.19890793,2.1059833,-0.34136185,-0.3514467,0.6887502,-0.8179203,0.048084386,0.2798306,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,3.0024533,-0.08578252,-0.32011276,2.8169258,0,0.18627784325423907
219,-0.9139013,-0.9139095,-0.10201924,2.115233,-0.69842476,-0.4265486,2.2454488,-0.49185637,-0.09251137,-0.79284966,1.4517176,-0.5121998,-0.63942236,-0.4755249,-1.3155959,-0.18087117,0.30309504,-0.36625233,-0.7759478,-0.8476818,0.296144,0.8645254,-0.28837857,-0.36625233,-0.77594787,-0.28858408,-0.7312871,0.19328807,-0.23158862,1.2523291,0.25543147,1.1119189,1.5176803,1.7217683,1.2889922,0.4980927,6.946341,1.0528741,1.0910091,1.0528741,-0.073771544,0.9790646,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.2214932,-0.28701088,0.010533576,-0.22256626,0.13938193,-0.08673228,5.451078,0.045300398,-0.3566956,0.70616484,-0.34747612,-0.19890793,2.1059833,-0.34136185,-0.3514467,0.6887502,-0.8179203,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,2.8169258,0,0.01851600210506844
220,-0.9139013,-0.9139095,-0.12761247,2.115233,-0.69842476,-0.4265486,1.6287861,-0.49185637,-0.11703012,-0.79284966,-0.9203172,-0.5121998,-0.63942236,-0.4755249,-1.7641075,-0.18087117,0.30309504,-0.36625233,-0.7759478,-1.4215866,-0.46461707,0.8645254,-0.1665245,-0.36625233,-0.77594787,-0.16672236,1.5250329,1.4442958,1.0637189,3.5688426,1.3283643,-1.5391959,-1.3907857,1.9304116,1.2889922,0.4980927,6.946341,1.0528741,1.0910091,1.0528741,-0.073771544,0.9790646,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.2214932,-0.28701088,0.010533576,-0.22256626,0.13938193,-0.08673228,5.451078,0.045300398,-0.3566956,0.70616484,-0.34747612,-0.19890793,2.1059833,-0.34136185,-0.3514467,0.6887502,-0.8179203,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,2.8169258,1,0.9578977950504435
221,-0.9139013,-0.9139095,-0.10912847,2.115233,-0.69842476,-0.4265486,-0.83786464,-0.49185637,-0.10231887,-0.79284966,-0.4627672,-0.5121998,-0.63942236,-0.4755249,0.47845042,-0.18087117,0.30309504,-0.36625233,-0.7759478,-1.2262148,-1.9861392,-0.6395753,-0.28837857,-0.36625233,-0.77594787,-0.28858408,-0.7312871,0.5579543,-0.1436638,-0.8985054,0.4690359,-0.34619418,-0.52987975,-0.549305,1.2889922,0.4980927,4.9740996,0.6498964,0.5297003,0.6498964,-0.073771544,0.9790646,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.2214932,-0.28701088,0.010533576,-0.22256626,0.13938193,-0.08673228,5.451078,0.045300398,-0.3566956,0.70616484,-0.34747612,-0.19890793,2.1059833,-0.34136185,-0.3514467,0.6887502,-0.8179203,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,2.8169258,0,0.03540712815852795
222,-0.9139013,-0.9139095,-0.12761247,2.115233,-0.69842476,-0.4265486,-0.83786464,-0.49185637,-0.11703012,-0.79284966,-0.58919543,-0.5121998,-0.63942236,-0.4755249,0.47845042,-0.18087117,0.30309504,-0.36625233,-0.7759478,-0.71336365,0.6765245,0.8645254,-0.1665245,-0.36625233,-0.77594787,-0.16672236,1.5250329,-0.25158468,-0.39605644,-0.8985054,-0.25847515,-0.34619418,-0.52987975,-0.549305,1.2889922,0.4980927,6.946341,1.0528741,1.0910091,1.0528741,-0.073771544,0.9790646,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.2214932,-0.28701088,0.010533576,-0.22256626,0.13938193,-0.08673228,5.451078,0.045300398,-0.3566956,0.70616484,-0.34747612,-0.19890793,2.1059833,-0.34136185,-0.3514467,0.6887502,-0.8179203,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,2.8169258,1,0.7433303406078997
223,0.30887893,0.3454246,-0.12761247,-0.53243345,-0.69842476,-0.43871537,-0.83786464,-0.49185637,-0.11703012,-0.79284966,1.285594,-0.57640404,-0.6650154,-0.10301715,0.47845042,-0.18087117,0.30309504,-0.36625233,-0.81128955,-1.3483222,-0.8449975,-0.6395753,-0.22745155,-0.36625233,-0.8112896,-0.2276532,-0.7312871,0.6423678,-0.10196462,1.2523291,0.5508766,1.1119189,1.5176803,1.7217683,1.2889922,-0.4404178,0.024411151,-0.34444517,-0.29597518,-0.34444517,-0.073771544,-0.30356848,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.34780496,-0.39521387,-0.40719315,-0.3713506,-0.2100568,-0.24311244,-0.2835495,-0.30750448,-0.3566956,-0.20265988,-0.34747612,-0.19890793,0.08941587,-0.34136185,-0.3514467,0.6887502,-0.5372524,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,0.38639867,0,0.0013897393068451028
224,0.30887893,0.3454246,-0.12761247,-0.53243345,-0.69842476,-0.43871537,-0.83786464,-0.49185637,-0.11703012,-0.79284966,0.9496266,-0.57640404,-0.6650154,-0.10301715,0.47845042,-0.18087117,0.30309504,-0.36625233,-0.81128955,-1.3849545,0.6765245,0.8645254,-0.22745155,-0.36625233,-0.8112896,-0.2276532,-0.7312871,1.4442958,0.038721304,-0.8985054,1.3283643,-0.34619418,-0.52987975,-0.549305,1.2889922,-0.4404178,0.024411151,-0.34444517,-0.29597518,-0.34444517,-0.073771544,-0.30356848,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.34780496,-0.39521387,-0.40719315,-0.3713506,-0.2100568,-0.24311244,-0.2835495,-0.30750448,-0.3566956,-0.20265988,-0.34747612,-0.19890793,0.08941587,-0.34136185,-0.3514467,0.6887502,-0.5372524,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,0.38639867,0,0.00033666726260923223
225,-0.9139013,-0.9139095,-0.104862936,-0.28878322,-0.69842476,-0.43871537,-0.83786464,-0.49185637,-0.08270387,-0.79284966,-0.6875784,-0.5860769,-0.5327846,2.571852,0.47845042,1.6752641,0.30309504,-0.36625233,-0.81835794,-0.18830174,-0.08423652,-0.6395753,-0.28837857,-0.36625233,-0.818358,-0.28858408,2.6531928,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.34619418,-0.52987975,-0.549305,1.2889922,2.844369,-0.42093357,-1.9113613,-1.9022208,-1.9113613,-0.073771544,0.8736879,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.39570934,-0.42766717,-0.40220702,-0.40851927,-0.09700309,-0.3189641,2.4367223,-0.14490813,-0.3566956,0.2517525,-0.34747612,-0.19890793,1.0976995,-0.34136185,-0.3514467,0.6887502,-0.8237508,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-0.6263209,1,0.9998656107528068
226,-0.5725694,-0.56466097,-0.12476878,-0.5649202,-0.69842476,-0.43871537,0.39546078,-0.49185637,-0.11212637,-0.79284966,1.4584734,-0.5946461,-0.694874,0.3649233,-0.6428285,0.15660799,0.30309504,-0.36625233,-0.81835794,-1.4215866,-1.6057587,-2.143676,-0.28837857,-0.36625233,-0.818358,-0.28858408,-0.7312871,-0.961488,-0.6848064,1.2523291,-1.0040984,1.1119189,1.5176803,1.7217683,1.2889922,-0.4404178,-0.31914046,-1.064119,-1.0489811,-1.064119,-0.073771544,-0.30356848,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.41204843,-0.4339607,-0.4052541,-0.41994107,-0.2100568,-0.35404003,-0.2835495,-0.045813862,-0.3566956,-0.20265988,-0.34747612,-0.19890793,0.08941587,-0.34136185,-0.3514467,0.6887502,-0.71940506,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-0.6263209,0,0.0001995404623752005
227,-0.7958044,-0.815763,-0.10344109,-0.71111035,-0.69842476,-0.42249298,-0.83786464,-0.49185637,-0.10231887,-0.79284966,-0.55121136,-0.5935425,-0.70020586,0.042395446,0.47845042,2.3502223,0.30309504,-0.36625233,-0.81835794,-0.71336365,0.6765245,0.8645254,-0.28837857,-0.36625233,-0.818358,-0.28858408,-0.7312871,-0.25158468,-0.39605644,-0.8985054,-0.25847515,-0.34619418,-0.52987975,-0.549305,1.2889922,-0.4404178,-0.12827846,-0.73555607,-0.7432682,-0.73555607,-0.073771544,1.7624439,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.40815336,-0.44154325,-0.40747014,-0.42079017,-0.17922397,-0.32817152,-0.16101474,-0.122453436,-0.3566956,-0.20265988,-0.34747612,-0.19890793,0.10958154,-0.34136185,-0.3514467,0.6887502,-0.74936175,0.048084386,0.2798306,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,0.99403036,0,6.530192762137102e-05
228,1.1035271,1.1305965,-0.11908139,-0.5811635,-0.48876676,-0.43871537,0.39546078,-0.6634353,-0.11703012,-0.85163873,-0.47843933,-0.5974376,-0.6778119,2.1347735,-0.082189046,-0.18087117,0.30309504,-0.35803807,-0.81835794,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.35803807,-0.818358,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.6717516,-1.3209826,-1.1004853,-0.8232791,-0.4404178,-0.28096807,0.056060385,0.051084146,0.056060385,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4107332,-0.43274748,-0.40747014,-0.41900977,-0.2100568,-0.35257852,-0.2835495,0.015661687,-0.62524694,-0.20265988,-0.19551246,-0.55476475,0.08941587,-0.4678039,-1.2974097,0.17386942,-0.3550998,0.048084386,2.1845343,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-0.01868915,0,9.796269423757861e-06
229,-0.16986607,-0.16570188,-0.12476878,-0.5811635,-0.48876676,-0.43871537,0.39546078,-0.6634353,-0.11703012,-0.85163873,0.84629446,-0.58633655,-0.6916748,-0.16827874,-0.6428285,-0.18087117,0.30309504,-0.35803807,-0.78301615,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.35803807,-0.78301626,-0.28858408,-0.7312871,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.6717516,-1.3209826,-1.1004853,-0.8232791,-0.4404178,-0.09010606,-0.26953578,-0.22455864,-0.26953578,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41245311,-0.44063333,-0.40747014,-0.42278966,-0.2100568,-0.34234804,-0.2835495,-0.72109765,-0.62524694,-0.20265988,-0.19551246,-0.55476475,0.08941587,-0.4678039,-1.2974097,0.17386942,-0.37882388,0.048084386,2.1845343,2.5746799,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,2.6008034,3.0024533,-0.08578252,-0.32011276,0.5889425,0,2.391725254487988e-05
230,-0.16986607,-0.16570188,-0.13045616,-0.5811635,-0.48876676,-0.43871537,-0.2212019,-0.6634353,-0.11703012,-0.85163873,-1.2018985,-0.58633655,-0.6916748,-0.16827874,0.47845042,-0.18087117,0.30309504,-0.35803807,-0.78301615,-1.2872685,-0.08423652,-0.6395753,-0.34930563,-0.35803807,-0.78301626,-0.34951493,0.9609529,-0.961488,-0.6848064,-0.5378598,-1.0040984,-1.9368631,-1.5071244,-0.74420005,-0.8232791,-0.4404178,-0.09010606,-0.26953578,-0.22455864,-0.26953578,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.41245311,-0.44063333,-0.40747014,-0.42278966,-0.2100568,-0.34234804,-0.2835495,-0.72109765,-0.62524694,-0.20265988,-0.19551246,-0.55476475,0.08941587,-0.4678039,-1.2974097,0.17386942,-0.37882388,0.048084386,2.1845343,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,0.5889425,0,0.000953922946068958
