,F72,F25,F62,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F110,F122,F115,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F130,F35,F131,F37,F133,F134,F39,F135,F136,F137,F83,F73,F16,F3,F7,F12,F17,F2,F6,F13,F14,F1,F5,F9,F15,F4,F8,F71,category,1
328,-0.9268602,-0.9317543,0.006041067,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.07911987,-0.031390566,1.3827432,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-1.262847,-3.888042,-0.6395753,-0.10559747,-0.2647951,-0.21047975,-0.10579149,-0.7312871,-0.961488,-0.6848064,-0.36465934,-1.0040984,-1.4838566,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,4.26008066602358e-05
329,-0.9268602,-0.9317543,0.006041067,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.07911987,-0.031390566,1.385859,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-1.262847,-3.888042,-0.6395753,-0.10559747,-0.2647951,-0.21047975,-0.10579149,-0.7312871,-0.961488,-0.6848064,-0.36465934,-1.0040984,-1.4838566,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,4.259682401094881e-05
330,-0.9268602,-0.9317543,-0.10628478,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.11703012,-0.031390566,-0.68759775,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-1.262847,-3.888042,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.961488,-0.6848064,-0.36465934,-1.0040984,-1.4838566,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00013957696437627004
331,-0.9268602,-0.9317543,-0.09633186,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.107222624,-0.031390566,-0.71289057,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-0.18830174,-0.08423652,-0.6395753,0.016256602,-0.2647951,-0.21047975,0.016070222,-0.7312871,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,2.6982941007992404e-05
332,-0.9268602,-0.9317543,-0.09633186,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.107222624,-0.031390566,-0.7286527,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-0.18830174,-0.08423652,-0.6395753,0.016256602,-0.2647951,-0.21047975,0.016070222,-0.7312871,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,2.699570607032874e-05
333,-0.9268602,-0.9317543,-0.09633186,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.107222624,-0.031390566,-0.7029934,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-0.18830174,-0.08423652,-0.6395753,0.016256602,-0.2647951,-0.21047975,0.016070222,-0.7312871,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,2.6974928814594125e-05
334,-0.9268602,-0.9317543,-0.09633186,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.107222624,-0.031390566,-0.8344058,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-0.18830174,-0.08423652,-0.6395753,0.016256602,-0.2647951,-0.21047975,0.016070222,-0.7312871,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,2.7081507073379264e-05
335,-0.9268602,-0.9317543,-0.09633186,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.107222624,-0.031390566,-0.81186223,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-0.18830174,-0.08423652,-0.6395753,0.016256602,-0.2647951,-0.21047975,0.016070222,-0.7312871,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,2.7063193896354293e-05
336,-0.9268602,-0.9317543,-0.09633186,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.107222624,-0.031390566,-0.8259749,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,-0.18830174,-0.08423652,-0.6395753,0.016256602,-0.2647951,-0.21047975,0.016070222,-0.7312871,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,2.707465681130916e-05
337,-0.9268602,-0.9317543,0.09419553,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.014051379,-0.031390566,-0.9352103,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,5.1062649062002495e-05
338,-0.9268602,-0.9317543,0.040165376,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.058185127,-0.031390566,-0.71829736,0.43294665,0.3416451,-0.45127675,0.47845042,-2.1682222,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.0002445962734335648
339,-0.9268602,-0.9317543,0.2534423,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.07421611,-0.031390566,-1.2215562,0.43294665,0.3416451,-0.45127675,0.47845042,-2.1682222,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.000245153069734945
340,-0.9268602,-0.9317543,-0.042301703,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.08270387,-0.031390566,-1.2020674,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,9.097794711706845e-05
341,-0.9268602,-0.9317543,0.028790606,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.1526761,-0.031390566,-0.48195663,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00017022496461324032
342,-0.9268602,-0.9317543,0.14538199,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.020274868,-0.031390566,-1.1404849,0.43294665,0.3416451,-0.45127675,0.47845042,-2.1682222,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.0008368889394488769
343,-0.9268602,-0.9317543,-0.015286625,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.06799262,-0.031390566,-1.1652278,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,5.1716791231315944e-05
344,-0.9268602,-0.9317543,-0.06931678,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.08760762,-0.031390566,-1.0702884,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.0001759765695134708
345,-0.9268602,-0.9317543,0.01599399,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.15757987,-0.031390566,-0.6701861,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00017120204384924272
346,-0.9268602,-0.9317543,0.025946913,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.04837763,-0.031390566,-0.37510383,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00017154398797636442
347,-0.9268602,-0.9317543,-0.023817701,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.072896376,-0.031390566,1.3374728,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00016338460940644103
348,-0.9268602,-0.9317543,0.33590937,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.14777236,-0.031390566,0.4613902,0.43294665,0.3416451,-0.45127675,0.47845042,-2.1682222,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00040638825208854935
349,-0.9268602,-0.9317543,0.51790565,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.58910984,-0.031390566,-0.5691067,0.43294665,0.3416451,-0.45127675,0.47845042,-2.1682222,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.0003233667509825652
350,-0.9268602,-0.9317543,-0.06647309,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.06308887,-0.031390566,0.28030854,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00016875218388637034
351,-0.9268602,-0.9317543,0.681418,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.4567086,-0.031390566,1.2735077,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,8.047538434317091e-05
352,-0.9268602,-0.9317543,0.04300907,-0.27394965,-0.4306042,-0.83786464,0.37036383,-0.018955128,-0.031390566,-0.43027136,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00017147762377325558
353,-0.9268602,-0.9317543,0.52359307,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.18209861,-0.031390566,-1.7806851,0.43294665,0.3416451,-0.45127675,0.47845042,0.30309504,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,8.989253693125635e-05
354,-0.9268602,-0.9317543,0.6017946,-0.27394965,-0.4306042,-0.83786464,0.37036383,0.20171362,-0.031390566,-1.0269607,0.43294665,0.3416451,-0.45127675,0.47845042,-2.1682222,-0.2647951,-0.21047977,1.5456235,0.296144,-0.6395753,-0.28837857,-0.2647951,-0.21047975,-0.28858408,-0.7312871,-0.7854551,-0.6073317,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,0.00023981987983471791
