,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F110,F121,F122,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F132,F37,F133,F134,F39,F135,F136,F137,F83,F73,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F19,F15,F4,F8,F11,F71,category,1
443,-0.9268602,-0.9317543,28.249592,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,24.009418,-0.031390566,-1.7781568,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,1.4079547708445989e-05
444,-0.9268602,-0.9317543,4.766382,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,4.208077,-0.031390566,-1.1358618,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00019642016363089087
445,-0.9268602,-0.9317543,7.3939533,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,7.1601343,-0.031390566,-1.0781251,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.10559747,-0.2647951,1.2385321,-0.10579149,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00017370502083239922
446,-0.9268602,-0.9317543,3.9388676,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,3.4136696,-0.031390566,-0.8746257,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00020513094367374682
447,-0.9268602,-0.9317543,0.48378137,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.47141984,-0.031390566,-1.0364558,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.000253697247572925
448,-0.9268602,-0.9317543,12.336291,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,11.024289,-0.031390566,-0.7994122,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00012120401188176508
449,-0.9268602,-0.9317543,0.67715245,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.6283398,-0.031390566,-0.3062846,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00024375296308742607
450,-0.9268602,-0.9317543,0.30462876,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.29488483,-0.031390566,-1.0267241,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00025662197869656716
451,-0.9268602,-0.9317543,0.73687005,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.71660733,-0.031390566,-0.76018107,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00024683055166647327
452,-0.9268602,-0.9317543,0.6117475,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.5596873,-0.031390566,-0.9094235,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00025075969869042407
453,-0.9268602,-0.9317543,1.2913901,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,1.1579448,-0.031390566,-0.35340506,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.0002353464879535695
454,-0.9268602,-0.9317543,1.985251,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,3.7275097,-0.031390566,-0.42726186,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.28837857,-0.2647951,1.2385321,-0.28858408,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00019863718842054605
455,-0.9268602,-0.9317543,0.6202786,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.47141984,-0.031390566,-1.1993105,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00025469160912501804
456,-0.9268602,-0.9317543,2.2582455,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,1.7660097,-0.031390566,-1.2331172,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00023241679470530305
457,-0.9268602,-0.9317543,1.4051378,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,1.2069823,-0.031390566,-1.1106737,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00024140706146651432
458,-0.9268602,-0.9317543,1.4051378,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,1.2069823,-0.031390566,-1.0542858,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00024087024795342902
459,-0.9268602,-0.9317543,0.18945922,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.17719486,-0.031390566,-0.5884764,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.0002542000845636874
460,-0.9268602,-0.9317543,0.18945922,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.17719486,-0.031390566,-0.6166704,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.0002544831842481493
461,-0.9268602,-0.9317543,0.27050444,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.26546234,-0.031390566,-0.5792176,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.0002526462173182106
462,-0.9268602,-0.9317543,0.18945922,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.17719486,-0.031390566,-0.28217176,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00025114465752293347
463,-0.9268602,-0.9317543,0.18945922,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.17719486,-0.031390566,-0.6072724,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00025438878228217917
464,-0.9268602,-0.9317543,0.40700167,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.36353734,-0.031390566,-0.74902785,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.0002525049270971347
465,-0.9268602,-0.9317543,0.18945922,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.17719486,-0.031390566,-0.5978744,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.0002542944159246281
466,-0.9268602,-0.9317543,0.20367768,2.24518,-0.27394965,-0.34138107,-0.83786464,0.37036383,0.17719486,-0.031390566,-0.32254836,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,-2.1682222,-0.2647951,1.2385322,0.48328903,0.296144,0.8645254,-0.22745155,-0.2647951,1.2385321,-0.2276532,-0.7312871,-0.961488,-0.6848064,-0.8985054,-1.0040984,-0.34619418,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.43055284,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,0.26769102,-0.37282997,3.4266117,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.39561853,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.32011276,-1.0314088,0,0.00025147935167167364
