,F72,F25,F62,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F110,F122,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F37,F133,F134,F39,F135,F136,F137,F83,F73,F16,F3,F7,F12,F17,F2,F6,F13,F14,F1,F5,F9,F19,F15,F4,F8,F71,category,1
687,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,0.99790317,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.264479375960879e-05
688,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,1.0001656,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.263191044616482e-05
689,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,1.002428,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.261902944277903e-05
690,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,1.0046904,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.260615176684854e-05
691,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,1.006953,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.259327538236356e-05
692,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,1.0092154,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.258040300245396e-05
693,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,1.011478,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.2567531913459e-05
694,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,0.9187163,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.30973967518817e-05
695,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,0.9209789,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.3084419338024e-05
696,-0.9268602,-0.9317543,-0.13045616,-0.27394965,-0.34138107,-0.83786464,0.37036383,-0.11703012,-0.031390566,0.92324126,0.45891398,0.956945,-0.30043188,0.47845042,-0.18087117,0.30309504,-0.2647951,1.2385322,0.23907422,-0.46461707,-0.6395753,2.6361191,-0.2647951,1.2385321,2.6360967,-0.7312871,-0.44225416,-0.46742228,-0.8985054,-0.47551885,-0.52987975,-0.4404178,-0.4336577,1.0528741,1.0910091,1.0528741,1.2765204,-0.30356848,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.41483063,-0.44245315,-0.40747014,-0.42473435,-0.2100568,-0.3457095,-0.2835495,-0.8452527,-0.20265988,-0.6003618,-0.5289312,0.08941587,-0.5009395,-0.12612233,0.4171805,1.5920837,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-1.0314088,0,6.307144596015938e-05
996,0.70767003,0.7889957,-0.13045616,-0.6213672,-0.43871537,-0.2212019,-0.5048329,-0.11703012,-0.71726364,-1.0528315,-0.5962691,-0.703405,0.26701605,0.47845042,-0.18087117,0.30309504,-0.35737205,-0.81835794,-0.88431406,0.6765245,0.8645254,-0.34930563,-0.35737208,-0.818358,-0.34951493,0.9609529,1.6490431,0.093735754,1.2523291,1.6757524,1.5176803,2.844369,-0.11555433,0.105752744,0.091177635,0.105752744,-0.5430042,-0.106294386,-0.37915942,-0.15412045,-0.6615927,-0.43145245,-0.20422626,-0.41245311,-0.4381311,-0.40747014,-0.42188576,-0.1997792,-0.34717098,-0.13650778,-0.42408937,-0.20265988,-0.56239617,-0.5687579,0.13983004,-0.5523573,-0.4728008,-0.61952406,-0.82033294,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,2.6653144,2.6144538,-0.42694035,2.2220545,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,0.79148644,1,0.9992620786696912
999,-0.9163464,-0.91518414,-0.13045616,-0.6213672,-0.43871537,-0.067036234,-0.5048329,-0.11703012,-0.71726364,-1.277553,-0.59438646,-0.703405,0.0130940955,0.47845042,-0.18087117,0.30309504,-0.35737205,-0.81128955,-0.88431406,0.6765245,0.8645254,-0.34930563,-0.35737208,-0.8112896,-0.34951493,0.9609529,1.6490431,0.093735754,1.2523291,1.6757524,1.5176803,1.2019756,-0.07738193,-0.48239705,-0.4500845,-0.48239705,-0.5430042,0.10419136,-0.37915942,-0.15412045,-0.6615927,-0.43145245,-0.20422626,-0.40678754,-0.4375245,-0.40470007,-0.41832504,-0.1997792,-0.33197144,-0.13650778,-0.7454423,-0.20265988,-0.56239617,-0.5687579,0.13983004,-0.5523573,-0.4728008,-0.61952406,-0.82033294,0.048084386,-0.37282997,-0.39526522,-0.14975522,1.2974665,-0.14968519,-0.26360977,-0.3540827,2.6653144,2.6144538,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,0.38639867,1,0.8737076014403262
1002,-0.9163464,-0.91518414,-0.13045616,-0.6213672,-0.43871537,0.24129511,-0.5048329,-0.11703012,-0.71726364,-1.5085558,-0.58659625,-0.68740934,-0.08232308,0.47845042,-0.18087117,0.30309504,-0.35737205,-0.81835794,-0.88431406,0.296144,-0.6395753,-0.34930563,-0.35737208,-0.818358,-0.34951493,0.9609529,1.6490431,0.093735754,1.2523291,1.6757524,1.5176803,2.844369,-0.30641633,-1.3177725,-1.2983125,-1.3177725,-0.5430042,0.33446476,-0.37915942,-0.15412045,-0.6615927,-0.43145245,-0.20422626,-0.40091965,-0.44222566,-0.40747014,-0.41711986,-0.2100568,-0.30595678,-0.03847996,-0.51223046,-0.20265988,-0.56239617,-0.5687579,0.19024421,-0.5523573,-0.4728008,-0.61952406,-0.82033294,0.048084386,2.5746799,-0.39526522,-0.14975522,1.2974665,-0.14968519,-0.26360977,-0.3540827,2.6653144,2.6144538,-0.42694035,-0.39550152,-0.069552094,-0.02774034,2.6008034,-0.2968205,-0.08578252,-0.01868915,1,0.9995214942028081
1005,-0.07597533,-0.0458867,-0.1162377,-0.6213672,-0.43871537,0.39546078,-0.5048329,-0.107222624,-0.71726364,2.9845176,-0.5950356,-0.6959404,0.3852211,-2.436875,-0.18087117,-2.1682222,-0.35737205,-0.81128955,-1.4215866,-3.888042,-0.6395753,-0.28837857,-0.35737208,-0.8112896,-0.28858408,2.6531928,3.8500795,0.8139297,-0.36465934,3.6608272,-1.4838566,2.844369,-0.30641633,-1.2769803,-1.2707483,-1.2769803,-0.5430042,-0.30356848,-0.37915942,-0.15412045,-0.6615927,-0.43145245,-0.20422626,-0.40638286,-0.44154325,-0.40691614,-0.4197767,-0.2100568,-0.32305628,-0.2835495,-0.45138633,-0.20265988,-0.56239617,-0.5687579,0.08941587,-0.5523573,-0.4728008,-0.61952406,-0.67235905,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.42377698,1,0.9999996301398746
1006,-0.07597533,-0.0458867,-0.13045616,-0.6213672,-0.43871537,-0.067036234,-0.5048329,-0.11703012,-0.71726364,-1.0218375,-0.5950356,-0.6959404,0.3852211,0.47845042,-0.18087117,0.30309504,-0.35737205,-0.81128955,-0.88431406,0.6765245,0.8645254,-0.34930563,-0.35737208,-0.8112896,-0.34951493,0.9609529,1.6490431,0.093735754,1.2523291,1.6757524,1.5176803,2.844369,-0.28096807,-1.064119,-1.0489811,-1.064119,-0.5430042,-0.30356848,-0.37915942,-0.15412045,-0.6615927,-0.43145245,-0.20422626,-0.40638286,-0.44154325,-0.40691614,-0.4197767,-0.2100568,-0.32305628,-0.2835495,-0.45138633,-0.20265988,-0.56239617,-0.5687579,0.08941587,-0.5523573,-0.4728008,-0.61952406,-0.67235905,0.048084386,-0.37282997,-0.39526522,-0.14975522,2.9444702,-0.14968519,-0.26360977,-0.3540827,5.6926,2.6144538,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.42377698,1,0.9993413758491901
1034,0.21401015,0.2294333,-0.13045616,-0.6213672,-0.4306042,-0.067036234,-0.5048329,-0.11703012,-0.71726364,-1.3297322,-0.59204936,-0.61489564,2.3053968,0.47845042,-0.18087117,0.30309504,-0.35737205,-0.8254263,-1.3605329,-0.8449975,-0.6395753,-0.34930563,-0.35737208,-0.82542634,-0.34951493,0.9609529,3.5493562,0.10554263,1.2523291,3.3692691,1.5176803,1.2019756,0.50792825,0.94483656,0.91434723,0.94483656,-0.5430042,0.2096284,-0.37915942,-0.15412045,-0.6615927,-0.43145245,-0.20422626,-0.39839035,-0.43054855,-0.40193,-0.41098443,-0.12783593,-0.32115635,0.0350409,-0.515092,-0.05118907,-0.56239617,-0.5687579,0.13983004,-0.5523573,-0.4728008,-0.61952406,-0.82214236,0.048084386,2.5746799,-0.39526522,4.6590514,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,2.2220545,-0.069552094,-0.02774034,2.6008034,-0.2968205,-0.08578252,1.601662,1,0.9160829755066036
1052,0.724052,0.8144883,-0.13045616,-0.6759222,-0.4265486,0.24129511,-0.7658059,-0.11703012,-0.731261,-1.65565,-0.5810782,-0.59676725,0.93466264,0.47845042,-0.18087117,0.30309504,-0.35759404,-0.81128955,-1.3971652,0.6765245,0.8645254,-0.34930563,-0.35759404,-0.8112896,-0.34951493,0.9609529,1.9254524,0.09660351,-0.8985054,1.7948568,-0.52987975,1.2019756,0.31706628,1.0528741,1.0910091,1.0528741,-0.67445594,-0.30356848,-0.39019054,-0.03120065,-0.94850564,-0.47412702,-0.7037225,-0.3811913,-0.419933,-0.39666688,-0.39731663,-0.2100568,-0.2919264,-0.2835495,-0.061682187,-0.20265988,-0.5842567,-0.5446466,0.08941587,-0.5743394,-0.51139456,-0.5167967,-0.7177967,0.048084386,2.5746799,-0.39526522,-0.14975522,1.2974665,-0.14968519,-0.26360977,-0.3540827,2.6653144,2.6144538,-0.42694035,-0.39550152,-0.069552094,-0.02774034,2.6008034,-0.2968205,-0.08578252,0.5889425,1,0.6684141461580169
1053,0.42355278,0.4703383,-0.13045616,-0.49343193,-0.43871537,-0.2212019,-0.10255962,-0.11703012,-0.098578125,-0.2896093,-0.5990606,-0.6959404,2.0332124,0.47845042,-0.18087117,0.30309504,-0.3338393,-0.81835794,-1.3605329,0.296144,0.8645254,-0.34930563,-0.3338393,-0.818358,-0.34951493,0.9609529,3.5493562,0.10554263,1.2523291,3.3692691,1.5176803,6.1291556,-0.40820944,-0.55903697,-0.54154783,-0.55903697,0.57766324,-0.30356848,0.359926,1.0674899,-0.010936674,0.78258514,0.38675857,-0.41169432,-0.44237733,-0.40747014,-0.42300877,-0.2100568,-0.33679438,-0.2835495,-0.06252948,-0.20265988,-0.44658065,-0.42322907,0.08941587,-0.36157528,-0.031384617,0.14413069,-0.58872163,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,3.0024533,-0.08578252,-0.6263209,1,0.9999997234277124
1054,-0.61095697,-0.6207447,-0.13045616,-0.7535286,-0.4306042,-0.2212019,-1.0253371,-0.11703012,-0.77325326,-0.8439123,-0.5954251,-0.6980731,0.36243784,0.47845042,-0.18087117,0.30309504,-0.36469826,-0.8254263,-1.3605329,0.296144,0.8645254,-0.34930563,-0.3646983,-0.82542634,-0.34951493,0.9609529,3.5493562,0.10554263,1.2523291,3.3692691,1.5176803,1.2019756,-0.3573129,-0.88290256,-0.8835954,-0.88290256,-0.6935913,1.0617335,-0.2798793,-0.45610863,-0.63998425,-0.63443035,-0.19111204,-0.40886155,-0.44131577,-0.40747014,-0.42109144,-0.09700309,-0.33065608,0.32912436,-0.4505536,-0.20265988,-0.68007964,-0.59243864,0.23057556,-0.66356707,-0.5884157,0.7861913,-0.76383746,0.048084386,-0.37282997,-0.39526522,-0.14975522,1.2974665,-0.14968519,-0.26360977,-0.3540827,2.6653144,2.6144538,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,0.18385476,1,0.9616295445508849
1063,0.14823772,0.16825108,-0.13045616,-0.7235069,-0.42249298,0.39546078,-0.9215246,-0.11703012,-0.79005015,-1.6838374,-0.53031206,-0.44854075,0.3152572,0.47845042,-0.18087117,0.30309504,-0.36802837,-0.79008454,1.5334128,0.6765245,0.8645254,-0.34930563,-0.36802837,-0.7900846,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,0.8734969,3.0909276,1.0528741,1.0910091,1.0528741,-0.6919274,2.1317897,-0.39019054,-0.47280145,-0.6243781,-0.6448254,-0.045298673,-0.31978065,-0.3941523,-0.3745063,-0.35256082,0.13938193,-0.16419162,1.1378537,0.01705667,0.2517525,-0.63832754,-0.5280701,0.3314039,-0.5996061,-0.45608237,-0.42190063,-0.8229466,0.048084386,2.5746799,0.8786938,-0.14975522,-0.3495371,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,2.6008034,3.0024533,-0.08578252,1.601662,1,0.8233039512333338
1064,0.14823772,0.16825108,-0.13045616,-0.7235069,-0.42249298,0.8579578,-0.9215246,-0.11703012,-0.79005015,-0.26412073,-0.53031206,-0.44854075,0.3152572,0.47845042,-0.18087117,0.30309504,-0.36802837,-0.79008454,1.5334128,0.6765245,0.8645254,-0.34930563,-0.36802837,-0.7900846,-0.34951493,0.9609529,0.7471093,0.45259005,0.769874,0.9665945,0.61023885,0.8734969,-0.34458876,-1.8087627,-1.8232868,-1.8087627,-0.6919274,2.1317897,-0.39019054,-0.47280145,-0.6243781,-0.6448254,-0.045298673,-0.31978065,-0.3941523,-0.3745063,-0.35256082,0.13938193,-0.16419162,1.1378537,0.01705667,0.2517525,-0.63832754,-0.5280701,0.3314039,-0.5996061,-0.45608237,-0.42190063,-0.8229466,0.048084386,-0.37282997,0.8786938,-0.14975522,-0.3495371,-0.14968519,3.7934856,-0.3540827,-0.36197066,-0.36939633,2.3285728,-0.39550152,-0.069552094,-0.02774034,-0.3844965,3.0024533,-0.08578252,-0.42377698,1,0.6555995153525286
1075,-0.21192129,-0.20011689,-0.13045616,-0.73536193,-0.43871537,-0.83786464,-0.95901245,-0.11703012,-0.85443825,-0.41740966,-0.58802444,-0.64795333,0.76436937,0.47845042,-0.18087117,0.30309504,-0.3695824,-0.81128955,-0.71336365,0.6765245,0.8645254,-0.22745155,-0.36958244,-0.8112896,-0.2276532,0.9609529,-0.25158468,-0.39605644,-0.8985054,-0.25847515,-0.52987975,1.2019756,-0.38276115,-1.2015765,-1.2005847,-1.2015765,-0.73186207,-0.30356848,-0.4122528,-0.55930054,-0.6135738,-0.7033662,1.0095652,-0.40152666,-0.44184655,-0.40747014,-0.41731158,-0.2100568,-0.3084413,-0.2835495,0.3690194,-0.20265988,-0.56184083,-0.54421604,0.08941587,-0.5829301,-0.62501323,2.0481758,-0.65285707,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,-0.42377698,1,0.15253929306651254
1078,0.124031514,0.14658238,-0.09491001,-0.77224416,-0.4306042,-0.83786464,-0.9936166,-0.08760762,-0.88243306,-0.92899364,-0.5833503,-0.6362232,0.55818146,0.47845042,-0.18087117,0.30309504,-0.36980444,-0.78301615,-0.43251657,0.6765245,0.8645254,-0.22745155,-0.36980444,-0.78301626,-0.2276532,2.6531928,-0.44596297,2.4464812,-0.44818425,-0.50428504,-1.3209826,0.6545111,-0.039209522,-0.86732733,-0.87231916,-0.86732733,-0.673624,-0.30356848,-0.39019054,-0.52895,-0.5535502,-0.65303206,4.394042,-0.39606345,-0.4398751,-0.40719315,-0.4136139,-0.2100568,-0.29645708,-0.2835495,-0.34111583,-0.20265988,-0.6828564,-0.60729295,0.08941587,-0.6635851,-0.57361037,1.7592095,-0.7085483,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,0.5889425,1,0.9644415988598426
1079,0.124031514,0.14658238,-0.09491001,-0.77224416,-0.4306042,-0.83786464,-0.9936166,-0.08760762,-0.88243306,-1.0049568,-0.5833503,-0.6362232,0.55818146,0.47845042,-0.18087117,0.30309504,-0.36980444,-0.78301615,-0.18830174,-0.08423652,-0.6395753,-0.22745155,-0.36980444,-0.78301626,-0.2276532,2.6531928,-0.6838976,-0.56439686,-0.8985054,-0.7349682,-0.52987975,0.6545111,-0.013761254,-0.8618884,-0.8597899,-0.8618884,-0.673624,-0.30356848,-0.39019054,-0.52895,-0.5535502,-0.65303206,4.394042,-0.39606345,-0.4398751,-0.40719315,-0.4136139,-0.2100568,-0.29645708,-0.2835495,-0.34111583,-0.20265988,-0.6828564,-0.60729295,0.08941587,-0.6635851,-0.57361037,1.7592095,-0.7085483,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,0.5889425,1,0.969538326336413
1090,-0.76866406,-0.78134805,-0.015286625,-0.70155317,-0.43465978,-0.83786464,-1.0599412,-0.03857013,-0.9188263,-0.38805872,-0.55205965,-0.65861714,-0.37555033,0.47845042,-0.18087117,0.30309504,-0.36802837,-0.76181114,-1.3483222,-0.8449975,-0.6395753,-0.1665245,-0.36802837,-0.76181114,-0.16672236,1.5250329,0.6423678,-0.10196462,1.2523291,0.5508766,1.5176803,1.0194874,-0.23007153,-1.3904569,-1.3759937,-1.3904569,-0.7726287,-0.2931341,-0.42328393,-0.5744758,-0.6603923,-0.7361928,-0.9382122,-0.36201945,-0.43032107,-0.3974979,-0.39077035,-0.1997792,-0.2165132,-0.25904253,0.45883185,-0.20265988,-0.5533591,-0.5500286,0.08941587,-0.58071023,-0.64048404,2.792533,-0.8261634,0.048084386,-0.37282997,-0.39526522,-0.14975522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.36939633,-0.42694035,-0.39550152,-0.069552094,-0.02774034,-0.3844965,-0.2968205,-0.08578252,0.38639867,1,0.86778700778508
