,F72,F25,F64,F67,F34,F66,F68,F102,F104,F105,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F119,F110,F122,F115,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F35,F131,F37,F133,F134,F136,F137,F83,F73,F16,F3,F12,F17,F2,F6,F13,F1,F5,F9,F15,F4,F8,category,1
170,2.0177393,2.1311808,-0.26341188,-0.14265692,-0.83786464,-0.7571549,-0.66967237,-0.13060966,0.098204404,0.47845042,0.30309504,-0.33672538,-0.026702657,1.5456235,0.296144,-0.6395753,-0.28837857,-0.3367254,-0.026702674,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4142742,0.10098816,-0.40747014,-0.22812651,-0.2835495,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,0.73138237,0.048084386,-0.37282997,3.4266117,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,9.615863876466987e-05
171,2.0177393,2.1311808,-0.26341188,-0.14265692,-0.83786464,-0.7571549,-0.66967237,-0.13060966,0.098204404,0.47845042,0.30309504,-0.33672538,-0.026702657,1.5456235,0.296144,-0.6395753,-0.28837857,-0.3367254,-0.026702674,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4142742,0.10098816,-0.40747014,-0.22812651,-0.2835495,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,0.73138237,0.048084386,-0.37282997,3.4266117,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,9.615863876466987e-05
172,2.0177393,2.1311808,-0.26341188,-0.14265692,-0.83786464,-0.7571549,-0.66967237,-0.13060966,0.098204404,0.47845042,0.30309504,-0.33672538,-0.026702657,1.5456235,0.296144,-0.6395753,-0.22745155,-0.3367254,-0.026702674,-0.2276532,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4142742,0.10098816,-0.40747014,-0.22812651,-0.2835495,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,0.73138237,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,3.87587436964649e-05
173,2.0177393,2.1311808,-0.26341188,-0.14265692,-0.83786464,-0.7571549,-0.66967237,-0.13060966,0.098204404,0.47845042,0.30309504,-0.33672538,-0.026702657,1.5456235,0.296144,-0.6395753,-0.22745155,-0.3367254,-0.026702674,-0.2276532,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4142742,0.10098816,-0.40747014,-0.22812651,-0.2835495,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,0.73138237,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,3.87587436964649e-05
174,2.0177393,2.1311808,-0.26341188,-0.14265692,-0.83786464,-0.7571549,-0.66967237,-0.13060966,0.098204404,0.47845042,0.30309504,-0.33672538,-0.026702657,1.5456235,0.296144,-0.6395753,-0.28837857,-0.3367254,-0.026702674,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4142742,0.10098816,-0.40747014,-0.22812651,-0.2835495,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,0.73138237,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,3.75038626782021e-05
175,2.0177393,2.1311808,-0.26341188,-0.14265692,-0.83786464,-0.7571549,-0.66967237,-0.13060966,0.098204404,0.47845042,0.30309504,-0.33672538,-0.026702657,1.5456235,0.296144,-0.6395753,-0.22745155,-0.3367254,-0.026702674,-0.2276532,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4142742,0.10098816,-0.40747014,-0.22812651,-0.2835495,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,0.73138237,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,3.87587436964649e-05
176,2.0177393,2.1311808,-0.26341188,-0.14265692,-0.83786464,-0.7571549,-0.66967237,-0.13060966,0.098204404,0.47845042,-2.1682222,-0.33672538,-0.026702657,1.5456235,0.296144,-0.6395753,-0.22745155,-0.3367254,-0.026702674,-0.2276532,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4142742,0.10098816,-0.40747014,-0.22812651,-0.2835495,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,0.73138237,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00022372640314377066
177,2.0177393,2.1311808,-0.26341188,-0.14265692,-0.83786464,-0.7571549,-0.66967237,-0.13060966,0.098204404,0.47845042,0.30309504,-0.33672538,-0.026702657,1.5456235,0.296144,-0.6395753,-0.22745155,-0.3367254,-0.026702674,-0.2276532,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4142742,0.10098816,-0.40747014,-0.22812651,-0.2835495,1.9280963,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,0.73138237,0.048084386,-0.37282997,3.4266117,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,9.937591632212518e-05
178,0.6521669,0.7392851,-0.26341188,-0.43871537,0.39546078,-0.7571549,-0.66967237,-0.5977622,0.9254055,0.47845042,0.30309504,-0.33672538,-0.81835794,-0.9087355,-0.08423652,-0.6395753,-0.34930563,-0.3367254,-0.818358,-0.34951493,0.9609529,-0.961488,-0.8985054,0.23988159,-0.52987975,-0.4404178,1.0910091,1.0528741,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.4121496,-0.44207403,-0.40663913,-0.42306355,-0.2835495,-0.71681523,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,-0.5016663,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0027368179566814033
179,0.45216012,0.4958309,-0.26341188,-0.43871537,-0.83786464,-0.7571549,-0.66967237,-0.5835451,-0.2861967,0.47845042,0.30309504,-0.33672538,-0.7971529,-1.3483222,0.296144,0.8645254,-0.10559747,-0.3367254,-0.7971529,-0.10579149,-0.7312871,0.6423678,1.2523291,0.5508766,1.5176803,-0.4404178,-0.030355768,-0.033929747,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40319598,-0.41636917,-0.40580812,-0.40884796,-0.2835495,-0.49253428,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,-0.47512755,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00023335425631544024
180,0.45216012,0.4958309,-0.26341188,-0.43871537,-0.83786464,-0.7571549,-0.66967237,-0.5835451,-0.2861967,0.47845042,-2.1682222,-0.33672538,-0.7971529,-0.20051245,0.296144,-2.143676,-0.10559747,-0.3367254,-0.7971529,-0.10579149,-0.7312871,-0.190703,-0.44818425,-0.15490082,-1.3209826,-0.4404178,0.31043893,0.4219543,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40319598,-0.41636917,-0.40580812,-0.40884796,-0.2835495,-0.49253428,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,-0.47512755,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0006968060238918616
181,0.45216012,0.4958309,-0.26341188,-0.43871537,-0.83786464,-0.7571549,-0.66967237,-0.5835451,-0.2861967,0.47845042,-2.1682222,-0.33672538,-0.7971529,-0.20051245,0.296144,-2.143676,-0.10559747,-0.3367254,-0.7971529,-0.10579149,-0.7312871,-0.190703,-0.44818425,-0.15490082,-1.3209826,-0.4404178,0.34426785,0.46101597,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40319598,-0.41636917,-0.40580812,-0.40884796,-0.2835495,-0.49253428,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,-0.47512755,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00069853836064225
182,0.45216012,0.4958309,-0.26341188,-0.43871537,-0.83786464,-0.7571549,-0.66967237,-0.5835451,-0.2861967,0.47845042,0.30309504,-0.33672538,-0.7971529,-0.71336365,0.6765245,0.8645254,-0.10559747,-0.3367254,-0.7971529,-0.10579149,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.52987975,-0.4404178,-0.030355768,-0.033929747,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40319598,-0.41636917,-0.40580812,-0.40884796,-0.2835495,-0.49253428,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,-0.47512755,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,4.1161055044213885e-05
183,1.8883951,1.9259653,-0.26341188,-0.43871537,0.39546078,-0.7571549,-0.66967237,-0.597113,1.8737291,-3.3659346,-2.1682222,-0.33672538,-0.81835794,-0.43251657,0.6765245,0.8645254,-0.28837857,-0.3367254,-0.818358,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-1.3209826,-0.4404178,-0.047896672,-0.051729992,-0.7742927,-0.30356848,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40850744,-0.4288804,-0.40497708,-0.41616118,-0.2835495,-0.037752,-0.20265988,-0.045113854,-0.49211848,-1.3290167,2.227283,-0.47512755,0.048084386,-0.37282997,0.8786938,-0.3495371,6.6806874,-0.26360977,-0.3540827,-0.36197066,2.3285728,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,0,0.0015476079725228915
184,1.5350822,1.4581763,-0.7807512,-0.43871537,0.39546078,-1.1810558,-0.9356232,-0.596334,0.5447042,-1.0165881,0.30309504,-0.37069246,-0.81835794,-1.31169,0.6765245,0.8645254,-0.28837857,-0.37069246,-0.818358,-0.28858408,2.6531928,0.84284973,-0.8985054,0.74524856,-0.52987975,2.844369,0.37183213,0.4931553,-0.7734607,-0.22077028,-0.42328393,-0.57599336,-0.6603923,-0.73728704,-0.7632807,-0.40734398,-0.43631127,-0.38530958,-0.41627076,-0.25904253,-0.015396529,-0.20265988,-0.70289946,-0.60018873,-0.69479805,0.2219469,-0.8261634,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,2.6008034,-0.2968205,-0.08578252,1,0.9999753634680747
185,0.7179393,0.80174196,-0.7807512,-0.43871537,1.0121235,-1.1810558,-0.9356232,-0.5967235,0.9290991,-1.9811293,-2.1682222,-0.37069246,-0.8042212,-0.20051245,0.296144,-2.143676,-0.22745155,-0.37069246,-0.8042213,-0.2276532,2.6531928,-0.190703,-0.44818425,-0.15490082,-1.3209826,2.844369,0.341762,0.45557702,-0.7734607,-0.30356848,-0.42328393,-0.57599336,-0.6603923,-0.73728704,-0.7632807,-0.40956974,-0.43949595,-0.40719315,-0.42079017,-0.2835495,-0.68960595,-0.20265988,-0.70289946,-0.60018873,-0.69479805,0.2219469,-0.051311035,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,3.7934856,1.305321,-0.36197066,-0.42694035,2.2220545,-0.069552094,-0.3844965,3.0024533,-0.08578252,1,0.9999715398021746
186,0.7179393,0.80174196,-0.7807512,-0.43871537,1.0121235,-1.1810558,-0.9356232,-0.5967235,0.9290991,-1.2577235,0.30309504,-0.37069246,-0.8042212,-0.20051245,0.296144,-2.143676,-0.22745155,-0.37069246,-0.8042213,-0.2276532,2.6531928,-0.190703,-0.44818425,-0.15490082,-1.3209826,2.844369,0.341762,0.45557702,-0.7734607,-0.30356848,-0.42328393,-0.57599336,-0.6603923,-0.73728704,-0.7632807,-0.40956974,-0.43949595,-0.40719315,-0.42079017,-0.2835495,-0.68960595,-0.20265988,-0.70289946,-0.60018873,-0.69479805,0.2219469,-0.051311035,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,1,0.9999337484399107
187,0.7179393,0.80174196,-0.7807512,-0.43871537,0.39546078,-1.1810558,-0.9356232,-0.5967235,0.9290991,-1.7641075,0.30309504,-0.37069246,-0.8042212,-1.4460081,-5.7899446,-0.6395753,-0.28837857,-0.37069246,-0.8042213,-0.28858408,2.6531928,6.2558627,-0.36465934,5.99329,-1.4838566,2.844369,-0.10678399,-0.14839523,-0.7734607,-0.30356848,-0.42328393,-0.57599336,-0.6603923,-0.73728704,-0.7632807,-0.40956974,-0.43949595,-0.40719315,-0.42079017,-0.2835495,-0.68960595,-0.20265988,-0.70289946,-0.60018873,-0.69479805,0.2219469,-0.051311035,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,1,0.9999999619877579
188,-0.33759797,-0.3084604,-0.7416736,-0.4306042,-0.83786464,-0.9892911,-0.7788522,-0.59016675,-0.28211284,0.47845042,0.30309504,-0.36647433,-0.81835794,-0.98199993,0.296144,0.8645254,-0.28837857,-0.36647436,-0.818358,-0.28858408,2.6531928,0.33393395,1.2523291,0.34155306,1.5176803,2.844369,-1.307083,-1.3286505,-0.71938246,0.23875979,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.4056241,-0.44207403,-0.40747014,-0.41961238,-0.23453559,1.0984185,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.7471502,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,1,0.999974517978088
189,-0.74983704,-0.76095396,-0.7416736,-0.4265486,1.0121235,-0.9892911,-0.7788522,-0.5971779,0.65252364,0.47845042,0.30309504,-0.36647433,-0.8042212,1.5334128,0.6765245,0.8645254,-0.34930563,-0.36647436,-0.8042213,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,0.61023885,-0.4404178,-1.7518703,-1.7454729,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.41103673,-0.44245315,-0.40747014,-0.42268008,-0.2835495,2.368692,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.6842211,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.012807599265672265
190,-0.74983704,-0.76095396,-0.7416736,-0.4265486,1.0121235,-0.9892911,-0.7788522,-0.5971779,0.65252364,0.47845042,0.30309504,-0.36647433,-0.8042212,1.5334128,0.6765245,0.8645254,-0.34930563,-0.36647436,-0.8042213,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,0.61023885,-0.4404178,-1.7518703,-1.7454729,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.41103673,-0.44245315,-0.40747014,-0.42268008,-0.2835495,2.368692,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.6842211,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.012807599265672265
191,-0.74983704,-0.76095396,-0.7416736,-0.4265486,1.0121235,-0.9892911,-0.7788522,-0.5971779,0.65252364,0.47845042,0.30309504,-0.36647433,-0.8042212,1.5334128,0.6765245,0.8645254,-0.34930563,-0.36647436,-0.8042213,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,0.61023885,-0.4404178,-1.7518703,-1.7454729,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.41103673,-0.44245315,-0.40747014,-0.42268008,-0.2835495,2.368692,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.6842211,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.012807599265672265
192,0.4619404,0.5060279,-0.7416736,-0.4265486,-0.83786464,-0.9892911,-0.7788522,-0.5900369,1.341238,0.47845042,-2.1682222,-0.36647433,-0.81835794,-0.5302025,0.6765245,0.8645254,-0.28837857,-0.36647436,-0.818358,-0.28858408,-0.7312871,-0.8665229,-0.8985054,-0.9120274,-0.52987975,-0.4404178,-0.019079473,-0.020579562,-0.71938246,-0.22824511,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.39560816,-0.43540138,-0.38170847,-0.40923142,-0.25904253,0.33902627,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.8261634,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,9.193457975009558e-05
193,1.75196,1.7271231,-0.7416736,-0.43465978,1.0121235,-0.9892911,-0.7788522,-0.599515,1.8205683,0.47845042,0.30309504,-0.36647433,-0.81835794,1.5334128,0.6765245,0.8645254,-0.34930563,-0.36647436,-0.818358,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,0.61023885,-0.4404178,0.693833,0.78413993,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.4124025,-0.4423015,-0.40636212,-0.4232553,-0.2835495,-0.5700898,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.2242153,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.05186745984910582
194,-0.6065558,-0.61947006,-0.7416736,-0.4306042,0.5496264,-0.9892911,-0.7788522,-0.5968534,0.44397804,0.47845042,0.30309504,-0.36647433,-0.81835794,-1.4093759,0.6765245,0.8645254,-0.34930563,-0.36647436,-0.818358,-0.34951493,0.9609529,2.6471875,0.769874,2.4945955,0.61023885,-0.4404178,-1.307083,-1.3286505,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.41128963,-0.43714538,-0.40747014,-0.42089972,-0.2835495,0.09512087,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.56620383,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,2.2220545,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.024145102090023504
195,-0.23735003,-0.22051096,-0.7416736,-0.4184374,-0.83786464,-0.9892911,-0.7788522,-0.5894527,-0.21409929,0.47845042,0.30309504,-0.36647433,-0.81835794,-1.2872685,0.6765245,0.8645254,-0.28837857,-0.36647436,-0.818358,-0.28858408,-0.7312871,-0.44596297,-0.8985054,-0.50428504,-0.52987975,-0.4404178,-1.1579853,-1.1479285,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.38635105,-0.4419982,-0.40747014,-0.40914926,-0.2835495,1.5820324,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.7173946,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,1.6057619892426848e-05
196,-0.33759797,-0.3084604,-0.7416736,-0.42249298,-0.83786464,-0.9892911,-0.7788522,-0.59016675,-0.10748342,0.47845042,0.30309504,-0.36647433,-0.81128955,-1.31169,-0.8449975,-0.6395753,-0.22745155,-0.36647436,-0.8112896,-0.2276532,-0.7312871,-0.36004212,1.2523291,-0.4209827,1.5176803,-0.4404178,-1.307083,-1.3286505,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.39570934,-0.4279705,-0.40747014,-0.40914926,-0.2835495,0.5023634,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.7198072,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0001999549967748856
197,-0.33759797,-0.3084604,-0.7416736,-0.42249298,-0.83786464,-0.9892911,-0.7788522,-0.59016675,-0.10748342,0.47845042,0.30309504,-0.36647433,-0.81128955,-1.31169,-0.8449975,-0.6395753,-0.22745155,-0.36647436,-0.8112896,-0.2276532,-0.7312871,-0.36004212,1.2523291,-0.4209827,1.5176803,-0.4404178,-1.307083,-1.3286505,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.39570934,-0.4279705,-0.40747014,-0.40914926,-0.2835495,0.5023634,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.7198072,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.0001999549967748856
198,-0.33759797,-0.3084604,-0.7416736,-0.43871537,0.39546078,-0.9892911,-0.7788522,-0.5882192,0.2516827,-1.0165881,-2.1682222,-0.36647433,-0.81128955,-1.214004,0.296144,0.8645254,-0.34930563,-0.36647436,-0.8112896,-0.3190495,0.11483291,0.12111464,1.2523291,0.04550982,1.5176803,-0.4404178,-1.307083,-1.3286505,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.41361657,-0.4410883,-0.40747014,-0.42358398,-0.2835495,0.20993674,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.56620383,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00616812201568335
199,-0.33759797,-0.3084604,-0.7416736,-0.43871537,0.39546078,-0.9892911,-0.7788522,-0.5882192,0.2516827,-1.7641075,0.30309504,-0.36647433,-0.81128955,-0.98199993,0.296144,0.8645254,-0.28837857,-0.36647436,-0.8112896,-0.28858408,-0.7312871,0.33393395,1.2523291,0.34155306,1.5176803,-0.4404178,-1.307083,-1.3286505,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.41361657,-0.4410883,-0.40747014,-0.42358398,-0.2835495,0.20993674,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.56620383,0.048084386,-0.37282997,0.8786938,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.00023126887832075447
200,-0.33759797,-0.3084604,-0.7416736,-0.43871537,-0.067036234,-0.9892911,-0.7788522,-0.59932023,5.2620435,0.47845042,0.30309504,-0.36647433,-0.8254263,-1.3605329,-0.8449975,-0.6395753,-0.34930563,-0.36647436,-0.82542634,-0.34951493,0.9609529,3.5493562,1.2523291,3.3692691,1.5176803,1.2019756,-1.307083,-1.3286505,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.4144765,-0.44245315,-0.40747014,-0.42454264,-0.2835495,-0.81837374,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.56620383,0.048084386,-0.37282997,-0.39526522,-0.3495371,-0.14968519,-0.26360977,-0.3540827,-0.36197066,-0.42694035,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,0,0.8569125058120742
201,-0.33759797,-0.3084604,-0.7416736,-0.43465978,0.5496264,-0.9892911,-0.7788522,-0.58653134,1.3590854,0.47845042,0.30309504,-0.36647433,-0.8042212,0.67866087,0.296144,0.8645254,-0.34930563,-0.36647436,-0.8042213,-0.34951493,0.9609529,1.3068224,1.2523291,1.2350657,1.5176803,0.6545111,-1.307083,-1.3286505,-0.71938246,-0.30356848,-0.4012217,-0.38478476,-0.73362106,-0.6316948,0.4465524,-0.41397068,-0.44245315,-0.40747014,-0.42426872,-0.2835495,-0.16510953,-0.20265988,-0.6725067,-0.55928564,-0.56038535,1.6662494,-0.48719063,0.048084386,-0.37282997,0.8786938,1.2974665,-0.14968519,-0.26360977,-0.3540827,2.6653144,2.3285728,-0.39550152,-0.069552094,-0.3844965,-0.2968205,-0.08578252,1,0.7916249523174664
