,F25,F67,F34,F102,F104,F108,F95,F109,F23,F79,F112,F113,F116,F117,F119,F110,F115,F41,F43,F42,F45,F44,F46,F128,F131,F37,F133,F134,F136,F83,F16,F3,F17,F6,F13,F15,category,1
209,-0.9164588,-0.4143818,0.39546078,-0.4878554,-0.08486756,0.30309504,-0.78301615,-0.20051245,0.296144,-0.28837857,-0.78301626,-0.28858408,2.6531928,-0.190703,-0.44818425,-0.15490082,1.2019756,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.324645,0.31533742,3.2811682,-0.34747612,-0.19890793,-0.3514467,-0.8241529,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9975739114880452
210,-0.9164588,-0.4143818,-0.83786464,-0.4878554,-0.08486756,0.30309504,-0.78301615,-0.71336365,0.6765245,-0.22745155,-0.78301626,-0.2276532,-0.7312871,-0.25158468,-0.8985054,-0.25847515,1.2019756,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.324645,0.31533742,3.2811682,-0.34747612,-0.19890793,-0.3514467,-0.8241529,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.031996638280990856
211,-0.9164588,-0.4143818,1.7829518,-0.4878554,-0.08486756,0.30309504,-0.78301615,1.5456235,0.296144,-0.28837857,-0.78301626,-0.28858408,2.6531928,-0.7854551,-0.8985054,-0.8334304,1.2019756,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.324645,0.31533742,3.2811682,-0.34747612,-0.19890793,-0.3514467,-0.8241529,-0.37282997,0.8786938,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9981078756169494
212,-0.9164588,-0.4143818,-0.83786464,-0.4878554,-0.08486756,0.30309504,-0.78301615,-0.43251657,0.6765245,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,1.2019756,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.324645,0.31533742,3.2811682,-0.34747612,-0.19890793,-0.3514467,-0.8241529,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.03605086104509419
213,1.3893462,-0.4306042,0.39546078,-0.57893586,0.14418429,-2.1682222,-0.8042212,-1.4215866,-3.888042,-0.28837857,-0.8042213,-0.28858408,2.6531928,3.8500795,-0.36465934,3.6608272,0.6545111,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.39195776,-0.24291095,0.2517525,-0.34747612,-0.19890793,-0.3514467,-0.81852347,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9999864034421103
214,1.3893462,-0.4306042,1.0121235,-0.57893586,0.14418429,0.30309504,-0.8042212,-0.43251657,0.6765245,-0.28837857,-0.8042213,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,0.6545111,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.39195776,-0.24291095,0.2517525,-0.34747612,-0.19890793,-0.3514467,-0.81852347,-0.37282997,-0.39526522,6.6806874,-0.3540827,-0.36197066,2.6008034,0,0.05318920756773537
215,1.3893462,-0.4306042,1.0121235,-0.57893586,0.14418429,0.30309504,-0.8042212,-0.43251657,0.6765245,-0.28837857,-0.8042213,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,0.6545111,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.39195776,-0.24291095,0.2517525,-0.34747612,-0.19890793,-0.3514467,-0.81852347,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.00359584013686302
216,-0.9139095,-0.4265486,-0.83786464,-0.5121998,-0.4755249,-2.1682222,-0.7759478,-0.8476818,0.296144,-0.28837857,-0.77594787,-0.28858408,-0.7312871,0.19328807,1.2523291,0.25543147,0.4980927,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,0.010533576,0.045300398,0.70616484,-0.34747612,-0.19890793,-0.3514467,-0.8179203,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.04617960702610239
217,-0.9139095,-0.4265486,-0.83786464,-0.5121998,-0.4755249,0.30309504,-0.7759478,-0.8476818,0.296144,-0.1665245,-0.77594787,-0.16672236,1.5250329,0.19328807,1.2523291,0.25543147,0.4980927,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,0.010533576,0.045300398,0.70616484,-0.34747612,-0.19890793,-0.3514467,-0.8179203,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.7863952881548787
218,-0.9139095,-0.4265486,1.0121235,-0.5121998,-0.4755249,-2.1682222,-0.7759478,-0.8476818,0.296144,-0.28837857,-0.77594787,-0.28858408,-0.7312871,0.19328807,1.2523291,0.25543147,0.4980927,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,0.010533576,0.045300398,0.70616484,-0.34747612,-0.19890793,-0.3514467,-0.8179203,-0.37282997,0.8786938,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.03587134537570379
219,-0.9139095,-0.4265486,2.2454488,-0.5121998,-0.4755249,0.30309504,-0.7759478,-0.8476818,0.296144,-0.28837857,-0.77594787,-0.28858408,-0.7312871,0.19328807,1.2523291,0.25543147,0.4980927,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,0.010533576,0.045300398,0.70616484,-0.34747612,-0.19890793,-0.3514467,-0.8179203,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.0030729174502313107
220,-0.9139095,-0.4265486,1.6287861,-0.5121998,-0.4755249,0.30309504,-0.7759478,-1.4215866,-0.46461707,-0.1665245,-0.77594787,-0.16672236,1.5250329,1.4442958,3.5688426,1.3283643,0.4980927,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,0.010533576,0.045300398,0.70616484,-0.34747612,-0.19890793,-0.3514467,-0.8179203,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9239933685331352
221,-0.9139095,-0.4265486,-0.83786464,-0.5121998,-0.4755249,0.30309504,-0.7759478,-1.2262148,-1.9861392,-0.28837857,-0.77594787,-0.28858408,-0.7312871,0.5579543,-0.8985054,0.4690359,0.4980927,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,0.010533576,0.045300398,0.70616484,-0.34747612,-0.19890793,-0.3514467,-0.8179203,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.01426610902442233
222,-0.9139095,-0.4265486,-0.83786464,-0.5121998,-0.4755249,0.30309504,-0.7759478,-0.71336365,0.6765245,-0.1665245,-0.77594787,-0.16672236,1.5250329,-0.25158468,-0.8985054,-0.25847515,0.4980927,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,0.010533576,0.045300398,0.70616484,-0.34747612,-0.19890793,-0.3514467,-0.8179203,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.48057383673955956
223,0.3454246,-0.43871537,-0.83786464,-0.57640404,-0.10301715,0.30309504,-0.81128955,-1.3483222,-0.8449975,-0.22745155,-0.8112896,-0.2276532,-0.7312871,0.6423678,1.2523291,0.5508766,-0.4404178,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.40719315,-0.30750448,-0.20265988,-0.34747612,-0.19890793,-0.3514467,-0.5372524,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.0010127387050633322
224,0.3454246,-0.43871537,-0.83786464,-0.57640404,-0.10301715,0.30309504,-0.81128955,-1.3849545,0.6765245,-0.22745155,-0.8112896,-0.2276532,-0.7312871,1.4442958,-0.8985054,1.3283643,-0.4404178,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.40719315,-0.30750448,-0.20265988,-0.34747612,-0.19890793,-0.3514467,-0.5372524,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.00034081479989530537
225,-0.9139095,-0.43871537,-0.83786464,-0.5860769,2.571852,0.30309504,-0.81835794,-0.18830174,-0.08423652,-0.28837857,-0.818358,-0.28858408,2.6531928,-0.6838976,-0.8985054,-0.7349682,2.844369,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.40220702,-0.14490813,0.2517525,-0.34747612,-0.19890793,-0.3514467,-0.8237508,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9998664699847511
226,-0.56466097,-0.43871537,0.39546078,-0.5946461,0.3649233,0.30309504,-0.81835794,-1.4215866,-1.6057587,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.961488,1.2523291,-1.0040984,-0.4404178,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.4052541,-0.045813862,-0.20265988,-0.34747612,-0.19890793,-0.3514467,-0.71940506,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.00013951380840989539
227,-0.815763,-0.42249298,-0.83786464,-0.5935425,0.042395446,0.30309504,-0.81835794,-0.71336365,0.6765245,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.25158468,-0.8985054,-0.25847515,-0.4404178,-0.073771544,-0.026163407,0.54394263,-0.5367436,0.14629593,4.2399135,-0.40747014,-0.122453436,-0.20265988,-0.34747612,-0.19890793,-0.3514467,-0.74936175,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,7.583035732423377e-05
228,1.1305965,-0.43871537,0.39546078,-0.5974376,2.1347735,0.30309504,-0.81835794,-0.43251657,0.6765245,-0.28837857,-0.818358,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,0.015661687,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.3550998,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,6.184916266806101e-06
229,-0.16570188,-0.43871537,0.39546078,-0.58633655,-0.16827874,0.30309504,-0.78301615,-0.43251657,0.6765245,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.44596297,-0.44818425,-0.50428504,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,-0.72109765,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.37882388,2.5746799,0.8786938,-0.14968519,-0.3540827,-0.36197066,2.6008034,0,3.7417218483182824e-05
230,-0.16570188,-0.43871537,-0.2212019,-0.58633655,-0.16827874,0.30309504,-0.78301615,-1.2872685,-0.08423652,-0.34930563,-0.78301626,-0.34951493,0.9609529,-0.961488,-0.5378598,-1.0040984,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,-0.72109765,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.37882388,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.001281758998671643
231,-0.16570188,-0.43871537,-0.2212019,-0.58633655,-0.16827874,0.30309504,-0.78301615,-1.2872685,-0.08423652,-0.34930563,-0.78301626,-0.34951493,0.9609529,-0.961488,-0.5378598,-1.0040984,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,-0.72109765,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.37882388,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.001281758998671643
232,-0.16570188,-0.43871537,-0.2212019,-0.58633655,-0.16827874,0.30309504,-0.78301615,-1.2872685,-0.08423652,-0.34930563,-0.78301626,-0.34951493,0.9609529,-0.961488,-0.5378598,-1.0040984,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,-0.72109765,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.37882388,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.001281758998671643
233,-0.16570188,-0.43871537,-0.2212019,-0.58633655,-0.16827874,0.30309504,-0.78301615,-1.2872685,-0.08423652,-0.34930563,-0.78301626,-0.34951493,0.9609529,-0.961488,-0.5378598,-1.0040984,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,-0.72109765,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.37882388,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,0.001281758998671643
234,-0.16570188,-0.43871537,1.0121235,-0.58633655,-0.16827874,7.7170463,-0.78301615,-1.3361114,-0.08423652,-0.28837857,-0.78301626,-0.28858408,-0.7312871,-0.23975296,0.769874,-0.30435964,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,-0.72109765,-0.20265988,-0.19551246,-0.55476475,-1.2974097,-0.37882388,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,1.3817461276118693e-07
235,1.0107813,-0.4306042,-0.83786464,-0.38216832,0.11099328,0.30309504,-0.75474274,1.5456235,0.296144,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,0.59179217,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,-0.37282997,0.8786938,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,6.180391253585414e-05
236,1.0107813,-0.4306042,-0.83786464,-0.38216832,0.11099328,0.30309504,-0.75474274,1.5456235,0.296144,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,0.59179217,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,4.4692445274326334e-05
296,-0.8986139,-0.40627062,1.6287861,-0.55043674,-0.37549874,0.30309504,-0.7759478,0.23907422,0.6765245,-0.28837857,-0.77594787,-0.28858408,2.6531928,-0.44225416,-0.8985054,-0.47551885,0.967348,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40137598,-0.33034235,1.0091064,-0.6003618,-0.5289312,-0.12612233,-0.824756,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.8901803554533981
297,-0.8986139,-0.40627062,1.6287861,-0.55043674,-0.37549874,0.30309504,-0.7759478,1.5334128,0.6765245,-0.34930563,-0.77594787,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,0.967348,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40137598,-0.33034235,1.0091064,-0.6003618,-0.5289312,-0.12612233,-0.824756,2.5746799,-0.39526522,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.5988679297790624
298,-0.8986139,-0.40627062,0.24129511,-0.55043674,-0.37549874,0.30309504,-0.7759478,1.5334128,0.6765245,-0.34930563,-0.77594787,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,0.967348,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40137598,-0.33034235,1.0091064,-0.6003618,-0.5289312,-0.12612233,-0.824756,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.6334404079167031
299,-0.52387285,-0.3981594,1.6287861,-0.558941,-0.31167132,0.30309504,-0.81835794,1.5334128,0.6765245,-0.34930563,-0.818358,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,2.844369,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.362595,0.59377605,-0.20265988,-0.6003618,-0.5289312,-0.12612233,-0.7429281,2.5746799,0.8786938,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.9974894811616959
300,-0.42190245,-0.43871537,-0.83786464,-0.5718598,-0.31463602,0.30309504,-0.78301615,-1.3483222,-0.8449975,-0.28837857,-0.78301626,-0.28858408,2.6531928,0.6423678,1.2523291,0.5508766,2.844369,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40691614,-0.7700491,0.100281715,-0.6003618,-0.5289312,-0.12612233,-0.7429281,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9999705622772783
301,-0.42190245,-0.43871537,0.39546078,-0.5718598,-0.31463602,0.30309504,-0.78301615,-0.18830174,-0.08423652,-0.22745155,-0.78301626,-0.2276532,2.6531928,-0.6838976,-0.8985054,-0.7349682,2.844369,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40691614,-0.7700491,0.100281715,-0.6003618,-0.5289312,-0.12612233,-0.7429281,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9997743632079321
302,-0.42190245,-0.43871537,0.39546078,-0.5718598,-0.31463602,0.30309504,-0.78301615,-0.18830174,-0.08423652,-0.22745155,-0.78301626,-0.2276532,2.6531928,-0.6838976,-0.8985054,-0.7349682,2.844369,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40691614,-0.7700491,0.100281715,-0.6003618,-0.5289312,-0.12612233,-0.7429281,2.5746799,-0.39526522,6.6806874,-0.3540827,-0.36197066,2.6008034,1,0.9999715777107697
303,-0.42190245,-0.43871537,0.39546078,-0.5718598,-0.31463602,-2.1682222,-0.78301615,-1.3849545,-2.7469003,-0.22745155,-0.78301626,-0.2276532,2.6531928,2.6471875,-0.36465934,2.4945955,2.844369,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40691614,-0.7700491,0.100281715,-0.6003618,-0.5289312,-0.12612233,-0.7429281,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9999992082586755
304,-0.42190245,-0.43871537,0.39546078,-0.5718598,-0.31463602,-2.1682222,-0.78301615,-1.3849545,-2.7469003,-0.28837857,-0.78301626,-0.28858408,2.6531928,2.6471875,-0.36465934,2.4945955,2.844369,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40691614,-0.7700491,0.100281715,-0.6003618,-0.5289312,-0.12612233,-0.7429281,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9999991817369677
305,-0.42190245,-0.43871537,0.39546078,-0.5718598,-0.31463602,-2.1682222,-0.78301615,-1.3849545,-2.7469003,-0.22745155,-0.78301626,-0.2276532,2.6531928,2.6471875,-0.36465934,2.4945955,2.844369,1.2765204,-0.12544353,-0.21178654,2.0094583,0.7568709,1.0465082,-0.40691614,-0.7700491,0.100281715,-0.6003618,-0.5289312,-0.12612233,-0.7429281,2.5746799,-0.39526522,6.6806874,-0.3540827,-0.36197066,2.6008034,1,0.9999999002880771
725,0.12108978,-0.4306042,2.3996146,-0.58698577,-0.02607722,0.30309504,-0.81835794,1.5456235,0.296144,-0.28837857,-0.818358,-0.28858408,2.6531928,-0.7854551,-0.8985054,-0.8334304,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.40442306,-0.3767426,-0.05118907,-0.26493108,-0.4144026,-0.36991182,-0.824756,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9999253814064619
726,-0.85400194,-0.4184374,1.0121235,-0.57848144,-0.20873095,0.30309504,-0.81835794,1.5334128,0.6765245,-0.34930563,-0.818358,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.40054497,-0.26057947,-0.20265988,-0.26493108,-0.4144026,-0.36991182,-0.8195287,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.9996179797182783
729,-0.8591004,-0.4265486,0.39546078,-0.5803641,-0.054565363,0.30309504,-0.81128955,1.5334128,0.6765245,-0.34930563,-0.8112896,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,1.2019756,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.39666688,-0.38738462,-0.20265988,-0.26493108,-0.4144026,-0.36991182,-0.7773079,2.5746799,-0.39526522,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.898559327407014
736,-0.9164588,-0.42249298,0.39546078,-0.55965513,-0.2770389,0.30309504,-0.81835794,1.5334128,0.6765245,-0.34930563,-0.818358,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.35899392,-0.3350685,10.854708,-0.26493108,-0.4144026,-0.36991182,-0.824756,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9999728200176525
737,-0.123639114,-0.43871537,0.39546078,-0.5949058,0.1113918,0.30309504,-0.81835794,-0.43251657,0.6765245,-0.28837857,-0.818358,-0.28858408,2.6531928,-0.44596297,-0.44818425,-0.50428504,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.40747014,-0.00076270563,-0.20265988,-0.26493108,-0.4144026,-0.36991182,-0.5306178,2.5746799,0.8786938,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.9999125617830192
738,-0.9164588,-0.38599265,1.4746205,-0.4813636,0.04398765,0.30309504,-0.79008454,1.5334128,0.6765245,-0.34930563,-0.7900846,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.29832935,0.0020261125,0.55469406,-0.26493108,-0.4144026,-0.36991182,-0.824756,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9986983136355613
739,-0.9164588,-0.38599265,0.5496264,-0.4813636,0.04398765,0.30309504,-0.79008454,-0.88431406,0.296144,-0.34930563,-0.7900846,-0.34951493,0.9609529,1.6490431,1.2523291,1.6757524,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.29832935,0.0020261125,0.55469406,-0.26493108,-0.4144026,-0.36991182,-0.824756,-0.37282997,-0.39526522,-0.14968519,-0.3540827,2.6653144,-0.3844965,1,0.9993584419960443
740,-0.9164588,-0.38599265,6.407922,-0.4813636,0.04398765,0.30309504,-0.79008454,1.5334128,0.6765245,-0.34930563,-0.7900846,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.29832935,0.0020261125,0.55469406,-0.26493108,-0.4144026,-0.36991182,-0.824756,2.5746799,-0.39526522,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.9953694672795311
741,-0.9164588,-0.38599265,7.0245843,-0.4813636,0.04398765,0.30309504,-0.79008454,1.5334128,0.6765245,-0.34930563,-0.7900846,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.29832935,0.0020261125,0.55469406,-0.26493108,-0.4144026,-0.36991182,-0.824756,2.5746799,-0.39526522,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.994373355110826
742,-0.9164588,-0.38599265,0.24129511,-0.4813636,0.04398765,0.30309504,-0.79008454,-0.88431406,0.6765245,-0.34930563,-0.7900846,-0.34951493,0.9609529,1.6490431,1.2523291,1.6757524,2.844369,0.36135027,1.065918,1.1479189,-0.3866845,0.7043484,0.88981587,-0.29832935,0.0020261125,0.55469406,-0.26493108,-0.4144026,-0.36991182,-0.824756,-0.37282997,-0.39526522,-0.14968519,-0.3540827,2.6653144,-0.3844965,1,0.9992677436594323
766,-0.49583095,-0.4306042,2.2454488,-0.58640146,0.47471994,0.30309504,-0.81128955,1.5334128,0.6765245,-0.34930563,-0.8112896,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,2.844369,2.9254909,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.38530958,-0.10380228,-0.20265988,0.786597,0.36447832,0.5471891,-0.7177967,2.5746799,0.8786938,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.9960920002446367
767,-0.49583095,-0.4306042,3.478774,-0.58640146,0.47471994,0.30309504,-0.81128955,1.5334128,0.6765245,-0.34930563,-0.8112896,-0.34951493,0.9609529,0.7471093,0.769874,0.9665945,2.844369,2.9254909,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.38530958,-0.10380228,-0.20265988,0.786597,0.36447832,0.5471891,-0.7177967,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,2.6008034,1,0.9959222776086228
773,-0.8144884,-0.34949228,1.0121235,-0.4559805,0.14762975,0.30309504,-0.76181114,-0.98199993,0.296144,-0.28837857,-0.76181114,-0.28858408,2.6531928,0.33393395,1.2523291,0.34155306,1.0194874,2.9254909,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.083648846,0.32733244,3.2811682,0.786597,0.36447832,0.5471891,-0.8261634,-0.37282997,0.8786938,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9765245105767028
774,-0.8144884,-0.34949228,1.6287861,-0.4559805,0.14762975,0.30309504,-0.76181114,-0.98199993,0.296144,-0.28837857,-0.76181114,-0.28858408,2.6531928,0.33393395,1.2523291,0.34155306,1.0194874,2.9254909,4.1656647,3.9978375,1.0586841,3.571753,0.49206263,-0.083648846,0.32733244,3.2811682,0.786597,0.36447832,0.5471891,-0.8261634,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,1,0.9611350074640668
237,1.0107813,-0.4306042,-0.83786464,-0.38216832,0.11099328,0.30309504,-0.75474274,1.5456235,0.296144,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,0.59179217,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,-0.37282997,0.8786938,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,8.356626569158438e-05
238,1.0107813,-0.4306042,-0.83786464,-0.38216832,0.11099328,0.30309504,-0.75474274,1.5456235,0.296144,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,0.59179217,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,-0.37282997,0.8786938,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,8.356626569158438e-05
239,1.0107813,-0.4306042,-0.83786464,-0.38216832,0.11099328,0.30309504,-0.75474274,1.5456235,0.296144,-0.28837857,-0.7547428,-0.28858408,-0.7312871,-0.7854551,-0.8985054,-0.8334304,-0.4404178,-0.7742927,-0.42328393,-0.5775109,-0.6603923,-0.73838127,-0.9635271,-0.40747014,0.59179217,-0.20265988,-0.19551246,-0.55476475,-1.2974097,0.73138237,-0.37282997,-0.39526522,-0.14968519,-0.3540827,-0.36197066,-0.3844965,0,5.928928688235326e-05
