,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F131,F38,F37,F133,F134,F136,F137,F83,F74,F73,F84,F146,F16,F7,F12,F2,F6,F13,F18,F14,F1,F5,F9,F15,F4,F8,F11,F71,category,1
104,-0.019556597,0.6505445,-0.47682726,-0.872975,-1.0122535,3.2468312,0.030291805,-0.7587561,-0.6078518,-0.38729072,1.3411127,-0.6556302,-0.62074035,0.22765008,-0.31727704,0.17031428,-0.8545992,-0.52879393,-0.18125731,0.5383656,0.5471608,-0.24015363,-0.8545993,-0.528794,-0.24115022,-0.54470265,0.11020995,-0.09346264,-0.15263934,-0.3642403,0.19066201,0.8351406,0.65025586,-0.3642403,1.0505514,0.7679677,-0.27999172,-1.4391162,-1.3507338,-1.4391162,-0.20899068,-0.22702442,0.6714609,-0.25175604,-0.09271098,-0.00308356,-0.15045698,-0.34040266,-0.2867973,-0.2038679,-0.32817954,-0.07375049,-0.23601718,0.32624212,-0.19448459,-0.26441452,-0.3880263,-0.27643943,-0.23710075,0.2580731,-0.95601046,1.906285,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,2.8986719,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.006755914308670765
105,-0.019556597,0.6505445,-0.47682726,-0.872975,-1.0122535,3.2468312,0.030291805,-0.7587561,-0.6078518,-0.38729072,0.11579642,-0.6556302,-0.62074035,0.22765008,-0.31727704,0.17031428,-0.8545992,-0.52879393,-0.18125731,0.5383656,0.5471608,-0.24015363,-0.8545993,-0.528794,-0.24115022,-0.54470265,0.11020995,-0.09346264,-0.15263934,-0.3642403,0.19066201,0.8351406,0.65025586,-0.3642403,1.0505514,0.7679677,-0.27999172,-1.4391162,-1.3507338,-1.4391162,-0.20899068,-0.22702442,0.6714609,-0.25175604,-0.09271098,-0.00308356,-0.15045698,-0.34040266,-0.2867973,-0.2038679,-0.32817954,-0.07375049,-0.23601718,0.32624212,-0.19448459,-0.26441452,-0.3880263,-0.27643943,-0.23710075,0.2580731,-0.95601046,1.906285,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.003159500550452798
106,-0.019556597,0.6505445,-0.0064688614,-0.872975,-1.0122535,3.2468312,0.030291805,-0.7587561,-0.5014257,-0.38729072,0.9876562,-0.6556302,-0.62074035,0.7520079,-0.31727704,0.17031428,-0.8545992,-0.52879393,-0.18125731,0.5383656,0.5471608,-0.24015363,-0.8545993,-0.528794,-0.24115022,-0.54470265,0.11020995,-0.09346264,-0.15263934,-0.3642403,0.19066201,0.8351406,0.65025586,-0.3642403,1.0505514,0.7679677,-0.27999172,-1.4391162,-1.3507338,-1.4391162,-0.20899068,-0.22702442,0.6714609,-0.25175604,-0.09271098,-0.00308356,-0.15045698,-0.34040266,-0.2867973,-0.2038679,-0.32817954,-0.07375049,-0.23601718,0.32624212,-0.19448459,-0.26441452,-0.3880263,-0.27643943,-0.23710075,0.2580731,-0.95601046,1.906285,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.002777773535604009
107,-0.019556597,0.6505445,-0.7120065,-0.872975,-1.0122535,3.2468312,1.2292603,-0.7587561,-0.6078518,-0.38729072,0.42212546,-0.6556302,-0.62074035,1.0141867,-0.31727704,0.17031428,-0.8545992,-0.52879393,-0.9908355,0.5383656,0.5471608,-0.9294366,-0.8545993,-0.528794,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,1.0505514,0.7679677,-0.27999172,-1.4391162,-1.3507338,-1.4391162,-0.20899068,-0.22702442,0.6714609,-0.25175604,-0.09271098,-0.00308356,-0.15045698,-0.34040266,-0.2867973,-0.2038679,-0.32817954,-0.07375049,-0.23601718,0.32624212,-0.19448459,-0.26441452,-0.3880263,-0.27643943,-0.23710075,0.2580731,-0.95601046,1.906285,0.03498557,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,2.5504093,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,2.269679,-0.11124854,-0.08185595,0.071646184,0,0.35865272238186885
109,-0.019556597,0.6505445,-0.7120065,-0.872975,-1.0122535,3.2468312,0.030291805,-0.7587561,-0.6078518,-0.38729072,0.16292395,-0.6556302,-0.62074035,1.0141867,-0.31727704,0.17031428,-0.8545992,-0.52879393,-1.4149003,-2.144852,-1.1546549,-0.9294366,-0.8545993,-0.528794,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,1.0505514,0.7679677,-0.27999172,-1.4391162,-1.3507338,-1.4391162,-0.20899068,-0.22702442,0.6714609,-0.25175604,-0.09271098,-0.00308356,-0.15045698,-0.34040266,-0.2867973,-0.2038679,-0.32817954,-0.07375049,-0.23601718,0.32624212,-0.19448459,-0.26441452,-0.3880263,-0.27643943,-0.23710075,0.2580731,-0.95601046,1.906285,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.031123527286322356
110,-0.2060149,0.24306838,-0.6238143,3.5756626,-0.40536577,-0.2912344,0.030291805,0.77213603,-0.6078518,0.113698,-0.9685546,0.017425682,-0.96645886,-0.03452872,-0.31727704,0.17031428,-0.8686761,-0.69583523,-1.3956246,-0.13243873,-1.1546549,-0.24015363,-0.86867625,-0.69583523,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.48991087,-0.96517974,0.29061127,-1.5618594,-2.0821548,-0.96517974,-0.2469495,-0.23607753,5.4254622,-0.0775896,0.1480766,-0.0775896,0.60154897,2.765837,0.81314325,0.2612197,0.5209444,0.73260134,0.33839288,1.4856693,0.90168005,0.14219095,1.2250296,-0.07375049,1.4148221,0.95387805,1.1719189,-0.26441452,0.26411822,0.068777025,0.48444164,1.2586693,-1.1660446,0.011184545,0.03498557,-1.2748218,0.46810248,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,4.3694634,0,1.41229080080281e-05
111,-0.2060149,0.24306838,-0.59441686,3.5756626,-0.40536577,-0.2912344,0.030291805,0.77213603,-0.6078518,0.113698,-0.5364824,0.017425682,-0.96645886,-0.5588865,-0.21016496,0.17031428,-0.8686761,-0.69583523,-1.376349,-0.13243873,-1.1546549,-0.24015363,-0.86867625,-0.69583523,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.48991087,-0.96517974,0.18114287,-1.5618594,-2.0821548,-0.96517974,-0.2469495,-0.23607753,5.4254622,-0.0775896,0.1480766,-0.0775896,0.60154897,2.765837,0.81314325,0.2612197,0.5209444,0.73260134,0.33839288,1.4856693,0.90168005,0.14219095,1.2250296,-0.07375049,1.4148221,0.95387805,1.1719189,-0.26441452,0.26411822,0.068777025,0.48444164,1.2586693,-1.1660446,0.011184545,0.03498557,-1.2748218,0.46810248,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,6.0262346,-0.54060996,-0.42494717,8.988882,-0.08185595,4.3694634,0,6.01124759884383e-06
112,3.292735,2.3331404,-0.7120065,-1.0038173,-0.5760874,-0.2912344,-0.9688486,-0.07740131,-0.6078518,0.0063432707,0.16549444,-0.71964604,0.82261974,1.0141867,-0.31727704,0.17031428,-0.48859808,-0.7793559,-1.3570733,-0.80324316,-1.1546549,-0.9294366,-0.48859817,-0.77935594,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,1.248459,0.03614055,-1.1713514,1.9777333,-0.003668065,2.7760584,0.6369563,0.32472056,0.24289589,0.32472056,-0.20899068,-0.22702442,-0.55645245,-0.25175604,-0.09271098,-0.393447,-0.1656666,0.16191486,0.55776167,-0.2038679,0.29310408,-0.07375049,-0.35085818,0.8076994,-0.19448459,-0.26441452,0.116007924,-0.09493386,0.047839552,-0.17966723,-1.1505795,0.14897572,0.03498557,0.7968752,-0.55238366,-0.42068797,-0.11675073,9.483597,-0.39209396,3.404957,11.6332855,-0.396234,28.583212,-0.6012105,2.8986719,-0.10493443,-0.54060996,-0.42494717,-0.11124854,9.483597,1.2437781,0,0.004362123430069554
113,0.27703768,0.9824973,-0.7120065,-0.69851863,-0.40536577,-0.2912344,-0.7690205,0.77213603,-0.6078518,0.113698,-0.45197853,-0.67252326,-0.24052595,1.0141867,-0.31727704,0.17031428,-0.8686761,-0.6540749,0.1464292,0.20296346,0.5471608,-0.9294366,-0.86867625,-0.65407497,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.12716705,-1.2811761,-1.036333,-1.2811761,0.60154897,-0.22702442,0.81314325,0.2612197,0.5209444,0.73260134,0.33839288,-0.09515351,-0.26067695,-0.2038679,-0.17627227,-0.07375049,0.132431,2.0628557,-0.19448459,-0.26441452,0.26411822,0.068777025,0.48444164,1.2586693,-1.1441008,0.20748977,0.03498557,-1.2748218,0.46810248,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,6.0262346,-0.54060996,-0.42494717,8.988882,-0.08185595,0.071646184,0,0.0006137289690650601
114,-0.42338857,-0.34443504,-0.7120065,-1.0474313,-1.0199635,3.2468312,0.62977606,-0.84500355,-0.6078518,-0.42307562,0.19459985,-0.66096485,-0.75143266,1.0141867,-0.31727704,0.17031428,-0.8968301,-0.6540749,-0.9908355,0.5383656,0.5471608,-0.9294366,-0.89683014,-0.65407497,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,-0.2469495,-0.23607753,-0.27999172,-1.6541618,-2.2931044,-1.6541618,-0.16267413,-0.22702442,-0.6036799,-0.15848772,-0.09271098,-0.34840506,-0.108590364,-0.20743625,-0.2867973,-0.2038679,-0.2513725,-0.07375049,-0.02069033,2.9151473,-0.19448459,-0.26441452,-0.37137824,-0.37253058,-0.20722798,1.6642544,-1.1470267,0.18106407,0.03498557,-1.2610202,0.7203575,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.05939970915831939
115,-0.42338857,-0.34443504,-0.7120065,-1.0474313,-1.0199635,3.2468312,0.82960415,-0.84500355,-0.6078518,-0.42307562,0.82348216,-0.66096485,-0.75143266,1.0141867,-0.31727704,0.17031428,-0.8968301,-0.6540749,-0.9908355,0.5383656,0.5471608,-0.9294366,-0.89683014,-0.65407497,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,-0.2469495,-0.23607753,-0.27999172,-1.6541618,-2.2931044,-1.6541618,-0.16267413,-0.22702442,-0.6036799,-0.15848772,-0.09271098,-0.34840506,-0.108590364,-0.20743625,-0.2867973,-0.2038679,-0.2513725,-0.07375049,-0.02069033,2.9151473,-0.19448459,-0.26441452,-0.37137824,-0.37253058,-0.20722798,1.6642544,-1.1470267,0.18106407,0.03498557,-1.2610202,0.7203575,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.05781866891424241
116,-0.42338857,-0.34443504,-0.7120065,-1.0474313,-1.0199635,3.2468312,3.227541,-0.84500355,-0.6078518,-0.42307562,1.0807524,-0.66096485,-0.75143266,1.0141867,-0.31727704,0.17031428,-0.8968301,-0.6540749,-0.9908355,0.5383656,0.5471608,-0.9294366,-0.89683014,-0.65407497,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,-0.2469495,-0.23607753,-0.27999172,-1.6541618,-2.2931044,-1.6541618,-0.16267413,-0.22702442,-0.6036799,-0.15848772,-0.09271098,-0.34840506,-0.108590364,-0.20743625,-0.2867973,-0.2038679,-0.2513725,-0.07375049,-0.02069033,2.9151473,-0.19448459,-0.26441452,-0.37137824,-0.37253058,-0.20722798,1.6642544,-1.1470267,0.18106407,0.03498557,-1.2610202,0.7203575,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.04659261012682689
117,0.082367495,0.79017544,-0.35923767,-0.872975,-0.68623036,-0.2912344,0.82960415,-0.4870767,0.24355705,0.04212818,1.16373,-0.66629946,-0.1868091,-0.03452872,0.11117132,0.17031428,-0.7982913,-0.6540749,-1.492003,-3.8218627,-1.1546549,0.4491294,-0.7982914,-0.65407497,0.4485731,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,0.531551,-0.23607753,-0.33093327,-1.6968622,-2.5068636,-1.6968622,-0.20899068,-0.22702442,0.010276813,-0.25175604,-0.09271098,-0.21327925,-0.17240928,0.07918021,0.01358704,-0.18565427,0.033666972,-0.07375049,0.11329083,1.1678119,-0.19448459,-0.26441452,2.8962333,6.215053,-0.55019045,0.47812572,-1.1478626,0.17351386,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.3190645,0,0.0009642642342527144
118,0.082367495,0.79017544,-0.7120065,-0.872975,-0.68623036,-0.2912344,-0.7690205,-0.4870767,-0.6078518,0.04212818,-0.70108134,-0.66629946,-0.1868091,1.0141867,-0.31727704,0.17031428,-0.7982913,-0.6540749,-1.492003,-0.80324316,-2.8564703,-0.9294366,-0.7982914,-0.65407497,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.48991087,-0.96517974,-0.47566697,-1.5618594,-2.0821548,-0.96517974,0.531551,-0.23607753,0.12754071,-1.3904995,-1.2226446,-1.3904995,-0.20899068,-0.22702442,0.010276813,-0.25175604,-0.09271098,-0.21327925,-0.17240928,0.07918021,0.01358704,-0.18565427,0.033666972,-0.07375049,0.11329083,1.1678119,-0.19448459,-0.26441452,2.8962333,6.215053,-0.55019045,0.47812572,-1.1478626,0.17351386,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,1.2437781,0,0.011879207797230128
119,0.082367495,0.79017544,-0.35923767,-0.872975,-0.68623036,-0.2912344,0.2301199,-0.4870767,0.24355705,0.04212818,0.19499688,-0.66629946,-0.1868091,-0.41587982,-0.10305287,-4.8052955,-0.7982913,-0.6540749,-1.4534516,0.20296346,0.5471608,-0.24015363,-0.7982914,-0.65407497,-0.24115022,0.4702558,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,0.531551,-0.23607753,0.17848226,-1.3848404,-1.2184858,-1.3848404,-0.20899068,-0.22702442,0.010276813,-0.25175604,-0.09271098,-0.21327925,-0.17240928,0.07918021,0.01358704,-0.18565427,0.033666972,-0.07375049,0.11329083,1.1678119,-0.19448459,-0.26441452,2.8962333,6.215053,-0.55019045,0.47812572,-1.1478626,0.17351386,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,2.8986719,-0.10493443,-0.54060996,4.9643054,-0.11124854,-0.08185595,1.2437781,0,0.007774869627579716
120,0.082367495,0.79017544,-0.5062247,-1.0038173,-0.68623036,-0.2912344,0.030291805,-0.4870767,-0.1821474,0.04212818,1.151005,-0.7125332,0.025540238,-1.2330607,0.21828343,0.17031428,-0.7982913,-0.73759556,-0.18125731,0.5383656,0.5471608,-0.24015363,-0.7982914,-0.73759556,-0.24115022,-0.54470265,0.11020995,-0.09346264,-0.15263934,-0.3642403,0.19066201,0.8351406,0.65025586,-0.3642403,0.531551,-0.23607753,-0.27999172,-1.3848404,-1.2184858,-1.3848404,-0.20899068,-0.22702442,0.010276813,-0.25175604,-0.09271098,-0.21327925,-0.17240928,-0.36995074,-0.22149639,-0.2038679,-0.31964543,-0.07375049,-0.3556432,-0.19823161,-0.19448459,-0.26441452,2.8962333,6.215053,-0.55019045,0.47812572,-0.9016733,2.397048,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.3190645,0,0.0014130382686967438
121,0.082367495,0.79017544,-0.30044287,-0.26237768,-0.68623036,3.2468312,-1.5683329,-0.4870767,-0.3949996,0.04212818,0.26199487,-0.37111512,-0.7599393,1.0141867,-0.31727704,-4.8052955,-0.7982913,-0.6123146,-1.3956246,-0.46784094,-1.1546549,-0.24015363,-0.7982914,-0.61231464,-0.24115022,-0.54470265,1.3210233,0.1363437,-0.15263934,-0.3642403,1.8231676,0.8351406,0.65025586,-0.3642403,0.531551,-0.23607753,-0.0762255,-1.4496628,-1.3682005,-1.4496628,-0.20899068,-0.22226113,0.010276813,-0.25175604,-0.09271098,-0.21327925,-0.17240928,1.1813239,1.1585305,0.9435904,1.2250296,-0.07375049,0.63964534,0.5558942,0.0007159033,0.68840957,2.8962333,6.215053,-0.55019045,0.47812572,-1.159357,0.0696986,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.85306746,0,0.012653505397907803
122,0.082367495,0.79017544,-0.7120065,-0.26237768,-0.68623036,3.2468312,0.42994797,-0.4870767,-0.6078518,0.04212818,0.66292316,-0.37111512,-0.7599393,1.0141867,-0.31727704,0.17031428,-0.7982913,-0.6123146,-0.9908355,0.5383656,0.5471608,-0.9294366,-0.7982914,-0.61231464,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,0.531551,-0.23607753,3.1330922,0.4628539,0.28864205,0.4628539,-0.20899068,-0.22226113,0.010276813,-0.25175604,-0.09271098,-0.21327925,-0.17240928,1.1813239,1.1585305,0.9435904,1.2250296,-0.07375049,0.63964534,0.5558942,0.0007159033,0.68840957,2.8962333,6.215053,-0.55019045,0.47812572,-1.159357,0.0696986,0.03498557,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,2.5504093,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,2.269679,-0.11124854,-0.08185595,2.4159102,0,0.03811131371211004
123,0.082367495,0.79017544,-0.7120065,-0.26237768,-0.68623036,3.2468312,1.0294323,-0.4870767,-0.6078518,0.04212818,0.79020196,-0.37111512,-0.7599393,1.0141867,-0.31727704,0.17031428,-0.7982913,-0.6123146,-0.9908355,0.5383656,0.5471608,-0.9294366,-0.7982914,-0.61231464,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,0.531551,-0.23607753,3.1330922,0.4628539,0.28864205,0.4628539,-0.20899068,-0.22226113,0.010276813,-0.25175604,-0.09271098,-0.21327925,-0.17240928,1.1813239,1.1585305,0.9435904,1.2250296,-0.07375049,0.63964534,0.5558942,0.0007159033,0.68840957,2.8962333,6.215053,-0.55019045,0.47812572,-1.159357,0.0696986,0.03498557,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,2.4159102,0,0.011115443159887118
124,0.082367495,0.79017544,-0.7120065,-0.26237768,-0.68623036,3.2468312,0.82960415,-0.4870767,-0.6078518,0.04212818,1.0447595,-0.37111512,-0.7599393,1.0141867,-0.31727704,0.17031428,-0.7982913,-0.6123146,-0.9908355,0.5383656,0.5471608,-0.9294366,-0.7982914,-0.61231464,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,0.531551,-0.23607753,3.1330922,0.4628539,0.28864205,0.4628539,-0.20899068,-0.22226113,0.010276813,-0.25175604,-0.09271098,-0.21327925,-0.17240928,1.1813239,1.1585305,0.9435904,1.2250296,-0.07375049,0.63964534,0.5558942,0.0007159033,0.68840957,2.8962333,6.215053,-0.55019045,0.47812572,-1.159357,0.0696986,0.03498557,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,2.4159102,0,0.011628354202007828
126,0.008943507,0.67425543,-0.7120065,-0.872975,-0.12450122,2.067476,0.2301199,-0.155024,-0.6078518,0.7578263,0.028847903,-0.5916143,-0.54380214,1.0141867,-0.31727704,0.17031428,-0.8545992,-0.73759556,-0.9908355,0.5383656,0.5471608,-0.9294366,-0.8545993,-0.73759556,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,1.0505514,-0.23607753,-0.1781086,-1.4239396,-1.3282766,-1.4239396,1.2268225,-0.22702442,0.38809633,0.12131724,1.2880137,0.95781106,0.34479794,-0.3610863,-0.27373713,-0.2038679,-0.33500683,-0.07375049,-0.2838676,-0.41147453,-0.19448459,-0.26441452,-0.074583605,-0.08069813,0.55165535,0.20305972,-1.0717906,0.8605821,0.03498557,-1.2668754,0.6095182,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.03251106178240889
128,-0.53014314,-0.68956035,0.46388954,-1.0038173,-0.12450122,-0.2912344,-1.5683329,-0.155024,0.5628354,0.7578263,1.1572489,-0.6574084,-0.52311075,1.0141867,3.003198,0.17031428,-0.8545992,-0.73759556,-1.3570733,-0.46784094,-1.1546549,-0.24015363,-0.8545993,-0.73759556,-0.24115022,-0.54470265,3.3687224,0.36186367,-0.15263934,-0.3642403,2.9725847,0.8351406,0.65025586,-0.3642403,1.0505514,-0.23607753,0.2294238,-1.3979592,-1.234289,-1.3979592,1.2268225,-0.22261234,0.38809633,0.12131724,1.2880137,0.95781106,0.34479794,-0.29903534,0.035354026,-0.14922702,-0.17285863,-0.07375049,-0.5231197,0.5474187,-0.09688435,0.21199754,-0.074583605,-0.08069813,0.55165535,0.20305972,-1.159357,0.0696986,0.03498557,-1.2668754,0.6095182,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,1.2437781,0,0.005967197111124431
129,0.004596034,0.6689864,2.551105,-0.7421327,-0.12450122,-0.2912344,0.030291805,-0.155024,2.2656531,0.7578263,0.31944552,-0.572943,-0.30717462,-2.046929,1.9320769,-4.8052955,-0.8545992,-0.6540749,-1.4727273,-3.4864604,-1.1546549,1.1384125,-0.8545993,-0.65407497,1.1382965,-0.54470265,4.597342,1.3266205,-0.18336852,-0.2809779,4.122002,-0.76285934,-2.0821548,-0.2809779,1.0505514,-0.23607753,0.07659916,-1.3848404,-1.2184858,-1.3848404,1.2268225,-0.2226505,0.38809633,0.12131724,1.2880137,0.95781106,0.34479794,0.28601682,-0.27373713,-0.14922702,0.04390791,-0.07375049,0.76405644,0.59168345,-0.09688435,0.21199754,-0.074583605,-0.08069813,0.55165535,0.20305972,-1.159357,0.0696986,0.03498557,-1.2668754,0.6095182,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,2.8986719,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,1.2437781,0,0.02349627603336869
130,0.004596034,0.6689864,0.37569734,-0.7421327,-0.12450122,-0.2912344,1.6289165,-0.155024,0.34998316,0.7578263,0.13912685,-0.572943,-0.30717462,-1.0265568,1.9320769,0.17031428,-0.8545992,-0.6540749,-1.3956246,-0.13243873,-1.1546549,1.1384125,-0.8545993,-0.65407497,1.1382965,-0.54470265,-0.31713596,-0.19168533,-0.0007475293,-0.7392696,-0.47566697,-1.5618594,0.65025586,-0.7392696,1.0505514,-0.23607753,-0.22905014,-1.4496628,-1.3682005,-1.4496628,1.2268225,-0.2226505,0.38809633,0.12131724,1.2880137,0.95781106,0.34479794,0.28601682,-0.27373713,-0.14922702,0.04390791,-0.07375049,0.76405644,0.59168345,-0.09688435,0.21199754,-0.074583605,-0.08069813,0.55165535,0.20305972,-1.159357,0.0696986,0.03498557,-1.2668754,0.6095182,-0.42068797,8.565258,-0.08185595,2.5504093,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,2.8986719,-0.10493443,-0.54060996,2.269679,-0.11124854,-0.08185595,0.46235687,0,0.02764202713138637
131,0.004596034,0.6689864,0.37569734,-0.7421327,-0.12450122,-0.2912344,-1.5683329,-0.155024,0.34998316,0.7578263,0.3578112,-0.572943,-0.30717462,1.0141867,1.9320769,0.17031428,-0.8545992,-0.6540749,-1.492003,-0.80324316,-1.1546549,1.1384125,-0.8545993,-0.65407497,1.1382965,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.8351406,0.65025586,-0.3642403,1.0505514,-0.23607753,-0.22905014,-1.4496628,-1.3682005,-1.4496628,1.2268225,-0.2226505,0.38809633,0.12131724,1.2880137,0.95781106,0.34479794,0.28601682,-0.27373713,-0.14922702,0.04390791,-0.07375049,0.76405644,0.59168345,-0.09688435,0.21199754,-0.074583605,-0.08069813,0.55165535,0.20305972,-1.159357,0.0696986,0.03498557,-1.2668754,0.6095182,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.46235687,0,0.00024051565593743242
