,F25,F62,F65,F64,F34,F69,F68,F101,F102,F104,F105,F107,F108,F95,F109,F79,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F44,F46,F126,F127,F128,F129,F130,F131,F37,F134,F74,F84,F146,F16,F7,F12,F2,F6,F13,F18,F14,F1,F5,F9,F15,F4,F8,F11,F71,category,1
126,0.67425543,-0.7120065,-0.872975,-0.12450122,0.2301199,-0.6078518,0.7578263,0.028847903,-0.5916143,-0.54380214,1.0141867,-0.31727704,0.17031428,-0.73759556,-0.9908355,-0.9294366,-0.73759556,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,1.0505514,-0.23607753,-0.1781086,-1.4239396,-1.3282766,-1.4239396,1.2268225,-0.22702442,0.38809633,0.12131724,0.95781106,0.34479794,-0.3610863,-0.27373713,-0.2038679,-0.33500683,-0.2838676,-0.41147453,-0.26441452,-0.08069813,0.8605821,-1.2668754,0.6095182,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.02901945568997744
128,-0.68956035,0.46388954,-1.0038173,-0.12450122,-1.5683329,0.5628354,0.7578263,1.1572489,-0.6574084,-0.52311075,1.0141867,3.003198,0.17031428,-0.73759556,-1.3570733,-0.24015363,-0.73759556,-0.24115022,-0.54470265,3.3687224,0.36186367,-0.15263934,-0.3642403,2.9725847,0.8351406,0.65025586,-0.3642403,1.0505514,-0.23607753,0.2294238,-1.3979592,-1.234289,-1.3979592,1.2268225,-0.22261234,0.38809633,0.12131724,0.95781106,0.34479794,-0.29903534,0.035354026,-0.14922702,-0.17285863,-0.5231197,0.5474187,0.21199754,-0.08069813,0.0696986,-1.2668754,0.6095182,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,1.2437781,0,0.005308841488953339
129,0.6689864,2.551105,-0.7421327,-0.12450122,0.030291805,2.2656531,0.7578263,0.31944552,-0.572943,-0.30717462,-2.046929,1.9320769,-4.8052955,-0.6540749,-1.4727273,1.1384125,-0.65407497,1.1382965,-0.54470265,4.597342,1.3266205,-0.18336852,-0.2809779,4.122002,-0.76285934,-2.0821548,-0.2809779,1.0505514,-0.23607753,0.07659916,-1.3848404,-1.2184858,-1.3848404,1.2268225,-0.2226505,0.38809633,0.12131724,0.95781106,0.34479794,0.28601682,-0.27373713,-0.14922702,0.04390791,0.76405644,0.59168345,0.21199754,-0.08069813,0.0696986,-1.2668754,0.6095182,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,2.8986719,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,1.2437781,0,0.0205377883274645
130,0.6689864,0.37569734,-0.7421327,-0.12450122,1.6289165,0.34998316,0.7578263,0.13912685,-0.572943,-0.30717462,-1.0265568,1.9320769,0.17031428,-0.6540749,-1.3956246,1.1384125,-0.65407497,1.1382965,-0.54470265,-0.31713596,-0.19168533,-0.0007475293,-0.7392696,-0.47566697,-1.5618594,0.65025586,-0.7392696,1.0505514,-0.23607753,-0.22905014,-1.4496628,-1.3682005,-1.4496628,1.2268225,-0.2226505,0.38809633,0.12131724,0.95781106,0.34479794,0.28601682,-0.27373713,-0.14922702,0.04390791,0.76405644,0.59168345,0.21199754,-0.08069813,0.0696986,-1.2668754,0.6095182,-0.42068797,8.565258,-0.08185595,2.5504093,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,2.8986719,-0.10493443,-0.54060996,2.269679,-0.11124854,-0.08185595,0.46235687,0,0.027475140300873873
131,0.6689864,0.37569734,-0.7421327,-0.12450122,-1.5683329,0.34998316,0.7578263,0.3578112,-0.572943,-0.30717462,1.0141867,1.9320769,0.17031428,-0.6540749,-1.492003,1.1384125,-0.65407497,1.1382965,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.8351406,0.65025586,-0.3642403,1.0505514,-0.23607753,-0.22905014,-1.4496628,-1.3682005,-1.4496628,1.2268225,-0.2226505,0.38809633,0.12131724,0.95781106,0.34479794,0.28601682,-0.27373713,-0.14922702,0.04390791,0.76405644,0.59168345,0.21199754,-0.08069813,0.0696986,-1.2668754,0.6095182,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.46235687,0,0.000215859348960507
132,-0.68956035,-0.5650195,-0.69851863,-0.87842983,0.030291805,-0.6078518,-0.49464545,0.7121294,-0.670745,0.39285666,-0.24427181,-0.10305287,0.17031428,-0.73759556,-1.492003,-0.24015363,-0.73759556,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,0.3091223,-0.23607753,-0.27999172,-1.6680523,-2.3804379,-1.6680523,-0.20899068,-0.20595403,-0.32031527,-0.25175604,-0.3183771,-0.16752568,-0.36995074,-0.2867973,-0.11279977,-0.33671364,-0.2838676,-0.5311045,2.1176457,-0.351177,0.0696986,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.00016795836432720069
133,-0.68956035,-0.15345587,-0.96020323,-0.87842983,-1.5683329,-0.3949996,-0.49464545,-0.24439289,-0.61295295,-0.5991976,1.0141867,0.96806806,0.17031428,-0.73759556,-1.4149003,-0.24015363,-0.73759556,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,0.44386676,0.8351406,0.65025586,-0.3642403,0.3091223,-0.23607753,-0.1781086,-1.6680523,-2.3804379,-1.6680523,-0.20899068,-0.22283007,-0.32031527,-0.25175604,-0.3183771,-0.16752568,-0.36995074,-0.2867973,-0.18565427,-0.34354094,-0.2838676,-0.54096353,0.21199754,-0.351177,0.0696986,-1.2664572,0.62098426,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,2.269679,-0.11124854,-0.08185595,0.46235687,0,0.0011446145808527279
135,-0.43927863,-0.47682726,-0.7857468,-0.87842983,0.82960415,-0.5014257,-0.49464545,-0.41594476,-0.3951211,-0.90832686,-0.16561823,-0.31727704,0.17031428,-0.57055426,-1.492003,-0.24015363,-0.57055426,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.48991087,-0.96517974,-0.47566697,-1.5618594,-2.0821548,-0.96517974,0.3091223,0.96877676,-0.33093327,-1.6688241,-2.3829331,-1.6688241,-0.20899068,-0.22702442,-0.32031527,-0.25175604,-0.3183771,-0.16752568,0.8178824,-0.2867973,-0.2038679,0.34089512,1.639719,3.6183972,-0.26441452,-0.351177,0.37925684,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.3190645,0,0.00444851302606737
136,-0.43927863,-0.30044287,-0.7857468,-0.87842983,0.030291805,-0.5014257,-0.49464545,-0.74494857,-0.3951211,-0.90832686,0.5647372,-0.31727704,0.17031428,-0.57055426,-1.492003,1.1384125,-0.57055426,1.1382965,0.8085752,-0.31713596,-0.19168533,-0.48991087,-0.96517974,-0.47566697,-1.5618594,-2.0821548,-0.96517974,0.3091223,0.96877676,-0.33093327,-1.6688241,-2.3829331,-1.6688241,-0.20899068,-0.22702442,-0.32031527,-0.25175604,-0.3183771,-0.16752568,0.8178824,-0.2867973,-0.2038679,0.34089512,1.639719,3.6183972,-0.26441452,-0.351177,0.37925684,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.3190645,0,0.026369887037618035
137,-0.43927863,-0.7120065,-0.7857468,-0.87842983,-1.5683329,-0.6078518,-0.49464545,-1.1543753,-0.3951211,-0.90832686,1.0141867,-0.31727704,0.17031428,-0.57055426,-1.492003,-0.24015363,-0.57055426,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.48991087,-0.96517974,-0.47566697,-1.5618594,-2.0821548,-0.96517974,0.3091223,0.96877676,-0.33093327,-1.6688241,-2.3829331,-1.6688241,-0.20899068,-0.22702442,-0.32031527,-0.25175604,-0.3183771,-0.16752568,0.8178824,-0.2867973,-0.2038679,0.34089512,1.639719,3.6183972,-0.26441452,-0.351177,0.37925684,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.3190645,0,0.00782314711111165
138,-0.43927863,-0.30044287,-0.7857468,-0.87842983,-1.5683329,-0.5014257,-0.49464545,-0.29896572,-0.3951211,-0.90832686,1.0141867,-0.31727704,0.17031428,-0.57055426,-1.202868,1.1384125,-0.57055426,1.1382965,0.8085752,2.140103,7.77942,3.3418686,-0.96517974,2.9725847,0.8351406,-1.6267531,-0.96517974,0.3091223,0.96877676,-0.33093327,-1.6688241,-2.3829331,-1.6688241,-0.20899068,-0.22702442,-0.32031527,-0.25175604,-0.3183771,-0.16752568,0.8178824,-0.2867973,-0.2038679,0.34089512,1.639719,3.6183972,-0.26441452,-0.351177,0.37925684,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.3190645,0,0.7257471645173804
139,0.79017544,-0.7120065,-1.0910455,-0.82170624,0.42994797,-0.6078518,-0.13679636,0.4837538,-0.7152005,0.13919652,1.0141867,-0.31727704,0.17031428,-0.73759556,-0.9908355,-0.9294366,-0.73759556,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,-0.2469495,-0.23607753,-0.22905014,-1.3848404,-1.2184858,-1.3848404,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,-0.17626159,-0.26653242,-0.2867973,-0.2038679,-0.28550896,-0.11639116,-0.5253366,-0.26441452,-0.36897165,1.3362448,-1.2346717,1.2019352,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.022559079249688477
140,0.79017544,-0.7120065,-1.0910455,-0.82170624,0.62977606,-0.6078518,-0.13679636,0.75201833,-0.7187569,0.33316982,1.0141867,-0.31727704,0.17031428,-0.73759556,-0.9908355,-0.9294366,-0.73759556,-0.9308735,1.4852144,1.1390057,0.34482437,-0.0007475293,-0.7392696,1.0568893,-1.5618594,0.65025586,-0.7392696,-0.2469495,-0.23607753,-0.22905014,-1.3848404,-1.2184858,-1.3848404,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,-0.17626159,-0.27835166,-0.2867973,-0.2038679,-0.29233626,-0.13553132,-0.5273213,-0.26441452,-0.36897165,1.3362448,-1.2346717,1.2019352,2.3770583,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,1.8497626,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,0.02132174950656935
141,0.79017544,-0.7120065,-0.69851863,-0.82170624,0.2301199,-0.6078518,-0.13679636,0.2565562,-0.5925034,-0.71400595,1.0141867,-0.31727704,0.17031428,-0.73759556,-1.376349,-0.9294366,-0.73759556,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.0007475293,-0.7392696,0.8379527,-1.5618594,0.65025586,-0.7392696,-0.2469495,-0.23607753,-0.1781086,-1.3848404,-1.2184858,-1.3848404,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,-0.17626159,-0.3610863,-0.27809054,-0.2038679,-0.33671364,-0.27908257,-0.52028066,-0.26441452,-0.36897165,0.3849195,-1.2346717,1.2019352,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,12.157404,-0.54060996,-0.42494717,8.988882,-0.08185595,0.46235687,0,0.001696915725519326
142,2.3384094,-0.7120065,-0.96020323,-1.0733829,0.82960415,-0.6078518,-0.6735699,-0.418316,-0.6823034,-0.25843152,1.0141867,-0.31727704,0.17031428,-0.69583523,-1.4149003,-0.9294366,-0.69583523,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,-0.2469495,-0.23607753,0.17848226,-0.07450282,0.1480766,-0.07450282,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,-0.17626159,-0.065605424,-0.1866692,-0.11279977,-0.12165394,0.09893571,0.25113246,-0.26441452,-0.34761807,2.2686946,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,1.2437781,0,0.0010684762713658526
143,2.3384094,-0.7120065,-0.96020323,-1.0733829,0.82960415,-0.6078518,-0.6735699,1.3725312,-0.6823034,-0.25843152,1.0141867,-0.31727704,0.17031428,-0.69583523,-1.4149003,-0.9294366,-0.69583523,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,-0.2469495,-0.23607753,0.28036535,0.3347526,0.24788637,0.3347526,-0.20899068,-0.22702442,-0.6036799,-0.25175604,-0.40846097,-0.17626159,-0.065605424,-0.1866692,-0.11279977,-0.12165394,0.09893571,0.25113246,-0.26441452,-0.34761807,2.2686946,-1.2664572,0.62098426,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,1.2437781,0,0.0009269408887894406
144,-0.72732216,-0.7120065,-0.5676763,0.3072592,-0.56919247,-0.6078518,2.1892226,-1.6417452,-0.6556302,2.3090649,1.0141867,-0.31727704,0.17031428,-0.73759556,0.1464292,-0.9294366,-0.73759556,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,9.159561864758365e-05
145,-0.72732216,-0.7120065,-0.8293609,0.3072592,-0.56919247,-0.6078518,2.1892226,-1.3588002,-0.6903054,1.7206095,1.0141867,-0.31727704,0.17031428,-0.73759556,0.1464292,-0.9294366,-0.73759556,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,9.89593078036564e-05
146,1.2090681,-0.59441686,-0.96020323,0.3072592,0.030291805,-0.6078518,2.1892226,0.75201833,-0.71964604,0.90879035,0.22765008,-0.10305287,0.17031428,-0.73759556,-0.7980788,-0.24015363,-0.73759556,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,-0.22569233,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36699593,-0.2867973,-0.18565427,-0.34183413,-0.27908257,-0.4371573,0.21199754,-0.24085008,0.0696986,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,3.7009298396825184e-05
147,-0.72732216,-0.7120065,-0.6549045,0.3072592,-0.7690205,-0.6078518,2.1892226,-1.62898,-0.67430145,2.3461185,1.0141867,-0.31727704,0.17031428,-0.73759556,0.1464292,-0.9294366,-0.73759556,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,9.515265798683093e-05
148,0.5012537,-0.59441686,-0.96020323,0.3072592,0.030291805,-0.6078518,2.1892226,0.75201833,-0.71964604,0.90879035,0.22765008,-0.10305287,0.17031428,-0.73759556,-0.7980788,-0.24015363,-0.73759556,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,-0.2256935,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36699593,-0.2867973,-0.18565427,-0.34183413,-0.27908257,-0.45907936,0.21199754,-0.24085008,0.0696986,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,3.9115790949422766e-05
149,-0.72732216,-0.7120065,-0.8293609,0.3072592,-0.56919247,-0.6078518,2.1892226,-1.4306376,-0.6903054,1.4666326,1.0141867,-0.31727704,0.17031428,-0.73759556,0.1464292,-0.9294366,-0.73759556,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,0.00010147643103375325
150,0.5012537,-0.59441686,-0.96020323,0.3072592,0.030291805,-0.6078518,2.1892226,0.75201833,-0.71964604,0.90879035,0.22765008,-0.10305287,0.17031428,-0.73759556,-0.7980788,-0.24015363,-0.73759556,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,-0.22569467,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36699593,-0.2867973,-0.18565427,-0.34183413,-0.27908257,-0.47340187,0.21199754,-0.24085008,0.0696986,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,3.900187726387393e-05
151,1.2090681,-0.59441686,-0.96020323,0.3072592,0.030291805,-0.6078518,2.1892226,0.75201833,-0.71964604,0.90879035,0.22765008,-0.10305287,0.17031428,-0.73759556,-0.7980788,-0.24015363,-0.73759556,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,-0.22569582,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36699593,-0.2867973,-0.18565427,-0.34183413,-0.27908257,-0.48349282,0.21199754,-0.24085008,0.0696986,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,3.666174808603941e-05
152,-0.72732216,-0.7120065,-0.48044816,0.3072592,-0.7690205,-0.6078518,2.1892226,-1.6448368,-0.6574084,2.513033,1.0141867,-0.31727704,0.17031428,-0.69583523,-1.0293869,-0.9294366,-0.69583523,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.8351406,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,0.00019609696130145935
153,-0.72732216,-0.7120065,-0.48044816,0.3072592,-0.7690205,-0.6078518,2.1892226,-1.6448368,-0.6574084,2.513033,1.0141867,-0.31727704,0.17031428,-0.69583523,0.1464292,-0.9294366,-0.69583523,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,9.338031351557605e-05
154,-0.72732216,-0.7120065,-0.30599177,0.3072592,-0.56919247,-0.6078518,2.1892226,-1.7317684,-0.62451136,1.6895896,1.0141867,-0.31727704,0.17031428,-0.69583523,-1.0293869,-0.9294366,-0.69583523,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.8351406,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,0.00020431139359379941
155,-0.72732216,-0.7120065,-0.30599177,0.3072592,-0.56919247,-0.6078518,2.1892226,-1.7317684,-0.62451136,1.6895896,1.0141867,-0.31727704,0.17031428,-0.69583523,0.1464292,-0.9294366,-0.69583523,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,9.729240050129133e-05
156,1.2090681,-0.59441686,-0.96020323,0.3072592,0.030291805,-0.6078518,2.1892226,0.75201833,-0.71964604,0.90879035,0.22765008,-0.10305287,0.17031428,-0.73759556,-0.7980788,-0.24015363,-0.73759556,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-0.76285934,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,-0.225697,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36699593,-0.2867973,-0.18565427,-0.34183413,-0.27908257,-0.49098617,0.21199754,-0.24085008,0.0696986,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.396234,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,0.071646184,0,3.660585223422831e-05
157,-0.72732216,-0.7120065,-0.6549045,0.3072592,-0.56919247,-0.6078518,2.1892226,-1.5582093,-0.6645213,1.4759142,1.0141867,-0.31727704,0.17031428,-0.73759556,0.1464292,-0.9294366,-0.73759556,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,0.03614055,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,-0.22702442,1.1437354,-0.25175604,0.14705624,-0.17545299,-0.36995074,-0.2867973,-0.2038679,-0.34524778,-0.2838676,-0.5420533,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.55238366,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,2.5237608,-0.03498556,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.11124854,-0.08185595,-0.70977515,0,0.00010053497064496864
