,F62,F107,F109,F116,F117,F110,F114,F115,F88,F70,F37,F74,F84,F7,F6,F13,F1,F5,category,1
198,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
199,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
200,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
201,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
202,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
203,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
204,-0.53562206,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.2100020860598789e-05
205,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
206,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
207,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
208,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
209,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
210,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
211,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
212,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
213,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
214,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
215,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
216,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
217,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
218,-0.59441686,-0.31727704,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.4347110869314816e-05
219,-0.6238143,-0.21016496,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.8217419,-0.9071614,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.764914769664854e-05
220,-0.6238143,-0.21016496,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.8217419,-0.9071614,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.764914769664854e-05
221,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
222,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
223,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
224,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
225,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
226,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
227,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
228,-0.53562206,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.2100020860598789e-05
229,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
230,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
231,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
232,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
233,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
234,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
235,-0.53562206,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.2100020860598789e-05
236,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
237,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
238,-0.35923767,-0.31727704,-1.376349,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.4808388683628505e-05
239,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
240,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
241,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
242,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
243,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.282205167428785e-05
244,-0.59441686,-0.31727704,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.4347110869314816e-05
245,-0.6238143,-0.21016496,-1.3956246,-0.54470265,1.3210233,1.8231676,-0.2469495,-0.23607753,-0.8217419,-0.9071614,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0004675804516559727
246,-0.7120065,-0.31727704,-1.0293869,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00023609696296534905
247,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016231779020707955
127,0.22871034,-0.31727704,-1.3570733,3.515131,3.3687224,2.9725847,1.0505514,5.7881947,-1.2184858,-1.3848404,0.68840957,0.0696986,-1.2668754,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1,0.9993191144397308
134,0.111120746,-0.31727704,-1.202868,0.8085752,2.140103,2.9725847,0.3091223,0.96877676,-2.3829331,-1.6688241,-0.26441452,0.37925684,-1.2664572,-0.11675073,3.404957,-0.085960224,-0.6012105,2.8986719,1,0.6626438521922065
248,-0.5650195,-0.31727704,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.7522891106324258e-05
249,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.4649395336558344e-05
250,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016987692506755095
251,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.4649395336558344e-05
252,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00016987692506755095
253,-0.59441686,-0.10305287,-0.7980788,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-0.9914185,-1.2096657,0.21199754,0.0696986,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.4649395336558344e-05
254,2.1395414,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,-0.9847645,-1.2076079,-0.26441452,0.009296995,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.991787501163885e-05
255,2.1395414,-0.31727704,-1.3956246,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.0355012,-1.2796327,-0.26441452,0.009296995,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.4897849692831206e-05
256,2.0513492,-0.31727704,-1.3956246,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.0355012,-1.2796327,-0.26441452,0.009296995,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.593088876121488e-05
257,0.34629995,-0.31727704,-1.434176,-0.54470265,2.140103,1.8231676,-0.2469495,-0.23607753,-1.2151588,-1.3825253,-0.26441452,0.009296995,-1.2733579,-0.11675073,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.020155029108702815
258,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-0.9847645,-1.2076079,-0.26441452,0.009296995,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.006410122769231348
259,0.02292854,-0.31727704,-1.434176,-0.54470265,2.140103,1.8231676,-0.2469495,-0.23607753,-1.8946971,-1.5512692,0.21199754,0.0696986,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.001097763791169352
260,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.2151588,-1.3820108,-0.26441452,2.3196585,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002040086319873806
261,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.2151588,-1.3820108,-0.26441452,2.3196585,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002040086319873806
262,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.2151588,-1.3820108,-0.26441452,2.3196585,-1.2733579,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,0.00011997284795300097
263,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.2151588,-1.3820108,-0.26441452,2.3196585,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0002040086319873806
264,-0.7120065,-0.31727704,-1.492003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.6651347,-1.5162858,3.0704699,0.0696986,-1.2733579,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0010519754786205717
265,-0.06526366,0.5396197,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.6360234,-1.5034242,-0.26441452,1.5929517,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00012559722395988273
266,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.6360234,-1.5034242,-0.26441452,1.5929517,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00018438607413634537
267,-0.06526366,0.5396197,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.6360234,-1.5034242,-0.26441452,1.5929517,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00012559722395988273
268,-0.30044287,-0.31727704,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.1544412,-1.3616896,-0.26441452,0.19238937,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,8.936472408303915e-05
269,-0.27104548,0.86095595,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.1544412,-1.3616896,-0.26441452,0.19238937,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.729317839930865e-05
270,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-0.95981205,-1.170052,-0.26441452,0.21126486,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.006679427558135329
271,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-0.95981205,-1.170052,-0.26441452,0.21126486,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.006679427558135329
272,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-0.95981205,-1.170052,-0.26441452,0.21126486,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.006679427558135329
273,-0.7120065,-0.31727704,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.6551536,-1.5106267,-0.26441452,0.118774906,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00011455876284046482
274,-0.41803247,-0.31727704,-1.492003,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.1502825,-1.356545,3.0704699,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.00014873112743236206
275,-0.7120065,-0.31727704,-1.3570733,1.4852144,0.91148347,0.6737503,-0.2469495,-0.23607753,-1.1544412,-1.3616896,3.0704699,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0031404903998177233
276,-0.7120065,-0.31727704,-1.3570733,1.4852144,0.91148347,0.6737503,-0.2469495,-0.23607753,-1.1544412,-1.3616896,3.0704699,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0031404903998177233
277,-0.7120065,-0.31727704,-1.492003,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.1544412,-1.3616896,3.0704699,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0009157749620539451
278,-0.0064688614,-0.31727704,-1.434176,-0.54470265,2.140103,1.8231676,-0.2469495,-0.23607753,-0.9539898,-1.1595056,0.21199754,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0008339065565101879
279,-0.41803247,-0.31727704,-0.85590583,-0.54470265,-0.028049037,-0.20521584,-0.2469495,-0.23607753,-0.9431771,-1.1265799,0.21199754,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.83366732875465e-05
280,0.31690255,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.619313599362523e-06
281,0.052325938,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.7674214101311708e-06
282,0.22871034,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.6672498263449133e-06
283,0.052325938,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.7674214101311708e-06
284,2.4335155,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,8.040028682848815e-07
285,1.6397856,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.045406369113997e-06
286,0.40509474,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.5727556248364204e-06
287,0.052325938,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,3.0056724547716403e-06
288,0.9636454,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.2234192716063713e-06
289,0.934248,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.2451460921863983e-06
290,0.22871034,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.835321107478688e-06
291,0.49328694,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.5275362679083354e-06
292,1.0518376,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.2698428274939815e-06
293,0.40509474,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.6746246691746813e-06
294,0.052325938,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.7674214101311708e-06
295,0.14051814,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.7166050892768389e-06
296,0.66967136,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.450494488230203e-06
297,0.052325938,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,2.5312111,-0.3449856,0,1.7674214101311708e-06
