,F62,F64,F34,F69,F104,F105,F107,F108,F109,F113,F116,F117,F120,F110,F122,F123,F114,F115,F61,F77,F88,F70,F41,F43,F42,F44,F126,F130,F37,F134,F74,F84,F16,F7,F12,F2,F6,F13,F1,F5,F15,F4,F11,F71,category,1
178,-0.7120065,0.3072592,-0.56919247,-0.6078518,0.5331528,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00012506375988653243
179,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.31727704,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2339233574363888e-05
180,-0.6238143,0.3072592,0.030291805,-0.6078518,0.90879035,-0.03452872,-0.21016496,0.17031428,-1.3956246,-0.24115022,-0.54470265,1.3210233,-0.3642403,1.8231676,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.1781086,-0.9071614,-0.8217419,-0.9071614,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,0.0003279472208662576
181,-0.7120065,0.3072592,-0.7690205,-0.6078518,1.5589879,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9308735,1.4852144,-0.31713596,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0003140042972429186
182,-0.7120065,0.3072592,-0.7690205,-0.6078518,1.5589879,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011684798022942412
183,-0.7120065,0.3072592,-0.36936435,-0.6078518,0.16235024,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0001266055775785528
184,-0.7120065,0.3072592,-0.7690205,-0.6078518,1.7828081,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011464522932978353
185,-0.7120065,0.3072592,-0.56919247,-0.6078518,1.2126557,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011804265692700579
186,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
187,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.3461185,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0001092833521988732
188,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
189,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.6306386,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00010667119971650268
190,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
191,1.081235,0.3072592,-1.5683329,1.201392,1.8580258,1.0141867,-0.31727704,0.17031428,-1.3570733,-0.24115022,-0.54470265,3.3687224,-0.3642403,2.9725847,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0004000681097023345
192,-0.7120065,0.3072592,-0.56919247,-0.6078518,1.8580258,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9308735,1.4852144,-0.31713596,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00030027894565860667
193,-0.7120065,0.3072592,-0.56919247,-0.6078518,1.8580258,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011173950849454802
194,0.72846615,0.3072592,-1.5683329,0.7756876,1.5832202,1.0141867,-0.31727704,0.17031428,-1.3570733,-0.24115022,-0.54470265,3.3687224,-0.3642403,2.9725847,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00048686082002453784
195,-0.7120065,0.3072592,-0.56919247,-0.6078518,1.5832202,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011438123741644413
196,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
197,-0.7120065,0.3072592,-0.7690205,-0.6078518,1.484774,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011758766647405891
198,-0.59441686,0.3072592,0.030291805,-0.3949996,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.12174723160111e-05
199,-0.7120065,0.3072592,-0.56919247,-0.6078518,1.1400908,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011877324994971679
200,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
201,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.568514,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00010723617878186216
202,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
203,-0.7120065,0.3072592,-0.56919247,-0.6078518,0.5291734,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0001251060846257067
204,-0.53562206,0.3072592,-1.5683329,-0.5014257,1.0259826,1.0141867,-0.31727704,0.17031428,0.9367317,-0.24115022,-0.54470265,-0.23974264,-0.3642403,0.13976903,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,1.9489574459290876e-05
205,-0.7120065,0.3072592,-0.56919247,-0.6078518,1.0259826,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9308735,1.4852144,-0.31713596,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0003222882925062283
206,-0.7120065,0.3072592,-0.56919247,-0.6078518,1.0259826,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011993126304290656
207,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1230145,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9308735,1.4852144,-0.31713596,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00029358993737629006
208,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1230145,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00010924994227736891
209,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
210,-0.7120065,0.3072592,-0.36936435,-0.6078518,0.4372718,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0001236803322453003
211,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
212,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.2777054,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9308735,1.4852144,-0.31713596,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00029539275206087875
213,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.2777054,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00010992092556389193
214,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
215,-0.7120065,0.3072592,-0.56919247,-0.6078518,0.89155626,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9308735,1.4852144,-0.31713596,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0003259924825243972
216,-0.7120065,0.3072592,-0.56919247,-0.6078518,0.89155626,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00012130996390561735
217,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2015535983216298e-05
218,-0.59441686,0.3072592,0.030291805,-0.6078518,0.90879035,0.22765008,-0.31727704,0.17031428,-0.7980788,-0.24115022,-0.54470265,-0.31713596,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,2.2339233574363888e-05
219,-0.6238143,0.3072592,0.030291805,-0.6078518,0.90879035,-0.03452872,-0.21016496,0.17031428,-1.492003,0.4485731,-0.54470265,-0.31713596,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.1781086,-0.9071614,-0.8217419,-0.9071614,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,4.447400283292694e-05
220,-0.6238143,0.3072592,-0.7690205,-0.6078518,0.90879035,1.0141867,-0.21016496,0.17031428,-1.492003,0.4485731,-0.54470265,-0.31713596,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.1781086,-0.9071614,-0.8217419,-0.9071614,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,4.062745012101693e-05
221,-0.7120065,0.3072592,-0.56919247,-0.6078518,1.5981563,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9308735,1.4852144,-0.31713596,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011423606386299624
