,F62,F64,F34,F69,F68,F104,F105,F107,F108,F109,F79,F113,F116,F117,F118,F119,F120,F110,F122,F123,F114,F115,F61,F77,F88,F70,F41,F43,F42,F44,F126,F128,F130,F37,F134,F74,F84,F16,F7,F12,F2,F6,F13,F1,F5,F9,F15,F4,F11,F71,category,1
201,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.1892226,2.568514,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00010721737999522034
202,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
203,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,0.5291734,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00012408406349113246
204,-0.53562206,0.3072592,-1.5683329,-0.5014257,2.1892226,1.0259826,1.0141867,-0.31727704,0.17031428,0.9367317,-0.24015363,-0.24115022,-0.54470265,-0.23974264,-0.17323484,-0.15263934,-0.3642403,0.13976903,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,1.9447139256540017e-05
205,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.0259826,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0003219781538676868
206,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.0259826,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011914486926229083
207,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,2.1230145,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0002943610540373588
208,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,2.1230145,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00010892353573683945
209,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
210,-0.7120065,0.3072592,-0.36936435,-0.6078518,2.1892226,0.4372718,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00012246639331254782
211,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
212,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.1892226,2.2777054,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00029672170063325677
213,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.1892226,2.2777054,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00010979721806837116
214,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
215,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,0.89155626,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00032553571377606365
216,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,0.89155626,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00012046157959539762
217,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
218,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.31727704,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.9781937174936477e-05
219,-0.6238143,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,-0.03452872,-0.21016496,0.17031428,-1.492003,0.4491294,0.4485731,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.1781086,-0.9071614,-0.8217419,-0.9071614,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,4.1936781594592215e-05
220,-0.6238143,0.3072592,-0.7690205,-0.6078518,2.1892226,0.90879035,1.0141867,-0.21016496,0.17031428,-1.492003,0.4491294,0.4485731,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.1781086,-0.9071614,-0.8217419,-0.9071614,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,3.872166050740622e-05
221,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.5981563,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0001136994965717234
222,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
223,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.1892226,1.3494923,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0003201120864833895
224,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.1892226,1.3494923,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011845420996974938
225,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
226,-0.7120065,0.3072592,-0.7690205,-0.6078518,2.1892226,1.4637301,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011735298466268964
227,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
228,-0.53562206,0.3072592,-1.5683329,-0.5014257,2.1892226,1.0343536,1.0141867,-0.31727704,0.17031428,0.9367317,-0.24015363,-0.24115022,-0.54470265,-0.23974264,-0.17323484,-0.15263934,-0.3642403,0.13976903,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,1.9433832583598126e-05
229,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.0343536,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0003217579074545014
230,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.0343536,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011906335270455028
231,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
232,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.1673028,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00031828004814655016
233,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.1673028,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011777614691394216
234,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
235,-0.53562206,0.3072592,-1.5683329,-0.5014257,2.1892226,1.2467297,1.0141867,-0.31727704,0.17031428,0.9367317,-0.24015363,-0.24115022,-0.54470265,-0.23974264,-0.17323484,-0.15263934,-0.3642403,0.13976903,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,1.9099264862189626e-05
236,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.2467297,1.0141867,-0.31727704,0.17031428,0.1464292,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.21291478,1.9777333,-0.47566697,-1.1713514,1.9777333,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.00011701379022269343
237,-0.59441686,0.3072592,0.030291805,-0.6078518,2.1892226,0.90879035,0.22765008,-0.10305287,0.17031428,-0.7980788,-0.24015363,-0.24115022,-0.54470265,-0.31713596,-0.19168533,-0.18336852,-0.2809779,-0.47566697,-2.0821548,-0.2809779,-0.2469495,-0.23607753,-0.22905014,-1.2096657,-0.9914185,-1.2096657,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36699593,-0.18565427,-0.27908257,0.21199754,-0.24085008,0.0696986,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,0.071646184,0,1.94809699000835e-05
238,-0.35923767,0.3072592,0.030291805,-0.3949996,2.1892226,1.8500402,-0.35288885,-0.31727704,0.17031428,-1.376349,0.4491294,0.4485731,-0.54470265,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,2.2680494076579653e-05
239,-0.7120065,0.3072592,-0.56919247,-0.6078518,2.1892226,1.264713,1.0141867,-0.31727704,0.17031428,-1.0293869,-0.9294366,-0.9308735,1.4852144,-0.31713596,-0.19168533,-0.15263934,-0.3642403,-0.47566697,0.65025586,-0.3642403,-0.2469495,-0.23607753,-0.33093327,0.82812274,0.7868593,0.82812274,-0.20899068,1.1437354,-0.25175604,0.14705624,-0.36995074,-0.2038679,-0.2838676,-0.26441452,-0.24085008,-0.50977933,0.7968752,-0.42068797,-0.11675073,-0.08185595,-0.39209396,-0.26468047,-0.085960224,-0.6012105,-0.3449856,-0.10493443,-0.54060996,-0.42494717,-0.08185595,-0.70977515,0,0.0003157557424664403
