,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F102,F103,F104,F105,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F40,F42,F45,F46,F126,F127,F36,F130,F35,F131,F132,F133,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F6,F13,F18,F14,F1,F5,F9,F15,F4,F8,F11,F71,category,1
60,0.28789595,0.3494873,-0.13726944,-0.8374482,1.0674683,-0.7559623,-2.57784,1.0524594,-0.25872412,0.60358304,-0.632807,-0.33898476,-0.4964923,1.2187127,0.3199755,0.9941797,-0.55636925,1.5595809,0.39412537,0.6739104,0.21808472,0.99417984,-0.5563693,0.21752442,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.6504505,0.52609444,0.5604197,0.52609444,-0.6799923,0.7176568,1.0874087,0.21152742,-0.6774099,-0.3696051,-0.3046085,-0.5818768,-0.61993825,0.48732808,1.0734082,1.0689131,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.1372938,0,7.902846306379522e-06
61,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
62,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
63,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
64,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
65,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
66,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
67,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
68,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
69,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.5816979,-0.3581017,-0.5892823,-1.3725061,0.3199755,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,0.40486044,0.7176568,1.0874087,0.21152742,-0.6741628,-0.41902342,-0.3046085,-0.54524153,-0.17652823,0.6702788,1.0734082,1.0689131,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00029032127901112065
70,1.0112346,0.98726386,0.052283917,1.5621275,1.0674683,-0.30604836,-2.57784,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,1.2187127,0.3199755,0.9941797,1.9844085,-0.43597358,0.6133628,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.10824888,-0.19345725,-0.33675015,0.8670261,-0.10824886,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0012354946390670512
71,1.0112346,0.98726386,-0.32682276,1.5621275,1.0674683,-0.30604836,-2.57784,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,1.2187127,0.3199755,0.9941797,1.9844085,-0.7860708,0.17488791,-0.9660078,0.21808472,0.99417984,1.9844084,0.21752442,0.78737795,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.20076785279666892
72,1.0112346,0.98726386,0.014373246,1.5621275,1.0674683,-0.30604836,0.97634614,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.1173104,-3.1252398,0.9941797,1.9844085,-0.7860708,0.17488791,-0.9660078,0.48592,0.99417984,1.9844084,0.48543918,0.45327014,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,2.8909814,-0.21908905,-0.061898455,-0.21908905,-0.62333846,2.7639687,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.43690386016603566
73,1.0112346,0.98726386,-0.1751801,1.5621275,1.0674683,-0.30604836,-2.57784,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,1.2187127,-3.1252398,0.9941797,1.9844085,-0.7860708,0.17488791,-0.9660078,0.21808472,0.99417984,1.9844084,0.21752442,0.78737795,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.3191620306647782
74,1.0112346,0.98726386,-0.32682276,1.5621275,1.0674683,-0.30604836,-0.8007471,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.063809894,-3.1252398,0.9941797,1.9844085,-0.7860708,0.6133628,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,1.2328552,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,4.8407216,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,1,0.3506755660929528
75,1.0112346,0.98726386,-0.21309078,1.5621275,1.0674683,-0.30604836,-0.5045649,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.18595484,-3.1252398,0.9941797,1.9844085,-0.7860708,0.6133628,0.6739104,-0.3175859,0.99417984,1.9844084,-0.22900002,1.1214858,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,4.8407216,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,1,0.31753052195086123
76,1.0112346,0.98726386,-0.30786744,1.5621275,1.0674683,-0.30604836,-0.8007471,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.19467944,-3.1252398,0.9941797,1.9844085,-0.7860708,0.6133628,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,1.2328552,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,4.8407216,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,1,0.340961226942793
77,1.0112346,0.98726386,-0.30786744,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.6658102,0.3199755,0.9941797,1.9844085,-0.9261098,0.17488791,-0.9660078,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.5315504,-0.37150404,1.4745483,-1.2152728,-0.5315504,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,-0.4278274,-1.2220947,-1.174896,-1.2220947,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,0.09611485,0,0.02348148637788273
219,1.0112346,0.98726386,-0.44055477,1.5621275,1.0674683,-0.30604836,0.97634614,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,1.2187127,0.3199755,0.9941797,1.9844085,-0.039196655,0.6133628,0.6739104,-0.5854212,0.99417984,1.9844084,-0.5862196,1.4555937,0.57373697,0.530955,1.4745483,-1.2152728,0.5737369,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,3.4172237,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,3.2758727,-0.2530184,-0.050507616,-0.21834165,1.3295234,1,0.76348646812359
78,1.0112346,0.98726386,-0.30786744,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.6658102,0.3199755,0.9941797,1.9844085,-0.9261098,0.17488791,-0.9660078,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.5315504,-0.37150404,1.4745483,-1.2152728,-0.5315504,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,-0.4278274,-1.2220947,-1.174896,-1.2220947,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,0.09611485,0,0.01341452000492738
79,1.0112346,0.98726386,-0.36473343,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,0.39423388,0.3199755,0.9941797,1.9844085,-0.68104166,-3.113674,-0.9660078,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.5315504,-0.37150404,-1.255264,-1.3235173,-0.5315504,-1.1770196,-1.6000998,-1.3235173,-0.13757694,-0.12353984,0.20293833,0.48072618,0.53207517,0.4807262,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,0.71281916,0,0.0010150813687680132
80,1.0112346,0.98726386,-0.32682276,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,0.11940769,0.3199755,0.9941797,1.9844085,-0.68104166,-3.113674,-0.9660078,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.5315504,-0.37150404,-1.255264,-1.3235173,-0.5315504,-1.1770196,-1.6000998,-1.3235173,-0.13757694,-0.12353984,0.20293833,0.48072618,0.53207517,0.4807262,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,0.71281916,0,0.0006085559972775394
81,1.0112346,0.98726386,-0.38368878,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,0.11940769,0.3199755,0.9941797,1.9844085,-0.68104166,-3.113674,-0.9660078,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.5315504,-0.37150404,-1.255264,-1.3235173,-0.5315504,-1.1770196,-1.6000998,-1.3235173,-0.13757694,-0.12353984,0.20293833,0.48072618,0.53207517,0.4807262,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,0.71281916,0,0.00021934635402780643
82,1.0112346,0.98726386,-0.36473343,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,0.39423388,0.3199755,0.9941797,1.9844085,-0.68104166,-3.113674,-0.9660078,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.5315504,-0.37150404,-1.255264,-1.3235173,-0.5315504,-1.1770196,-1.6000998,-1.3235173,-0.13757694,-0.12353984,0.20293833,0.48072618,0.53207517,0.4807262,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,0.71281916,0,0.0002338147403325028
83,1.0112346,0.98726386,-0.32682276,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,0.11940769,0.3199755,0.9941797,1.9844085,-0.68104166,-3.113674,-0.9660078,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.5315504,-0.37150404,-1.255264,-1.3235173,-0.5315504,-1.1770196,-1.6000998,-1.3235173,-0.13757694,-0.12353984,0.20293833,0.48072618,0.53207517,0.4807262,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,0.71281916,0,0.0006085559972775394
84,1.0112346,0.98726386,-0.38368878,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,0.11940769,0.3199755,0.9941797,1.9844085,-0.68104166,-3.113674,-0.9660078,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.5315504,-0.37150404,-1.255264,-1.3235173,-0.5315504,-1.1770196,-1.6000998,-1.3235173,-0.13757694,-0.12353984,0.20293833,0.48072618,0.53207517,0.4807262,0.9414501,0.7176568,1.0874087,0.21152742,1.5768882,-0.019932736,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,0.71281916,0,0.00021934635402780643
