,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F10-NA,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F15,F4,F8,F11,F71,category,1
52,0.28789595,0.3494873,4.2224574,-0.8374482,1.0674683,-0.7559623,0.97634614,1.0524594,-0.25872412,0.60358304,1.4733368,-0.632807,-0.33898476,-0.4964923,1.151682,-0.18854019,0.3199755,0.0,0.9941797,-0.55636925,-0.43597358,0.6133628,0.6739104,1.5572611,0.99417984,-0.5563693,1.5570979,-0.54905343,-0.10824888,-0.19345725,-0.33675015,0.8670261,-0.10824886,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.4278274,0.64405185,0.61868346,0.64405185,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-0.8289416,0,6.756092053130104e-05
53,0.28789595,0.3494873,4.2224574,-0.8374482,1.0674683,-0.7559623,0.97634614,1.0524594,-0.25872412,0.60358304,1.3351614,-0.632807,-0.33898476,-0.4964923,0.8031217,-0.18854019,0.3199755,0.0,0.9941797,-0.55636925,-0.43597358,0.6133628,0.6739104,1.5572611,0.99417984,-0.5563693,1.5570979,-0.54905343,-0.10824888,-0.19345725,-0.33675015,0.8670261,-0.10824886,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.4278274,0.64405185,0.61868346,0.64405185,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-0.8289416,0,5.815247915027641e-05
54,0.28789595,0.3494873,4.2224574,-0.8374482,1.0674683,-0.7559623,0.97634614,1.0524594,-0.25872412,0.60358304,1.058811,-0.632807,-0.33898476,-0.4964923,0.10600154,-0.18854019,0.3199755,0.0,0.9941797,-0.55636925,-0.43597358,0.6133628,0.6739104,1.5572611,0.99417984,-0.5563693,1.5570979,-0.54905343,-0.10824888,-0.19345725,-0.33675015,0.8670261,-0.10824886,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.4278274,0.64405185,0.61868346,0.64405185,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-0.8289416,0,4.308360723424573e-05
55,0.28789595,0.3494873,4.2224574,-0.8374482,1.0674683,-0.7559623,0.97634614,1.0524594,-0.25872412,0.60358304,1.1969863,-0.632807,-0.33898476,-0.4964923,0.45456153,-0.18854019,0.3199755,0.0,0.9941797,-0.55636925,-0.43597358,0.6133628,0.6739104,1.5572611,0.99417984,-0.5563693,1.5570979,-0.54905343,-0.10824888,-0.19345725,-0.33675015,0.8670261,-0.10824886,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.4278274,0.64405185,0.61868346,0.64405185,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-0.8289416,0,5.0054184134891835e-05
56,0.28789595,0.3494873,4.2224574,-0.8374482,1.0674683,-0.7559623,0.97634614,1.0524594,-0.25872412,0.60358304,0.78246033,-0.632807,-0.33898476,-0.4964923,-0.5911189,-0.18854019,0.3199755,0.0,0.9941797,-0.55636925,-0.43597358,0.6133628,0.6739104,1.5572611,0.99417984,-0.5563693,1.5570979,-0.54905343,-0.10824888,-0.19345725,-0.33675015,0.8670261,-0.10824886,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.4278274,0.64405185,0.61868346,0.64405185,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-0.8289416,0,3.191935705571136e-05
57,0.28789595,0.3494873,0.16601592,-0.8374482,1.0674683,-0.7559623,-2.57784,1.0524594,-0.25872412,0.60358304,-0.54402274,-0.632807,-0.33898476,-0.4964923,1.2187127,0.15973851,-3.1252398,0.0,0.9941797,-0.55636925,-0.43597358,0.6133628,0.6739104,0.21808472,0.99417984,-0.5563693,0.21752442,-0.54905343,-0.10824888,-0.19345725,-0.33675015,0.8670261,-0.10824886,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.6504505,0.52609444,0.5604197,0.52609444,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.1372938,0,2.7771813355779604e-05
58,0.28789595,0.3494873,0.052283917,-0.8374482,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,-0.6324549,-0.632807,-0.33898476,-0.4964923,0.5844981,-0.18854019,0.3199755,0.0,0.9941797,-0.55636925,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.5563693,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.798866,-0.6202095,-0.32770917,-0.6202095,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,3.0197994987220984e-05
59,0.28789595,0.3494873,-0.13726944,-0.8374482,1.0674683,-0.7559623,-2.57784,1.0524594,-0.25872412,0.60358304,-0.56613076,-0.632807,-0.33898476,-0.4964923,1.2187127,0.15973851,0.3199755,0.0,0.9941797,-0.55636925,1.5595809,0.39412537,0.6739104,0.21808472,0.99417984,-0.5563693,0.21752442,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.6504505,0.52609444,0.5604197,0.52609444,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.1372938,0,7.346658498014221e-06
60,0.28789595,0.3494873,-0.13726944,-0.8374482,1.0674683,-0.7559623,-2.57784,1.0524594,-0.25872412,0.60358304,-0.56613076,-0.632807,-0.33898476,-0.4964923,1.2187127,0.15973851,0.3199755,0.0,0.9941797,-0.55636925,1.5595809,0.39412537,0.6739104,0.21808472,0.99417984,-0.5563693,0.21752442,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.6504505,0.52609444,0.5604197,0.52609444,1.081942,-0.6799923,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6774099,-0.3696051,-0.2534129,-0.55836993,-0.3046085,-0.5818768,-0.61993825,0.48732808,-0.3260638,1.0734082,-0.24984567,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.1372938,0,7.346658498014221e-06
61,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,0.58109343,-0.5816979,-0.3581017,-0.5892823,-1.3725061,-0.18854019,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.0003870166299940571
62,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,0.7911854,-0.5816979,-0.3581017,-0.5892823,-1.3725061,-0.18854019,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.0004010590010715349
63,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,0.6861394,-0.5816979,-0.3581017,-0.5892823,-1.3725061,-0.18854019,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.0003939752815233713
64,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,1.3164158,-0.5816979,-0.3581017,-0.5892823,-1.3725061,-0.18854019,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.000438433694637964
65,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,1.2113695,-0.5816979,-0.3581017,-0.5892823,-1.3725061,-0.18854019,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00043069010582463623
66,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,1.0012776,-0.5816979,-0.3581017,-0.5892823,-1.3725061,-0.18854019,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.0004156106854201738
67,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,1.1063236,-0.5816979,-0.3581017,-0.5892823,-1.3725061,-0.18854019,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00042308325157665717
68,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,1.4214617,-0.5816979,-0.3581017,-0.5892823,-1.3725061,-0.18854019,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.00044631641999353186
69,1.0112346,0.98726386,-0.1751801,-0.6893262,1.0674683,-0.7559623,-0.20838265,1.0524594,-0.25872412,0.60358304,0.8962316,-0.5816979,-0.3581017,-0.5892823,-1.3725061,2.2494109,0.3199755,0.0,0.9941797,-0.62948513,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.6294852,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.3213848,-0.9101776,-2.3230305,-2.4441013,-2.3230305,1.081942,0.40486044,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6741628,-0.41902342,-0.25397083,-0.5709594,-0.3046085,-0.54524153,-0.17652823,0.6702788,-0.25766075,1.0734082,-0.24984567,1.0689131,1.0876768,-0.14899267,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,-1.4456459,0,0.000406616382526344
70,1.0112346,0.98726386,0.052283917,1.5621275,1.0674683,-0.30604836,-2.57784,1.0524594,-0.25872412,0.60358304,-1.2555281,1.7334688,-0.23036593,-0.56395143,1.2187127,-0.18854019,0.3199755,0.0,0.9941797,1.9844085,-0.43597358,0.6133628,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.10824888,-0.19345725,-0.33675015,0.8670261,-0.10824886,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,1.081942,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,-0.2534129,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,0.0230453,1.0734082,-0.24928358,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.000875197223052325
71,1.0112346,0.98726386,-0.32682276,1.5621275,1.0674683,-0.30604836,-2.57784,1.0524594,-0.25872412,0.60358304,0.94445854,1.7334688,-0.23036593,-0.56395143,1.2187127,-0.18854019,0.3199755,0.0,0.9941797,1.9844085,-0.7860708,0.17488791,-0.9660078,0.21808472,0.99417984,1.9844084,0.21752442,0.78737795,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,1.081942,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,-0.2534129,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,0.0230453,1.0734082,-0.24928358,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.1950787310018895
72,1.0112346,0.98726386,0.014373246,1.5621275,1.0674683,-0.30604836,0.97634614,1.0524594,-0.25872412,0.60358304,0.9150183,1.7334688,-0.23036593,-0.56395143,-1.1173104,-0.18854019,-3.1252398,0.0,0.9941797,1.9844085,-0.7860708,0.17488791,-0.9660078,0.48592,0.99417984,1.9844084,0.48543918,0.45327014,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,1.081942,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,-0.2534129,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,0.0230453,1.0734082,-0.24928358,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,2.8909814,-0.21908905,-0.061898455,-0.21908905,-0.62333846,2.7639687,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.4272725197997501
73,1.0112346,0.98726386,-0.1751801,1.5621275,1.0674683,-0.30604836,-2.57784,1.0524594,-0.25872412,0.60358304,0.9303121,1.7334688,-0.23036593,-0.56395143,1.2187127,-0.18854019,-3.1252398,0.0,0.9941797,1.9844085,-0.7860708,0.17488791,-0.9660078,0.21808472,0.99417984,1.9844084,0.21752442,0.78737795,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,1.081942,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,-0.2534129,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,0.0230453,1.0734082,-0.24928358,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,0.0,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.29874008380929035
74,1.0112346,0.98726386,-0.32682276,1.5621275,1.0674683,-0.30604836,-0.8007471,1.0524594,-0.25872412,0.60358304,1.391287,1.7334688,-0.23036593,-0.56395143,-0.063809894,-0.18854019,-3.1252398,0.0,0.9941797,1.9844085,-0.7860708,0.6133628,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,1.2328552,1.223906,0.9564223,1.4745483,-1.2152728,1.2239059,1.7287908,0.16114898,-1.2152728,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,1.081942,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,-0.2534129,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,0.0230453,1.0734082,-0.24928358,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,0.0,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,4.8407216,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,1,0.30324774583247677
