,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F102,F103,F104,F105,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F40,F43,F42,F45,F44,F46,F126,F127,F129,F36,F130,F35,F131,F132,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F15,F4,F8,F11,F71,category,1
314,0.6623452,0.68432,-0.44055477,-0.7189506,1.0674683,-0.30604836,0.97634614,1.0524594,-0.25872412,0.60358304,-0.8181729,-0.33550897,-0.32360297,1.2187127,0.3199755,0.9941797,-0.72088003,-0.039196655,0.6133628,0.6739104,-0.5854212,0.99417984,-0.7208801,-0.5862196,1.4555937,0.57373697,0.530955,1.4745483,-1.2152728,0.5737369,1.7287908,0.16114898,-1.2152728,-0.13757694,4.189481,-0.3907235,0.64405185,0.61868346,0.64405185,-0.75623864,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,-0.6960807,-0.37409768,-0.5696791,-0.3046085,-0.6016796,-0.61993825,-1.0011867,1.0734082,1.0689131,1.0876768,-0.6117761,1.0753267,1.0769768,0.52665126,-0.10178552,-0.089110635,-0.80753475,-0.7992249,3.4172237,-0.56463736,-0.3223858,-0.22256665,4.7768383,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,3.2758727,-0.2530184,-0.050507616,-0.21834165,-0.5205895,1,0.9959680826655184
153,1.0112346,0.98726386,-0.25100142,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,3.101874,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0010393841095446361
154,1.0112346,0.98726386,-0.21309078,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,3.101874,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0009917620790952694
155,1.0112346,0.98726386,-0.25100142,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,3.101874,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0010393841095446361
156,1.0112346,0.98726386,-0.21309078,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.00047797457284520404
157,1.0112346,0.98726386,-0.25100142,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,3.101874,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0010393841095446361
158,1.0112346,0.98726386,-0.21309078,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,3.101874,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0009917620790952694
159,1.0112346,0.98726386,0.31765863,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9249321,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,3.0193682,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.004774455832496288
160,1.0112346,0.98726386,-0.061448094,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,3.0193682,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.00936269740039298
161,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.006666262764099395
162,1.0112346,0.98726386,-0.061448094,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,3.0193682,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.00936269740039298
163,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.006666262764099395
164,1.0112346,0.98726386,-0.061448094,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.000913121973872637
165,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0009872445802269595
166,1.0112346,0.98726386,-0.061448094,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.000913121973872637
167,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.003167788596730191
168,1.0112346,0.98726386,-0.061448094,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,3.0193682,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.004455473699792249
169,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.003167788596730191
170,1.0112346,0.98726386,-0.061448094,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,3.0193682,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.00936269740039298
171,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0009872445802269595
172,1.0112346,0.98726386,-0.061448094,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.000913121973872637
173,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,-0.56463736,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.0009872445802269595
174,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,1.0913514,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.003167788596730191
175,1.0112346,0.98726386,-0.061448094,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,3.0193682,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.00936269740039298
176,1.0112346,0.98726386,0.5072119,1.5621275,1.0674683,-0.30604836,-0.20838265,1.0524594,-0.25872412,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,-3.1252398,0.9941797,1.9844085,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,1.9844084,-0.3183049,-0.54905343,-0.39465702,-0.31219319,-0.33675015,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.13757694,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,1.0877885,0.7176568,1.0874087,1.086653,0.21152742,1.5768882,-0.019932736,0.72639,-0.18611196,1.9365501,1.6266726,1.0023376,1.0734082,1.0689131,1.0876768,1.7192812,1.0753267,1.0769768,0.52665126,-0.1719288,-0.18948463,-0.80753475,-0.7992249,-0.2926352,2.74734,-0.3223858,-0.22256665,-0.20934352,-0.24441491,-0.3367336,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.3440133,-0.061898444,-0.30526212,-0.2530184,-0.050507616,-0.21834165,1.3295234,0,0.006666262764099395
