,F72,F25,F62,F65,F67,F34,F66,F68,F102,F103,F104,F105,F108,F94,F109,F23,F22,F79,F111,F113,F116,F117,F118,F120,F110,F121,F122,F123,F115,F61,F77,F88,F70,F40,F46,F127,F130,F16,F3,F12,F17,F13,F18,F14,F1,F9,F4,F71,category,1
121,1.0112346,0.98726386,-0.19413544,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0644592,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010546983090932351
122,1.0112346,0.98726386,-0.15622477,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.1997583,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,1.3295234,0,0.00037478144391662614
123,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.001070423030004751
124,1.0112346,0.98726386,-0.1751801,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.1369408,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010418639635316688
125,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,1.3295234,0,0.00037771686396672076
126,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,1.3295234,0,0.000367021812472023
127,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,1.3295234,0,0.00037771686396672076
128,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010099537202727952
129,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.001039364390668569
130,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010099537202727952
131,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,-1.1372938,0,0.008467710877630265
132,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,-1.1372938,0,0.008467710877630265
133,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,-1.1372938,0,0.008467710877630265
134,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,-1.1372938,0,0.008467710877630265
135,1.0112346,0.98726386,-0.13726944,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,0.18811418,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,-1.1372938,0,0.0062958128660739925
136,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,-1.1372938,0,0.008467710877630265
137,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,-1.1372938,0,0.008467710877630265
138,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,-1.1372938,0,0.0030918988150218534
139,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,-1.1372938,0,0.008467710877630265
140,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.43024486,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,-0.6875544,-2.1097999,-2.170104,-2.1097999,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,-1.1372938,0,0.0030918988150218534
141,1.0112346,0.98726386,-0.23204611,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.8799605,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010899216620381153
142,1.0112346,0.98726386,-0.1751801,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.1369408,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010418639635316688
143,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,1.3295234,0,0.00037771686396672076
144,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010099537202727952
145,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.001039364390668569
146,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,1.3295234,0,0.000367021812472023
147,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.001070423030004751
148,1.0112346,0.98726386,-0.23204611,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.8799605,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010899216620381153
149,1.0112346,0.98726386,-0.1751801,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.1369408,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010418639635316688
150,1.0112346,0.98726386,-0.15622477,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.1997583,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010312922932431945
151,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-0.9798973,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.001070423030004751
152,1.0112346,0.98726386,-0.1751801,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.1369408,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0010418639635316688
220,1.0112346,0.98726386,-0.44055477,1.5621275,-0.30604836,2.161075,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,1.2187127,0.3199755,0.9941797,-0.039196655,0.6133628,0.6739104,-0.5854212,0.99417984,-0.5862196,1.4555937,0.57373697,0.530955,-1.2152728,0.5737369,1.7287908,0.16114898,-1.2152728,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,3.4172237,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,3.6464417,1.3295234,1,0.6998804277171303
312,0.6623452,0.68432,-0.44055477,-0.7189506,-0.30604836,2.161075,1.0524594,0.60358304,-0.8181729,-0.33550897,-0.32360297,1.2187127,0.3199755,0.9941797,-0.039196655,0.6133628,0.6739104,-0.5854212,0.99417984,-0.5862196,1.4555937,0.57373697,0.530955,-1.2152728,0.5737369,1.7287908,0.16114898,-1.2152728,4.189481,-0.3907235,0.64405185,0.61868346,0.64405185,-0.75623864,0.21152742,-0.37409768,-0.6016796,3.4172237,-0.56463736,-0.22256665,4.7768383,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,-0.5205895,1,0.9965401932854336
313,0.6623452,0.68432,-0.44055477,-0.7189506,-0.30604836,0.97634614,1.0524594,0.60358304,-0.8181729,-0.33550897,-0.32360297,1.2187127,0.3199755,0.9941797,-0.039196655,0.6133628,0.6739104,-0.5854212,0.99417984,-0.5862196,1.4555937,0.57373697,0.530955,-1.2152728,0.5737369,1.7287908,0.16114898,-1.2152728,4.189481,-0.3907235,0.64405185,0.61868346,0.64405185,-0.75623864,0.21152742,-0.37409768,-0.6016796,3.4172237,-0.56463736,-0.22256665,4.7768383,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,-0.5205895,1,0.9954166227448213
314,0.6623452,0.68432,-0.44055477,-0.7189506,-0.30604836,0.97634614,1.0524594,0.60358304,-0.8181729,-0.33550897,-0.32360297,1.2187127,0.3199755,0.9941797,-0.039196655,0.6133628,0.6739104,-0.5854212,0.99417984,-0.5862196,1.4555937,0.57373697,0.530955,-1.2152728,0.5737369,1.7287908,0.16114898,-1.2152728,4.189481,-0.3907235,0.64405185,0.61868346,0.64405185,-0.75623864,0.21152742,-0.37409768,-0.6016796,3.4172237,-0.56463736,-0.22256665,4.7768383,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,-0.5205895,1,0.9954166227448213
153,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0014953840769715248
154,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0014258152447110123
155,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0014953840769715248
156,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,-0.56463736,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,-0.62333846,-0.061898444,-0.2530184,1.3295234,0,0.0004410287659583013
157,1.0112346,0.98726386,-0.25100142,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.0898278,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0014953840769715248
158,1.0112346,0.98726386,-0.21309078,1.5621275,-0.30604836,-0.20838265,1.0524594,0.60358304,1.7334688,-0.23036593,-0.56395143,-1.2547235,0.3199755,0.9941797,1.5595809,0.39412537,0.6739104,-0.3175859,0.99417984,-0.3183049,-0.54905343,-0.39465702,-0.31219319,0.8670261,-0.39465705,-0.45056695,0.74823207,0.8670261,-0.12353984,0.49976924,0.64405185,0.61868346,0.64405185,0.9414501,0.21152742,-0.019932736,1.9365501,-0.2926352,1.0913514,-0.22256665,-0.20934352,-0.21908905,-0.061898455,-0.21908905,1.1980149,-0.061898444,-0.2530184,1.3295234,0,0.0014258152447110123
