,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F88,F41,F40,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F84,F146,F16,F3,F7,F12,F2,F13,F18,F14,F1,F5,F9,F19,F15,F4,F8,F11,F71,category,1
357,0.66040295,0.6707908,-0.15858755,-0.16414799,-0.16295137,-0.14675352,-1.0586799,0.7164281,-0.20470393,0.26333883,-0.13187721,-0.20822293,-0.39006054,0.7670511,-0.28275108,0.024615882,1.0535678,-0.3621016,1.514659,0.8951104,0.9631263,-0.27190387,1.0535676,-0.3621016,-0.2785937,-0.80678064,-0.28713745,-0.23385027,-0.13499214,-0.25211012,-0.28713742,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.6877364,0.61722785,0.87097317,-0.11778059,1.2153999,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.22249885,-0.22678132,-0.42431077,-0.14432326,-0.19417271,0.42932668,-0.13050789,0.28122944,-0.1892895,0.90021485,-0.17184673,0.3428183,1.3896307,-0.08385756,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,2.5295804,0,0.0002577251310499394
358,0.66040295,0.6707908,0.849269,-0.16414799,-0.16295137,-0.14675352,-1.0586799,0.7164281,0.39864722,0.26333883,-0.13187721,-0.20822293,-0.39006054,0.7670511,-0.28275108,0.024615882,1.0535678,-0.3621016,1.514659,0.8951104,0.9631263,0.9226495,1.0535676,-0.3621016,0.9206699,-0.80678064,-0.28713745,-0.23385027,-0.13499214,-0.25211012,-0.28713742,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.6877364,0.61722785,0.87097317,-0.11778059,1.2153999,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.22249885,-0.22678132,-0.42431077,-0.14432326,-0.19417271,0.42932668,-0.13050789,0.28122944,-0.1892895,0.90021485,-0.17184673,0.3428183,1.3896307,-0.08385756,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,2.5295804,0,0.00024218719391844133
359,0.66040295,0.6707908,0.30448166,-0.16414799,-0.16295137,-0.14675352,-1.0586799,0.7164281,0.036636516,0.26333883,-0.13187721,-0.20822293,-0.39006054,0.7670511,-0.28275108,0.024615882,1.0535678,-0.3621016,1.514659,0.8951104,0.9631263,0.3253728,1.0535676,-0.3621016,0.32103813,-0.80678064,-0.28713745,-0.23385027,-0.13499214,-0.25211012,-0.28713742,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.6877364,0.61722785,0.87097317,-0.11778059,1.2153999,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.22249885,-0.22678132,-0.42431077,-0.14432326,-0.19417271,0.42932668,-0.13050789,0.28122944,-0.1892895,0.90021485,-0.17184673,0.3428183,1.3896307,-0.08385756,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,2.5295804,0,0.000260090766089486
360,0.6170247,0.59342855,1.3668169,-0.71385574,-0.16295137,0.19571091,1.9159868,0.7164281,2.1483655,0.26333883,-0.6554698,-0.5841333,-0.24113049,-1.6922429,-0.28275108,0.024615882,1.0535678,-0.76824164,-1.1817622,-2.2366893,-0.6413419,0.3253728,1.0535676,-0.7682417,0.32103813,-0.80678064,-0.3722603,-0.26120204,-0.13499214,-0.25211012,-0.37226027,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.6877364,-0.27653134,0.87097317,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.596322,-0.4012205,-0.2933429,-0.54774654,-0.2566705,-0.4373705,-0.20393133,0.61455125,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,3.4471273,-0.13851993,-0.026352312,-0.33832303,7.1214128,-0.13818385,-0.075915545,-0.5284107,0,0.00021888124940781082
361,0.6170247,0.59342855,0.6041147,-0.71385574,-0.16295137,0.19571091,1.3210534,0.7164281,1.1830037,0.26333883,-0.6554698,-0.5841333,-0.24113049,-1.853508,-0.28275108,0.024615882,1.0535678,-0.76824164,-1.1817622,-2.2366893,-0.6413419,0.3253728,1.0535676,-0.7682417,0.32103813,-0.80678064,-0.3722603,-0.26120204,-0.13499214,-0.25211012,-0.37226027,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.6877364,-0.27653134,0.87097317,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.596322,-0.4012205,-0.2933429,-0.54774654,-0.2566705,-0.4373705,-0.20393133,0.61455125,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,-0.5284107,0,0.0006761199439360333
362,0.6170247,0.59342855,0.41343912,0.26340252,-0.16295137,-0.14675352,-1.0586799,0.7164281,0.6399877,0.26333883,1.801499,0.7901626,-0.56232405,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,-0.6646403,-0.89448947,-0.6413419,-0.27190387,1.0535676,-0.057496585,-0.2785937,-0.80678064,-0.8319236,-0.43900594,-0.0778478,1.7533792,-0.8319236,-0.24871136,-0.07623963,1.7533792,-0.28741077,-0.34177682,1.2243097,-0.8616662,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,0.34530103,0,6.557476990464677e-05
363,0.6170247,0.59342855,-0.40374184,0.26340252,-0.16295137,-0.14675352,0.72612,0.7164281,-0.38570926,0.26333883,1.801499,0.7901626,-0.56232405,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,0.73897624,-0.4470895,-0.6413419,-0.8691805,1.0535676,-0.057496585,-0.8782255,0.512324,-0.52548134,-0.1640348,-0.80763054,-0.27031335,-0.52548134,-0.76613957,-1.0631133,-0.27031335,-0.28741077,-0.34177682,3.6020465,0.87097317,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,2.9664361,0,0.005171346125935022
364,0.6170247,0.59342855,-0.40374184,0.26340252,-0.16295137,-0.14675352,0.72612,0.7164281,-0.38570926,0.26333883,1.801499,0.7901626,-0.56232405,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,0.73897624,-0.4470895,-0.6413419,-0.8691805,1.0535676,-0.057496585,-0.8782255,0.512324,-0.52548134,-0.1640348,-0.80763054,-0.27031335,-0.52548134,-0.76613957,-1.0631133,-0.27031335,-0.28741077,-0.34177682,3.6020465,0.87097317,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,2.9664361,0,0.006703580755764357
365,0.6170247,0.59342855,-0.40374184,0.26340252,-0.16295137,-0.14675352,-0.4637466,0.7164281,-0.38570926,0.26333883,1.801499,0.7901626,-0.56232405,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,1.2560982,0.00031047114,-0.6413419,-0.8691805,1.0535676,-0.057496585,-0.8782255,0.512324,-0.43437696,-0.065229364,-0.623246,-0.88383424,-0.43437696,-0.58134377,-0.45825526,-0.88383424,-0.28741077,-0.34177682,3.6020465,0.87097317,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,2.9664361,0,0.017457342025517228
366,0.6170247,0.59342855,4.172472,0.26340252,-0.16295137,-0.14675352,1.17232,0.7164281,2.5707111,0.26333883,1.801499,0.7901626,-0.56232405,-2.4006958,-0.28275108,-0.8849096,1.0535678,-0.05749659,-1.292574,0.8951104,-0.6413419,-0.27190387,1.0535676,-0.057496585,-0.2785937,-0.80678064,-0.8319236,-0.43900594,-0.99210584,-1.6865133,-0.8319236,-0.7291804,-1.4769635,-1.6865133,-0.28741077,-0.34177682,3.6020465,0.87097317,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,7.1457944,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,2.9664361,0,3.5536077918676744e-06
367,0.6170247,0.59342855,1.0671839,0.26340252,-0.16295137,-0.14675352,0.27992004,0.7164281,0.820993,0.26333883,1.801499,0.7901626,-0.56232405,-2.1182108,-0.28275108,-0.8849096,1.0535678,-0.05749659,-1.292574,0.8951104,-0.6413419,0.3253728,1.0535676,-0.057496585,0.32103813,-0.80678064,-0.8319236,-0.43900594,-0.99210584,-1.6865133,-0.8319236,-0.7291804,-1.4769635,-1.6865133,-0.28741077,-0.34177682,3.6020465,0.87097317,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,7.1457944,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,2.9664361,0,1.0185797846707543e-05
368,0.6170247,0.59342855,0.6041147,0.26340252,-0.16295137,-0.14675352,0.72612,0.7164281,0.88132817,0.26333883,1.801499,0.7901626,-0.56232405,-0.27172914,-0.28275108,0.024615882,1.0535678,-0.05749659,1.1822237,0.8951104,0.9631263,-0.27190387,1.0535676,-0.057496585,-0.2785937,1.8314286,0.9045822,-0.033851344,-0.13499214,-0.25211012,0.9045822,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.34177682,2.118069,-0.47356796,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,0.7821569,1,0.9978580231109418
369,0.6170247,0.59342855,-0.036010403,0.26340252,-0.16295137,-0.14675352,-1.0586799,0.7164281,-0.084033705,0.26333883,1.801499,0.7901626,-0.56232405,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,1.514659,0.8951104,0.9631263,0.3253728,1.0535676,-0.057496585,0.32103813,-0.80678064,-0.28713745,-0.23385027,-0.13499214,-0.25211012,-0.28713742,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.34177682,3.6020465,0.87097317,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,2.9664361,0,0.0005977531772309157
370,0.6170247,0.59342855,0.52239656,0.26340252,-0.16295137,-0.14675352,-1.0586799,0.7164281,0.57965255,0.26333883,1.801499,0.7901626,-0.56232405,0.7670511,1.6581202,-0.8849096,1.0535678,-0.05749659,-0.77545214,0.8951104,0.9631263,-0.27190387,1.0535676,-0.057496585,-0.2785937,-0.80678064,-0.6383811,-0.35794935,-0.13499214,-0.25211012,-0.6383811,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.34177682,0.4317307,-1.2497644,-0.11778059,-0.115273215,-0.2482475,-0.012780831,-0.18688127,0.17939134,0.9509871,2.2303195,5.4839783,3.579303,-0.19417271,-0.42680103,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,0.3428183,1.3896307,-0.12671424,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.09155482,0,0.0002853897605988024
371,-1.963482,-1.8164467,-0.17220724,-0.71385574,-0.16295137,-0.4892179,0.72612,0.7164281,-0.14436881,0.26333883,-0.88173133,-0.67305833,1.7318015,-1.2882893,-0.28275108,0.024615882,1.0535678,-0.76824164,-1.3295113,0.00031047114,-0.6413419,-0.27190387,1.0535676,-0.7682417,-0.2785937,1.8314286,1.9260561,0.15155709,2.490496,0.5683801,1.9260561,2.5601852,-1.0312787,0.5683801,-0.28741077,0.86908174,-0.66438913,-1.6492295,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.7259929,-0.5781517,-0.5045286,-0.7589592,-0.2566705,-0.46907896,-0.20393133,5.462066,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,5.168469,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-1.4021223,1,0.9994530833265596
372,0.6170247,0.59342855,0.6177344,-0.612058,-0.16295137,-0.4892179,0.1311867,0.7164281,0.7606579,0.26333883,-0.6163091,-0.36990476,0.20034835,-2.3077383,-0.28275108,0.024615882,1.0535678,-0.56517166,-0.036706623,0.8951104,0.9631263,0.9226495,1.0535676,-0.5651716,0.9206699,-0.80678064,-0.6433438,-0.35991523,-0.13499214,-0.25211012,-0.6433438,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.6877364,-0.6475258,-1.7791369,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.15631506,-0.36633268,-0.47997212,-0.400117,-0.2566705,0.069964446,-0.20393133,0.5108345,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-1.4021223,0,0.00033771523305192144
373,0.6170247,0.59342855,-0.049630087,-0.612058,-0.16295137,-0.4892179,1.3210534,0.7164281,0.036636516,0.26333883,-0.6163091,-0.36990476,0.20034835,-1.114376,-0.28275108,0.024615882,1.0535678,-0.56517166,-0.627703,-0.89448947,-0.6413419,-0.27190387,1.0535676,-0.5651716,-0.2785937,-0.80678064,-0.8319236,-0.43900594,-0.0778478,1.7533792,-0.8319236,-0.24871136,-0.07623963,1.7533792,-0.28741077,-0.6877364,-0.1584877,0.87097317,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.15631506,-0.36633268,-0.47997212,-0.400117,-0.2566705,0.069964446,-0.20393133,0.5108345,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,0.7821569,0,5.698284139894899e-05
374,0.6170247,0.59342855,0.6177344,-0.612058,-0.16295137,-0.4892179,1.3210534,0.7164281,0.7606579,0.26333883,-0.6163091,-0.36990476,0.20034835,0.11482303,-0.28275108,0.024615882,1.0535678,-0.56517166,-0.627703,-0.89448947,-0.6413419,0.9226495,1.0535676,-0.5651716,0.9206699,-0.80678064,-0.8319236,-0.43900594,-0.0778478,1.7533792,-0.8319236,-0.24871136,-0.07623963,1.7533792,-0.28741077,-0.6877364,-0.59693563,-1.778325,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.15631506,-0.36633268,-0.47997212,-0.400117,-0.2566705,0.069964446,-0.20393133,0.5108345,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.96526647,0,1.8903221502566098e-05
375,0.6170247,0.59342855,1.6392106,-0.612058,-0.16295137,-0.4892179,1.9159868,0.7164281,1.9070251,0.26333883,-0.6163091,-0.36990476,0.20034835,-1.3293961,-0.28275108,-0.8849096,1.0535678,-0.56517166,-0.627703,-0.89448947,-0.6413419,0.9226495,1.0535676,-0.5651716,0.9206699,-0.80678064,-0.8319236,-0.43900594,-0.0778478,1.7533792,-0.8319236,-0.24871136,-0.07623963,1.7533792,-0.28741077,-0.6877364,-0.1584877,0.87097317,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.15631506,-0.36633268,-0.47997212,-0.400117,-0.2566705,0.069964446,-0.20393133,0.5108345,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,2.1080782,-0.18578252,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,0.7821569,0,5.640597658675995e-06
376,-0.7908697,-0.9463294,0.0048486465,3.846683,-0.16295137,-0.4892179,1.3210534,0.7164281,-0.084033705,0.26333883,-0.09706773,-0.72560495,-0.91694975,-0.3976418,-0.28275108,0.024615882,1.0535678,0.95785356,-0.036706623,0.8951104,0.9631263,-0.27190387,1.0535676,0.95785344,-0.2785937,-0.80678064,-0.6433438,-0.35991523,-0.13499214,-0.25211012,-0.6433438,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.52386075,-0.17535108,-0.8657258,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.07763833,-0.4934241,-0.5028915,-0.40815625,-0.2566705,0.2549303,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,2.1080782,5.168469,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,3.4471273,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,-0.5284107,0,0.00033709720500041016
377,-0.7908697,-0.9463294,-0.3628828,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,-0.91694975,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,-0.27190387,1.0535676,0.95785344,-0.2785937,-0.80678064,-0.109595545,-0.18240847,-0.13499214,-0.25211012,-0.109595545,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.7999602,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.07763833,-0.4934241,-0.5028915,-0.40815625,-0.2566705,0.2549303,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.5284107,0,0.0013119929159680526
378,-0.7908697,-0.9463294,-0.3628828,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,-0.91694975,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,-0.27190387,1.0535676,0.95785344,-0.2785937,-0.80678064,-0.109595545,-0.18240847,-0.13499214,-0.25211012,-0.109595545,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.7999602,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.07763833,-0.4934241,-0.5028915,-0.40815625,-0.2566705,0.2549303,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.5284107,0,0.0013119929159680526
379,-0.7908697,-0.9463294,-0.3628828,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,-0.91694975,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,-0.27190387,1.0535676,0.95785344,-0.2785937,-0.80678064,-0.109595545,-0.18240847,-0.13499214,-0.25211012,-0.109595545,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.7999602,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.07763833,-0.4934241,-0.5028915,-0.40815625,-0.2566705,0.2549303,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.5284107,0,0.0013119929159680478
380,-0.7908697,-0.9463294,-0.3628828,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,-0.91694975,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,-0.27190387,1.0535676,0.95785344,-0.2785937,-0.80678064,-0.109595545,-0.18240847,-0.13499214,-0.25211012,-0.109595545,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.7999602,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.07763833,-0.4934241,-0.5028915,-0.40815625,-0.2566705,0.2549303,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.5284107,0,0.0013119929159680478
381,-0.7908697,-0.9463294,-0.3628828,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,-0.91694975,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,-0.27190387,1.0535676,0.95785344,-0.2785937,-0.80678064,-0.109595545,-0.18240847,-0.13499214,-0.25211012,-0.109595545,-0.13783385,1.2926496,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.7999602,-0.11778059,-0.4870455,-0.2482475,-0.012780831,-0.18688127,0.17939134,-0.07763833,-0.4934241,-0.5028915,-0.40815625,-0.2566705,0.2549303,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,0.3428183,1.3896307,-0.14385693,1.0045917,0.91910887,0.35294905,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,-0.5284107,0,0.0013119929159680478
