,F65,F64,F34,F69,F68,F102,F103,F105,F107,F108,F94,F95,F109,F23,F22,F111,F112,F116,F117,F118,F120,F110,F121,F123,F114,F115,F61,F41,F40,F42,F45,F46,F127,F35,F131,F38,F37,F134,F39,F135,F136,F146,F3,F7,F12,F13,F18,F14,F1,F5,F9,F19,F11,category,1
139,-0.20486708,-0.5158834,-1.0586799,-0.38570926,0.057523917,-0.20874813,1.4975208,0.7670511,-0.28275108,0.024615882,-0.8916499,-0.8697766,0.5542898,0.44771042,0.9631263,-0.8916498,-0.86977667,-0.80678064,0.70585907,-0.08868238,1.7533792,0.7058591,-0.24871136,1.7533792,-0.56048197,-0.6877364,-0.20907785,-0.010081188,2.7948034,-0.2482475,0.14664862,0.383829,-0.31150892,0.21213482,1.4190015,0.08249697,-0.17184673,-0.8827167,0.26756734,-0.7148917,-0.2676664,-0.564829,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0010092869376863917
140,-0.67313665,-0.5158834,-1.0586799,5.5874667,0.057523917,-0.6511186,-0.67305833,0.7670511,3.5296745,-0.8849096,-0.8916499,-0.8697766,-1.4033859,-0.89448947,-2.24581,-0.8916498,-0.86977667,1.8314286,2.8453827,-0.43900594,0.5683801,2.8453827,2.5601852,0.5683801,-0.56048197,2.4259,-0.5463455,-0.010081188,-0.4870455,-0.2482475,0.14664862,0.383829,-0.5607078,-0.20393133,-0.96557486,-0.2588163,-0.17184673,-0.8827167,-0.14385693,-0.7148917,-0.2676664,-0.564829,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,1,0.999465217520857
153,0.019087952,-0.8359208,0.72612,-0.14436881,-0.89437,-0.23630562,-0.0061205756,-1.4691592,1.0342687,0.024615882,-0.99402976,-0.56517166,-1.1448249,0.44771042,0.9631263,-0.99402976,-0.5651716,0.512324,2.8453827,-0.43900594,1.7533792,2.8453827,-0.24871136,1.7533792,0.055266913,0.86908174,0.043872885,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3339368,-0.20393133,0.07588415,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,1,0.9619590674821802
154,0.019087952,-0.8359208,-1.0586799,-0.14436881,-0.89437,-0.23630562,-0.0061205756,0.7670511,1.0342687,0.024615882,-0.99402976,-0.56517166,-1.1448249,0.44771042,0.9631263,-0.99402976,-0.5651716,0.512324,2.8453827,-0.43900594,1.7533792,2.8453827,-0.24871136,1.7533792,0.055266913,0.86908174,0.043872885,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3339368,-0.20393133,0.07588415,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,1,0.9451320835565737
168,0.9556272,-0.7098247,0.72612,0.277977,-0.81718946,0.38881448,0.95588654,-2.3704891,1.5888034,0.024615882,-0.78927,0.04403842,1.1822237,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.33881244,-0.37637278,-0.34398487,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,1,0.5787211062069785
170,0.42627892,-0.7098247,0.1311867,-0.32537416,-0.81718946,-0.14928195,0.27682272,-1.2295654,-0.28275108,0.024615882,-0.78927,-0.76824164,-1.0340132,0.8951104,0.9631263,-0.7892699,-0.7682417,1.8314286,0.7002874,-0.043886103,-0.25211012,0.7002874,-0.13783385,-0.25211012,-0.33881244,0.86908174,-0.31025812,-0.33525056,0.33529967,-0.26709026,-0.32244188,0.6367189,-0.39374456,-0.13050789,-0.38427725,-0.1892895,-0.17184673,0.35119617,-0.08385756,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.075915545,1,0.9992781906482824
141,-0.48990074,-0.8804656,0.5773867,-0.38570926,-1.0487312,-0.78600526,-0.644764,0.7670511,-0.28275108,0.024615882,-1.2670428,-0.8697766,0.73897624,-0.4470895,-0.6413419,-1.2670428,-0.86977667,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.1584877,-0.38910025,1.0779933,-0.30006504,-0.38069493,1.0762979,0.117113106,-0.17945684,0.39703247,-0.21457197,-0.17184673,-0.8954193,-0.15242827,-0.94775766,-0.77895194,0.020443594,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,6.744488,-0.026352312,-0.075915545,0,0.001255832911922437
142,-0.71385574,-0.6913215,-1.0586799,0.21764186,-0.9458238,-0.8570746,-0.7377311,0.7670511,0.7570014,-0.8849096,-1.1305362,-0.8697766,-1.3664485,-4.473689,-0.6413419,-1.1305362,-0.86977667,-0.80678064,-0.8319236,-0.43900594,-0.40364048,-0.8319236,-0.6922213,-0.40364048,-0.9299314,-0.6877364,-0.5800722,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.57565975,-0.20393133,-1.5049707,-0.2588163,-0.17184673,-0.896125,-0.14385693,-1.0080276,-0.7905114,6.326484,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,8.364191810416045e-05
143,-0.73421526,-0.6913215,-1.0586799,-0.20470393,-0.9458238,-0.86432654,-0.78623563,0.7670511,0.9649519,0.024615882,-1.1305362,-0.8697766,1.514659,0.8951104,0.9631263,-1.1305362,-0.86977667,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.5126187,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5681838,-0.20393133,-1.2937322,-0.2588163,-0.17184673,-0.896125,-0.14385693,-1.0080276,-0.7905114,6.326484,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0005094825567403288
144,-0.71385574,-0.6913215,1.9159868,0.57965255,-0.9458238,-0.7120352,-0.74581516,-1.9418415,3.252407,0.024615882,-1.1305362,-0.6667066,0.22185442,0.44771042,-2.24581,-1.1305362,-0.6667066,-0.80678064,-0.35227492,5.2768407,-1.6980649,-0.3522749,-0.7291804,-1.6980649,-0.9299314,-0.6877364,-0.5294821,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5706758,-0.20393133,-0.2761827,-0.2588163,-0.17184673,-0.896125,-0.14385693,-1.0080276,-0.7905114,6.326484,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,1.9323941802467137e-05
145,-0.71385574,-0.6913215,1.9159868,0.57965255,-0.9458238,-0.7120352,-0.74581516,-1.9025822,3.252407,0.024615882,-1.1305362,-0.6667066,0.22185442,0.44771042,-2.24581,-1.1305362,-0.6667066,-0.80678064,-0.35227492,5.2768407,-1.6980649,-0.3522749,-0.7291804,-1.6980649,-0.9299314,-0.6877364,-0.5294821,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5706758,-0.20393133,-0.2761827,-0.2588163,-0.17184673,-0.896125,-0.14385693,-1.0080276,-0.7905114,6.326484,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,1.9035725253855157e-05
146,-0.71385574,-0.6913215,-1.0586799,0.57965255,-0.9458238,-0.7120352,-0.74581516,0.7670511,3.252407,0.024615882,-1.1305362,-0.6667066,1.514659,0.8951104,0.9631263,-1.1305362,-0.6667066,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.5294821,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5706758,-0.20393133,-0.2761827,-0.2588163,-0.17184673,-0.896125,-0.14385693,-1.0080276,-0.7905114,6.326484,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.00019530234258920538
147,-0.63241756,-0.8852628,0.1311867,-0.26503903,-1.0230044,-0.7047832,-0.72560495,0.26789698,-0.28275108,0.024615882,-1.1646628,-0.56517166,-0.44301668,0.8951104,0.9631263,-1.1646628,-0.5651716,-0.80678064,-0.30659407,-0.23994851,-0.25211012,-0.3065941,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.10789755,-0.3911714,0.753446,-0.3094864,-0.37762898,2.163708,-0.48096415,-0.187615,-0.1934527,-0.23353381,-0.17184673,-0.8671914,-0.14385693,-1.0127704,-0.81985474,0.014233805,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.00010424852264749388
148,-0.63241756,-0.8852628,1.3210534,-0.14436881,-1.0230044,-0.7047832,-0.72560495,-1.0827553,-0.28275108,0.024615882,-1.1646628,-0.56517166,-0.44301668,0.8951104,0.9631263,-1.1646628,-0.5651716,-0.80678064,-0.30659407,-0.23994851,-0.25211012,-0.3065941,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.10789755,-0.3911714,0.753446,-0.3094864,-0.37762898,2.163708,-0.48096415,-0.187615,-0.1934527,-0.23353381,-0.17184673,-0.8671914,-0.14385693,-1.0127704,-0.81985474,0.014233805,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.00012438319559173055
149,-0.63241756,-0.8852628,-1.0586799,-0.32537416,-1.0230044,-0.7047832,-0.72560495,0.7670511,-0.28275108,0.024615882,-1.1646628,-0.56517166,-0.44301668,0.8951104,0.9631263,-1.1646628,-0.5651716,-0.80678064,-0.30659407,-0.23994851,-0.25211012,-0.3065941,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.6306624,-0.3911714,0.753446,-0.3094864,-0.37762898,2.163708,-0.48096415,-0.187615,-0.1934527,-0.23353381,-0.17184673,-0.8671914,-0.14385693,-1.0127704,-0.81985474,0.014233805,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0001518523922105156
150,-0.63241756,-0.8852628,-1.0586799,-0.38570926,-1.0230044,-0.7047832,-0.72560495,0.7670511,-0.28275108,0.024615882,-1.1646628,-0.56517166,0.48041534,0.00031047114,-0.6413419,-1.1646628,-0.5651716,-0.80678064,-0.41562474,-0.04983627,-0.88383424,-0.4156247,-0.58134377,-0.88383424,-0.9299314,-0.6877364,-0.22594123,-0.3911714,0.753446,-0.3094864,-0.37762898,2.163708,-0.48096415,-0.187615,-0.1934527,-0.23353381,-0.17184673,-0.8671914,-0.14385693,-1.0127704,-0.81985474,0.014233805,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0001109596550025814
151,0.019087952,-0.8359208,0.72612,1.303674,-0.89437,-0.23630562,-0.0061205756,-2.4834404,1.0342687,-0.8849096,-0.99402976,-0.56517166,-1.2556367,0.8951104,-0.6413419,-0.99402976,-0.5651716,0.512324,-0.21903916,3.0606272,-1.6865133,-0.21903922,-0.7291804,-1.6865133,0.055266913,0.86908174,0.043872885,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3339368,-0.20393133,0.07588415,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,-0.075915545,0,0.03805566246666746
152,0.019087952,-0.8359208,0.8748534,1.0623335,-0.89437,-0.23630562,-0.0061205756,-2.4242077,1.0342687,-0.8849096,-0.99402976,-0.56517166,-1.2556367,0.8951104,-0.6413419,-0.99402976,-0.5651716,0.512324,-0.21903916,3.0606272,-1.6865133,-0.21903922,-0.7291804,-1.6865133,0.055266913,0.86908174,0.043872885,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3339368,-0.20393133,0.07588415,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,2.1080782,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.10743578794752776
155,-0.5509794,-0.8359208,0.1311867,-0.38570926,-0.89437,-0.8570746,-0.7821936,-0.3976418,-0.28275108,0.024615882,-0.99402976,-0.6667066,1.4038471,0.00031047114,-0.6413419,-0.99402976,-0.6667066,-0.80678064,-0.407619,-0.043326043,-0.88383424,-0.407619,-0.58134377,-0.88383424,0.055266913,-0.6877364,-0.4788919,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5607078,-0.20393133,-1.4111841,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.00029099185499233956
156,-0.5509794,-0.8359208,0.1311867,-0.38570926,-0.89437,-0.8570746,-0.7821936,-0.9799883,-0.28275108,0.024615882,-0.99402976,-0.6667066,0.48041534,0.00031047114,-0.6413419,-0.99402976,-0.6667066,-0.80678064,-0.41562474,-0.04983627,-0.88383424,-0.4156247,-0.58134377,-0.88383424,0.055266913,-0.6877364,-0.4788919,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5607078,-0.20393133,-1.4111841,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0002134118744266666
157,-0.5509794,-0.8359208,0.1311867,-0.38570926,-0.89437,-0.8570746,-0.7821936,-0.3976418,-0.28275108,0.024615882,-0.99402976,-0.6667066,-0.44301668,0.44771042,0.9631263,-0.99402976,-0.6667066,-0.1472283,-0.43792647,-0.30126533,1.7533792,-0.4379264,-0.24871136,1.7533792,0.055266913,-0.6877364,-0.4788919,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5607078,-0.20393133,-1.4111841,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0012493589414347517
158,-0.5509794,-0.8359208,-1.0586799,-0.26503903,-0.89437,-0.63081306,-0.19609678,0.7670511,-0.28275108,0.024615882,-0.99402976,-0.76824164,0.5542898,0.44771042,0.9631263,-0.99402976,-0.7682417,-0.80678064,0.70585907,-0.08868238,1.7533792,0.7058591,-0.24871136,1.7533792,0.055266913,-0.6877364,-0.3271215,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.51336,-0.20393133,-0.6447501,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0008846719655902711
159,-0.5509794,-0.8359208,1.3210534,-0.20470393,-0.89437,-0.63081306,-0.19609678,-0.6888151,-0.07480061,0.024615882,-0.99402976,-0.76824164,-0.627703,-0.89448947,-0.6413419,-0.99402976,-0.7682417,-0.80678064,-0.8319236,-0.43900594,1.7533792,-0.8319236,-0.24871136,1.7533792,0.055266913,-0.6877364,-0.59693563,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.51336,-0.20393133,-0.6447501,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.73860633,-0.55457914,0.4271848,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,2.002394385567448e-05
160,0.9556272,-0.7098247,-1.0586799,-0.023698593,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.5542898,0.44771042,0.9631263,-0.7892699,0.044038463,-0.80678064,0.70585907,-0.08868238,1.7533792,0.7058591,-0.24871136,1.7533792,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0018836648355582668
161,0.9556272,-0.7098247,-1.0586799,0.21764186,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.5542898,0.44771042,0.9631263,-0.7892699,0.044038463,-0.80678064,0.70585907,-0.08868238,1.7533792,0.7058591,-0.24871136,1.7533792,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0017011453990678864
162,0.9556272,-0.7098247,2.0647202,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,-0.4470895,-0.6413419,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.01634557697139297
163,0.9556272,-0.7098247,2.6596534,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,-0.4470895,-0.6413419,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.014175154227990757
164,0.9556272,-0.7098247,0.27992004,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.00899593679691277
165,0.9556272,-0.7098247,0.27992004,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.00899593679691277
166,0.9556272,-0.7098247,1.0235866,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0075189310308252984
167,0.9556272,-0.7098247,0.72612,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.008078412917268421
169,0.9556272,-0.7098247,-1.0586799,0.277977,-0.81718946,0.38881448,0.95588654,0.7670511,1.5888034,0.024615882,-0.78927,0.04403842,1.514659,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.09069709535619778
171,0.42627892,-0.7098247,0.1311867,-0.26503903,-0.81718946,-0.14928195,0.27682272,0.4176431,-0.07480061,0.024615882,-0.78927,-0.76824164,0.59122705,0.8951104,0.9631263,-0.7892699,-0.7682417,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.33881244,0.86908174,0.54977435,-0.33525056,0.33529967,-0.26709026,-0.32244188,0.6367189,-0.39374456,-0.13050789,-0.38427725,-0.1892895,-0.17184673,0.35119617,-0.08385756,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.010011886599164811
172,-0.4288221,-0.7098247,0.5773867,-0.38570926,-0.81718946,-0.63806504,-0.111213796,0.7670511,-0.28275108,0.024615882,-0.78927,-0.8697766,0.73897624,-0.4470895,-0.6413419,-0.7892699,-0.86977667,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.6877364,-0.0067172595,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,-0.23924127,-0.20393133,-0.36308283,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,6.744488,-0.026352312,-0.075915545,0,0.009740796628844877
173,-0.5509794,-0.7098247,-1.0586799,-0.38570926,-0.81718946,-0.8251659,-0.58009124,0.7670511,-0.28275108,0.024615882,-0.78927,-0.76824164,1.4038471,0.00031047114,-0.6413419,-0.7892699,-0.7682417,-0.80678064,-0.407619,-0.043326043,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.33881244,-0.6877364,-0.39457503,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,-0.55572385,-0.20393133,-1.2930743,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.0006161426318524117
174,-0.5509794,-0.7098247,0.4286534,-0.38570926,-0.81718946,-0.8251659,-0.58009124,0.7670511,-0.28275108,0.024615882,-0.78927,-0.76824164,0.73897624,0.8951104,0.9631263,-0.7892699,-0.7682417,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.6877364,-0.39457503,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,-0.55572385,-0.20393133,-1.2930743,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,0.017338699,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.047498592488335364
175,-0.103069335,-0.8715567,0.4286534,-0.38570926,-0.9972775,-0.41760498,-0.022288764,0.7670511,-0.28275108,0.024615882,-1.2329161,-0.8697766,0.73897624,-0.4470895,-0.6413419,-1.2329162,-0.86977667,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.07417078,-0.37253112,-0.4870455,-0.26709026,-0.37762898,0.22267224,-0.38876057,-0.20393133,-0.5433361,-0.2588163,-0.17184673,-0.40742916,-0.14385693,-0.71095854,-0.6230469,0.015786253,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.075915545,0,0.009292018277412382
