,F65,F64,F34,F69,F68,F102,F103,F105,F108,F94,F109,F23,F22,F111,F116,F117,F120,F110,F121,F123,F114,F115,F61,F40,F42,F45,F46,F127,F35,F131,F38,F37,F134,F39,F7,F12,F18,F1,F5,F11,category,1
106,5.434727,0.56621313,0.1311867,-0.38570926,0.7778761,4.5180883,5.9033523,-0.3976418,-0.8849096,1.497214,-0.44301668,0.44771042,0.9631263,1.4972138,-0.1472283,-0.43792647,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.44333947,0.09067267,2.5733802,0.7441967,-0.2529582,-0.37762898,-0.38037795,2.5119143,-0.13866605,0.61737305,-0.15768641,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.03907095784859697
107,5.434727,0.56621313,-0.16627996,-0.38570926,0.7778761,4.5180883,5.9033523,-0.3976418,-0.8849096,1.497214,-0.44301668,0.44771042,0.9631263,1.4972138,-0.1472283,-0.43792647,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.44333947,0.09067267,4.81621,0.7441967,-0.2529582,-0.37762898,-0.38037795,2.5119143,-0.13866605,0.61737305,-0.15768641,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.014427865105757534
108,5.434727,0.56621313,-1.0586799,0.39864722,0.7778761,4.5180883,5.9033523,0.7670511,0.024615882,1.497214,-0.81238943,0.44771042,0.9631263,1.4972138,-0.80678064,-0.6276288,-0.25211012,-0.6276288,-0.13783385,-0.25211012,-0.44333947,0.09067267,2.387883,0.7441967,-0.2529582,-0.37762898,-0.38037795,2.5119143,-0.13866605,0.61737305,-0.15768641,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0013345693253379758
109,5.434727,0.56621313,1.3210534,-0.20470393,0.7778761,4.5180883,5.9033523,-0.7304111,0.024615882,1.497214,-1.0709504,0.00031047114,-0.6413419,1.4972138,1.8314286,2.5110824,0.5683801,2.5110822,2.5601852,0.5683801,-0.44333947,0.09067267,4.2597184,0.7441967,-0.2529582,-0.37762898,-0.38037795,2.5119143,-0.13866605,0.61737305,-0.15768641,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,2.6749535,-0.25154018,-0.075915545,1,0.9999281647659687
110,0.18196432,0.56621313,0.1311867,-0.20470393,0.7778761,-0.3334821,0.27682272,-2.1894772,0.024615882,1.497214,-1.4403232,-0.89448947,-2.24581,1.4972138,-0.80678064,-0.8319236,0.5683801,-0.8319236,2.5601852,0.5683801,-0.44333947,-0.6877364,0.060736265,-0.4870455,-0.2529582,-0.37762898,-0.38037795,-0.20435342,-0.20393133,-0.044386774,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,2.086038735040719e-05
111,-0.6527771,0.56621313,-1.0586799,0.277977,0.7778761,-0.5756981,-0.3375684,0.7670511,0.024615882,1.497214,0.5173526,0.8951104,0.9631263,1.4972138,-0.80678064,2.5048914,0.5683801,2.5048914,2.5601852,0.5683801,-0.44333947,-0.6877364,-0.22594123,-0.4870455,-0.2529582,-0.37762898,-0.38037795,-0.18940149,-0.20393133,-0.25196242,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.07576636550699326
112,0.0394475,0.56621313,0.1311867,-0.38570926,0.7778761,-0.22760326,0.17577152,-0.3976418,0.024615882,1.497214,1.4038471,0.00031047114,-0.6413419,1.4972138,-0.80678064,-0.407619,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.44333947,-0.6877364,-0.5294821,-0.4870455,-0.2529582,-0.37762898,-0.38037795,-0.3862686,-0.20393133,-0.2741798,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.000523181916655846
113,-0.24558619,0.56621313,0.1311867,-0.38570926,0.7778761,-0.4161546,-0.14759222,-0.3976418,0.024615882,1.497214,1.4038471,0.00031047114,-0.6413419,1.4972138,-0.80678064,-0.407619,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.44333947,-0.6877364,-0.61379904,-0.4870455,-0.2529582,-0.37762898,-0.38037795,-0.12959376,-0.20393133,-0.01183487,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0004876497198071651
114,0.874189,0.56621313,0.1311867,-0.20470393,0.7778761,0.60202247,1.1135263,0.18470454,0.024615882,1.497214,1.4038471,0.00031047114,-0.6413419,1.4972138,-0.80678064,-0.407619,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0004695447806559487
115,0.874189,0.56621313,0.72612,-0.023698593,0.7778761,0.60202247,1.1135263,-2.1246004,0.024615882,1.497214,1.4038471,0.00031047114,-0.6413419,1.4972138,-0.80678064,-0.407619,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0006950828630081526
116,0.874189,0.56621313,0.72612,-0.38570926,0.7778761,0.60202247,1.1135263,0.7670511,0.024615882,1.497214,0.73897624,-0.4470895,-0.6413419,1.4972138,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.44333947,-0.46533382,0.4148673,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.03843868440689717
117,0.874189,0.56621313,0.72612,-0.38570926,0.7778761,0.60202247,1.1135263,0.7670511,0.024615882,1.497214,0.73897624,-0.4470895,-0.6413419,1.4972138,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.029070264720373735
118,0.874189,0.56621313,0.72612,-0.38570926,0.7778761,0.60202247,1.1135263,0.7670511,0.024615882,1.497214,0.73897624,-0.4470895,-0.6413419,1.4972138,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.029070264720373735
119,0.874189,0.56621313,0.72612,-0.38570926,0.7778761,0.60202247,1.1135263,0.7670511,0.024615882,1.497214,0.73897624,-0.4470895,-0.6413419,1.4972138,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.029070264720373735
120,0.874189,0.56621313,0.4286534,-0.38570926,0.7778761,0.60202247,1.1135263,0.7670511,0.024615882,1.497214,0.73897624,0.8951104,0.9631263,1.4972138,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,5.168469,-0.07990816,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,0.0662288106077187
121,0.874189,0.56621313,0.4286534,-0.38570926,0.7778761,0.60202247,1.1135263,0.7670511,0.024615882,1.497214,0.73897624,0.8951104,0.9631263,1.4972138,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,5.168469,-0.07990816,-0.08359497,2.6749535,-0.25154018,-0.075915545,0,0.0662288106077187
122,0.874189,0.56621313,-0.4637466,-0.38570926,0.7778761,0.60202247,1.1135263,0.7670511,0.024615882,1.497214,-1.4033859,0.00031047114,-0.6413419,1.4972138,0.512324,1.0067296,-0.88383424,1.0067296,-0.58134377,-0.88383424,-0.44333947,-0.46533382,0.60036445,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.20648511432228397
123,0.874189,0.56621313,-0.4637466,-0.38570926,0.7778761,0.60202247,1.1135263,0.7670511,0.024615882,1.497214,1.2560982,0.00031047114,-0.6413419,1.4972138,0.512324,-0.43437696,-0.88383424,-0.43437696,-0.58134377,-0.88383424,-0.44333947,-0.46533382,0.9713589,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.06785510529669153
124,0.874189,0.56621313,0.72612,-0.26503903,0.7778761,0.60202247,1.1135263,0.131764,0.024615882,1.497214,-1.0340132,-0.4470895,0.9631263,1.4972138,-0.80678064,-0.8319236,-0.27031335,-0.8319236,-0.76613957,-0.27031335,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,7.395063495650658e-05
125,0.874189,0.56621313,0.72612,-0.20470393,0.7778761,0.60202247,1.1135263,-2.1104255,0.024615882,1.497214,0.59122705,0.8951104,0.9631263,1.4972138,0.512324,-0.109595545,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.17926621493280226
126,0.874189,0.56621313,0.1311867,-0.20470393,0.7778761,0.60202247,1.1135263,-1.2882893,0.024615882,1.497214,1.1822237,0.00031047114,-0.6413419,1.4972138,0.512324,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.5304724379638892
127,0.874189,0.56621313,1.9159868,0.7606579,0.7778761,0.60202247,1.1135263,-2.3314717,0.024615882,1.497214,-1.4033859,-1.7892894,-0.6413419,1.4972138,-0.80678064,-0.8319236,-0.27031335,-0.8319236,-0.76613957,-0.27031335,-0.44333947,-0.46533382,1.021949,-0.4870455,-0.2529582,-0.37762898,-0.38037795,0.56816304,-0.20393133,0.030118043,-0.2588163,-0.17184673,1.713193,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,3.259884888733397e-05
128,0.28376207,-0.8852628,0.1311867,-0.32537416,-1.0744581,0.07117806,0.39808413,-0.91528314,0.024615882,-1.2670428,1.1822237,0.8951104,0.9631263,-1.2670428,1.8314286,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,3.5034614,2.4259,-0.5800722,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5706758,-0.20393133,-0.8976278,-0.2588163,-0.17184673,-0.9010649,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9999901124683095
129,-0.28630528,-0.5158834,0.72612,0.45898232,0.057523917,-0.078212604,0.89929783,-1.4991086,-0.8849096,-0.8916499,-1.2556367,0.8951104,0.9631263,-0.8916498,-0.80678064,-0.8319236,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.44516516,-0.11728361,-0.2482475,0.14664862,0.383829,-0.43860033,-0.19577317,1.470941,-0.23985444,-0.17184673,-0.8827167,-0.15242827,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.3037012256539219e-05
130,-0.28630528,-0.5158834,0.72612,0.3383121,0.057523917,-0.078212604,0.89929783,-1.5771905,-0.8849096,-0.8916499,-1.2556367,0.8951104,0.9631263,-0.8916498,-0.80678064,-0.8319236,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.44516516,-0.11728361,-0.2482475,0.14664862,0.383829,-0.43860033,-0.19577317,1.470941,-0.23985444,-0.17184673,-0.8827167,-0.15242827,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.3976283928479301e-05
131,-0.28630528,-0.5158834,-1.0586799,0.57965255,0.057523917,-0.078212604,0.89929783,0.7670511,0.024615882,-0.8916499,-1.3664485,-4.921089,-0.6413419,-0.8916498,-0.80678064,-0.8319236,-1.6958528,-0.8319236,-0.7291804,-1.6958528,-0.56048197,-0.6877364,-0.44516516,-0.11728361,-0.2482475,0.14664862,0.383829,-0.43860033,-0.19577317,1.470941,-0.23985444,-0.17184673,-0.8827167,-0.15242827,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,9.520566197820542e-06
132,-0.28630528,-0.5158834,-1.0586799,1.5450144,0.057523917,-0.078212604,0.89929783,0.7670511,-0.8849096,-0.8916499,-1.3664485,-4.921089,-0.6413419,-0.8916498,-0.80678064,-0.8319236,-1.6958528,-0.8319236,-0.7291804,-1.6958528,-0.56048197,-0.6877364,-0.44516516,-0.11728361,-0.2482475,0.14664862,0.383829,-0.43860033,-0.19577317,1.470941,-0.23985444,-0.17184673,-0.8827167,-0.15242827,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.1676899929900844e-05
133,-0.28630528,-0.5158834,-1.0586799,0.036636516,0.057523917,-0.078212604,0.89929783,0.7670511,0.024615882,-0.8916499,-1.3664485,-4.921089,-0.6413419,-0.8916498,-0.80678064,-0.8319236,-1.6958528,-0.8319236,-0.7291804,-1.6958528,-0.56048197,-0.6877364,-0.44516516,-0.11728361,-0.2482475,0.14664862,0.383829,-0.43860033,-0.19577317,1.470941,-0.23985444,-0.17184673,-0.8827167,-0.15242827,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.1955075827110866e-05
134,-0.28630528,-0.5158834,0.72612,-0.38570926,0.057523917,-0.078212604,0.89929783,0.7670511,0.024615882,-0.8916499,-1.0709504,0.00031047114,-0.6413419,-0.8916498,0.512324,0.1709782,-0.88383424,0.17097814,-0.58134377,-0.88383424,-0.56048197,-0.6877364,-0.44516516,-0.11728361,-0.2482475,0.14664862,0.383829,-0.43860033,-0.19577317,1.470941,-0.23985444,-0.17184673,-0.8827167,-0.15242827,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.005020490602858304
135,-0.5713389,-0.5158834,1.61852,-0.38570926,0.057523917,-0.6119579,-0.555839,0.7670511,0.024615882,-0.8916499,-1.4403232,0.44771042,0.9631263,-0.8916498,0.512324,-0.8319236,1.7533792,-0.8319236,-0.24871136,1.7533792,-0.56048197,-0.6877364,-0.37771162,-0.4870455,-0.2482475,0.14664862,0.383829,-0.518344,-0.20393133,1.1259135,-0.2588163,-0.17184673,-0.8827167,-0.14385693,-0.18578252,7.116821,-0.08359497,-0.32707766,-0.25154018,6.359044,0,1.8368365249617346e-05
136,-0.73421526,-0.5158834,-1.0586799,-0.38570926,0.057523917,0.33079872,1.424764,0.7670511,0.024615882,-0.8916499,1.4038471,0.00031047114,-0.6413419,-0.8916498,-0.80678064,-0.407619,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.56048197,-0.6877364,-0.36084825,-0.4870455,-0.2482475,0.14664862,0.383829,-0.41866443,-0.20393133,0.9950211,-0.2588163,-0.17184673,-0.8827167,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,6.359448790127124e-05
137,-0.73421526,-0.5158834,-1.0586799,-0.38570926,0.057523917,0.33079872,1.424764,0.7670511,0.024615882,-0.8916499,0.48041534,0.00031047114,-0.6413419,-0.8916498,-0.80678064,-0.41562474,-0.88383424,-0.4156247,-0.58134377,-0.88383424,-0.56048197,-0.6877364,-0.36084825,-0.4870455,-0.2482475,0.14664862,0.383829,-0.41866443,-0.20393133,0.9950211,-0.2588163,-0.17184673,-0.8827167,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,3.410015721677988e-05
138,-0.69349617,-0.5158834,0.72612,0.277977,0.057523917,-0.851273,-0.7094368,0.26789698,0.024615882,-0.8916499,-0.44301668,0.8951104,0.9631263,-0.8916498,-0.80678064,-0.30659407,-0.25211012,-0.3065941,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.66438913,1.10744,-0.2482475,0.14664862,0.383829,-0.56569177,0.05712979,0.6551355,-0.043915343,-0.17184673,-0.8827167,0.11328325,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,2.9845920534921804e-05
139,-0.20486708,-0.5158834,-1.0586799,-0.38570926,0.057523917,-0.20874813,1.4975208,0.7670511,0.024615882,-0.8916499,0.5542898,0.44771042,0.9631263,-0.8916498,-0.80678064,0.70585907,1.7533792,0.7058591,-0.24871136,1.7533792,-0.56048197,-0.6877364,-0.20907785,2.7948034,-0.2482475,0.14664862,0.383829,-0.31150892,0.21213482,1.4190015,0.08249697,-0.17184673,-0.8827167,0.26756734,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.0012252807454467309
140,-0.67313665,-0.5158834,-1.0586799,5.5874667,0.057523917,-0.6511186,-0.67305833,0.7670511,-0.8849096,-0.8916499,-1.4033859,-0.89448947,-2.24581,-0.8916498,1.8314286,2.8453827,0.5683801,2.8453827,2.5601852,0.5683801,-0.56048197,2.4259,-0.5463455,-0.4870455,-0.2482475,0.14664862,0.383829,-0.5607078,-0.20393133,-0.96557486,-0.2588163,-0.17184673,-0.8827167,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9995849176943099
153,0.019087952,-0.8359208,0.72612,-0.14436881,-0.89437,-0.23630562,-0.0061205756,-1.4691592,0.024615882,-0.99402976,-1.1448249,0.44771042,0.9631263,-0.99402976,0.512324,2.8453827,1.7533792,2.8453827,-0.24871136,1.7533792,0.055266913,0.86908174,0.043872885,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3339368,-0.20393133,0.07588415,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9716532182316303
154,0.019087952,-0.8359208,-1.0586799,-0.14436881,-0.89437,-0.23630562,-0.0061205756,0.7670511,0.024615882,-0.99402976,-1.1448249,0.44771042,0.9631263,-0.99402976,0.512324,2.8453827,1.7533792,2.8453827,-0.24871136,1.7533792,0.055266913,0.86908174,0.043872885,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.3339368,-0.20393133,0.07588415,-0.2588163,-0.17184673,-0.43212858,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.9633541891023902
168,0.9556272,-0.7098247,0.72612,0.277977,-0.81718946,0.38881448,0.95588654,-2.3704891,0.024615882,-0.78927,1.1822237,0.8951104,0.9631263,-0.7892699,0.512324,0.9045822,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.33881244,-0.37637278,-0.34398487,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,1,0.6086117045668203
170,0.42627892,-0.7098247,0.1311867,-0.32537416,-0.81718946,-0.14928195,0.27682272,-1.2295654,0.024615882,-0.78927,-1.0340132,0.8951104,0.9631263,-0.7892699,1.8314286,0.7002874,-0.25211012,0.7002874,-0.13783385,-0.25211012,-0.33881244,0.86908174,-0.31025812,0.33529967,-0.26709026,-0.32244188,0.6367189,-0.39374456,-0.13050789,-0.38427725,-0.1892895,-0.17184673,0.35119617,-0.08385756,-0.18578252,-0.07990816,-0.08359497,2.6749535,-0.25154018,-0.075915545,1,0.9992083511095192
141,-0.48990074,-0.8804656,0.5773867,-0.38570926,-1.0487312,-0.78600526,-0.644764,0.7670511,0.024615882,-1.2670428,0.73897624,-0.4470895,-0.6413419,-1.2670428,0.512324,-0.52548134,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.1584877,1.0779933,-0.30006504,-0.38069493,1.0762979,0.117113106,-0.17945684,0.39703247,-0.21457197,-0.17184673,-0.8954193,-0.15242827,-0.18578252,-0.07990816,-0.08359497,-0.32707766,3.4471273,-0.075915545,0,0.002588163416430368
142,-0.71385574,-0.6913215,-1.0586799,0.21764186,-0.9458238,-0.8570746,-0.7377311,0.7670511,-0.8849096,-1.1305362,-1.3664485,-4.473689,-0.6413419,-1.1305362,-0.80678064,-0.8319236,-0.40364048,-0.8319236,-0.6922213,-0.40364048,-0.9299314,-0.6877364,-0.5800722,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.57565975,-0.20393133,-1.5049707,-0.2588163,-0.17184673,-0.896125,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,3.565289105731295e-05
143,-0.73421526,-0.6913215,-1.0586799,-0.20470393,-0.9458238,-0.86432654,-0.78623563,0.7670511,0.024615882,-1.1305362,1.514659,0.8951104,0.9631263,-1.1305362,-0.80678064,-0.28713745,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.5126187,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5681838,-0.20393133,-1.2937322,-0.2588163,-0.17184673,-0.896125,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00020005579530020854
144,-0.71385574,-0.6913215,1.9159868,0.57965255,-0.9458238,-0.7120352,-0.74581516,-1.9418415,0.024615882,-1.1305362,0.22185442,0.44771042,-2.24581,-1.1305362,-0.80678064,-0.35227492,-1.6980649,-0.3522749,-0.7291804,-1.6980649,-0.9299314,-0.6877364,-0.5294821,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5706758,-0.20393133,-0.2761827,-0.2588163,-0.17184673,-0.896125,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.1375753973447792e-05
145,-0.71385574,-0.6913215,1.9159868,0.57965255,-0.9458238,-0.7120352,-0.74581516,-1.9025822,0.024615882,-1.1305362,0.22185442,0.44771042,-2.24581,-1.1305362,-0.80678064,-0.35227492,-1.6980649,-0.3522749,-0.7291804,-1.6980649,-0.9299314,-0.6877364,-0.5294821,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5706758,-0.20393133,-0.2761827,-0.2588163,-0.17184673,-0.896125,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,1.1244186268812502e-05
146,-0.71385574,-0.6913215,-1.0586799,0.57965255,-0.9458238,-0.7120352,-0.74581516,0.7670511,0.024615882,-1.1305362,1.514659,0.8951104,0.9631263,-1.1305362,-0.80678064,-0.28713745,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.5294821,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.5706758,-0.20393133,-0.2761827,-0.2588163,-0.17184673,-0.896125,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,8.839752030850757e-05
147,-0.63241756,-0.8852628,0.1311867,-0.26503903,-1.0230044,-0.7047832,-0.72560495,0.26789698,0.024615882,-1.1646628,-0.44301668,0.8951104,0.9631263,-1.1646628,-0.80678064,-0.30659407,-0.25211012,-0.3065941,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.10789755,0.753446,-0.3094864,-0.37762898,2.163708,-0.48096415,-0.187615,-0.1934527,-0.23353381,-0.17184673,-0.8671914,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00010356408251628956
148,-0.63241756,-0.8852628,1.3210534,-0.14436881,-1.0230044,-0.7047832,-0.72560495,-1.0827553,0.024615882,-1.1646628,-0.44301668,0.8951104,0.9631263,-1.1646628,-0.80678064,-0.30659407,-0.25211012,-0.3065941,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.10789755,0.753446,-0.3094864,-0.37762898,2.163708,-0.48096415,-0.187615,-0.1934527,-0.23353381,-0.17184673,-0.8671914,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00011261172569575
149,-0.63241756,-0.8852628,-1.0586799,-0.32537416,-1.0230044,-0.7047832,-0.72560495,0.7670511,0.024615882,-1.1646628,-0.44301668,0.8951104,0.9631263,-1.1646628,-0.80678064,-0.30659407,-0.25211012,-0.3065941,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.6306624,0.753446,-0.3094864,-0.37762898,2.163708,-0.48096415,-0.187615,-0.1934527,-0.23353381,-0.17184673,-0.8671914,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00015476633819349329
150,-0.63241756,-0.8852628,-1.0586799,-0.38570926,-1.0230044,-0.7047832,-0.72560495,0.7670511,0.024615882,-1.1646628,0.48041534,0.00031047114,-0.6413419,-1.1646628,-0.80678064,-0.41562474,-0.88383424,-0.4156247,-0.58134377,-0.88383424,-0.9299314,-0.6877364,-0.22594123,0.753446,-0.3094864,-0.37762898,2.163708,-0.48096415,-0.187615,-0.1934527,-0.23353381,-0.17184673,-0.8671914,-0.14385693,-0.18578252,-0.07990816,-0.08359497,-0.32707766,-0.25154018,-0.075915545,0,0.00010853528228186304
