,F65,F64,F67,F34,F66,F69,F68,F102,F103,F105,F107,F108,F94,F95,F109,F23,F22,F111,F112,F116,F117,F118,F120,F110,F121,F123,F114,F115,F61,F41,F40,F42,F45,F46,F127,F35,F131,F38,F132,F37,F134,F39,F135,F136,F84,F146,F16,F3,F7,F12,F2,F13,F18,F14,F1,F5,F9,F19,F15,F11,category,1
361,-0.71385574,-0.16295137,0.19571091,1.3210534,0.7164281,1.1830037,0.26333883,-0.6554698,-0.5841333,-1.853508,-0.28275108,0.024615882,1.0535678,-0.76824164,-1.1817622,-2.2366893,-0.6413419,1.0535676,-0.7682417,-0.80678064,-0.3722603,-0.26120204,-0.25211012,-0.37226027,-0.13783385,-0.25211012,-0.28741077,-0.6877364,-0.27653134,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4012205,-0.20393133,0.61455125,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00013095421087722372
362,0.26340252,-0.16295137,-0.14675352,-1.0586799,0.7164281,0.6399877,0.26333883,1.801499,0.7901626,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,-0.6646403,-0.89448947,-0.6413419,1.0535676,-0.057496585,-0.80678064,-0.8319236,-0.43900594,1.7533792,-0.8319236,-0.24871136,1.7533792,-0.28741077,-0.34177682,1.2243097,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,1.7829904892784135e-05
363,0.26340252,-0.16295137,-0.14675352,0.72612,0.7164281,-0.38570926,0.26333883,1.801499,0.7901626,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,0.73897624,-0.4470895,-0.6413419,1.0535676,-0.057496585,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.28741077,-0.34177682,3.6020465,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.004473132446840651
364,0.26340252,-0.16295137,-0.14675352,0.72612,0.7164281,-0.38570926,0.26333883,1.801499,0.7901626,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,0.73897624,-0.4470895,-0.6413419,1.0535676,-0.057496585,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.28741077,-0.34177682,3.6020465,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.004473132446840651
365,0.26340252,-0.16295137,-0.14675352,-0.4637466,0.7164281,-0.38570926,0.26333883,1.801499,0.7901626,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,1.2560982,0.00031047114,-0.6413419,1.0535676,-0.057496585,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,-0.28741077,-0.34177682,3.6020465,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.012334358180124684
366,0.26340252,-0.16295137,-0.14675352,1.17232,0.7164281,2.5707111,0.26333883,1.801499,0.7901626,-2.4006958,-0.28275108,-0.8849096,1.0535678,-0.05749659,-1.292574,0.8951104,-0.6413419,1.0535676,-0.057496585,-0.80678064,-0.8319236,-0.43900594,-1.6865133,-0.8319236,-0.7291804,-1.6865133,-0.28741077,-0.34177682,3.6020465,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,7.1457944,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,4.311819678085684e-06
367,0.26340252,-0.16295137,-0.14675352,0.27992004,0.7164281,0.820993,0.26333883,1.801499,0.7901626,-2.1182108,-0.28275108,-0.8849096,1.0535678,-0.05749659,-1.292574,0.8951104,-0.6413419,1.0535676,-0.057496585,-0.80678064,-0.8319236,-0.43900594,-1.6865133,-0.8319236,-0.7291804,-1.6865133,-0.28741077,-0.34177682,3.6020465,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,7.1457944,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,1.2159708314740238e-05
368,0.26340252,-0.16295137,-0.14675352,0.72612,0.7164281,0.88132817,0.26333883,1.801499,0.7901626,-0.27172914,-0.28275108,0.024615882,1.0535678,-0.05749659,1.1822237,0.8951104,0.9631263,1.0535676,-0.057496585,1.8314286,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.28741077,-0.34177682,2.118069,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9903969779291283
369,0.26340252,-0.16295137,-0.14675352,-1.0586799,0.7164281,-0.084033705,0.26333883,1.801499,0.7901626,0.7670511,-0.28275108,0.024615882,1.0535678,-0.05749659,1.514659,0.8951104,0.9631263,1.0535676,-0.057496585,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.28741077,-0.34177682,3.6020465,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00018303184988646825
370,0.26340252,-0.16295137,-0.14675352,-1.0586799,0.7164281,0.57965255,0.26333883,1.801499,0.7901626,0.7670511,1.6581202,-0.8849096,1.0535678,-0.05749659,-0.77545214,0.8951104,0.9631263,1.0535676,-0.057496585,-0.80678064,-0.6383811,-0.35794935,-0.25211012,-0.6383811,-0.13783385,-0.25211012,-0.28741077,-0.34177682,0.4317307,-0.11778059,-0.115273215,-0.2482475,-0.012780831,0.17939134,2.2303195,-0.17129868,0.7775907,-0.2208926,0.90021485,-0.17184673,1.3896307,-0.12671424,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,7.090848738995285e-05
371,-0.71385574,-0.16295137,-0.4892179,0.72612,0.7164281,-0.14436881,0.26333883,-0.88173133,-0.67305833,-1.2882893,-0.28275108,0.024615882,1.0535678,-0.76824164,-1.3295113,0.00031047114,-0.6413419,1.0535676,-0.7682417,1.8314286,1.9260561,0.15155709,0.5683801,1.9260561,2.5601852,0.5683801,-0.28741077,0.86908174,-0.66438913,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.5781517,-0.20393133,5.462066,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,5.168469,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9982614060252256
372,-0.612058,-0.16295137,-0.4892179,0.1311867,0.7164281,0.7606579,0.26333883,-0.6163091,-0.36990476,-2.3077383,-0.28275108,0.024615882,1.0535678,-0.56517166,-0.036706623,0.8951104,0.9631263,1.0535676,-0.5651716,-0.80678064,-0.6433438,-0.35991523,-0.25211012,-0.6433438,-0.13783385,-0.25211012,-0.28741077,-0.6877364,-0.6475258,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.36633268,-0.20393133,0.5108345,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00025373943553729905
373,-0.612058,-0.16295137,-0.4892179,1.3210534,0.7164281,0.036636516,0.26333883,-0.6163091,-0.36990476,-1.114376,-0.28275108,0.024615882,1.0535678,-0.56517166,-0.627703,-0.89448947,-0.6413419,1.0535676,-0.5651716,-0.80678064,-0.8319236,-0.43900594,1.7533792,-0.8319236,-0.24871136,1.7533792,-0.28741077,-0.6877364,-0.1584877,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.36633268,-0.20393133,0.5108345,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,4.619247802031398e-05
374,-0.612058,-0.16295137,-0.4892179,1.3210534,0.7164281,0.7606579,0.26333883,-0.6163091,-0.36990476,0.11482303,-0.28275108,0.024615882,1.0535678,-0.56517166,-0.627703,-0.89448947,-0.6413419,1.0535676,-0.5651716,-0.80678064,-0.8319236,-0.43900594,1.7533792,-0.8319236,-0.24871136,1.7533792,-0.28741077,-0.6877364,-0.59693563,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.36633268,-0.20393133,0.5108345,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,7.694168483988572e-06
375,-0.612058,-0.16295137,-0.4892179,1.9159868,0.7164281,1.9070251,0.26333883,-0.6163091,-0.36990476,-1.3293961,-0.28275108,-0.8849096,1.0535678,-0.56517166,-0.627703,-0.89448947,-0.6413419,1.0535676,-0.5651716,-0.80678064,-0.8319236,-0.43900594,1.7533792,-0.8319236,-0.24871136,1.7533792,-0.28741077,-0.6877364,-0.1584877,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.36633268,-0.20393133,0.5108345,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,2.1080782,-0.18578252,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,6.35399938701811e-06
376,3.846683,-0.16295137,-0.4892179,1.3210534,0.7164281,-0.084033705,0.26333883,-0.09706773,-0.72560495,-0.3976418,-0.28275108,0.024615882,1.0535678,0.95785356,-0.036706623,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.6433438,-0.35991523,-0.25211012,-0.6433438,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.17535108,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,2.1080782,5.168469,-0.07990816,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,3.4471273,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00011733783935135355
377,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
378,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
379,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
380,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
381,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
382,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
383,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
384,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,1.8314286,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9792322353245791
385,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
386,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
387,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
388,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
389,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
390,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
391,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
392,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
393,3.846683,-0.16295137,-0.4892179,-1.0586799,0.7164281,-0.38570926,0.26333883,-0.09706773,-0.72560495,0.7670511,-0.28275108,0.024615882,1.0535678,0.95785356,0.59122705,0.8951104,0.9631263,1.0535676,0.95785344,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.28741077,-0.52386075,-0.09103417,-0.11778059,-0.4870455,-0.2482475,-0.012780831,0.17939134,-0.4934241,-0.20393133,-0.8867029,-0.2588163,0.90021485,-0.17184673,1.3896307,-0.14385693,1.0045917,0.91910887,-0.35863796,-0.623822,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009193860947812174
