,F65,F64,F67,F34,F69,F68,F102,F103,F105,F107,F108,F94,F95,F109,F23,F22,F111,F112,F116,F117,F118,F120,F110,F121,F123,F114,F115,F61,F41,F40,F42,F45,F46,F127,F35,F131,F38,F37,F134,F39,F135,F136,F84,F146,F16,F3,F7,F12,F13,F18,F14,F1,F5,F9,F19,F15,F11,category,1
164,0.9556272,-0.7098247,-0.4892179,0.27992004,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.008798705921439389
165,0.9556272,-0.7098247,-0.4892179,0.27992004,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.008798705921439389
166,0.9556272,-0.7098247,-0.4892179,1.0235866,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00720449837009819
167,0.9556272,-0.7098247,-0.4892179,0.72612,-0.38570926,-0.81718946,0.38881448,0.95588654,0.7670511,-0.28275108,0.024615882,-0.78927,0.04403842,0.73897624,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.007804523410682237
169,0.9556272,-0.7098247,-0.4892179,-1.0586799,0.277977,-0.81718946,0.38881448,0.95588654,0.7670511,1.5888034,0.024615882,-0.78927,0.04403842,1.514659,0.8951104,0.9631263,-0.7892699,0.044038463,0.512324,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.33881244,-0.37637278,1.0050856,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,0.15698493,-0.20393133,0.2786151,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.09126613525996138
171,0.42627892,-0.7098247,-0.4892179,0.1311867,-0.26503903,-0.81718946,-0.14928195,0.27682272,0.4176431,-0.07480061,0.024615882,-0.78927,-0.76824164,0.59122705,0.8951104,0.9631263,-0.7892699,-0.7682417,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.33881244,0.86908174,0.54977435,-0.33525056,0.33529967,-0.26709026,-0.32244188,0.6367189,-0.39374456,-0.13050789,-0.38427725,-0.1892895,-0.17184673,0.35119617,-0.08385756,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.010199644636285086
172,-0.4288221,-0.7098247,-0.4892179,0.5773867,-0.38570926,-0.81718946,-0.63806504,-0.111213796,0.7670511,-0.28275108,0.024615882,-0.78927,-0.8697766,0.73897624,-0.4470895,-0.6413419,-0.7892699,-0.86977667,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.6877364,-0.0067172595,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,-0.23924127,-0.20393133,-0.36308283,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,6.744488,-0.026352312,-0.33832303,-0.075915545,0,0.008438034266941724
173,-0.5509794,-0.7098247,-0.4892179,-1.0586799,-0.38570926,-0.81718946,-0.8251659,-0.58009124,0.7670511,-0.28275108,0.024615882,-0.78927,-0.76824164,1.4038471,0.00031047114,-0.6413419,-0.7892699,-0.7682417,-0.80678064,-0.407619,-0.043326043,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.33881244,-0.6877364,-0.39457503,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,-0.55572385,-0.20393133,-1.2930743,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0006532541552653163
174,-0.5509794,-0.7098247,-0.4892179,0.4286534,-0.38570926,-0.81718946,-0.8251659,-0.58009124,0.7670511,-0.28275108,0.024615882,-0.78927,-0.76824164,0.73897624,0.8951104,0.9631263,-0.7892699,-0.7682417,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.33881244,-0.6877364,-0.39457503,-0.33525056,-0.4870455,-0.26709026,-0.32244188,0.6367189,-0.55572385,-0.20393133,-1.2930743,-0.2588163,-0.17184673,0.35119617,-0.14385693,-0.32041925,-0.46714184,-0.13968615,0.017338699,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.046829170352334526
175,-0.103069335,-0.8715567,-0.4892179,0.4286534,-0.38570926,-0.9972775,-0.41760498,-0.022288764,0.7670511,-0.28275108,0.024615882,-1.2329161,-0.8697766,0.73897624,-0.4470895,-0.6413419,-1.2329162,-0.86977667,0.512324,-0.52548134,-0.1640348,-0.27031335,-0.52548134,-0.76613957,-0.27031335,-0.9299314,-0.6877364,-0.07417078,-0.37253112,-0.4870455,-0.26709026,-0.37762898,0.22267224,-0.38876057,-0.20393133,-0.5433361,-0.2588163,-0.17184673,-0.40742916,-0.14385693,-0.71095854,-0.6230469,-0.14021629,0.015786253,-0.33448875,-0.2857285,5.168469,-0.07990816,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.009645309862427644
176,0.3041216,-0.8715567,-0.4892179,0.1311867,-0.38570926,-0.9972775,-0.22180168,0.12322492,-1.3293961,-0.28275108,0.024615882,-1.2329161,-0.8697766,-0.44301668,0.8951104,0.9631263,-1.2329162,-0.86977667,-0.80678064,-0.30659407,-0.23994851,-0.25211012,-0.3065941,-0.13783385,-0.25211012,-0.9299314,-0.6877364,0.4148673,-0.37253112,1.2049849,-0.26709026,-0.37762898,0.22267224,0.08471725,-0.11419157,0.0083703315,-0.11976273,-0.17184673,-0.40742916,-0.14385693,-0.71095854,-0.6230469,-0.14021629,0.015786253,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.00036189089889264946
177,-0.71385574,-0.6666505,-0.4892179,0.1311867,-0.32537416,-0.8429163,-0.89478487,-0.7417731,-2.0917406,0.41041723,0.024615882,-0.9257765,-0.8697766,-1.3295113,0.00031047114,-0.6413419,-0.9257764,-0.86977667,-0.80678064,-0.8319236,-0.43900594,-0.88383424,-0.8319236,-0.58134377,-0.88383424,1.0852472,-0.6877364,-0.6475258,-0.35596198,-0.4870455,-0.2812223,-0.3439035,-0.15846376,-0.57316774,-0.20393133,-1.3712007,-0.2588163,-0.17184673,0.3261439,-0.14385693,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00025605040733529333
178,-0.69349617,-0.6666505,-0.4892179,0.1311867,-0.32537416,-0.8429163,-0.90203685,-0.72560495,-2.0917406,0.41041723,0.024615882,-0.9257765,-0.8697766,-1.3295113,0.00031047114,-0.6413419,-0.9257764,-0.86977667,-0.80678064,-0.8319236,-0.43900594,-0.88383424,-0.8319236,-0.58134377,-0.88383424,1.0852472,-0.6877364,-0.24280462,-0.35596198,-0.4870455,-0.2812223,-0.3439035,-0.15846376,7.6204906,-0.20393133,1.240683,-0.2588163,-0.17184673,0.3261439,-0.14385693,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00029837299101499997
179,0.7520317,-0.6666505,0.024478696,1.9159868,0.6399877,-0.8429163,1.4998169,2.0634074,-1.1953768,-0.28275108,0.024615882,-0.9257765,-0.3621016,0.22185442,0.44771042,-2.24581,-0.9257764,-0.3621016,1.8314286,-0.35227492,5.2768407,-1.6980649,-0.3522749,-0.7291804,-1.6980649,1.0852472,0.86908174,-0.42830178,-0.35596198,1.3503768,-0.2812223,-0.3439035,-0.15846376,-0.5407719,-0.04892629,0.66005564,-0.08183904,-0.14963567,0.3261439,-0.0495722,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9472604869078268
180,0.7520317,-0.6666505,0.024478696,-1.0586799,-0.32537416,-0.8429163,1.4998169,2.0634074,0.7670511,1.5888034,0.024615882,-0.9257765,-0.3621016,-1.0340132,-0.4470895,0.9631263,-0.9257764,-0.3621016,0.512324,-0.8319236,-0.43900594,-0.27031335,-0.8319236,-0.76613957,-0.27031335,1.0852472,0.86908174,-0.42830178,-0.35596198,1.3503768,-0.2812223,-0.3439035,-0.15846376,-0.5407719,-0.04892629,0.66005564,-0.08183904,-0.14963567,0.3261439,-0.0495722,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.7129919898183961
181,0.7520317,-0.6666505,0.024478696,0.72612,-0.20470393,-0.8429163,1.4998169,2.0634074,-1.4167482,-0.28275108,0.024615882,-0.9257765,-0.3621016,1.1822237,0.8951104,0.9631263,-0.9257764,-0.3621016,-0.80678064,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,1.0852472,0.86908174,-0.42830178,-0.35596198,1.3503768,-0.2812223,-0.3439035,-0.15846376,-0.5407719,-0.04892629,0.66005564,-0.08183904,-0.14963567,0.3261439,-0.0495722,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.27501572188295514
182,0.7520317,-0.6666505,0.024478696,-1.0586799,0.57965255,-0.8429163,1.4998169,2.0634074,0.7670511,-0.28275108,0.024615882,-0.9257765,-0.3621016,1.1822237,0.8951104,0.9631263,-0.9257764,-0.3621016,-0.80678064,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,1.0852472,0.86908174,-0.42830178,-0.35596198,1.3503768,-0.2812223,-0.3439035,-0.15846376,-0.5407719,-0.04892629,0.66005564,-0.08183904,-0.14963567,0.3261439,-0.0495722,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.1583393375958519
183,0.7520317,-0.6666505,0.024478696,-1.0586799,-0.20470393,-0.8429163,1.4998169,2.0634074,0.7670511,-0.28275108,0.024615882,-0.9257765,-0.3621016,1.514659,0.8951104,0.9631263,-0.9257764,-0.3621016,1.8314286,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,1.0852472,0.86908174,-0.42830178,-0.35596198,1.3503768,-0.2812223,-0.3439035,-0.15846376,-0.5407719,-0.04892629,0.66005564,-0.08183904,-0.14963567,0.3261439,-0.0495722,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9988565248552319
184,0.7520317,-0.6666505,0.024478696,-1.0586799,-0.32537416,-0.8429163,1.4998169,2.0634074,0.7670511,1.5888034,0.024615882,-0.9257765,-0.3621016,1.514659,0.8951104,0.9631263,-0.9257764,-0.3621016,0.512324,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,1.0852472,0.86908174,-0.42830178,-0.35596198,1.3503768,-0.2812223,-0.3439035,-0.15846376,-0.5407719,-0.04892629,0.66005564,-0.08183904,-0.14963567,0.3261439,-0.0495722,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.8313743279911837
185,-0.16414799,-0.6666505,-0.4892179,0.1311867,-0.38570926,-0.8429163,-0.39149788,-0.11525584,-0.3976418,-0.28275108,-0.8849096,-0.9257765,-0.6667066,-0.44301668,0.44771042,0.9631263,-0.9257764,-0.6667066,0.7321748,-0.43792647,-0.30126533,1.7533792,-0.4379264,-0.24871136,1.7533792,1.0852472,1.3880211,0.68468136,-0.35596198,-0.4870455,-0.2812223,-0.3439035,-0.15846376,0.19685674,-0.20393133,-0.49197224,-0.2588163,-0.17184673,0.3261439,-0.14385693,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.814675313963075
186,-0.16414799,-0.6666505,-0.4892179,0.72612,-0.084033705,-0.8429163,-0.39149788,-0.11525584,-1.6993574,-0.28275108,0.024615882,-0.9257765,-0.6667066,1.1822237,0.00031047114,-0.6413419,-0.9257764,-0.6667066,0.9520256,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,1.0852472,1.3880211,0.68468136,-0.35596198,-0.4870455,-0.2812223,-0.3439035,-0.15846376,0.19685674,-0.20393133,-0.49197224,-0.2588163,-0.17184673,0.3261439,-0.14385693,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.996096048479097
187,-0.16414799,-0.6666505,-0.4892179,-1.0586799,-0.084033705,-0.8429163,-0.39149788,-0.11525584,0.7670511,-0.28275108,0.024615882,-0.9257765,-0.6667066,1.514659,0.8951104,0.9631263,-0.9257764,-0.6667066,0.9520256,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,1.0852472,1.3880211,0.68468136,-0.35596198,-0.4870455,-0.2812223,-0.3439035,-0.15846376,0.19685674,-0.20393133,-0.49197224,-0.2588163,-0.17184673,0.3261439,-0.14385693,0.3361865,-0.4952996,-0.28706774,-0.4142416,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9707615374126094
188,-0.30666482,-0.6515738,1.2231042,-1.0586799,-0.023698593,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,1.1822237,0.8951104,0.9631263,0.0980223,0.7547835,1.8314286,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,-0.7136683,-0.5045813,-0.27653134,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.95004113789594
189,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.0018144873503303895
190,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,2.1080782,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.002173723368306494
191,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.004070792559631394
192,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.0018144873503303895
193,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.29682362,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.002245451607040901
194,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.004070792559631394
195,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,2.1080782,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.0048745551623456465
196,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,2.1080782,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.0048745551623456465
197,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,2.1080782,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.002173723368306494
198,-0.30666482,-0.6515738,1.2231042,1.3210534,-0.38570926,-0.6371014,0.47583818,0.10705673,0.7670511,-0.28275108,0.024615882,0.09802227,0.75478345,0.29572892,0.8951104,0.9631263,0.0980223,0.7547835,0.512324,-0.6787025,-0.31323794,0.5683801,-0.67870253,2.5601852,0.5683801,-0.7136683,-0.5045813,0.46545744,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.573147,-0.20393133,0.5710276,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,2.9896376,2.1080782,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.002173723368306494
199,-0.5509794,-0.6515738,-0.4892179,-1.0586799,-0.26503903,-0.6371014,-0.66997373,-0.5922174,0.7670511,0.06383305,0.024615882,0.09802227,-0.8697766,1.514659,0.8951104,0.9631263,0.0980223,-0.86977667,1.8314286,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.7136683,2.4259,-0.259668,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,-0.35636473,-0.20393133,1.1780846,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9982270209228832
200,-0.04199069,-0.6515738,-0.4892179,0.27992004,-0.38570926,-0.6371014,0.6324808,0.69719553,0.7670511,-0.28275108,0.024615882,0.09802227,0.14557344,-1.292574,-0.4470895,0.9631263,0.0980223,0.14557344,0.512324,-0.8319236,-0.43900594,-0.27031335,-0.8319236,-0.76613957,-0.27031335,-0.7136683,-0.6877364,0.7352715,-0.39531368,-0.4870455,-0.31890777,-0.37762898,-0.7817181,0.2043327,-0.20393133,0.3433879,-0.2588163,-0.17184673,-0.8710727,-0.14385693,-0.7349045,-0.6292712,0.30563956,1.3213943,-0.33448875,6.895692,-0.18578252,-0.07990816,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.007970194765665073
