,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F2,F13,F18,F14,F1,F5,F9,F19,F15,F4,F8,F11,F71,category,1
302,0.69198716,0.7656219,8.312856,-0.16414799,-0.88320684,0.19571091,-1.0586799,-0.90103394,8.543888,-0.66282827,-0.50537974,1.6129477,1.5581516,-0.28157485,0.7670511,-0.28275108,-0.8849096,-0.34562388,0.24710844,0.5173526,0.00031047114,-0.6413419,1.5199262,-0.34562385,0.24710847,1.5203018,0.512324,2.5048914,-0.17437322,2.490496,0.5683801,2.5048914,2.5601852,-1.0312787,0.5683801,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,-0.33448875,2.1080782,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,1.2190127,1,0.7933019850604743
303,0.69198716,0.7656219,2.3201947,-0.16414799,-0.88320684,0.19571091,2.2134533,-0.90103394,2.7517166,-0.66282827,-0.085122734,1.6129477,1.5581516,-0.28157485,-2.3514142,-0.28275108,-0.8849096,-0.34562388,0.24710844,0.5173526,0.8951104,0.9631263,-0.27190387,-0.34562385,0.24710847,-0.2785937,1.8314286,2.5048914,-0.17437322,2.490496,0.5683801,2.5048914,2.5601852,-1.0312787,0.5683801,1.1284294,1.1285514,0.11132641,-0.023763744,0.33294734,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,-0.33448875,4.501885,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,2.6749535,3.4471273,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,0.34530103,1,0.9999975717042344
304,0.69198716,0.7656219,0.86288863,-0.16414799,-0.88320684,0.19571091,1.0235866,-0.90103394,1.7863548,-0.66282827,-0.013104386,1.6129477,1.5581516,-0.28157485,-2.3325348,-0.28275108,-0.8849096,-0.34562388,0.24710844,0.5173526,0.8951104,0.9631263,-0.27190387,-0.34562385,0.24710847,-0.2785937,1.8314286,2.5048914,-0.17437322,2.490496,0.5683801,2.5048914,2.5601852,-1.0312787,0.5683801,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,2.9896376,-0.2857285,5.168469,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.37271273,-0.13818385,-0.075915545,1.2190127,1,0.9999622568122961
305,0.69198716,0.7656219,0.08656674,-0.16414799,-0.88320684,0.19571091,-1.0586799,-0.90103394,0.277977,-0.66282827,-0.039864305,1.6129477,1.5581516,-0.28157485,0.7670511,-0.28275108,0.024615882,-0.34562388,0.24710844,0.5173526,0.8951104,0.9631263,-0.27190387,-0.34562385,0.24710847,-0.2785937,1.8314286,2.5048914,-0.17437322,2.490496,0.5683801,2.5048914,2.5601852,-1.0312787,0.5683801,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,-0.33448875,4.501885,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,2.6749535,3.4471273,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,1.2190127,1,0.9999986503382189
306,0.69198716,0.7656219,3.954557,-0.16414799,-0.88320684,0.19571091,0.1311867,-0.90103394,4.079089,-0.66282827,-0.49622035,1.6129477,1.5581516,-0.28157485,-2.1155639,-0.28275108,0.024615882,-0.34562388,0.24710844,-1.0340132,0.8951104,0.9631263,1.5199262,-0.34562385,0.24710847,1.5203018,0.512324,0.7002874,-0.043886103,-0.13499214,-0.25211012,0.7002874,-0.13783385,1.2926496,-0.25211012,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,-0.33448875,-0.2857285,5.168469,-0.07990816,-0.09904941,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,1.2190127,0,0.642115172722448
307,0.69198716,0.7656219,-0.40374184,-0.16414799,-0.88320684,0.19571091,0.1311867,-0.90103394,-0.38570926,-0.66282827,0.35991865,1.6129477,1.5581516,-0.28157485,0.7670511,-0.28275108,0.024615882,-0.34562388,0.24710844,-1.292574,-0.89448947,-0.6413419,-0.8691805,-0.34562385,0.24710847,-0.8782255,0.512324,-0.8319236,-0.43900594,-0.0778478,1.7533792,-0.8319236,-0.24871136,-0.07623963,1.7533792,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,1.2190127,0,0.1232647595662959
308,0.69198716,0.7656219,-0.40374184,-0.16414799,-0.88320684,0.19571091,0.1311867,-0.90103394,-0.38570926,-0.66282827,0.35991865,1.6129477,1.5581516,-0.28157485,0.7670511,-0.28275108,0.024615882,-0.34562388,0.24710844,-1.292574,-0.89448947,-0.6413419,-0.8691805,-0.34562385,0.24710847,-0.8782255,0.512324,-0.8319236,-0.43900594,-0.0778478,1.7533792,-0.8319236,-0.24871136,-0.07623963,1.7533792,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,1.2190127,0,0.1232647595662959
309,0.69198716,0.7656219,17.029451,-0.16414799,-0.88320684,0.19571091,1.9159868,-0.90103394,17.473484,-0.66282827,-0.4559457,1.6129477,1.5581516,-0.28157485,-2.3385043,-0.28275108,-0.8849096,-0.34562388,0.24710844,-0.77545214,0.44771042,-0.6413419,1.5199262,-0.34562385,0.24710847,1.5203018,0.512324,-0.4448387,-0.28589898,-0.13499214,-0.25211012,-0.44483873,-0.13783385,1.2926496,-0.25211012,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,1.2190127,0,4.519816790084389e-05
310,0.69198716,0.7656219,3.954557,-0.16414799,-0.88320684,0.19571091,2.2134533,-0.90103394,3.7170784,-0.66282827,-0.711198,1.6129477,1.5581516,-0.28157485,-1.8645066,-0.28275108,-0.8849096,-0.34562388,0.24710844,-0.77545214,0.44771042,-0.6413419,-0.27190387,-0.34562385,0.24710847,-0.2785937,-0.80678064,-0.4448387,-0.28589898,-0.13499214,-0.25211012,-0.44483873,-0.13783385,1.2926496,-0.25211012,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,-0.33448875,2.1080782,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,1.2190127,0,0.0006986183022599208
311,0.69198716,0.7656219,1.448535,-0.16414799,-0.88320684,0.19571091,0.8748534,-0.90103394,1.1830037,-0.66282827,0.20851836,1.6129477,1.5581516,-0.28157485,-0.64494926,-0.28275108,0.024615882,-0.34562388,0.24710844,-0.77545214,0.44771042,-0.6413419,-0.27190387,-0.34562385,0.24710847,-0.2785937,1.8314286,-0.4448387,-0.28589898,-0.13499214,-0.25211012,-0.44483873,-0.13783385,1.2926496,-0.25211012,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,2.9896376,2.1080782,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.37271273,-0.13818385,-0.075915545,1.2190127,1,0.9953889302310996
312,0.69198716,0.7656219,2.0205617,-0.16414799,-0.88320684,0.19571091,1.3210534,-0.90103394,2.2690356,-0.66282827,0.057118047,1.6129477,1.5581516,-0.28157485,-0.5802239,13.649931,0.024615882,-0.34562388,0.24710844,-0.77545214,0.44771042,-0.6413419,-0.27190387,-0.34562385,0.24710847,-0.2785937,1.8314286,-0.4448387,-0.28589898,-0.13499214,-0.25211012,-0.44483873,-0.13783385,1.2926496,-0.25211012,1.1284294,1.1285514,0.39800394,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.1723418,0.8223459,3.4752584,1.7061619,-0.2566705,-0.7896865,-0.20393133,0.36141044,-0.2588163,-0.4074126,-0.17184673,-0.15904002,0.03327922,-0.14385693,-0.23863274,-0.41319752,0.7644379,-0.36113593,-0.36223173,0.00027335796,0.4271848,2.9896376,2.1080782,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.37271273,-0.13818385,-0.075915545,1.2190127,1,0.14361558350223222
313,0.69198716,0.7656219,-0.24030565,-0.5306198,-0.7906907,-0.4892179,0.72612,-0.21548712,-0.26503903,-0.55992085,0.3326731,-0.6482178,-0.36182067,0.36090386,0.18470454,-0.28275108,0.024615882,-0.20911737,-0.6667066,-0.44301668,0.8951104,0.9631263,-0.27190387,-0.2091173,-0.6667066,-0.2785937,-0.80678064,-0.30659407,-0.23994851,-0.13499214,-0.25211012,-0.3065941,-0.13783385,1.2926496,-0.25211012,-0.098670274,-0.6877364,-0.34398487,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.78427196,-0.41866443,0.060270417,-0.4892794,-0.2566705,-0.65228325,-0.20393133,-0.30551347,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.95145005,0.98451334,0.3464611,1.4409329,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.37271273,-0.13818385,-0.075915545,0.34530103,0,0.00016767040158223722
314,0.69198716,0.7656219,-0.02239072,-0.5306198,-0.7906907,-0.4892179,0.1311867,-0.21548712,-0.023698593,-0.55992085,-0.39434892,-0.6482178,-0.36182067,0.36090386,-1.853508,-0.28275108,-0.8849096,-0.20911737,-0.6667066,-1.1817622,-2.2366893,-0.6413419,-0.27190387,-0.2091173,-0.6667066,-0.2785937,-0.80678064,-0.3722603,-0.26120204,-0.13499214,-0.25211012,-0.37226027,-0.13783385,1.2926496,-0.25211012,-0.098670274,-0.6877364,-0.34398487,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.78427196,-0.41866443,0.060270417,-0.4892794,-0.2566705,-0.65228325,-0.20393133,-0.30551347,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.95145005,0.98451334,0.3464611,1.4409329,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,4.6233706,-0.13818385,-0.075915545,0.34530103,0,0.0005472223793164106
315,0.69198716,0.7656219,-0.267545,-0.5306198,-0.7906907,-0.4892179,0.1311867,-0.21548712,-0.26503903,-0.55992085,0.22263737,-0.6482178,-0.36182067,0.36090386,0.4176431,0.41041723,0.024615882,-0.20911737,-0.6667066,-0.627703,-0.89448947,-0.6413419,-0.27190387,-0.2091173,-0.6667066,-0.2785937,-0.80678064,-0.8319236,-0.43900594,-0.0778478,1.7533792,-0.8319236,-0.24871136,-0.07623963,1.7533792,-0.098670274,-0.6877364,-0.34398487,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,-0.78427196,-0.41866443,0.060270417,-0.4892794,-0.2566705,-0.65228325,-0.20393133,-0.30551347,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.95145005,0.98451334,0.3464611,1.4409329,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,0.34530103,0,2.5590047555245407e-05
316,0.69198716,0.7656219,0.25000292,0.0394475,-0.7906907,-0.4892179,2.51092,-0.21548712,-0.084033705,-0.55992085,0.2163632,-0.06951024,0.4223364,0.1516928,-1.7079214,-0.28275108,0.024615882,-0.20911737,0.34864345,-0.44301668,0.8951104,0.9631263,0.3253728,-0.2091173,0.34864342,0.32103813,-0.80678064,-0.30659407,-0.23994851,-0.13499214,-0.25211012,-0.3065941,-0.13783385,1.2926496,-0.25211012,-0.098670274,-0.20871545,-0.19221446,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.37271273,-0.13818385,-0.075915545,1.2190127,0,0.0002659259361294114
317,0.69198716,0.7656219,-0.40374184,0.0394475,-0.7906907,-0.4892179,0.72612,-0.21548712,-0.38570926,-0.55992085,0.17329903,-0.06951024,0.4223364,0.1516928,0.7670511,-0.28275108,0.024615882,-0.20911737,0.34864345,0.73897624,-0.4470895,-0.6413419,-0.8691805,-0.2091173,0.34864342,-0.8782255,0.512324,-0.52548134,-0.1640348,-0.80763054,-0.27031335,-0.52548134,-0.76613957,-1.0631133,-0.27031335,-0.098670274,-0.20871545,-0.4788919,-0.66680515,-0.45805147,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,-0.33448875,2.1080782,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,7.2367387,-0.075915545,-0.09155482,0,0.00951929274701437
318,0.69198716,0.7656219,-0.40374184,0.0394475,-0.7906907,-0.4892179,1.3210534,-0.21548712,-0.38570926,-0.55992085,-0.19445324,-0.06951024,0.4223364,0.1516928,0.7670511,-0.28275108,0.024615882,-0.20911737,0.34864345,0.73897624,-0.4470895,-0.6413419,-0.8691805,-0.2091173,0.34864342,-0.8782255,0.512324,-0.52548134,-0.1640348,-0.80763054,-0.27031335,-0.52548134,-0.76613957,-1.0631133,-0.27031335,-0.098670274,-0.20871545,-0.19221446,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,-0.33448875,2.1080782,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,6.744488,-0.026352312,-0.33832303,-0.37271273,7.2367387,-0.075915545,1.2190127,0,0.00331435939662167
319,0.69198716,0.7656219,-0.40374184,0.0394475,-0.7906907,-0.4892179,1.3210534,-0.21548712,-0.38570926,-0.55992085,-0.21835512,-0.06951024,0.4223364,0.1516928,0.7670511,-0.28275108,0.024615882,-0.20911737,0.34864345,0.73897624,-0.4470895,-0.6413419,-0.8691805,-0.2091173,0.34864342,-0.8782255,0.512324,-0.52548134,-0.1640348,-0.80763054,-0.27031335,-0.52548134,-0.76613957,-1.0631133,-0.27031335,-0.098670274,-0.20871545,-0.19221446,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,-0.33448875,2.1080782,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,6.744488,-0.026352312,-0.33832303,-0.37271273,7.2367387,-0.075915545,1.2190127,0,0.0033101352839074675
320,0.69198716,0.7656219,0.63135403,0.0394475,-0.7906907,-0.4892179,0.1311867,-0.21548712,0.45898232,-0.55992085,0.3906582,-0.06951024,0.4223364,0.1516928,-1.5316849,-0.28275108,-0.8849096,-0.20911737,0.34864345,-1.3664485,-3.1314893,-0.6413419,-0.27190387,-0.2091173,0.34864342,-0.2785937,-0.80678064,-0.8319236,-0.43900594,-0.06481316,-0.40364048,-0.8319236,-0.6922213,-1.3814596,-0.40364048,-0.098670274,-0.20871545,-0.19221446,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,-0.33448875,2.1080782,-0.18578252,-0.07990816,-0.09904941,2.8913887,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,1.2190127,0,1.2080037534356245e-05
321,0.69198716,0.7656219,0.12742579,0.0394475,-0.7906907,-0.4892179,2.51092,-0.21548712,-0.023698593,-0.55992085,-0.2331345,-0.06951024,0.4223364,0.1516928,-1.114376,-0.28275108,0.024615882,-0.20911737,0.34864345,1.1822237,0.8951104,0.9631263,0.3253728,-0.2091173,0.34864342,0.32103813,0.512324,0.9045822,-0.033851344,-0.13499214,-0.25211012,0.9045822,-0.13783385,1.2926496,-0.25211012,-0.098670274,-0.20871545,-0.19221446,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.37271273,-0.13818385,-0.075915545,1.2190127,0,0.40054436038958624
322,0.69198716,0.7656219,0.56325567,0.0394475,-0.7906907,-0.4892179,2.51092,-0.21548712,0.3383121,-0.55992085,-0.07107069,-0.06951024,0.4223364,0.1516928,-1.7919927,-0.28275108,0.024615882,-0.20911737,0.34864345,-0.2583302,-2.6840894,-0.6413419,-0.27190387,-0.2091173,0.34864342,-0.2785937,-0.80678064,-0.72049004,0.05460617,-1.3653412,-1.6958528,-0.72049004,-0.7291804,-1.4451289,-1.6958528,-0.098670274,-0.20871545,-0.19221446,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,-0.33448875,2.1080782,-0.18578252,-0.07990816,-0.09904941,2.8913887,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,1.2190127,0,7.60127218995392e-05
323,0.69198716,0.7656219,0.25000292,0.0394475,-0.7906907,-0.4892179,2.95712,-0.21548712,-0.084033705,-0.55992085,0.23623899,-0.06951024,0.4223364,0.1516928,-1.1983682,-0.28275108,0.024615882,-0.20911737,0.34864345,-0.2583302,-2.6840894,-0.6413419,0.3253728,-0.2091173,0.34864342,0.32103813,-0.80678064,-0.72049004,0.05460617,-1.3653412,-1.6958528,-0.72049004,-0.7291804,-1.4451289,-1.6958528,-0.098670274,-0.20871545,-0.19221446,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.09904941,2.8913887,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,2.1253293,-0.13818385,-0.075915545,1.2190127,0,1.2841514971331621e-05
324,0.69198716,0.7656219,-0.02239072,0.0394475,-0.7906907,-0.4892179,2.51092,-0.21548712,-0.14436881,-0.55992085,0.14603366,-0.06951024,0.4223364,0.1516928,-1.2295654,-0.28275108,0.024615882,-0.20911737,0.34864345,-0.2583302,-1.3418894,0.9631263,-0.27190387,-0.2091173,0.34864342,-0.2785937,-0.80678064,-0.72049004,0.05460617,-1.3653412,-1.6958528,-0.72049004,-0.7291804,-1.4451289,-1.6958528,-0.098670274,-0.20871545,-0.19221446,0.87097317,0.77478904,-0.39531368,-0.4870455,-0.29021287,-0.31890777,-0.37762898,-0.37649673,-0.7817181,0.5401197,-0.299049,-0.37683493,0.014999713,-0.2566705,0.86443686,-0.20393133,-0.24801262,-0.2588163,-0.014137742,-0.17184673,-0.14028285,-0.10715467,-0.14385693,-0.08119081,0.081489764,-0.030907992,0.9507973,0.9838437,0.3464611,1.4409329,-0.33448875,2.1080782,-0.18578252,-0.07990816,-0.09904941,6.1087565,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,4.6233706,-0.13818385,-0.075915545,1.2190127,0,6.023163102934882e-05
