,F62,F67,F34,F69,F68,F101,F102,F103,F104,F105,F108,F95,F109,F23,F22,F79,F112,F113,F116,F117,F118,F120,F110,F121,F123,F114,F115,F77,F88,F70,F41,F40,F42,F45,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F2,F6,F18,F1,F5,F9,F15,F4,F8,F71,category,1
149,0.014326367,-0.40547568,1.6390144,-0.097863816,-0.1806549,-0.23645084,0.19927274,0.83413,0.37012333,-0.8244007,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,8.227610121196483e-05
150,0.10918307,-0.40547568,1.6390144,-0.033120558,-0.1806549,-0.009109995,0.19927274,0.83413,0.37012333,-1.5255102,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,1.5663875,0.9067245,1.5668995,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,-1.7896184,-1.9343015,-1.7896184,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,0.0007645392068836066
151,0.10918307,-0.40547568,1.6390144,-0.033120558,-0.1806549,0.010980556,0.19927274,0.83413,0.37012333,-0.70109004,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,1.5663875,0.9067245,1.5668995,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,1.0517925,0,0.00018910161107426208
152,0.10918307,-0.40547568,1.6390144,-0.033120558,-0.1806549,0.025783999,0.19927274,0.83413,0.37012333,-0.28888002,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,1.5663875,0.9067245,1.5668995,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,1.0517925,0,0.0001665386501266702
153,0.10918307,-0.40547568,1.6390144,-0.033120558,-0.1806549,0.038472936,0.19927274,0.83413,0.37012333,0.12332982,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,1.5663875,0.9067245,1.5668995,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,1.0517925,0,0.0001466202794946715
154,0.057443056,-0.40547568,1.6390144,-0.033120558,-0.1806549,-1.2335778,0.19927274,0.83413,0.37012333,-0.576178,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,6.423161841203111e-05
155,0.10918307,-0.40547568,1.6390144,-0.033120558,-0.1806549,-0.1032186,0.19927274,0.83413,0.37012333,-1.5942118,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,-1.7896184,-1.9343015,-1.7896184,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,0.0003403537594719916
156,0.014326367,-0.40547568,1.6390144,-0.097863816,-0.1806549,-0.40034765,0.19927274,0.83413,0.37012333,-0.8244007,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,8.025047152677642e-05
157,0.014326367,-0.40547568,1.6390144,-0.097863816,-0.1806549,-0.47225076,0.19927274,0.83413,0.37012333,-0.29592636,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,0.28475124,0.9067245,0.28313348,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,1.0517925,0,9.208774796670835e-05
158,0.014326367,-0.40547568,1.6390144,-0.097863816,-0.1806549,-0.4796525,0.19927274,0.83413,0.37012333,-0.8244007,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,0.28475124,0.9067245,0.28313348,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,0.00010410327239340643
159,-0.054660328,-0.40547568,1.6390144,-0.13023545,-0.1806549,-0.7503466,0.19927274,0.83413,0.37012333,-0.5459574,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,7.084720221830649e-05
160,-0.06328367,-0.40547568,1.6390144,-0.13023545,-0.1806549,-0.6720991,0.19927274,0.83413,0.37012333,-0.4720845,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,7.014130787906701e-05
161,-0.054660328,-0.40547568,1.6390144,-0.13023545,-0.1806549,-0.92481744,0.19927274,0.83413,0.37012333,-0.5459574,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,6.899188349333758e-05
162,-0.054660328,-0.40547568,1.6390144,-0.13023545,-0.1806549,-1.0517052,0.19927274,0.83413,0.37012333,-0.5459574,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,6.767314992238694e-05
163,-0.054660328,-0.40547568,1.6390144,-0.13023545,-0.1806549,-0.9893187,0.19927274,0.83413,0.37012333,-0.5459574,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,6.831834734063204e-05
164,0.005703029,-0.40547568,1.6390144,-0.097863816,-0.1806549,-1.4175652,0.19927274,0.83413,0.37012333,-0.2310261,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,5.714191116280383e-05
165,0.08331306,-0.40547568,1.6390144,-0.06549219,-0.1806549,-0.83282375,0.19927274,0.83413,0.37012333,-0.5695338,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,0.28475124,0.9067245,0.28313348,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,8.963534393005186e-05
166,0.08331306,-0.40547568,1.6390144,-0.06549219,-0.1806549,-0.84022546,0.19927274,0.83413,0.37012333,-1.0080551,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,0.28475124,0.9067245,0.28313348,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,1.0517925,0,0.00010714927408685919
167,0.014326367,-0.40547568,1.6390144,-0.097863816,-0.1806549,-0.56953144,0.19927274,0.83413,0.37012333,-0.8244007,0.35824183,0.9067245,2.0530756,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,7.821179099122756e-05
168,-0.2529971,-0.40547568,1.0380844,-0.22735034,-0.1806549,0.51007277,0.19927274,0.83413,0.37012333,-0.61521304,0.35824183,0.9067245,-0.095341735,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,1.0517925,0,2.854538629193332e-05
169,-0.2529971,-0.40547568,1.0380844,-0.22735034,-0.1806549,0.45508802,0.19927274,0.83413,0.37012333,-0.61521304,0.35824183,0.9067245,-0.095341735,0.7945597,0.9860403,-0.35606685,0.9067245,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.5517549,1.9430524,4.398545,2.5734203,-0.17151433,-0.56400305,-0.14691742,0.39986888,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,1.0517925,0,2.8307645372618043e-05
170,0.1609231,-0.40547568,1.0380844,-0.00074892753,-0.1806549,0.0019197905,-0.3128878,-0.10799572,0.2310035,-1.5353247,-2.1859856,-0.5008039,2.0530756,-0.35288337,-0.691031,-0.35606685,-0.50080395,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.021609323,0.7886475,0.87121177,0.5765736,-0.17151433,-0.514071,-0.14691742,0.038963195,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,0.00017776864783688686
171,-0.18401039,-0.40547568,-0.76470554,-0.22735034,-0.1806549,0.2951952,-0.3128878,-0.10799572,0.2310035,0.6729433,0.35824183,-0.5008039,2.0530756,-0.35288337,-0.691031,0.28475124,-0.50080395,0.28313348,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.21578458,0.14700745,0.21578458,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.021609323,0.7886475,0.87121177,0.5765736,-0.17151433,-0.514071,-0.14691742,0.038963195,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.38344747,0,7.615687217089869e-05
172,-0.18401039,-0.40547568,1.0380844,-0.22735034,-0.1806549,0.3414259,-0.3128878,-0.10799572,0.2310035,-0.40052032,0.35824183,-0.5008039,-0.410078,0.4120787,-2.3681023,0.28475124,-0.50080395,0.28313348,-0.4835828,-0.24746113,1.2828349,-0.8843534,-0.24746117,-1.0574044,-0.8843534,-0.495448,-0.31939963,-1.79488,-1.9384724,-1.79488,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.021609323,0.7886475,0.87121177,0.5765736,-0.17151433,-0.514071,-0.14691742,0.038963195,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,1.4219556,-0.3550638,-0.22758977,-0.10627735,-0.31826815,3.3428848,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,6.849059112560776e-05
173,-0.1408937,-0.40547568,1.0380844,-0.16260709,-0.1806549,-0.28268754,-0.3128878,-0.10799572,0.2310035,-2.271414,0.35824183,-0.5008039,-0.095341735,0.7945597,0.9860403,-0.35606685,-0.50080395,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.021609323,0.7886475,0.87121177,0.5765736,-0.17151433,-0.514071,-0.14691742,0.038963195,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,4.611343120030076e-05
174,-0.24437375,-0.40547568,1.0380844,-0.22735034,-0.1806549,0.040926915,-0.3128878,-0.10799572,0.2310035,-1.6171124,0.35824183,-0.5008039,-0.095341735,0.7945597,0.9860403,-0.35606685,-0.50080395,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,0.021609323,0.7886475,0.87121177,0.5765736,-0.17151433,-0.514071,-0.14691742,0.038963195,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.45087764,-0.2789541,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,4.052533410580058e-05
175,-0.054660328,-0.40547568,1.6390144,-0.13023545,-0.1806549,-0.8142635,-0.56528187,-0.55755204,-0.5742685,-0.5459574,0.35824183,-0.6327597,2.0530756,0.7945597,0.9860403,-0.35606685,-0.6327597,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,-0.3235102,-0.25862002,-0.35449424,-0.40711433,-0.17151433,-0.2773561,-0.14691742,0.6356296,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.30440566,0.03769657,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,6.160222287614215e-05
176,-0.06328367,-0.40547568,1.6390144,-0.13023545,-0.1806549,1.1322126,-0.56528187,-0.55755204,-0.5742685,-0.4720845,0.35824183,-0.6327597,2.0530756,0.7945597,0.9860403,-0.35606685,-0.6327597,-0.35874954,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.18798219,-0.495448,-0.31939963,0.5925211,0.47985002,0.5925211,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,-0.3235102,-0.25862002,-0.35449424,-0.40711433,-0.17151433,-0.2773561,-0.14691742,0.6356296,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.30440566,0.03769657,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,8.103144906941538e-05
177,-0.32198378,-0.40547568,0.43715435,-0.25972196,-0.1806549,-0.88754505,-0.5375272,-0.52980167,-0.52057827,0.6729433,0.35824183,-0.6327597,-0.36902544,0.7945597,0.9860403,-0.996885,-0.6327597,-1.0006325,1.4697074,-0.08708645,-0.022768103,1.8609667,-0.08708645,0.17816447,1.8609667,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,-0.28414297,-0.29343966,-0.35449424,-0.39357367,-0.17151433,-0.19783466,-0.14691742,-0.72202015,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.4168445,-0.20537937,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.2848975,0,0.010373890463631132
178,-0.32198378,-0.40547568,0.43715435,-0.25972196,-0.1806549,-0.9002605,-0.5375272,-0.52980167,-0.52057827,0.6729433,0.35824183,-0.6327597,-0.36902544,0.7945597,0.9860403,-0.996885,-0.6327597,-1.0006325,1.4697074,-0.08708645,-0.022768103,1.8609667,-0.08708645,0.17816447,1.8609667,-0.495448,-0.31939963,0.59427494,0.48068422,0.59427494,-0.45504063,-0.3004012,-0.41272408,-0.44548059,-0.5014503,-0.28414297,-0.29343966,-0.35449424,-0.39357367,-0.17151433,-0.19783466,-0.14691742,-0.72202015,-0.16339336,0.7698058,2.9423108,3.2605247,-0.13071524,1.9501225,-0.12855716,-0.13481131,-0.4168445,-0.20537937,-0.263707,-0.26357004,-0.39276016,-0.3739349,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.2848975,0,0.01035405298081504
