,F109,F116,F117,F110,F114,F115,F77,F46,F83,F74,F84,F146,F4,category,1
515,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.495448,-0.31939963,0.7145921,0.586033,-0.51808244,-0.42517218,-0.087492,-0.08787876,-0.4454895,0,2.1562833597638492e-05
516,0.15097365,-0.4835828,-0.23134618,-0.23134615,0.71523035,1.0270076,0.7149429,4.6915956,-0.51808244,-0.42517218,-0.087492,-0.08787876,-0.4454895,0,0.0002610741973991261
517,0.15097365,-0.4835828,-0.23134618,-0.23134615,0.71523035,1.0270076,0.7149429,4.6915956,-0.51808244,-0.42517218,-0.087492,-0.08787876,-0.4454895,0,0.0002610741973991261
518,2.0530756,-0.4835828,-0.27358633,-0.27358618,0.71523035,1.0270076,0.7149429,4.6915956,-0.51808244,-0.42517218,-0.087492,-0.08787876,-0.4454895,0,0.000727473698002954
519,2.0530756,3.4229977,-0.27358633,-0.27358618,0.71523035,1.0270076,-0.30301735,4.6915956,-0.51808244,-0.42517218,-0.087492,-0.08787876,-0.4454895,1,0.9894823138455136
520,-1.0121821,-0.4835828,-0.4287542,-0.4287542,0.71523035,1.0270076,0.7145921,4.6915956,-0.51808244,-0.42517218,-0.087492,-0.08787876,-0.4454895,0,9.428081821220224e-05
521,-0.779551,-0.4835828,-0.4287542,-0.4287542,0.71523035,-0.31939963,-0.6499377,4.6915956,-0.24064727,0.17553273,-0.087492,-0.08787876,-0.4454895,0,4.119586923556331e-05
522,-0.7384985,-0.4835828,-0.07341976,-0.07341979,0.71523035,-0.31939963,-0.6499377,4.6915956,-0.24064727,0.17553273,-0.087492,-0.08787876,-0.4454895,0,7.871725650182572e-05
523,-0.46481472,-0.4835828,-0.4287542,-0.4287542,0.71523035,-0.31939963,-0.6611626,4.6915956,-0.24064727,0.17553273,-0.087492,-0.08787876,-0.4454895,0,4.969074512090125e-05
524,-0.3416571,-0.4835828,-0.2642475,-0.26424757,0.71523035,-0.31939963,-0.6611626,4.6915956,-0.24064727,0.17553273,-0.087492,-0.08787876,-0.4454895,0,7.122138671709491e-05
525,0.1099211,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.3789341,-0.123422734,-0.27561343,-0.27544108,-0.4454895,0,4.127349237773483e-05
526,0.1099211,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,5.4270931402766545e-05
527,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.2715553,-0.31939963,0.7145921,-0.5222476,0.41589195,1.5958041,-0.27561343,-0.27544108,-0.4454895,0,0.0015610668101706693
528,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.2715553,-0.31939963,0.7145921,-0.5222476,0.41589195,1.5958041,-0.27561343,-0.27544108,-0.4454895,0,0.0015610668101706693
529,-0.7932352,-0.4835828,-0.005736988,-0.0057369797,-0.2715553,-0.31939963,-0.15744415,-0.5222476,-0.12346967,0.42885324,-0.27561343,-0.27544108,-0.4454895,0,1.6795500339618567e-05
530,-0.8479719,1.4697074,-0.4287542,-0.4287542,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.11313047,0.45120507,-0.27561343,-0.27544108,1.6189138,0,0.00712659790407591
531,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.3789341,-0.123422734,-0.27561343,-0.27544108,-0.4454895,0,1.1157979365926154e-05
532,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.3789341,-0.123422734,-0.27561343,-0.27544108,-0.4454895,0,0.00482170283550562
533,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,0.22420327,-0.5222476,-0.4409693,-0.2575336,-0.27561343,-0.27544108,-0.4454895,0,1.0143469404750456e-05
534,-0.8069194,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-1.141028,-0.5222476,-0.4409693,-0.2575336,-0.27561343,-0.27544108,-0.4454895,0,2.0300290606726135e-05
535,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.4409693,-0.2575336,-0.27561343,-0.27544108,-0.4454895,0,7.117575243983209e-06
536,-0.36902544,1.4697074,-0.08708645,-0.08708645,-0.2715553,-0.31939963,0.22420327,-0.5222476,-0.4409693,-0.2575336,-0.27561343,-0.27544108,-0.4454895,0,0.006706050102238122
537,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.7145921,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.2135210240968017e-05
538,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.7145921,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,6.304504889860511e-05
539,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.245659866060583e-05
540,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0002190645048713041
541,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0002190645048713041
542,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0002190645048713041
543,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0002190645048713041
544,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0002190645048713041
545,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0002190645048713041
546,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.00015334037979748645
547,-1.0395505,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,2.792803287782961e-05
548,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.8173299,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.1592876081797465e-05
549,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.3585516,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.0722812767887383e-05
550,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,2.9517836523135733e-05
551,-0.88902456,0.49306235,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.7149429,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0001549070025591548
552,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.0002884833509257108
553,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.0001633548520363512
554,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.0001633548520363512
555,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.0001633548520363512
556,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.0001633548520363512
557,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.4725547,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.079445186131935e-05
558,-0.90270865,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.00015702177508761274
559,-0.90270865,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.00015702177508761274
560,-0.90270865,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.00015702177508761274
561,-0.90270865,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.00015702177508761274
562,-0.3416571,-0.4835828,-0.2642475,-0.26424757,-0.2715553,-0.15520357,-1.6689504,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,3.683317,0,0.0014954465950057698
563,-0.3416571,-0.4835828,-0.2642475,-0.26424757,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,5.5800962937153e-05
564,-0.7932352,-0.4835828,-0.005736988,-0.0057369797,-0.2715553,-0.15520357,-1.187331,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,5.296887764352169e-05
565,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.038290463,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.2374033496873903e-05
566,-0.47849894,3.4229977,-0.22685963,-0.22685952,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,1,0.9570765120765973
567,-0.47849894,-0.4835828,-0.22685963,-0.22685952,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.00028597262518202215
568,-0.9711296,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.4992139,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,5.1133939645342166e-05
569,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.7145921,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.3556151138406278e-05
570,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.4992139,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.5086484475576924e-05
571,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.7145921,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.3556151138406278e-05
572,-0.88902456,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.046660175085623e-05
573,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.10634157,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.33635996719997e-05
574,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.245659866060583e-05
575,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.038290463,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.3822938515133497e-05
576,-0.27323616,-0.4835828,0.1735076,0.1735077,-0.2715553,-0.15520357,0.7145921,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.00019795963189004882
577,-1.0121821,1.4697074,-0.4287542,-0.4287542,-0.2715553,-0.15520357,0.7145921,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0024054916400390166
578,-1.0121821,1.4697074,-0.4287542,-0.4287542,-0.2715553,3.0466185,0.7145921,-0.5222476,-0.12820847,0.41860867,-0.27561343,-0.27544108,-0.4454895,0,0.02804721798414176
579,-0.88902456,1.4697074,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.3789341,-0.123422734,-0.27561343,-0.27544108,-0.4454895,0,0.006427417647867822
580,-1.0258664,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,1.5423993820127607e-05
581,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
582,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
583,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
584,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
585,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
586,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
587,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
588,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.0026059524254175757
589,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
590,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.008510631720670767
591,0.1099211,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,2.9736785698866453e-05
592,-1.0532347,1.4697074,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.14845607,0.3748364,-0.27561343,-0.27544108,-0.4454895,0,0.004220831446992304
593,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.41469046,-0.20072274,-0.27561343,-0.27544108,-0.4454895,0,2.5971277709302846e-05
594,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.41469046,-0.20072274,-0.27561343,-0.27544108,1.6189138,0,0.00023085180989398853
595,-0.7384985,-0.4835828,-0.07341976,-0.07341979,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.41469046,-0.20072274,-0.27561343,-0.27544108,-0.4454895,0,4.962672513980254e-05
596,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.41469046,-0.20072274,-0.27561343,-0.27544108,1.6189138,0,5.635482432227536e-05
597,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.41469046,-0.20072274,-0.27561343,-0.27544108,-0.4454895,0,0.012380404544994283
598,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.41469046,-0.20072274,-0.27561343,-0.27544108,-0.4454895,0,0.012380404544994283
599,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.41469046,-0.20072274,-0.27561343,-0.27544108,-0.4454895,0,0.012380404544994283
600,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.41469046,-0.20072274,-0.27561343,-0.27544108,-0.4454895,0,0.012380404544994283
601,-0.10902593,-0.4835828,-0.30363646,-0.3036363,-0.2715553,-0.31939963,-0.8053327,-0.5222476,-0.3789341,-0.123422734,-0.27561343,-0.27544108,-0.4454895,0,2.9332828730916373e-05
602,-0.10902593,-0.4835828,-0.30363646,-0.3036363,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.3789341,-0.123422734,-0.27561343,-0.27544108,-0.4454895,0,4.530090442881957e-05
603,-0.42376217,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.3789341,-0.123422734,-0.27561343,-0.27544108,3.683317,0,0.000817751145686824
604,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,0.10634157,-0.5222476,-0.12820847,0.41860867,-0.27561343,-0.27544108,-0.4454895,0,7.114328673588752e-06
605,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.12820847,0.41860867,-0.27561343,-0.27544108,-0.4454895,0,3.550466932925651e-05
606,-0.410078,-0.4835828,-0.24746113,-0.24746117,-0.2715553,-0.31939963,-1.498121,-0.5222476,-0.48964965,-0.36370468,-0.27561343,-0.27544108,-0.4454895,0,4.4937117947867944e-05
607,-0.49218312,1.4697074,-0.2221644,-0.22216427,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.48964965,-0.36370468,-0.27561343,-0.27544108,1.6189138,0,0.021197830587449867
608,-0.49218312,1.4697074,-0.2221644,-0.22216427,-0.2715553,-0.31939963,0.7145921,-0.5222476,-0.48964965,-0.36370468,-0.27561343,-0.27544108,-0.4454895,0,0.00415110908332367
609,-0.8342877,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,0.22420327,-0.5222476,-0.3789341,-0.123422734,-0.27561343,-0.27544108,1.6189138,0,4.824722399052282e-05
610,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.12820847,0.41860867,-0.27561343,-0.27544108,-0.4454895,0,0.008271007361078808
611,-0.3142887,1.4697074,-0.27012277,-0.2701228,-0.2715553,-0.31939963,-1.6805261,-0.5222476,-0.12820847,0.41860867,-0.27561343,-0.27544108,-0.4454895,0,0.008271007361078808
612,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-0.17919244,-0.5222476,-0.109684065,0.45865566,-0.27561343,-0.27544108,-0.4454895,0,7.261956928396382e-06
613,-0.7658669,-0.4835828,0.72994506,0.7299452,-0.2715553,-0.31939963,-0.60082865,-0.5222476,-0.109684065,0.45865566,-0.27561343,-0.27544108,1.6189138,0,0.0003940610776503543
614,-0.8069194,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.31939963,-0.60082865,-0.5222476,-0.109684065,0.45865566,-0.27561343,-0.27544108,1.6189138,0,5.034405025968803e-05
615,-0.10902593,3.4229977,-0.30363646,-0.3036363,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,1,0.8379406830163838
616,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.6141772806302416e-05
617,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.6141772806302416e-05
618,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.6141772806302416e-05
619,-0.779551,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-0.8470754,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,2.3892295830218633e-05
620,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.00024393227073306393
621,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.00024393227073306393
622,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.00024393227073306393
623,2.0530756,-0.4835828,-0.27358633,-0.27358618,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.00024393227073306393
624,-1.0121821,0.29773325,8.454608,8.454608,-0.2715553,-0.03889817,-1.8369734,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,1,0.9994813797422192
625,-0.410078,-0.4835828,-0.24746113,-0.24746117,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,6.151362014944974e-05
626,-0.410078,-0.4835828,-0.24746113,-0.24746117,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,6.151362014944974e-05
627,-0.410078,-0.4835828,-0.24746113,-0.24746117,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,6.151362014944974e-05
628,-0.410078,-0.4835828,-0.24746113,-0.24746117,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,6.151362014944974e-05
629,-0.410078,-0.4835828,-0.24746113,-0.24746117,-0.2715553,-0.03889817,-0.7639408,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.9020593886329006e-05
630,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.00017074854822188968
631,-0.9437612,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.286934988136323e-05
632,1.7383393,0.29773325,2.5467408,2.5467408,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.21482274360750261
633,-0.998498,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.1845760485679344e-05
634,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.09296410528663594
635,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.09296410528663594
636,0.055184297,1.4697074,-0.32172576,-0.32172582,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.09296410528663594
637,-0.91639286,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.3393415900042037e-05
638,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.2715553,-0.03889817,0.17298955,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,2.4635153918864796e-05
639,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.2715553,-0.03889817,-1.6756152,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.0003204466476870443
640,-0.36902544,0.29773325,-0.25792032,-0.25792018,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0005880758720727561
641,-0.36902544,0.29773325,-0.25792032,-0.25792018,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,0.0005880758720727561
642,-0.36902544,0.29773325,-0.25792032,-0.25792018,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,1.6189138,0,0.0030478174745325742
643,-0.36902544,-0.4835828,-0.25792032,-0.25792018,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,6.184455290292363e-05
644,-0.095341735,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,0.3585516,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.9497626306360442e-05
645,-0.7384985,-0.4835828,-0.07341976,-0.07341979,-0.2715553,-0.03889817,0.5613017,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,2.268481240578312e-05
646,-1.0669188,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,3.06109835363331e-05
647,-0.47849894,-0.4835828,-0.22685963,-0.22685952,-0.2715553,-0.03889817,-1.6805261,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,6.130618697789812e-05
648,-0.23218362,-0.4835828,-0.4287542,-0.4287542,-0.2715553,-0.03889817,0.5855055,-0.5222476,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.4454895,0,1.6094758836811227e-05
