,F62,F67,F34,F69,F101,F104,F105,F108,F109,F23,F22,F79,F113,F116,F117,F120,F110,F121,F123,F114,F115,F77,F88,F70,F41,F40,F42,F45,F46,F126,F127,F128,F130,F35,F131,F38,F132,F133,F134,F39,F136,F137,F83,F74,F84,F146,F16,F3,F6,F18,F1,F5,F15,F4,F8,F71,category,1
631,-0.08915368,3.1417289,2.8408744,-0.13023545,-1.134451,0.16476204,-0.8537604,0.35824183,-0.9437612,-0.73536444,-2.3681023,1.5663875,1.5668995,-0.4835828,-0.4287542,1.8609667,-0.4287542,0.17816447,1.8609667,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0006477303874337544
632,-0.18401039,3.1417289,-0.76470554,-0.25972196,-0.9231869,0.16476204,0.6729433,0.35824183,1.7383393,0.029597672,-0.691031,2.2072055,2.2087824,0.29773325,2.5467408,1.8609667,2.5467408,0.17816447,1.8609667,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.2464518740152547
633,-0.17538705,3.1417289,-0.76470554,-0.19497871,0.30637026,0.16476204,0.6729433,0.35824183,-0.998498,-1.5003265,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,6.857888905963129e-06
634,-0.32198378,3.1417289,0.8878519,-0.25972196,-0.096952125,0.16476204,0.6729433,0.35824183,0.055184297,-0.35288337,-0.691031,-0.996885,-1.0006325,1.4697074,-0.32172576,-0.88359284,-0.32172582,-1.2633326,-0.88359284,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.03255151475695056
635,-0.32198378,3.1417289,2.3901768,-0.25972196,-0.36354825,0.16476204,0.6729433,0.35824183,0.055184297,-0.35288337,-0.691031,-0.996885,-1.0006325,1.4697074,-0.32172576,-0.88359284,-0.32172582,-1.2633326,-0.88359284,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.04599251084213973
636,-0.32198378,3.1417289,2.089712,-0.25972196,0.06848689,0.16476204,0.6729433,0.35824183,0.055184297,-0.35288337,-0.691031,-0.996885,-1.0006325,1.4697074,-0.32172576,-0.88359284,-0.32172582,-1.2633326,-0.88359284,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,3.217846,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.09267011768713293
637,-0.27024376,3.1417289,1.0380844,-0.22735034,-0.0037655728,0.16476204,-0.4720845,0.35824183,-0.91639286,-0.35288337,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.88359284,-0.4287542,-1.2633326,-0.88359284,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,1.6104066687141537e-05
638,-0.28749046,3.1417289,-0.76470554,-0.19497871,-1.5510638,0.16476204,0.6729433,0.35824183,-0.36902544,-0.73536444,-0.691031,-0.35606685,-0.35874954,-0.4835828,-0.25792032,-0.18798219,-0.25792018,1.0018771,-0.18798219,-0.2715553,-0.03889817,0.17298955,0.10946881,0.17298955,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,1.2745742,0,1.3697822944371607e-05
639,-0.22712708,3.1417289,0.43715435,-0.19497871,-0.45502567,0.16476204,0.36066306,0.35824183,-0.36902544,0.4120787,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.25792032,-0.18798219,-0.25792018,1.0018771,-0.18798219,-0.2715553,-0.03889817,-1.6756152,-1.7307587,-1.6756152,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.00013890178432032256
640,-0.18401039,3.1417289,1.6390144,-0.25972196,-0.9282573,0.16476204,-1.2592912,0.35824183,-0.36902544,0.4120787,0.9860403,2.2072055,2.2087824,0.29773325,-0.25792032,-0.18798219,-0.25792018,1.0018771,-0.18798219,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0018459876276025373
641,-0.18401039,3.1417289,1.6390144,-0.25972196,-0.92656714,0.16476204,-0.82990575,0.35824183,-0.36902544,0.4120787,0.9860403,2.2072055,2.2087824,0.29773325,-0.25792032,-0.18798219,-0.25792018,1.0018771,-0.18798219,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0016623599588954502
642,-0.18401039,3.1417289,1.6390144,-0.25972196,-0.92741215,0.16476204,-1.0445985,0.35824183,-0.36902544,0.4120787,0.9860403,2.2072055,2.2087824,0.29773325,-0.25792032,-0.18798219,-0.25792018,1.0018771,-0.18798219,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.007143219408825166
643,0.75593334,3.1417289,1.6390144,0.4200823,-0.5792489,0.16476204,-2.377411,0.35824183,-0.36902544,0.4120787,0.9860403,1.5663875,1.5668995,-0.4835828,-0.25792032,-0.18798219,-0.25792018,1.0018771,-0.18798219,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.00016327741437440068
644,-0.26162043,3.1417289,0.43715435,-0.19497871,0.5556619,0.16476204,0.18221709,0.35824183,-0.095341735,0.7945597,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.2715553,-0.03889817,0.3585516,0.22458728,0.3585516,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,1.2745742,0,1.81004886248173e-05
645,-0.08915368,3.1417289,1.6390144,-0.13023545,-1.1285356,0.16476204,-0.34485924,0.35824183,-0.7384985,0.7945597,0.9860403,1.5663875,1.5668995,-0.4835828,-0.07341976,-0.18798219,-0.07341979,1.0018771,-0.18798219,-0.2715553,-0.03889817,0.5613017,0.4523217,0.5613017,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,1.4973558,0,4.498637101000448e-05
646,-0.08915368,3.1417289,1.0380844,-0.13023545,-1.1598027,0.16476204,-2.2532387,0.35824183,-1.0669188,-4.560175,0.9860403,1.5663875,1.5668995,-0.4835828,-0.4287542,-0.8779136,-0.4287542,-1.0574044,-0.8779136,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,2.9656453240144857e-05
647,-0.080530345,3.1417289,1.6390144,-0.16260709,1.4184645,0.16476204,-1.6580063,0.35824183,-0.47849894,0.029597672,-0.691031,0.28475124,0.28313348,-0.4835828,-0.22685963,1.8609667,-0.22685952,0.17816447,1.8609667,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0007287877369054029
648,0.75593334,3.1417289,2.2399445,0.4200823,-0.5598126,0.16476204,-0.8182635,0.35824183,-0.23218362,0.4120787,-0.691031,1.5663875,1.5668995,-0.4835828,-0.4287542,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.2715553,-0.03889817,0.5855055,0.46983972,0.5855055,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,1.4973558,0,7.918178557998294e-05
649,0.66969997,3.1417289,0.43715435,0.38771066,-1.6002461,0.16476204,-2.3240426,-2.1859856,-0.75218266,0.7945597,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.00010521837459107223
650,-0.08915368,3.1417289,-0.76470554,-0.13023545,-1.1352961,0.16476204,0.6729433,0.35824183,-0.75218266,0.7945597,0.9860403,1.5663875,1.5668995,-0.4835828,-0.4287542,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,2.846028579982372e-05
651,-0.24437375,3.1417289,0.43715435,-0.25972196,0.35960874,0.16476204,-0.38400543,0.35824183,-0.27323616,0.7945597,0.9860403,-0.35606685,-0.35874954,-0.4835828,0.1735076,1.8609667,0.1735077,0.17816447,1.8609667,-0.2715553,-0.03889817,0.5855055,0.46983972,0.5855055,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,2.5118113,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,2.4540896,1.6189138,-0.13519551,1.4973558,0,7.542348238048443e-05
652,-0.32198378,3.1417289,4.7938967,-0.25972196,-1.2628996,0.16476204,0.6729433,0.35824183,-0.49218312,0.7945597,0.9860403,-0.996885,-1.0006325,1.4697074,-0.2221644,1.8609667,-0.22216427,0.17816447,1.8609667,-0.2715553,-0.03889817,-0.57767725,-0.28510398,-0.57767725,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,2.5118113,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,2.4540896,-0.4454895,-0.13519551,0.6062291,0,0.006349492896777139
653,-0.32198378,3.1417289,1.0380844,-0.25972196,-1.0685366,0.16476204,0.6729433,0.35824183,-0.49218312,0.7945597,0.9860403,-0.996885,-1.0006325,1.4697074,-0.2221644,1.8609667,-0.22216427,0.17816447,1.8609667,-0.2715553,-0.03889817,0.5855055,0.46983972,0.5855055,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,2.5118113,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,2.4540896,-0.4454895,-0.13519551,1.4973558,0,0.0014523065182741835
654,-0.32198378,3.1417289,-0.76470554,-0.25972196,0.2020057,0.16476204,0.6729433,-2.1859856,-0.10902593,0.7945597,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.30363646,-0.18798219,-0.3036363,1.0018771,-0.18798219,-0.2715553,-0.03889817,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,3.905626748089434e-05
655,-0.32198378,3.1417289,2.9911067,-0.25972196,1.4894491,0.16476204,0.6729433,0.35824183,-0.49218312,0.7945597,0.9860403,-0.996885,-1.0006325,1.4697074,-0.2221644,1.8609667,-0.22216427,0.17816447,1.8609667,-0.2715553,-0.03889817,-1.6657934,-1.714909,-1.6657934,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,0.32867384,0.57972974,-0.17095478,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,2.4540896,1.6189138,-0.13519551,-0.50767916,0,0.06491624575250116
656,-0.22712708,-0.40547568,0.43715435,-0.22735034,-0.17583321,-0.7634966,0.36066306,0.35824183,-0.095341735,0.7945597,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.2715553,-0.31939963,-1.2203041,-1.0892651,-1.2203041,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,-0.52953213,-0.31218868,-0.35449424,-0.530715,-0.14691742,0.72030145,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.3789341,-0.123422734,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.9532425,0,5.352613915310833e-06
657,-0.32198378,-0.40547568,0.7376194,-0.25972196,0.9364633,-0.4613828,0.6729433,0.35824183,0.055184297,0.7945597,0.9860403,-0.996885,-1.0006325,1.4697074,-0.32172576,-0.88359284,-0.32172582,-1.2633326,-0.88359284,-0.2715553,-0.31939963,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.07172383,-0.5816477,-0.44273663,-0.5222476,-0.47310576,-0.29076123,-0.3523846,-0.4659883,-0.118770614,-0.6890994,-0.11547894,1.2857845,1.6505835,-0.2179062,-0.123601004,1.0307773,0.2615857,-0.5521157,-0.49874687,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,0.001714351494582657
658,-0.04603699,-0.40547568,-0.76470554,-0.00074892753,-0.07339694,-0.4613828,0.6729433,0.35824183,-0.7384985,0.7945597,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.07341976,-0.18798219,-0.07341979,1.0018771,-0.18798219,-0.2715553,-0.31939963,-1.7387553,-1.8675661,-1.7387553,-0.48115563,-0.07172383,-0.5816477,-0.44273663,-0.5222476,-0.47310576,-0.29076123,-0.3523846,-0.4659883,-0.118770614,-0.6890994,-0.11547894,1.2857845,1.6505835,-0.2179062,-0.123601004,1.0307773,0.2615857,-0.5521157,-0.49874687,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-1.1760241,0,6.477221150209559e-06
659,-0.27886713,-0.40547568,0.43715435,-0.25972196,0.8239927,-1.3582829,-0.70109004,0.35824183,-0.9437612,-0.73536444,-2.3681023,-0.35606685,-0.35874954,-0.4835828,-0.4287542,1.8609667,-0.4287542,0.17816447,1.8609667,-0.2715553,-0.31939963,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,-0.4849159,-0.320224,-0.35449424,-0.46228966,-0.14691742,-0.8103941,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.12346967,0.42885324,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-1.1760241,0,4.705906084865891e-05
660,-0.27024376,-0.40547568,-0.1637756,-0.25972196,0.14501539,-1.3582829,-0.4720845,0.35824183,-0.9437612,-0.73536444,-2.3681023,-0.35606685,-0.35874954,-0.4835828,-0.4287542,1.8609667,-0.4287542,0.17816447,1.8609667,-0.2715553,-0.31939963,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,-0.4849159,-0.320224,-0.35449424,-0.46228966,-0.14691742,-0.8103941,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.12346967,0.42885324,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,1.6189138,-0.13519551,-1.1760241,0,0.0001041120816271846
661,-0.32198378,-0.40547568,-0.1637756,-0.25972196,-0.87345076,-1.3582829,0.6729433,0.35824183,-0.61534077,-0.73536444,-0.691031,-0.996885,-1.0006325,1.4697074,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.2715553,-0.31939963,0.7145921,0.69757414,0.7145921,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,-0.4849159,-0.320224,-0.35449424,-0.46228966,-0.14691742,-0.8103941,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.12346967,0.42885324,-0.27561343,-0.27544108,2.5118113,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,2.4540896,-0.4454895,-0.13519551,-0.2848975,0,4.187706621407679e-05
662,-0.27886713,-0.40547568,-0.1637756,-0.25972196,1.418098,-1.3582829,-0.01407339,0.35824183,-1.0669188,-2.2652886,-2.3681023,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.88359284,-0.4287542,-1.2633326,-0.88359284,-0.2715553,-0.31939963,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.5222476,-0.4849159,-0.320224,-0.35449424,-0.46228966,-0.14691742,-0.8103941,-0.16339336,1.2857845,1.6505835,-0.2179062,-0.13071524,1.0307773,0.2615857,-0.12346967,0.42885324,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,3.3428848,-0.40217903,-0.4454895,-0.13519551,-1.1760241,0,2.6037994388663947e-06
663,-0.27024376,-0.40547568,-0.76470554,-0.16260709,-0.03505512,1.6497618,0.6729433,0.35824183,0.15097365,0.7945597,0.9860403,-0.35606685,-0.35874954,-0.4835828,-0.23134618,-0.18798219,-0.23134615,1.0018771,-0.18798219,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.41230696,-0.3004012,-0.27195442,-0.423529,2.367907,-0.23165332,-0.2559416,-0.35449424,-0.14975193,-0.14691742,0.8117764,-0.16339336,-0.76855785,-0.71340287,-0.62197816,-0.13071524,-0.72038805,0.7288629,0.054450735,0.8134906,-0.25656316,-0.2564474,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,2.4540896,-0.4454895,-0.13519551,0.6062291,0,1.2707151425772277e-05
664,-0.27024376,-0.40547568,-0.76470554,-0.25972196,1.2564164,1.6497618,0.6729433,0.35824183,-1.0121821,-0.73536444,-0.691031,-0.35606685,-0.35874954,-0.4835828,-0.4287542,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.41230696,-0.3004012,-0.27195442,-0.423529,2.367907,-0.23165332,-0.2559416,-0.35449424,-0.14975193,-0.14691742,0.8117764,-0.16339336,-0.76855785,-0.71340287,-0.62197816,-0.13071524,-0.72038805,0.7288629,0.054450735,0.8134906,-0.25656316,-0.2564474,-0.39276016,1.4219556,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,0.6062291,0,1.5105794383289617e-05
665,-0.06328367,-0.40547568,0.7376194,-0.19497871,1.0407816,0.85821015,-2.0178719,-2.1859856,0.15097365,0.7945597,0.9860403,0.28475124,0.28313348,-0.4835828,-0.23134618,-0.18798219,-0.23134615,1.0018771,-0.18798219,-0.495448,-0.31939963,-1.5542457,-1.5747647,-1.5542457,-0.41230696,-0.3004012,-0.27195442,-0.423529,2.367907,-0.046627242,-0.23719257,-0.33761707,0.098059036,-0.14691742,0.9002861,-0.16339336,-0.76855785,-0.71340287,-0.62197816,-0.13071524,-0.72038805,0.7288629,-0.49869645,-0.38326252,-0.25656316,-0.2564474,-0.39276016,-0.3739349,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0012228047241236847
