,F72,F25,F62,F67,F34,F69,F68,F101,F102,F103,F104,F105,F107,F108,F95,F109,F23,F22,F79,F112,F113,F116,F117,F118,F120,F110,F121,F123,F114,F115,F77,F88,F70,F41,F40,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F2,F6,F18,F1,F5,F9,F15,F4,F8,F71,category,1
376,1.3494945,1.2861978,-0.08915368,-0.40547568,2.2399445,-0.033120558,-0.39676836,0.5630295,-0.44125316,-0.3771745,-0.12966365,-1.2354364,-0.30364594,2.902469,-0.6327597,-0.47849894,0.029597672,-0.691031,0.28475124,-0.6327597,0.28313348,-0.4835828,-0.22685963,-0.19350576,1.8609667,-0.22685952,0.17816447,1.8609667,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,0.09640709,-0.15951799,-0.35027495,-0.12116777,-0.17151433,0.24600588,-0.14691742,0.19940193,-0.16339336,-0.5676936,-0.10695323,-0.57858664,0.10783315,-0.13071524,-0.4618963,-0.51240975,-0.46960437,-0.3789341,-0.123422734,0.15063637,0.14954185,-0.39276016,1.4219556,4.8572345,-0.098452196,-0.3550638,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.11189366,-0.40217903,1.6189138,-0.13519551,0.38344747,0,0.00010931724047291236
377,1.3494945,1.2861978,-0.14951704,-0.40547568,-0.76470554,-0.033120558,-0.39676836,0.34612015,-0.44125316,-0.3771745,-0.12966365,0.6729433,-0.30364594,2.902469,-0.6327597,-0.47849894,0.029597672,-0.691031,0.28475124,-0.6327597,0.28313348,-0.4835828,-0.22685963,-0.19350576,1.8609667,-0.22685952,0.17816447,1.8609667,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,0.09640709,-0.15951799,-0.35027495,-0.12116777,-0.17151433,0.24600588,-0.14691742,0.19940193,-0.16339336,-0.5676936,-0.10695323,-0.57858664,0.10783315,-0.13071524,-0.4618963,-0.51240975,-0.46960437,-0.3789341,-0.123422734,0.15063637,0.14954185,2.5118113,-0.3739349,4.8572345,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,2.4540896,-0.4454895,-0.13519551,0.38344747,0,2.5322595003547746e-06
378,1.3494945,1.2861978,-0.2098804,-0.40547568,-0.76470554,-0.097863816,-0.90103316,1.0243442,-0.55010355,-0.50066376,0.12498783,0.6729433,0.88393646,0.35824183,-0.67674494,-1.0258664,0.4120787,0.9860403,-0.35606685,-0.676745,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.43111402,-0.320224,-0.35449424,-0.49074772,-0.17151433,-0.3864669,-0.14691742,-0.8114179,-0.16339336,-0.9836261,-0.10695323,-0.82627225,-0.76972425,-0.13071524,-1.0185949,-0.9550864,-1.1866852,-0.3789341,-0.123422734,0.6816626,0.68136406,2.5118113,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,2.4540896,-0.4454895,-0.13519551,-0.062115837,0,3.0336685541376836e-07
379,1.3494945,1.2861978,-0.2357504,-0.40547568,-0.76470554,-0.19497871,-0.5552516,1.3530895,-0.56441456,-0.5617146,-0.6742066,0.6729433,-0.30364594,0.35824183,-0.6327597,1.7383393,0.029597672,-0.691031,-0.35606685,-0.6327597,-0.35874954,-0.4835828,2.5467408,2.124548,1.8609667,2.5467408,0.17816447,1.8609667,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.48115563,-0.3004012,-0.6238786,-0.43450478,-0.5082742,-0.47872534,-0.5190342,-0.29611808,-0.34183636,-0.5321661,-0.17151433,-0.52701634,-0.14691742,-0.78564346,-0.16339336,-0.7282615,-0.10695323,-0.72542137,-0.64524525,-0.13071524,-0.79636645,-0.6637573,-0.9914407,-0.3789341,-0.123422734,-0.13273638,-0.13298869,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.2848975,0,0.0018598685268143024
380,1.3494945,1.2861978,-0.2961138,-0.40547568,-0.76470554,-0.25972196,-0.5552516,3.8823254,-0.56441456,-0.5617146,-0.6742066,0.6729433,-0.30364594,-2.1859856,-0.6327597,-0.88902456,0.4120787,0.9860403,-0.996885,-0.6327597,-0.6796911,0.49306235,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.48115563,-0.3004012,-0.6238786,-0.43450478,-0.5082742,-0.47872534,-0.5190342,-0.29611808,-0.34183636,-0.5321661,-0.17151433,-0.52701634,-0.14691742,-0.78564346,-0.16339336,-0.7282615,-0.10695323,-0.72542137,-0.64524525,-0.13071524,-0.79636645,-0.6637573,-0.9914407,-0.3789341,-0.123422734,-0.13273638,-0.13298869,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.2848975,0,9.953609881833569e-05
381,1.3494945,1.2861978,-0.2961138,-0.40547568,0.43715435,-0.25972196,-0.5552516,0.39963195,-0.55140454,-0.52147657,-0.18091974,-0.4720845,-0.30364594,0.35824183,-0.54478914,-0.8479719,0.029597672,-0.691031,-0.35606685,-0.5447892,-0.35874954,-0.4835828,-0.4287542,-0.4502305,1.3356869,-0.4287542,-1.2633326,1.3356869,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.48115563,-0.3004012,-0.6238786,-0.43450478,-0.5082742,-0.47872534,-0.5190342,-0.29076123,0.03157151,-0.38959113,-0.17151433,-0.530715,-0.14691742,-0.7778081,-0.16339336,-0.7282615,-0.10695323,-0.72542137,-0.64524525,-0.13071524,-0.79636645,-0.6637573,-0.9914407,-0.38798088,-0.14298056,-0.13273638,-0.13298869,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.062115837,0,5.263158612158035e-06
382,1.3494945,1.2861978,-0.2961138,-0.40547568,0.43715435,-0.22735034,-0.5552516,0.27232358,-0.55140454,-0.52147657,-0.18091974,-0.4720845,-0.30364594,0.35824183,-0.54478914,-0.8479719,0.029597672,-0.691031,-0.35606685,-0.5447892,-0.35874954,-0.4835828,-0.4287542,-0.4502305,1.3356869,-0.4287542,-1.2633326,1.3356869,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.48115563,-0.3004012,-0.6238786,-0.43450478,-0.5082742,-0.47872534,-0.5190342,-0.29076123,0.03157151,-0.38959113,-0.17151433,-0.530715,-0.14691742,-0.7778081,-0.16339336,-0.7282615,-0.10695323,-0.72542137,-0.64524525,-0.13071524,-0.79636645,-0.6637573,-0.9914407,-0.38798088,-0.14298056,-0.13273638,-0.13298869,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.062115837,0,5.071557309097388e-06
383,1.3494945,1.2861978,-0.2961138,-0.40547568,0.43715435,-0.25972196,-0.5552516,-0.25105485,-0.55140454,-0.52147657,-0.18091974,-0.4720845,-0.30364594,0.35824183,-0.54478914,-0.8479719,0.029597672,-0.691031,-0.35606685,-0.5447892,-0.35874954,-0.4835828,-0.4287542,-0.4502305,1.3356869,-0.4287542,-1.2633326,1.3356869,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.48115563,-0.3004012,-0.6238786,-0.43450478,-0.5082742,-0.47872534,-0.5190342,-0.29076123,0.03157151,-0.38959113,-0.17151433,-0.530715,-0.14691742,-0.7778081,-0.16339336,-0.7282615,-0.10695323,-0.72542137,-0.64524525,-0.13071524,-0.79636645,-0.6637573,-0.9914407,-0.38798088,-0.14298056,-0.13273638,-0.13298869,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.062115837,0,4.497992224641091e-06
384,1.3494945,1.2861978,-0.2529971,-0.40547568,0.43715435,-0.19497871,-0.5552516,-0.7178518,-0.55140454,-0.52147657,-0.18091974,-1.4739839,-0.30364594,0.35824183,-0.54478914,-0.8342877,0.029597672,-0.691031,-0.35606685,-0.5447892,-0.35874954,-0.4835828,-0.4287542,-0.4502305,1.3356869,-0.4287542,-1.2633326,1.3356869,-0.495448,-0.31939963,0.7145921,0.69757414,0.7145921,-0.48115563,-0.3004012,-0.6238786,-0.43450478,-0.5082742,-0.47872534,-0.5190342,-0.29076123,0.03157151,-0.38959113,-0.17151433,-0.530715,-0.14691742,-0.7778081,-0.16339336,-0.7282615,-0.10695323,-0.72542137,-0.64524525,-0.13071524,-0.79636645,-0.6637573,-0.9914407,-0.38798088,-0.14298056,-0.13273638,-0.13298869,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.062115837,0,4.79419540181559e-06
385,0.6102853,0.66881764,-0.32198378,-0.40547568,-0.76470554,-0.25972196,-0.8866256,-1.3137854,-0.5362262,-0.46597573,0.30259955,0.6729433,-0.30364594,-2.1859856,-0.67674494,1.7383393,0.029597672,-0.691031,-0.35606685,-0.676745,-0.35874954,-0.4835828,2.5467408,2.124548,1.8609667,2.5467408,0.17816447,1.8609667,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.48590383,-0.3004012,-0.6238786,-0.4399927,-0.5121638,-0.33610365,-0.51378524,-0.30683184,-0.29331443,-0.5138464,-0.17151433,-0.51222163,-0.14691742,-0.215829,-0.16339336,-1.0047779,-0.10695323,-0.81843406,-0.72861904,-0.13071524,-1.020235,-0.9853958,-0.68611634,-0.28028086,0.08985079,-0.13273638,-0.13298869,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,0.0016338821964592258
386,1.1005079,0.91969645,-0.28749046,-0.40547568,-0.76470554,-0.25972196,-0.8866256,0.28098398,-0.5991079,-0.5977901,-1.2903073,0.6729433,-0.30364594,0.35824183,-0.67674494,-0.410078,0.4120787,-2.3681023,-0.35606685,-0.676745,-0.35874954,-0.4835828,-0.24746113,1.2828349,-0.8843534,-0.24746117,-1.0574044,-0.8843534,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5269077,-0.30683184,-0.34183636,-0.5401312,-0.17151433,-0.530715,-0.14691742,0.43281543,-0.16339336,-1.0064762,-0.10695323,-0.8215693,-0.7673975,-0.13071524,-1.0322279,-0.9863928,0.046695866,1.100864,3.0821996,0.6673749,0.66711885,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,9.2388879254423e-07
387,1.3494945,1.2861978,-0.28749046,-0.40547568,-0.76470554,-0.25972196,-0.8866256,0.35442826,-0.59954154,-0.5977901,-1.2855613,0.6729433,-0.30364594,0.35824183,-0.67674494,-0.410078,0.4120787,-2.3681023,-0.35606685,-0.676745,-0.35874954,-0.4835828,-0.24746113,1.2828349,-0.8843534,-0.24746117,-1.0574044,-0.8843534,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5255954,-0.30951026,-0.35449424,-0.54491025,-0.17151433,-0.52701634,-0.14691742,-0.27134117,-0.16339336,-1.0064762,-0.10695323,-0.8215693,-0.7673975,-0.13071524,-1.0322279,-0.9863928,0.046695866,2.072749,5.1925826,0.6673749,0.66711885,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,4.013006462230058e-07
388,-0.65983695,-0.5470358,-0.32198378,-0.40547568,-0.76470554,-0.25972196,-0.8866256,1.2555329,-0.44081947,-0.5631021,-1.2423757,0.6729433,-0.30364594,0.35824183,-0.4568186,0.055184297,0.7945597,0.9860403,-0.996885,-0.45681864,-1.0006325,1.4697074,-0.32172576,-0.3126483,-0.88359284,-0.32172582,-1.2633326,-0.88359284,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5085363,-0.30951026,-0.35449424,-0.5345556,-0.17151433,-0.502975,-0.14691742,-0.67906976,-0.16339336,-1.0064762,-0.10695323,-0.8215693,-0.7673975,-0.13071524,-1.0322279,-0.9863928,0.046695866,-0.38151887,-0.12901069,0.6673749,0.66711885,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.11189366,-0.40217903,1.6189138,-0.13519551,0.8290108,0,0.005536050988673556
389,-0.65983695,-0.5470358,-0.27024376,-0.40547568,-0.76470554,-0.22735034,-0.8866256,-1.4511291,-0.44081947,-0.5631021,-1.2423757,0.6729433,-0.30364594,0.35824183,-0.4568186,-0.9437612,-1.5003265,-0.691031,-0.35606685,-0.45681864,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.88359284,-0.4287542,-1.2633326,-0.88359284,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5085363,-0.30951026,-0.35449424,-0.5345556,-0.17151433,-0.502975,-0.14691742,-0.67906976,-0.16339336,-1.0064762,-0.10695323,-0.8215693,-0.7673975,-0.13071524,-1.0322279,-0.9863928,0.046695866,-0.38151887,-0.12901069,0.6673749,0.66711885,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,3.3428848,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,4.577890289630595e-07
390,-0.65983695,-0.5470358,-0.2961138,-0.40547568,-0.76470554,-0.25972196,-0.8866256,1.3514777,-0.44081947,-0.5631021,-1.2423757,0.6729433,-0.30364594,0.35824183,-0.4568186,0.9857089,-0.73536444,-0.691031,-0.35606685,-0.45681864,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5085363,-0.30951026,-0.35449424,-0.5345556,-0.17151433,-0.502975,-0.14691742,-0.67906976,-0.16339336,-1.0064762,-0.10695323,-0.8215693,-0.7673975,-0.13071524,-1.0322279,-0.9863928,0.046695866,-0.38151887,-0.12901069,0.6673749,0.66711885,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,8.378866861322214e-06
391,-0.65983695,-0.5470358,-0.2961138,-0.40547568,-0.76470554,-0.25972196,-0.8866256,1.328754,-0.44081947,-0.5631021,-1.2423757,0.6729433,-0.30364594,0.35824183,-0.4568186,0.9857089,-0.73536444,-0.691031,-0.35606685,-0.45681864,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5085363,-0.30951026,-0.35449424,-0.5345556,-0.17151433,-0.502975,-0.14691742,-0.67906976,-0.16339336,-1.0064762,-0.10695323,-0.8215693,-0.7673975,-0.13071524,-1.0322279,-0.9863928,0.046695866,-0.38151887,-0.12901069,0.6673749,0.66711885,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,8.333023272587436e-06
392,-0.65983695,-0.5470358,-0.17538705,-0.40547568,-0.76470554,-0.16260709,-0.8866256,-0.019527178,-0.44081947,-0.5631021,-1.2423757,0.6729433,-0.30364594,0.35824183,-0.4568186,-0.7384985,0.7945597,0.9860403,-0.35606685,-0.45681864,-0.35874954,-0.4835828,-0.07341976,-0.28378692,-0.18798219,-0.07341979,1.0018771,-0.18798219,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5085363,-0.30951026,-0.35449424,-0.5345556,-0.17151433,-0.502975,-0.14691742,-0.67906976,-0.16339336,-1.0064762,-0.10695323,-0.8215693,-0.7673975,-0.13071524,-1.0322279,-0.9863928,0.046695866,-0.38151887,-0.12901069,0.6673749,0.66711885,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,6.776712520701434e-06
393,-0.65983695,-0.5470358,-0.2098804,-0.40547568,-0.76470554,-0.13023545,-0.8866256,0.07894291,-0.44081947,-0.5631021,-1.2423757,0.6729433,-0.024214761,2.902469,-0.4568186,-0.47849894,0.029597672,-0.691031,-0.35606685,-0.45681864,-0.35874954,-0.4835828,-0.22685963,-0.19350576,1.8609667,-0.22685952,0.17816447,1.8609667,-0.495448,-0.31939963,0.7149429,0.69757414,0.7149429,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5085363,-0.30951026,-0.35449424,-0.5345556,-0.17151433,-0.502975,-0.14691742,-0.67906976,-0.16339336,-1.0064762,-0.10695323,-0.8215693,-0.7673975,-0.13071524,-1.0322279,-0.9863928,0.046695866,-0.38151887,-0.12901069,0.6673749,0.66711885,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,0.8290108,0,6.260511095163481e-06
394,0.7962986,0.7575342,-0.32198378,-0.40547568,-0.1637756,-0.25972196,-0.90103316,-0.1049886,-0.5860979,-0.58391494,-0.8771224,0.6729433,-0.30364594,0.35824183,-0.67674494,-0.61534077,-0.73536444,-0.691031,-0.996885,-0.676745,-1.0006325,1.4697074,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,-0.495448,-0.31939963,0.3697765,0.23042662,0.3697765,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.5242832,-0.29879653,-0.35449424,-0.5409277,-0.17151433,-0.53256434,-0.14691742,-0.25516924,-0.16339336,-1.0036972,-0.10695323,-0.8241821,-0.76972425,-0.13071524,-1.0315104,-0.9818065,5.2537823,0.8807252,2.6053607,1.2007824,1.198941,-0.39276016,1.4219556,-0.18086517,-0.098452196,2.2101955,-0.22758977,-0.10627735,2.5313683,-0.27725005,-0.11189366,-0.40217903,3.683317,-0.13519551,-0.9532425,0,0.004343893724756161
395,-0.9824539,-1.0262507,-0.19263373,-0.40547568,-0.76470554,-0.16260709,-0.90103316,1.3538824,-0.5700522,-0.5256391,0.24998714,0.6729433,0.2552164,0.35824183,-0.67674494,-0.88902456,0.7945597,0.9860403,-0.35606685,-0.676745,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.18798219,-0.4287542,1.0018771,-0.18798219,-0.495448,-0.31939963,-0.24513885,-0.10074756,-0.24513885,-0.49065202,-0.3004012,-0.6238786,-0.44548059,-0.51605344,-0.5445867,-0.3956835,-0.30415338,-0.35449424,-0.46446294,-0.17151433,-0.34763086,-0.14691742,2.909449,-0.16339336,-0.99011064,-0.10695323,-0.82522714,-0.76972425,-0.13071524,-1.022695,-0.96386015,4.439109,-0.31948367,0.005100181,1.0102798,1.0090045,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.9532425,0,3.051980549688377e-06
396,-0.2193471,0.10597641,-0.12364703,-0.40547568,0.43715435,-0.097863816,0.049866144,0.07910393,-0.5544402,-0.43267527,1.3972995,-1.8660314,-0.30364594,2.902469,-0.6327597,-1.0258664,-0.73536444,-0.691031,0.28475124,-0.6327597,0.28313348,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,0.78067243,-0.31939963,-1.1550592,-0.9766491,-1.1550592,-0.31971738,-0.3004012,0.8682799,-0.53877485,-0.16404228,0.016195346,-0.16735347,-0.2077298,-0.35449424,-0.29719615,-0.17151433,-0.09242253,-0.14691742,2.9303553,-0.16339336,0.38922912,-0.10695323,0.11482847,0.6018712,-0.13071524,0.44003534,0.4588868,0.18555725,-0.28932768,0.07029296,-0.32800168,-0.3276736,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.9532425,0,1.6160275781798678e-06
397,-0.2193471,0.10597641,-0.12364703,-0.40547568,0.43715435,-0.097863816,0.049866144,-0.37053797,-0.5544402,-0.43267527,1.3972995,-1.8660314,-0.30364594,2.902469,-0.6327597,-1.0258664,-0.73536444,-0.691031,0.28475124,-0.6327597,0.28313348,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,0.78067243,-0.31939963,-1.1550592,-0.9766491,-1.1550592,-0.31971738,-0.3004012,0.8682799,-0.53877485,-0.16404228,0.016195346,-0.16735347,-0.2077298,-0.35449424,-0.29719615,-0.17151433,-0.09242253,-0.14691742,2.9303553,-0.16339336,0.38922912,-0.10695323,0.11482847,0.6018712,-0.13071524,0.44003534,0.4588868,0.18555725,-0.28932768,0.07029296,-0.32800168,-0.3276736,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.9532425,0,1.4497776949822716e-06
398,0.41296905,0.56919324,-0.2961138,-0.40547568,0.58738685,-0.25972196,0.049866144,0.8641407,-0.5756899,-0.4770759,1.7617595,-0.4720845,-0.30364594,0.35824183,-0.6327597,-0.8206036,0.4120787,0.9860403,-0.35606685,-0.6327597,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,0.78067243,-0.31939963,-0.97230345,-0.6321278,-0.97230345,-0.31971738,-0.3004012,0.8682799,-0.53877485,-0.16404228,0.016195346,-0.48229143,-0.2800475,-0.35449424,-0.50986385,-0.17151433,-0.486331,-0.14691742,-0.3671686,-0.16339336,0.38922912,-0.10695323,0.11482847,0.6018712,-0.13071524,0.44003534,0.4588868,0.18555725,-0.3789341,-0.123422734,-0.32800168,-0.3276736,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.7304608,0,3.1051121238212524e-06
399,0.41296905,0.56919324,-0.32198378,-0.40547568,-0.76470554,-0.25972196,0.049866144,-1.0868793,-0.5756899,-0.4770759,1.7617595,0.6729433,-0.30364594,0.35824183,-0.6327597,-0.9711296,-0.73536444,-0.691031,-0.996885,-0.6327597,-1.0006325,1.4697074,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,0.78067243,-0.31939963,-0.25531143,-0.104084335,-0.25531143,-0.31971738,-0.3004012,0.8682799,-0.53877485,-0.16404228,0.016195346,-0.48229143,-0.2800475,-0.35449424,-0.50986385,-0.17151433,-0.486331,-0.14691742,-0.3671686,-0.16339336,0.38922912,-0.10695323,0.11482847,0.6018712,-0.13071524,0.44003534,0.4588868,0.18555725,-0.3789341,-0.123422734,-0.32800168,-0.3276736,2.5118113,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,1.6189138,-0.13519551,-0.2848975,0,0.0006414682151065342
400,0.3645281,0.5495593,-0.2961138,-0.40547568,0.58738685,-0.25972196,0.049866144,0.9263276,-0.5700522,-0.46875077,1.5527986,-0.4720845,-0.30364594,0.35824183,-0.6327597,-0.8206036,0.4120787,0.9860403,-0.35606685,-0.6327597,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,0.78067243,-0.31939963,-0.97230345,-0.6321278,-0.97230345,-0.31971738,-0.3004012,0.8682799,-0.53877485,-0.16404228,0.016195346,-0.52953213,-0.320224,-0.35449424,-0.5504858,-0.17151433,-0.525167,-0.14691742,-0.5603044,-0.16339336,0.38922912,-0.10695323,0.11482847,0.6018712,-0.13071524,0.44003534,0.4588868,0.18555725,-0.3789341,-0.123422734,-0.32800168,-0.3276736,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,3.715627778568133e-06
401,0.3645281,0.5495593,-0.32198378,-0.40547568,-0.4642406,-0.25972196,0.049866144,-1.1308838,-0.5700522,-0.46875077,1.5527986,0.6729433,-0.30364594,0.35824183,-0.6327597,-0.9711296,-0.73536444,-0.691031,-0.996885,-0.6327597,-1.0006325,1.4697074,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.8496173,0.78067243,-0.31939963,-0.25531143,-0.104084335,-0.25531143,-0.31971738,-0.3004012,0.8682799,-0.53877485,-0.16404228,0.016195346,-0.52953213,-0.320224,-0.35449424,-0.5504858,-0.17151433,-0.525167,-0.14691742,-0.5603044,-0.16339336,0.38922912,-0.10695323,0.11482847,0.6018712,-0.13071524,0.44003534,0.4588868,0.18555725,-0.3789341,-0.123422734,-0.32800168,-0.3276736,2.5118113,-0.3739349,-0.18086517,-0.098452196,-0.3550638,-0.22758977,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.40217903,1.6189138,-0.13519551,-0.062115837,0,0.0007858793876866302
