,F72,F25,F62,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F1,F5,F9,F19,F15,F4,F8,F71,category,1
623,-1.0861176,-1.1978664,0.75593334,3.1417289,1.0380844,-0.079631,0.4200823,-0.094209515,-0.5910797,0.50153846,1.1463219,0.16476204,-2.6796982,-0.30364594,0.35824183,0.5164791,1.3905624,2.0530756,0.7945597,0.9860403,1.5663875,0.516479,1.3905624,1.5668995,-0.4835828,-0.27358633,-0.37584174,-0.18798219,-0.27358618,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0007153971995569482
624,-1.0861176,-1.1978664,-0.18401039,3.1417289,-0.76470554,-0.079631,-0.25972196,-0.094209515,-0.9214968,0.50153846,1.1463219,0.16476204,0.6729433,-0.30364594,0.35824183,0.5164791,1.3905624,-1.0121821,0.029597672,-0.691031,2.2072055,0.516479,1.3905624,2.2087824,0.29773325,8.454608,-0.4502305,1.8609667,8.454608,0.17816447,2.0127475,1.8609667,-0.2715553,-0.03889817,-0.3195443,-1.8369734,-1.9751769,-1.8369734,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.7304608,1,0.9926779185790606
625,-1.0861176,-1.1978664,-0.2529971,3.1417289,0.43715435,-0.079631,-0.22735034,-0.094209515,-0.124608465,0.50153846,1.1463219,0.16476204,0.24355784,-0.30364594,0.35824183,0.5164791,1.3905624,-0.410078,0.4120787,-2.3681023,-0.35606685,0.516479,1.3905624,-0.35874954,-0.4835828,-0.24746113,1.2828349,-0.8843534,-0.24746117,-1.0574044,-0.55455273,-0.8843534,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,3.3428848,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,4.629927769323267e-05
626,-1.0861176,-1.1978664,-0.1408937,3.1417289,0.43715435,-0.079631,-0.19497871,-0.094209515,-0.14742507,0.50153846,1.1463219,0.16476204,0.3457925,-0.30364594,0.35824183,0.5164791,1.3905624,-0.410078,0.4120787,-2.3681023,0.28475124,0.516479,1.3905624,0.28313348,-0.4835828,-0.24746113,1.2828349,-0.8843534,-0.24746117,-1.0574044,-0.55455273,-0.8843534,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,4.1278877,-0.10036197,-0.10627735,-0.31826815,6.96302,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,6.540566009377e-05
627,-1.0861176,-1.1978664,-0.1408937,3.1417289,0.43715435,-0.079631,-0.19497871,-0.094209515,-0.1491153,0.50153846,1.1463219,0.16476204,0.018641692,-0.30364594,0.35824183,0.5164791,1.3905624,-0.410078,0.4120787,-2.3681023,0.28475124,0.516479,1.3905624,0.28313348,-0.4835828,-0.24746113,1.2828349,-0.8843534,-0.24746117,-1.0574044,-0.55455273,-0.8843534,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,3.3428848,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,6.166233494872148e-05
628,-1.0861176,-1.1978664,-0.28749046,3.1417289,-0.76470554,-0.079631,-0.19497871,-0.094209515,-1.5806408,0.50153846,1.1463219,0.16476204,0.6729433,-0.30364594,0.35824183,0.5164791,1.3905624,-0.410078,0.4120787,-2.3681023,-0.35606685,0.516479,1.3905624,-0.35874954,-0.4835828,-0.24746113,1.2828349,-0.8843534,-0.24746117,-1.0574044,-0.55455273,-0.8843534,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,2.5118113,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,2.4540896,-0.4454895,-0.13519551,-0.50767916,0,2.2965966408765375e-05
629,-1.0861176,-1.1978664,0.16954644,3.1417289,1.0380844,-0.079631,-0.097863816,-0.094209515,-1.060086,0.50153846,1.1463219,0.16476204,-0.3515553,-0.30364594,0.35824183,0.5164791,1.3905624,-0.410078,0.4120787,-2.3681023,-0.35606685,0.516479,1.3905624,-0.35874954,-0.4835828,-0.24746113,1.2828349,-0.8843534,-0.24746117,-1.0574044,-0.55455273,-0.8843534,-0.2715553,-0.03889817,1.009868,-0.7639408,-0.39021215,-0.7639408,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,0.38344747,0,9.046207822712678e-05
630,-1.0861176,-1.1978664,-0.080530345,3.1417289,0.43715435,-0.079631,-0.16260709,-0.094209515,1.4336755,0.50153846,1.1463219,0.16476204,-0.063146114,-0.30364594,0.35824183,0.5164791,1.3905624,-0.9437612,-0.73536444,-2.3681023,0.28475124,0.516479,1.3905624,0.28313348,-0.4835828,-0.4287542,-0.4502305,1.8609667,-0.4287542,0.17816447,2.0127475,1.8609667,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.0017635171565381963
631,-1.0861176,-1.1978664,-0.08915368,3.1417289,2.8408744,-0.079631,-0.13023545,-0.094209515,-1.134451,0.50153846,1.1463219,0.16476204,-0.8537604,-0.30364594,0.35824183,0.5164791,1.3905624,-0.9437612,-0.73536444,-2.3681023,1.5663875,0.516479,1.3905624,1.5668995,-0.4835828,-0.4287542,-0.4502305,1.8609667,-0.4287542,0.17816447,2.0127475,1.8609667,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0009111060886633466
632,-1.0861176,-1.1978664,-0.18401039,3.1417289,-0.76470554,-0.079631,-0.25972196,-0.094209515,-0.9231869,0.50153846,1.1463219,0.16476204,0.6729433,-0.30364594,0.35824183,0.5164791,1.3905624,1.7383393,0.029597672,-0.691031,2.2072055,0.516479,1.3905624,2.2087824,0.29773325,2.5467408,2.124548,1.8609667,2.5467408,0.17816447,2.0127475,1.8609667,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.3316297103415137
633,-1.0861176,-1.1978664,-0.17538705,3.1417289,-0.76470554,-0.079631,-0.19497871,-0.094209515,0.30637026,0.50153846,1.1463219,0.16476204,0.6729433,-0.30364594,0.35824183,0.5164791,1.3905624,-0.998498,-1.5003265,0.9860403,-0.35606685,0.516479,1.3905624,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.8496173,-0.4287542,-1.2633326,-0.52634066,-0.8496173,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,1.0636915168409927e-05
634,-1.0861176,-1.1978664,-0.32198378,3.1417289,0.8878519,-0.079631,-0.25972196,-0.094209515,-0.096952125,0.50153846,1.1463219,0.16476204,0.6729433,-0.30364594,0.35824183,0.5164791,1.3905624,0.055184297,-0.35288337,-0.691031,-0.996885,0.516479,1.3905624,-1.0006325,1.4697074,-0.32172576,-0.3126483,-0.88359284,-0.32172582,-1.2633326,-0.52634066,-0.88359284,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.056780654410093286
635,-1.0861176,-1.1978664,-0.32198378,3.1417289,2.3901768,-0.079631,-0.25972196,-0.094209515,-0.36354825,0.50153846,1.1463219,0.16476204,0.6729433,-0.30364594,0.35824183,0.5164791,1.3905624,0.055184297,-0.35288337,-0.691031,-0.996885,0.516479,1.3905624,-1.0006325,1.4697074,-0.32172576,-0.3126483,-0.88359284,-0.32172582,-1.2633326,-0.52634066,-0.88359284,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.07779120276788117
636,-1.0861176,-1.1978664,-0.32198378,3.1417289,2.089712,-0.079631,-0.25972196,-0.094209515,0.06848689,0.50153846,1.1463219,0.16476204,0.6729433,-0.30364594,0.35824183,0.5164791,1.3905624,0.055184297,-0.35288337,-0.691031,-0.996885,0.516479,1.3905624,-1.0006325,1.4697074,-0.32172576,-0.3126483,-0.88359284,-0.32172582,-1.2633326,-0.52634066,-0.88359284,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,3.217846,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,2.5313683,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.15487632184702516
637,-1.0861176,-1.1978664,-0.27024376,3.1417289,1.0380844,-0.079631,-0.22735034,-0.094209515,-0.0037655728,0.50153846,1.1463219,0.16476204,-0.4720845,-0.30364594,0.35824183,0.5164791,1.3905624,-0.91639286,-0.35288337,0.9860403,-0.35606685,0.516479,1.3905624,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.88359284,-0.4287542,-1.2633326,-0.52634066,-0.88359284,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,2.4451500569021492e-05
638,-1.0861176,-1.1978664,-0.28749046,3.1417289,-0.76470554,-0.079631,-0.19497871,-0.094209515,-1.5510638,0.50153846,1.1463219,0.16476204,0.6729433,-0.30364594,0.35824183,0.5164791,1.3905624,-0.36902544,-0.73536444,-0.691031,-0.35606685,0.516479,1.3905624,-0.35874954,-0.4835828,-0.25792032,-0.36847833,-0.18798219,-0.25792018,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,2.181017,0.17298955,0.10946881,0.17298955,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,1.2745742,0,2.11718518117574e-05
639,-1.0861176,-1.1978664,-0.22712708,3.1417289,0.43715435,-0.079631,-0.19497871,-0.094209515,-0.45502567,0.50153846,1.1463219,0.16476204,0.36066306,-0.30364594,0.35824183,0.5164791,1.3905624,-0.36902544,0.4120787,0.9860403,-0.35606685,0.516479,1.3905624,-0.35874954,-0.4835828,-0.25792032,-0.36847833,-0.18798219,-0.25792018,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,-0.19293357,-1.6756152,-1.7307587,-1.6756152,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.0002318451432403689
640,-1.0861176,-1.1978664,-0.18401039,3.1417289,1.6390144,-0.079631,-0.25972196,-0.094209515,-0.9282573,0.50153846,1.1463219,0.16476204,-1.2592912,-0.30364594,0.35824183,0.5164791,1.3905624,-0.36902544,0.4120787,0.9860403,2.2072055,0.516479,1.3905624,2.2087824,0.29773325,-0.25792032,-0.36847833,-0.18798219,-0.25792018,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.0023078253010560272
641,-1.0861176,-1.1978664,-0.18401039,3.1417289,1.6390144,-0.079631,-0.25972196,-0.094209515,-0.92656714,0.50153846,1.1463219,0.16476204,-0.82990575,-0.30364594,0.35824183,0.5164791,1.3905624,-0.36902544,0.4120787,0.9860403,2.2072055,0.516479,1.3905624,2.2087824,0.29773325,-0.25792032,-0.36847833,-0.18798219,-0.25792018,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.002072515553107521
642,-1.0861176,-1.1978664,-0.18401039,3.1417289,1.6390144,-0.079631,-0.25972196,-0.094209515,-0.92741215,0.50153846,1.1463219,0.16476204,-1.0445985,-0.30364594,0.35824183,0.5164791,1.3905624,-0.36902544,0.4120787,0.9860403,2.2072055,0.516479,1.3905624,2.2087824,0.29773325,-0.25792032,-0.36847833,-0.18798219,-0.25792018,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,1.4219556,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,1.6189138,-0.13519551,-0.50767916,0,0.010486309675013936
643,-1.0861176,-1.1978664,0.75593334,3.1417289,1.6390144,-0.079631,0.4200823,-0.094209515,-0.5792489,0.50153846,1.1463219,0.16476204,-2.377411,-0.30364594,0.35824183,0.5164791,1.3905624,-0.36902544,0.4120787,0.9860403,1.5663875,0.516479,1.3905624,1.5668995,-0.4835828,-0.25792032,-0.36847833,-0.18798219,-0.25792018,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,0.00020783157435461718
644,-1.0861176,-1.1978664,-0.26162043,3.1417289,0.43715435,-0.079631,-0.19497871,-0.094209515,0.5556619,0.50153846,1.1463219,0.16476204,0.18221709,-0.30364594,0.35824183,0.5164791,1.3905624,-0.095341735,0.7945597,0.9860403,-0.35606685,0.516479,1.3905624,-0.35874954,-0.4835828,-0.4287542,-0.4502305,-0.18798219,-0.4287542,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,2.2443223,0.3585516,0.22458728,0.3585516,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,1.2745742,0,2.699213538632154e-05
645,-1.0861176,-1.1978664,-0.08915368,3.1417289,1.6390144,-0.079631,-0.13023545,-0.094209515,-1.1285356,0.50153846,1.1463219,0.16476204,-0.34485924,-0.30364594,0.35824183,0.5164791,1.3905624,-0.7384985,0.7945597,0.9860403,1.5663875,0.516479,1.3905624,1.5668995,-0.4835828,-0.07341976,-0.28378692,-0.18798219,-0.07341979,1.0018771,-0.46991643,-0.18798219,-0.2715553,-0.03889817,2.5925016,0.5613017,0.4523217,0.5613017,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,1.4973558,0,6.242336141002735e-05
646,-1.0861176,-1.1978664,-0.08915368,3.1417289,1.0380844,-0.079631,-0.13023545,-0.094209515,-1.1598027,0.50153846,1.1463219,0.16476204,-2.2532387,-0.30364594,0.35824183,0.5164791,1.3905624,-1.0669188,-4.560175,0.9860403,1.5663875,0.516479,1.3905624,1.5668995,-0.4835828,-0.4287542,-0.4502305,-0.8779136,-0.4287542,-1.0574044,-0.55455273,-0.8779136,-0.2715553,-0.03889817,-0.22458625,-1.6805261,-1.736598,-1.6805261,-0.48115563,-0.3004012,-0.5816477,-0.44273663,-0.50243974,-0.5222476,0.32867384,0.57972974,-0.17095478,0.30735373,-0.17151433,0.062921666,-0.14691742,0.14829034,-0.16339336,1.2857845,-0.10695323,1.6505835,-0.2179062,-0.13071524,1.1198411,1.0307773,0.2615857,-0.46466324,-0.3087565,-0.27561343,-0.27544108,-0.39276016,-0.3739349,-0.18086517,-0.098452196,-0.22026181,-0.3550638,-0.22758977,-0.10036197,-0.10627735,-0.31826815,-0.27725005,-0.11189366,-0.048979998,-0.40217903,-0.4454895,-0.13519551,-0.50767916,0,4.266109988056314e-05
