,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F10,F19,F15,F4,F8,F71,category,1
845,0.41270185,0.3119035,-0.3007196,-0.08507582,-0.68801236,-0.12918413,-0.81677604,-0.7055785,-0.23482592,-0.69206244,-0.18321103,-0.13968137,-0.010890738,0.73545384,-0.28951854,0.04003775,-0.97910476,-0.39593452,0.30085674,0.06135756,-0.6650346,-0.22326696,-0.9791048,-0.39593452,-0.22330233,-1.0179702,-0.22636008,-0.36288708,0.6577267,1.0806812,-0.03810927,1.1210952,1.0918993,1.0806812,-0.50933164,-0.21860978,-0.5304397,-1.3835766,-1.239694,-1.3835766,-0.2950587,-0.39820072,-0.10383834,0.10818894,-0.53601193,-0.15918279,-0.07193589,-0.07308387,-0.10833637,-0.24015006,-0.09456532,-0.04021746,0.18888462,-0.22005668,-0.558173,-0.19012827,-0.6260776,0.083893515,-0.5533984,-0.5178051,-0.20065002,-0.6086904,-0.6484298,-0.23172472,-0.7767142,-0.7767142,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-1.1809354,0,0.00022029456512625322
847,0.53802836,0.4058297,-0.3007196,-0.5286801,-0.63234574,-0.12918413,-0.81677604,-0.6975616,-0.23482592,-0.64547443,-0.26516,-0.4299504,0.490146,0.73545384,-0.28951854,0.04003775,-1.027959,-0.51220614,1.820489,0.7295598,0.9469566,-0.22326696,-1.0279591,-0.5122061,-0.22330233,-1.0179702,0.03698576,-0.2763199,0.6577267,1.0806812,0.10743946,1.1210952,1.0918993,1.0806812,-0.36118793,-0.23474766,-0.4757255,-0.5473447,-0.45482904,-0.5473447,-0.5558797,-0.44392776,-0.18549165,-0.4533685,-0.46351457,-0.5111431,-0.7272568,-0.15400407,-0.12005582,-0.2624246,-0.14174223,-0.18715642,-0.22654244,-0.27243292,-0.78179634,-0.31513354,-0.6572802,-0.18068781,-0.5727252,-0.5411151,-0.1920358,-0.63590777,-0.69142175,-1.3077224,-0.18739069,-0.1873907,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.58096445,0,0.000395260767993392
848,0.53802836,0.4058297,-0.3007196,-0.5286801,-0.63234574,-0.12918413,-0.81677604,-0.6975616,-0.23482592,-0.64547443,-0.26516,-0.4299504,0.490146,0.73545384,-0.28951854,0.04003775,-1.027959,-0.51220614,1.820489,0.7295598,0.9469566,-0.22326696,-1.0279591,-0.5122061,-0.22330233,-1.0179702,0.03698576,-0.2763199,0.6577267,1.0806812,0.10743946,1.1210952,1.0918993,1.0806812,-0.36118793,-0.23474766,-0.36629722,-0.03168891,-0.14047213,-0.03168891,-0.5558797,-0.44392776,-0.18549165,-0.4533685,-0.46351457,-0.5111431,-0.7272568,-0.15400407,-0.12005582,-0.2624246,-0.14174223,-0.18715642,-0.22654244,-0.27243292,-0.78179634,-0.31513354,-0.6572802,-0.18068781,-0.5727252,-0.5411151,-0.1920358,-0.63590777,-0.69142175,-1.3077224,-0.18739069,-0.1873907,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.019006386,0,0.000546201953014899
849,0.53802836,0.4058297,-0.3007196,-0.5286801,-0.63234574,-0.12918413,-0.81677604,-0.6975616,-0.23482592,-0.64547443,-0.26516,-0.4299504,0.490146,0.73545384,-0.28951854,0.04003775,-1.027959,-0.51220614,1.820489,0.7295598,0.9469566,-0.22326696,-1.0279591,-0.5122061,-0.22330233,-1.0179702,0.03698576,-0.2763199,0.6577267,1.0806812,0.10743946,1.1210952,1.0918993,1.0806812,-0.36118793,-0.23474766,-0.065369435,0.4162266,0.19237638,0.4162266,-0.5558797,-0.44392776,-0.18549165,-0.4533685,-0.46351457,-0.5111431,-0.7272568,-0.15400407,-0.12005582,-0.2624246,-0.14174223,-0.18715642,-0.22654244,-0.27243292,-0.78179634,-0.31513354,-0.6572802,-0.18068781,-0.5727252,-0.5411151,-0.1920358,-0.63590777,-0.69142175,-1.3077224,-0.18739069,-0.1873907,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.6189773,0,0.0007347111080203874
850,-0.717708,-0.6991076,-0.3007196,-0.14844786,-0.64316094,-0.12918413,-0.47296014,-0.6514647,-0.23482592,-0.6221804,-0.2469491,-0.70207757,-0.48590428,0.73545384,-0.28951854,0.04003775,-1.0930979,-0.7447493,-0.2180421,0.7295598,0.9469566,-0.25606793,-1.093098,-0.74474937,-0.2561036,0.24932778,-0.23521633,-0.36622393,0.6577267,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,-0.756238,-0.23474766,-0.038012363,0.054023318,-0.091161236,0.054023318,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,-0.18637215,-0.11712595,-0.25685596,-0.15661322,-0.18715642,-0.43667123,-0.27243292,-0.5621266,-0.31513354,-0.6602264,-0.18068781,-0.581223,-0.54777515,-0.1920358,-0.6410802,-0.6868502,-0.8293668,0.1231177,0.12311767,0.12364409,2.0214956,2.0214956,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.019006386,0,0.15883427600225428
851,0.99185157,0.7893617,-0.3007196,-0.59205216,-0.1345265,-0.2891464,-0.81677604,-0.2927105,-0.23482592,-0.09418264,-0.24452099,-0.7474321,-0.6027313,0.73545384,-0.28951854,0.04003775,-0.26257646,-0.7447493,-0.71223146,-2.2773504,-0.6650346,-0.22326696,-0.2625765,-0.74474937,-0.22330233,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.22951186,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.16229838,-0.122776404,-0.2624246,-0.1472804,-0.18715642,-0.26035625,-0.27243292,-0.8727758,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.019006386,0,3.901168623303478e-05
852,-0.3394337,-0.2881805,-0.23971358,-0.71879625,-0.1345265,-0.2891464,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.28640604,-0.7474321,-0.16008158,-1.5220126,-0.28951854,0.04003775,-0.26257646,-0.51220614,-1.0952282,-1.2750471,-2.277026,-0.19046597,-0.2625765,-0.5122061,-0.19050106,-1.0179702,-1.124812,-0.8218585,-1.9872096,-0.82457906,-1.0406282,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.14744064,0.2841253,0.052662186,0.2841253,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18920435,-0.11042912,-0.2624246,-0.15486972,-0.18715642,-0.49222252,-0.27243292,-0.9067968,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1179968,-0.1954043,-0.23827,-0.12838434,2.8886254,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,2.5586708,-0.0857493,0.3189918,0,3.972818206357992e-05
853,-0.3394337,-0.2881805,-0.23971358,-0.71879625,-0.1345265,-0.2891464,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.28640604,-0.7474321,-0.16008158,-0.76952374,-0.28951854,0.04003775,-0.26257646,-0.51220614,-0.71223146,-2.2773504,-0.6650346,-0.19046597,-0.2625765,-0.5122061,-0.19050106,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.14744064,0.2841253,0.052662186,0.2841253,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18920435,-0.11042912,-0.2624246,-0.15486972,-0.18715642,-0.49222252,-0.27243292,-0.9067968,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1179968,-0.1954043,-0.23827,-0.12838434,2.8886254,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,2.5586708,-0.0857493,0.3189918,0,2.222454104571218e-05
854,-0.3394337,-0.2881805,-0.3007196,-0.71879625,-0.1345265,-0.2891464,0.04276365,-0.2927105,-0.23482592,-0.09418264,-0.28640604,-0.7474321,-0.16008158,0.73545384,-0.28951854,0.04003775,-0.26257646,-0.51220614,2.0675838,0.7295598,0.9469566,-0.25606793,-0.2625765,-0.5122061,-0.2561036,0.24932778,0.01541793,0.7536794,0.102778226,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.09272651,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18920435,-0.11042912,-0.2624246,-0.15486972,-0.18715642,-0.49222252,-0.27243292,-0.9067968,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,2.4018617,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,2.2594755,2.5586708,-0.0857493,0.6189773,0,0.14938299374337538
855,0.99185157,0.7893617,-0.23971358,-0.5286801,-0.1345265,-0.44910866,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.28701305,-0.6748648,0.19776309,-1.1457682,0.50186294,0.04003775,-0.26257646,-0.7447493,-0.71223146,-2.2773504,-0.6650346,-0.22326696,-0.2625765,-0.74474937,-0.22330233,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.20215479,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.20033087,-0.12235785,-0.2624246,-0.16635628,-0.18715642,-0.48980725,-0.27243292,-0.7761439,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.051165413,0.051165387,0.12364409,-0.59617734,-0.59617734,2.4018617,1.7301309,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,2.8886254,-0.19659384,8.134548,-0.04525464,-0.04189153,2.2594755,-0.3335561,-0.0857493,0.3189918,0,1.826368222291573e-05
856,-0.37809077,-0.3338391,-0.3007196,-0.5286801,-0.1345265,-0.12918413,-0.81677604,-0.2927105,-0.23482592,-0.09418264,-0.24209286,-0.69300663,-0.4969369,0.73545384,-0.28951854,-1.304367,-0.26257646,-0.62847775,0.46146813,0.7295598,0.9469566,-0.22326696,-0.2625765,-0.6284777,-0.22330233,-1.0179702,-0.17642866,-0.34459257,0.6577267,1.0806812,-0.19724192,1.1210952,1.0918993,1.0806812,-0.6802668,-0.23474766,-0.50308263,-0.7791364,-0.693165,-0.7791364,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18192153,-0.122776404,-0.2624246,-0.15722856,-0.18715642,-0.37749702,-0.27243292,2.4622908,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.58096445,0,0.00024701240493322065
857,-0.37809077,-0.3338391,-0.3007196,-0.5286801,-0.1345265,-0.12918413,0.21467158,-0.2927105,-0.23482592,-0.09418264,-0.24209286,-0.69300663,-0.4969369,0.73545384,-0.28951854,0.04003775,-0.26257646,-0.62847775,-0.032721113,0.7295598,0.9469566,-0.25606793,-0.2625765,-0.6284777,-0.2561036,0.24932778,0.2727578,0.90596193,0.102778226,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.50308263,-0.7791364,-0.693165,-0.7791364,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18192153,-0.122776404,-0.2624246,-0.15722856,-0.18715642,-0.37749702,-0.27243292,2.4622908,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.58096445,0,0.14789577014158398
858,-0.6160346,-0.57778627,-0.23971358,-0.71879625,-0.1345265,-0.2891464,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.28701305,-0.7474321,-0.14642344,-1.5220126,-0.28951854,0.04003775,-0.26257646,-0.51220614,-1.0952282,-1.2750471,-2.277026,-0.19046597,-0.2625765,-0.5122061,-0.19050106,-1.0179702,-1.124812,-0.8218585,-1.9872096,-0.82457906,-1.0406282,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.17479771,0.2841253,0.052662186,0.2841253,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18111232,-0.119637266,-0.2624246,-0.15527995,-0.18715642,-0.39078104,-0.27243292,-0.92821807,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1179968,-0.1954043,-0.23827,-0.12838434,2.8886254,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,2.5586708,-0.0857493,0.3189918,0,4.245633645963005e-05
859,-0.6160346,-0.57778627,-0.23971358,-0.71879625,-0.1345265,-0.2891464,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.28701305,-0.7474321,-0.14642344,-0.76952374,-0.28951854,0.04003775,-0.26257646,-0.51220614,-0.71223146,-2.2773504,-0.6650346,-0.19046597,-0.2625765,-0.5122061,-0.19050106,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.17479771,0.2841253,0.052662186,0.2841253,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18111232,-0.119637266,-0.2624246,-0.15527995,-0.18715642,-0.39078104,-0.27243292,-0.92821807,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1179968,-0.1954043,-0.23827,-0.12838434,2.8886254,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,2.5586708,-0.0857493,0.3189918,0,2.375074009158108e-05
860,-0.6160346,-0.57778627,-0.3007196,-0.71879625,-0.1345265,-0.2891464,0.04276365,-0.2927105,-0.23482592,-0.09418264,-0.28701305,-0.7474321,-0.14642344,0.73545384,-0.28951854,0.04003775,-0.26257646,-0.51220614,2.0675838,0.7295598,0.9469566,-0.25606793,-0.2625765,-0.5122061,-0.2561036,0.24932778,0.01541793,0.7536794,0.102778226,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.12008358,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18111232,-0.119637266,-0.2624246,-0.15527995,-0.18715642,-0.39078104,-0.27243292,-0.92821807,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,2.4018617,1.7301309,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,2.2594755,-0.3335561,-0.0857493,0.6189773,0,0.04500164484642102
861,0.72231126,0.5075831,-0.3007196,-0.6554242,-0.1345265,-0.44910866,0.04276365,-0.2927105,-0.23482592,-0.09418264,-0.26212487,-0.72929025,-0.43714407,0.73545384,-0.28951854,0.04003775,-0.26257646,-0.7447493,2.0675838,0.7295598,0.9469566,-0.25606793,-0.2625765,-0.74474937,-0.2561036,0.24932778,0.01541793,0.7536794,0.102778226,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.22951186,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.1709973,-0.12214857,-0.2624246,-0.15138273,-0.18715642,-0.31590754,-0.27243292,-0.882952,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.051165413,0.051165387,0.12364409,-0.59617734,-0.59617734,-0.41057464,1.7301309,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,2.2594755,-0.3335561,-0.0857493,0.3189918,0,0.07061754912106843
862,0.73025453,0.5088876,-0.23971358,-0.71879625,-0.1345265,-0.2891464,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.2839779,-0.7474321,-0.21063736,-1.5220126,-0.28951854,0.04003775,-0.26257646,-0.39593452,-1.0952282,-1.2750471,-2.277026,-0.19046597,-0.2625765,-0.39593452,-0.19050106,-1.0179702,-1.124812,-0.8218585,-1.9872096,-0.82457906,-1.0406282,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.12008358,0.2841253,0.052662186,0.2841253,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.16189378,-0.114823915,-0.2624246,-0.14317805,-0.18715642,-0.3038312,-0.27243292,-0.90874404,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1179968,-0.1954043,-0.23827,-0.12838434,2.8886254,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,2.5586708,-0.0857493,0.6189773,0,3.184196664367306e-05
863,0.73025453,0.5088876,-0.23971358,-0.71879625,-0.1345265,-0.2891464,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.2839779,-0.7474321,-0.21063736,-0.76952374,-0.28951854,0.04003775,-0.26257646,-0.39593452,-0.71223146,-2.2773504,-0.6650346,-0.19046597,-0.2625765,-0.39593452,-0.19050106,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.12008358,0.2841253,0.052662186,0.2841253,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.16189378,-0.114823915,-0.2624246,-0.14317805,-0.18715642,-0.3038312,-0.27243292,-0.90874404,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1179968,-0.1954043,-0.23827,-0.12838434,2.8886254,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,2.5586708,-0.0857493,0.6189773,0,1.7812811937443963e-05
864,0.73025453,0.5088876,-0.3007196,-0.71879625,-0.1345265,-0.2891464,0.04276365,-0.2927105,-0.23482592,-0.09418264,-0.2839779,-0.7474321,-0.21063736,0.73545384,-0.28951854,0.04003775,-0.26257646,-0.39593452,2.0675838,0.7295598,0.9469566,-0.25606793,-0.2625765,-0.39593452,-0.2561036,0.24932778,0.01541793,0.7536794,0.102778226,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.065369435,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.16189378,-0.114823915,-0.2624246,-0.14317805,-0.18715642,-0.3038312,-0.27243292,-0.90874404,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,2.4018617,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,7.0800815,-0.30696312,4.7910643,-0.10830019,-0.04525464,-0.04189153,2.2594755,-0.3335561,-0.0857493,0.9189627,0,0.05949765883946601
865,0.73025453,0.5088876,-0.3007196,-0.71879625,-0.1345265,-0.2891464,0.21467158,-0.2927105,-0.23482592,-0.09418264,-0.2839779,-0.7474321,-0.21063736,0.73545384,-0.28951854,0.04003775,-0.26257646,-0.39593452,-0.032721113,0.7295598,0.9469566,-0.25606793,-0.2625765,-0.39593452,-0.2561036,0.24932778,0.2727578,0.90596193,0.102778226,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.065369435,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.16189378,-0.114823915,-0.2624246,-0.14317805,-0.18715642,-0.3038312,-0.27243292,-0.90874404,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.59617734,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,0.9189627,0,0.1522534740370518
867,0.99185157,0.7893617,-0.22751237,-0.71879625,-0.1345265,-0.44910866,-0.12914428,-0.2927105,-0.14969003,-0.09418264,-0.28701305,-0.7383612,-0.10340008,-0.8322313,0.20509487,0.04003775,-0.26257646,-0.62847775,-0.71223146,-2.2773504,-0.6650346,-0.19046597,-0.2625765,-0.6284777,-0.19050106,0.24932778,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.2024719,-0.038012363,0.41300088,0.19134906,0.41300088,-0.5254701,-0.4367334,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.20053317,-0.12026509,-0.2624246,-0.16543324,-0.16616514,-0.5030913,-0.26370353,-0.9791782,-0.30042705,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,-0.5210266,-0.5210266,0.12364409,-0.59617734,-0.59617734,2.4018617,1.7301309,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1179968,-0.1954043,-0.23827,-0.12838434,2.8886254,-0.19659384,-0.10830019,-0.04525464,-0.04189153,2.2594755,2.5586708,-0.0857493,0.3189918,0,0.01826972850203748
868,0.99185157,0.7893617,-0.23971358,-0.6554242,-0.1345265,-0.44910866,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.2882271,-0.71114844,0.060088526,-1.5220126,0.6007856,0.04003775,-0.26257646,-0.51220614,-1.0952282,-0.6068447,-0.6650346,-0.157665,-0.2625765,-0.5122061,-0.15769981,-1.0179702,-1.124812,-0.8218585,-1.9872096,-0.82457906,-1.0406282,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.31158307,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.20154467,-0.122776404,-0.2624246,-0.16717674,-0.18715642,-0.4946378,-0.27243292,-0.9217252,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.1920358,-0.51002735,-0.2926276,-1.2065551,0.051165413,0.051165387,0.12364409,-0.59617734,-0.59617734,2.4018617,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,2.2594755,-0.3335561,-0.0857493,0.019006386,0,0.00010071373611547394
