,F72,F62,F65,F64,F67,F34,F66,F69,F68,F104,F105,F108,F94,F95,F23,F79,F111,F112,F113,F116,F117,F118,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F43,F42,F45,F44,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F136,F137,F83,F74,F73,F16,F7,F17,F2,F18,F9,F19,F71,category,1
393,0.43264815,-0.17870755,-0.59205216,-0.3686447,-0.6090709,-0.30105224,-0.20252092,-0.14969003,-0.28829947,0.8899606,-0.5642997,-1.304367,-0.9139658,-0.7447493,0.3954587,-0.25606793,-0.9139659,-0.74474937,-0.23970297,0.88297683,-0.990219,-0.72088814,-0.88123953,-0.8809364,-1.129801,-0.82457906,0.23138721,-0.17019612,-0.12008358,1.6089783,1.8627827,1.6089783,-0.5628973,-0.21744296,-0.4831481,-0.44936872,-0.53115654,-0.18596753,-0.10247664,0.09953615,-0.14266525,-0.18715642,-0.51879054,-0.27243292,-0.79834664,-0.31513354,-0.4030612,-0.18068781,-0.23928079,0.3388387,-0.56876826,-1.0624114,0.8931785,0.8931784,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.019006386,1,0.9492389154891362
397,1.2239704,-0.056695517,0.86550486,-0.3686447,-0.6090709,-0.12914428,-0.20252092,-0.14969003,-0.28829947,0.8825509,-1.3338904,0.04003775,-0.9139658,-0.7447493,0.3954587,-0.22326696,-0.9139659,-0.74474937,-0.22330233,1.5166258,-0.43261945,-0.4477872,-0.3233789,1.1210952,1.0918993,1.0806812,0.23138721,-0.17019612,0.23555836,1.6089783,1.8627827,1.6089783,-0.5628973,-0.21744296,-0.4831481,-0.44936872,-0.53115654,-0.13640392,-0.051413316,0.8290262,-0.07907898,-0.18715642,-0.5175829,-0.27243292,-0.3157575,-0.31513354,-0.4030612,-0.18068781,-0.23928079,0.3388387,-0.56876826,-1.0624114,1.9780304,1.9780306,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.9189627,1,0.9939742624073143
398,0.43264815,-0.3007196,-0.71879625,-0.3686447,-0.2891464,-0.47296014,-0.20252092,-0.23482592,-0.28829947,-0.29190436,0.73545384,0.04003775,-0.9139658,-0.7447493,0.06135756,-0.25606793,-0.9139659,-0.74474937,-0.2561036,0.24932778,0.2727578,0.90596193,0.22195823,-0.8081353,-0.4658945,-0.9484738,0.23138721,-0.17019612,0.044058856,1.4839429,1.6573207,1.4839429,-0.5628973,-0.21744296,-0.4831481,-0.44936872,-0.53115654,-0.16614209,-0.08740877,-0.25685596,-0.13179405,-0.18715642,-0.48739198,-0.27243292,-0.5254496,-0.31513354,-0.4030612,-0.18068781,-0.23928079,0.3388387,-0.56876826,-1.0624114,0.042599663,0.042599637,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.6189773,1,0.735144096180704
399,0.53802836,-0.3007196,-0.59205216,-0.3686447,-0.6090709,-0.47296014,-0.20252092,-0.23482592,-0.28829947,0.12618451,0.73545384,0.04003775,-0.9139658,-0.7447493,0.06135756,-0.25606793,-0.9139659,-0.74474937,-0.2561036,0.24932778,-0.22421743,1.4783381,-0.46605748,-0.8445359,-0.82605296,-1.2415072,0.23138721,-0.17019612,-0.25686893,1.5605924,1.793953,1.5605924,-0.5628973,-0.21744296,-0.4831481,-0.44936872,-0.53115654,-0.17504331,-0.09012936,-0.08422853,-0.13446057,-0.18715642,-0.52482873,-0.27243292,-0.84938294,-0.31513354,-0.4030612,-0.18068781,-0.23928079,0.3388387,-0.56876826,-1.0624114,3.075731,3.0757313,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.019006386,1,0.2540593609185551
400,0.53802836,-0.3007196,-0.90891236,-0.3686447,-0.6090709,-0.47296014,-0.20252092,-0.23482592,-0.28829947,1.1270669,0.73545384,0.04003775,-0.9139658,-0.7447493,0.06135756,-0.25606793,-0.9139659,-0.74474937,-0.2561036,0.24932778,0.2727578,0.90596193,0.22195823,-0.8081353,-0.4658945,-0.9484738,0.23138721,-0.17019612,-0.3936543,0.9501616,0.7984894,0.9501616,-0.5628973,-0.21744296,-0.4831481,-0.44936872,-0.53115654,-0.20215158,-0.115661025,-0.2624246,-0.16399743,-0.18715642,-0.53932035,-0.27243292,-0.9047738,-0.31513354,-0.4030612,-0.18068781,-0.23928079,0.3388387,-0.56876826,-1.0624114,3.075731,3.0757313,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.58096445,1,0.38599030174561955
402,1.2239704,-0.3007196,0.6120167,-0.3686447,-0.2891464,-0.47296014,-0.20252092,-0.23482592,-0.28829947,-0.5720507,0.73545384,0.04003775,-0.9139658,-0.7447493,-0.6068447,-0.25606793,-0.9139659,-0.74474937,-0.2561036,0.24932778,0.7822783,2.2375603,0.8152174,-0.8445359,-0.82605296,-1.2415072,0.23138721,-0.17019612,0.34498665,1.5576738,1.7888165,1.5576738,-0.5628973,-0.21744296,-0.4831481,-0.44936872,-0.53115654,-0.050426215,-0.019603377,1.2689477,-0.0118005825,-0.18715642,-0.18789807,-0.27243292,-0.37721166,-0.31513354,-0.4030612,-0.18068781,-0.23928079,0.3388387,-0.56876826,-1.0624114,0.73728186,0.73728186,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.6189773,1,0.7222289872378804
405,1.2239704,2.493356,-0.5286801,-0.7274562,-0.6090709,1.2461191,-0.72762483,2.234115,-0.7386505,-0.5235895,0.30006185,0.04003775,-0.97910476,-0.51220614,-0.27274358,-0.157665,-0.9791048,-0.5122061,-0.15769981,1.5166258,-0.06616451,-0.30731052,-0.16867809,1.1210952,1.0918993,1.0806812,0.97210616,-0.17019612,0.18084422,1.6089783,1.8627827,1.6089783,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.14510284,-0.065016255,0.9682419,-0.087591335,-0.18715642,-0.4910149,-0.27243292,-0.7734085,-0.31513354,-0.6385765,-0.18068781,-0.51895595,-0.36212736,-0.72021276,-1.2816383,-0.16811776,-0.16811778,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.3189918,1,0.9994679226016678
406,1.2239704,2.493356,-0.5286801,-0.7274562,-0.6090709,1.7618431,-0.72762483,2.234115,-0.7386505,-0.5235895,-0.81174475,0.04003775,-0.97910476,-0.51220614,0.3954587,-0.157665,-0.9791048,-0.5122061,-0.15769981,1.5166258,1.063153,-0.17258535,0.97756284,1.1210952,1.0918993,1.0806812,0.97210616,-0.17019612,0.18084422,1.6089783,1.8627827,1.6089783,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.14510284,-0.065016255,0.9682419,-0.087591335,-0.18715642,-0.4910149,-0.27243292,-0.7734085,-0.31513354,-0.6385765,-0.18068781,-0.51895595,-0.36212736,-0.72021276,-1.2816383,-0.16811776,-0.16811778,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.3189918,1,0.999904754864234
407,1.2239704,2.493356,-0.5286801,-0.7274562,-0.6090709,1.933751,-0.72762483,2.234115,-0.7386505,-0.5235895,-0.2667693,0.04003775,-0.97910476,-0.51220614,0.3954587,-0.157665,-0.9791048,-0.5122061,-0.15769981,1.5166258,-0.43261945,-0.4477872,-0.3233789,1.1210952,1.0918993,1.0806812,0.97210616,-0.17019612,0.18084422,1.6089783,1.8627827,1.6089783,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.14510284,-0.065016255,0.9682419,-0.087591335,-0.18715642,-0.4910149,-0.27243292,-0.7734085,-0.31513354,-0.6385765,-0.18068781,-0.51895595,-0.36212736,-0.72021276,-1.2816383,-0.16811776,-0.16811778,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.3189918,1,0.9992907596857523
408,1.2239704,-0.105500326,0.04166827,-0.7274562,-0.6090709,0.21467158,-0.72762483,-0.107122086,-0.7386505,0.14808671,-0.91061544,0.04003775,-0.97910476,-0.39593452,0.06135756,-0.22326696,-0.9791048,-0.39593452,-0.22330233,1.5166258,0.83640033,1.0417365,0.6329534,-0.8081353,-0.4658945,-0.9484738,0.97210616,-0.17019612,0.20820129,1.6089783,1.8627827,1.6089783,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.065598756,-0.030276451,-0.2457187,-0.052618872,-0.18715642,-0.21688135,-0.27243292,-0.5712988,-0.31513354,-0.6385765,-0.18068781,-0.51895595,-0.36212736,-0.72021276,-1.2816383,-0.3128789,-0.31287894,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.019006386,1,0.9998343294103833
409,1.2239704,-0.16650635,0.04166827,-0.7274562,-0.6090709,0.21467158,-0.72762483,-0.14969003,-0.7386505,0.14808671,-0.6327077,0.04003775,-0.97910476,-0.39593452,0.06135756,-0.22326696,-0.9791048,-0.39593452,-0.22330233,1.5166258,-0.030181924,0.7207916,-0.0008947598,-0.8081353,-0.4658945,-0.9484738,0.97210616,-0.17019612,-0.12008358,0.9707448,0.8210902,0.9707448,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.065598756,-0.030276451,-0.2457187,-0.052618872,-0.18715642,-0.21688135,-0.27243292,-0.5712988,-0.31513354,-0.6385765,-0.18068781,-0.51895595,-0.36212736,-0.72021276,-1.2816383,-0.3128789,-0.31287894,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,1,0.9994074685249544
410,1.2239704,0.15072493,0.04166827,-0.7274562,-0.6090709,0.21467158,-0.72762483,0.27598944,-0.7386505,0.14808671,-2.3151765,0.04003775,-0.97910476,-0.39593452,0.06135756,-0.22326696,-0.9791048,-0.39593452,-0.22330233,1.5166258,-0.030181924,0.7207916,-0.0008947598,-0.8081353,-0.4658945,-0.9484738,0.97210616,-0.17019612,-0.12008358,0.9707448,0.8210902,0.9707448,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.065598756,-0.030276451,-0.2457187,-0.052618872,-0.18715642,-0.21688135,-0.27243292,-0.5712988,-0.31513354,-0.6385765,-0.18068781,-0.51895595,-0.36212736,-0.72021276,-1.2816383,-0.3128789,-0.31287894,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,1,0.9996228700902703
411,1.2239704,0.16292614,0.04166827,-0.7274562,-0.6090709,0.5584875,-0.72762483,0.020581748,-0.7386505,0.14808671,-2.3339083,0.04003775,-0.97910476,-0.39593452,0.06135756,-0.22326696,-0.9791048,-0.39593452,-0.22330233,1.5166258,-0.030181924,0.7207916,-0.0008947598,-0.8081353,-0.4658945,-0.9484738,0.97210616,-0.17019612,0.20820129,1.6089783,1.8627827,1.6089783,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.065598756,-0.030276451,-0.2457187,-0.052618872,-0.18715642,-0.21688135,-0.27243292,-0.5712988,-0.31513354,-0.6385765,-0.18068781,-0.51895595,-0.36212736,-0.72021276,-1.2816383,-0.3128789,-0.31287894,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.019006386,1,0.9996919456484676
413,2.2242877,-0.22751237,-0.59205216,-0.7319095,-0.6090709,-0.12914428,-0.7516754,-0.23482592,-0.7386505,1.3797721,-1.7728422,0.04003775,-1.0768132,-0.7447493,0.06135756,-0.22326696,-1.0768133,-0.74474937,-0.22330233,1.5166258,-0.52491176,0.9855387,-0.6580953,-0.8445359,-0.82605296,-1.2415072,1.2190124,-0.17019612,-0.31158307,1.485479,1.6624572,1.485479,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.18232612,-0.09431488,-0.2624246,-0.14348572,-0.18715642,-0.5441509,-0.27243292,-0.23703118,-0.31513354,-0.66915417,-0.18068781,-0.5425693,-0.54860765,-0.7562987,-1.120392,-0.36341682,-0.36341685,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,1,0.9989788471148645
414,1.6327819,-0.17870755,-0.71879625,-0.7319095,-0.6090709,0.21467158,-0.7516754,-0.23482592,-0.7386505,3.5921543,-1.1457682,0.04003775,-1.0768132,-0.7447493,-0.6068447,-0.22326696,-1.0768133,-0.74474937,-0.22330233,1.5166258,0.42170835,-0.09413683,0.44879487,-0.8809364,-1.129801,-0.82457906,1.2190124,-0.17019612,-0.284226,1.485479,1.6624572,1.485479,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.18616983,-0.107289985,-0.2624246,-0.15179296,-0.18715642,-0.49222252,-0.27243292,-0.63101155,-0.31513354,-0.66915417,-0.18068781,-0.5425693,-0.54860765,-0.7562987,-1.120392,1.3510178,1.3510177,0.12364409,-0.41057464,-0.16982031,-0.124163374,3.7988195,-0.23827,-0.10830019,-0.04189153,-0.28097907,1,0.9977697253718357
415,-0.5311303,-0.03229311,-0.8455403,-0.7608562,-0.6090709,0.9023033,-0.7957681,-0.021986196,-0.75417984,0.80560535,-0.46168748,4.0732517,-1.0930979,-0.7447493,-0.27274358,-0.22326696,-1.093098,-0.74474937,-0.22330233,1.5166258,-0.17642866,-0.34459257,-0.19724192,1.1210952,1.0918993,1.0806812,1.2190124,-0.17019612,-0.31158307,1.485479,1.6624572,1.485479,-0.56640613,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.19062045,-0.09640764,-0.2624246,-0.14871621,-0.18715642,-0.5815877,-0.27243292,-0.95599633,-0.31513354,-0.6755376,-0.18068781,-0.55264634,-0.54860765,-0.75717413,-1.3440158,0.73728186,0.73728186,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,1,0.9951539909656757
500,-0.8520368,0.16292614,-0.40193605,-0.24267891,-0.12918413,-0.12914428,-0.48912343,0.19085352,-0.35818154,-0.67750883,-2.8289669,0.04003775,-0.7674032,-0.62847775,-0.27274358,-0.22326696,-0.7674032,-0.6284777,-0.22330233,-1.0179702,-0.5241162,-0.4902581,-0.48311114,1.1210952,1.0918993,1.0806812,0.46653605,-0.23474766,-0.17479771,-1.1605405,-1.0516963,-1.1605405,0.16108562,-0.043485887,0.5251028,-0.19297546,0.2569585,0.018153645,-0.11021985,0.027144,-0.044311635,0.63150346,0.7443975,-0.21132731,-0.54190624,0.3834254,-0.5475576,3.0604334,-0.5297098,-0.5036526,-0.5079765,-0.34450915,-0.7767142,-0.7767142,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,0.019006386,0,0.006748981579175271
501,-0.8520368,1.3098392,-0.40193605,-0.24267891,-0.12918413,0.21467158,-0.48912343,1.29762,-0.35818154,-0.67750883,-2.2003927,-1.304367,-0.7674032,-0.62847775,-0.27274358,-0.22326696,-0.7674032,-0.6284777,-0.22330233,-1.0179702,-0.5241162,-0.4902581,-0.48311114,1.1210952,1.0918993,1.0806812,0.46653605,-0.23474766,-0.5577968,-1.4553107,-1.3064692,-1.4553107,0.16108562,-0.043485887,0.5251028,-0.19297546,0.2569585,0.018153645,-0.11021985,0.027144,-0.044311635,0.63150346,0.7443975,-0.21132731,-0.54190624,0.3834254,-0.5475576,3.0604334,-0.5297098,-0.5036526,-0.5079765,-0.34450915,-0.7767142,-0.7767142,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-1.1809354,0,0.01128017822849153
502,-0.8163805,0.004310498,-0.338564,-0.24267891,-0.6090709,-0.12914428,-0.48912343,0.0631497,-0.35818154,-0.6358278,-2.7259948,0.04003775,-0.7674032,-0.62847775,-0.27274358,-0.22326696,-0.7674032,-0.6284777,-0.22330233,-1.0179702,-0.5241162,-0.4902581,-0.48311114,1.1210952,1.0918993,1.0806812,0.46653605,-0.23474766,-0.3936543,-1.1605405,-1.0516963,-1.1605405,0.16108562,-0.043485887,0.5251028,-0.19297546,0.2569585,-0.1250751,-0.12214857,-0.2624246,-0.12810194,-0.18715642,-0.041773997,-0.22005668,-0.6479646,-0.27101403,-0.5475576,-0.18068781,-0.5297098,-0.5036526,-0.5079765,-0.34450915,-0.55015016,-0.55015016,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.8809499,0,0.0015842142995292992
503,-0.8163805,-0.27631718,-0.338564,-0.24267891,-0.6090709,-0.81677604,-0.48912343,-0.23482592,-0.35818154,-0.6358278,0.73545384,0.04003775,-0.7674032,-0.62847775,-0.27274358,-0.22326696,-0.7674032,-0.6284777,-0.22330233,-1.0179702,-0.5241162,-0.4902581,-0.48311114,1.1210952,1.0918993,1.0806812,0.46653605,-0.23474766,-0.3936543,-1.1605405,-1.0516963,-1.1605405,0.16108562,-0.043485887,0.5251028,-0.19297546,0.2569585,-0.1250751,-0.12214857,-0.2624246,-0.12810194,-0.18715642,-0.041773997,-0.22005668,-0.6479646,-0.27101403,-0.5475576,-0.18068781,-0.5297098,-0.5036526,-0.5079765,-0.34450915,-0.55015016,-0.55015016,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.8809499,0,0.0006548937562428874
504,-1.1385225,-0.3007196,-0.59205216,-0.7048714,0.3507026,0.5584875,-0.75367963,-0.23482592,-0.69982713,-0.60026693,0.73545384,0.04003775,-1.027959,-0.27966294,0.7295598,-0.25606793,-1.0279591,-0.2796629,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,0.8239624,-0.18310642,-0.5577968,-1.4408717,-1.2931142,-1.4408717,0.45582506,-0.21744296,-0.48740232,1.0942955,0.068556234,-0.18273073,-0.123194955,-0.2624246,-0.15784392,-0.18715642,-0.3799123,1.1853725,-0.5937799,0.91285956,-0.6612531,-0.18068781,-0.5834038,-0.54860765,-0.6862666,-0.7338774,-0.7364552,-0.7364552,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-1.1809354,0,0.7802859988035239
509,-0.37067708,0.52896225,-0.338564,-0.58940285,-0.2891464,0.3865795,-0.53722453,0.48882914,-0.047594603,-0.5519765,0.2691004,0.04003775,-0.3928543,-0.62847775,0.3954587,-0.22326696,-0.39285436,-0.6284777,-0.22330233,-1.0179702,1.063153,-0.17258535,0.97756284,1.1210952,1.0918993,1.0806812,-0.6215618,-0.23474766,-0.3936543,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.15926388,-0.12131147,-0.045248143,-0.14102432,-0.18715642,-0.25069517,-0.27243292,1.9728879,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.58096445,0,0.0014419475225706429
510,-0.37067708,-0.3007196,-0.338564,-0.58940285,-0.2891464,0.21467158,-0.53722453,-0.23482592,-0.047594603,-0.5519765,0.73545384,0.04003775,-0.3928543,-0.62847775,0.7295598,-0.25606793,-0.39285436,-0.6284777,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.3936543,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.15926388,-0.12131147,-0.045248143,-0.14102432,-0.18715642,-0.25069517,-0.27243292,1.9728879,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.58096445,0,0.12120451211583379
511,-0.5648449,-0.3007196,0.6753887,-0.58940285,2.5901742,0.9023033,-0.53722453,-0.23482592,-0.047594603,-0.8611062,0.73545384,0.04003775,-0.3928543,0.88305306,0.7295598,-0.25606793,-0.39285436,0.88305306,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.065369435,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.062159646,-0.09996533,0.038281254,-0.07979689,-0.18715642,0.20579153,-0.27243292,0.23599423,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,0,0.50065819093861
512,-0.5648449,-0.3007196,0.6753887,-0.58940285,2.5901742,0.9023033,-0.53722453,-0.23482592,-0.047594603,-0.8611062,0.73545384,0.04003775,-0.3928543,0.88305306,0.7295598,-0.25606793,-0.39285436,0.88305306,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.065369435,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.062159646,-0.09996533,0.038281254,-0.07979689,-0.18715642,0.20579153,-0.27243292,0.23599423,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,0,0.50065819093861
513,-0.5648449,-0.3007196,0.6753887,-0.58940285,2.5901742,0.9023033,-0.53722453,-0.23482592,-0.047594603,-0.8611062,0.73545384,0.04003775,-0.3928543,0.88305306,0.7295598,-0.25606793,-0.39285436,0.88305306,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.065369435,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.062159646,-0.09996533,0.038281254,-0.07979689,-0.18715642,0.20579153,-0.27243292,0.23599423,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,0,0.5006581909386101
514,-0.5648449,-0.3007196,0.6753887,-0.58940285,2.5901742,0.9023033,-0.53722453,-0.23482592,-0.047594603,-0.8611062,0.73545384,0.04003775,-0.3928543,0.88305306,0.7295598,-0.25606793,-0.39285436,0.88305306,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.065369435,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.062159646,-0.09996533,0.038281254,-0.07979689,-0.18715642,0.20579153,-0.27243292,0.23599423,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,0,0.5006581909386101
515,-0.5648449,-0.3007196,0.6753887,-0.58940285,2.5901742,0.21467158,-0.53722453,-0.23482592,-0.047594603,-0.8611062,0.73545384,0.04003775,-0.3928543,0.88305306,0.7295598,-0.25606793,-0.39285436,0.88305306,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.065369435,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.062159646,-0.09996533,0.038281254,-0.07979689,-0.18715642,0.20579153,-0.27243292,0.23599423,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,0,0.5044653155217654
516,-0.5648449,-0.3007196,0.6753887,-0.58940285,2.5901742,0.04276365,-0.53722453,-0.23482592,-0.047594603,-0.8611062,0.73545384,0.04003775,-0.3928543,0.88305306,0.7295598,-0.25606793,-0.39285436,0.88305306,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.065369435,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.062159646,-0.09996533,0.038281254,-0.07979689,-0.18715642,0.20579153,-0.27243292,0.23599423,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,0,0.5054170330511202
517,-0.5648449,-0.3007196,0.6753887,-0.58940285,2.5901742,0.5584875,-0.53722453,-0.23482592,-0.047594603,-0.8611062,0.73545384,0.04003775,-0.3928543,0.88305306,0.7295598,-0.25606793,-0.39285436,0.88305306,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.065369435,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.062159646,-0.09996533,0.038281254,-0.07979689,-0.18715642,0.20579153,-0.27243292,0.23599423,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,2.4018617,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,0,0.5025617901147528
518,-0.5648449,-0.3007196,0.6753887,-0.58940285,2.5901742,0.5584875,-0.53722453,-0.23482592,-0.047594603,-0.8611062,0.73545384,0.04003775,-0.3928543,0.88305306,0.7295598,-0.25606793,-0.39285436,0.88305306,-0.2561036,0.24932778,0.01541793,0.7536794,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6215618,-0.23474766,-0.065369435,-0.77268493,-0.68700117,-0.77268493,-0.52079165,0.023966856,-0.049217317,-0.74643123,-0.31860015,-0.062159646,-0.09996533,0.038281254,-0.07979689,-0.18715642,0.20579153,-0.27243292,0.23599423,-0.31513354,-0.35114607,-0.18068781,-0.51767755,-0.28553727,-0.09556499,0.95752907,-0.3933969,-0.39339694,0.12364409,-0.41057464,-0.16982031,-0.124163374,-0.2481344,-0.23827,-0.10830019,-0.04189153,-0.28097907,0,0.3904288644299639
