,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F104,F105,F108,F94,F95,F109,F23,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F135,F136,F137,F83,F74,F73,F146,F16,F7,F12,F17,F2,F13,F18,F14,F1,F9,F19,F15,F71,category,1
890,-0.86333376,-0.8399969,-0.23971358,-0.6554242,-0.1345265,-0.44910866,-0.12914428,-0.2927105,-0.19225797,-0.09418264,0.5115025,-1.5220126,0.04003775,-0.26257646,-0.51220614,-1.0952282,-0.6068447,-0.157665,-0.2625765,-0.5122061,-0.15769981,-1.0179702,-1.124812,-0.8218585,-1.9872096,-0.82457906,-1.0406282,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.284226,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18131463,-0.122776404,-0.2624246,-0.1569209,-0.18715642,-0.37387413,-0.27243292,-0.98079395,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,-0.06875506,-0.0687551,0.12364409,-0.59617734,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,2.2594755,0.019006386,0,0.00015119452726238482
891,-0.86333376,-0.8399969,-0.23971358,-0.6554242,-0.1345265,-0.44910866,-0.81677604,-0.2927105,-0.19225797,-0.09418264,0.5115025,0.73545384,0.04003775,-0.26257646,-0.51220614,-0.45278203,0.7295598,-0.157665,-0.2625765,-0.5122061,-0.15769981,-1.0179702,0.31156883,-0.21213257,0.6577267,1.0806812,0.40902352,1.1210952,1.0918993,1.0806812,-0.6802668,-0.23474766,-0.284226,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18131463,-0.122776404,-0.2624246,-0.1569209,-0.18715642,-0.37387413,-0.27243292,-0.98079395,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,-0.06875506,-0.0687551,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.019006386,0,0.0005091230417052908
892,-0.86333376,-0.8399969,-0.23971358,-0.6554242,-0.1345265,-0.44910866,-0.12914428,-0.2927105,-0.19225797,-0.09418264,0.5115025,-1.1457682,0.04003775,-0.26257646,-0.51220614,-0.71223146,-2.2773504,-0.157665,-0.2625765,-0.5122061,-0.15769981,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.284226,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.18131463,-0.122776404,-0.2624246,-0.1569209,-0.18715642,-0.37387413,-0.27243292,-0.98079395,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,-0.06875506,-0.0687551,0.12364409,-0.59617734,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,2.2594755,0.019006386,0,0.00011500116770859109
893,-0.2781826,-0.22425851,-0.23971358,-0.59205216,-0.1345265,-0.2891464,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.27273038,-1.5220126,0.04003775,-0.26257646,-0.51220614,-1.0952282,-0.6068447,-0.157665,-0.2625765,-0.5122061,-0.15769981,-1.0179702,-1.124812,-0.8218585,-1.9872096,-0.82457906,-1.0406282,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.12008358,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.1675582,-0.122567125,-0.19560106,-0.14861365,-0.18715642,-0.29296246,-0.27243292,-0.7307782,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,0.051165413,0.051165387,0.12364409,-0.59617734,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,2.2594755,0.6189773,0,0.00014466266024931173
894,-0.2781826,-0.22425851,-0.23971358,-0.59205216,-0.1345265,-0.2891464,-0.81677604,-0.2927105,-0.19225797,-0.09418264,-0.27273038,0.73545384,0.04003775,-0.26257646,-0.51220614,-0.45278203,0.7295598,-0.157665,-0.2625765,-0.5122061,-0.15769981,-1.0179702,0.31156883,-0.21213257,0.6577267,1.0806812,0.40902352,1.1210952,1.0918993,1.0806812,-0.6802668,-0.23474766,-0.12008358,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.1675582,-0.122567125,-0.19560106,-0.14861365,-0.18715642,-0.29296246,-0.27243292,-0.7307782,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,0.051165413,0.051165387,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.6189773,0,0.0004871355730102811
895,-0.2781826,-0.22425851,-0.23971358,-0.59205216,-0.1345265,-0.2891464,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.27273038,-1.1457682,0.04003775,-0.26257646,-0.51220614,-0.71223146,-2.2773504,-0.157665,-0.2625765,-0.5122061,-0.15769981,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.12008358,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.1675582,-0.122567125,-0.19560106,-0.14861365,-0.18715642,-0.29296246,-0.27243292,-0.7307782,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,0.051165413,0.051165387,0.12364409,-0.59617734,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,8.134548,-0.04189153,2.2594755,0.6189773,0,3.369845284682492e-05
896,0.2301841,0.20623654,-0.23971358,-0.5286801,-0.1345265,-0.44910866,-0.12914428,-0.2927105,-0.19225797,-0.09418264,0.27126127,-0.76952374,0.04003775,-0.26257646,-0.7447493,-0.71223146,-2.2773504,-0.22326696,-0.2625765,-0.74474937,-0.22330233,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.284226,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.19527335,-0.122985676,-0.2624246,-0.16409999,-0.18715642,-0.4559934,-0.27243292,-0.998016,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,3.7988195,-0.1954043,-0.23827,-0.12838434,6.0842137,8.134548,-0.04189153,-0.43881726,0.3189918,0,1.0401374122489857e-05
897,0.99185157,0.7893617,-0.23971358,-0.6554242,-0.1345265,-0.6090709,-0.12914428,-0.2927105,-0.19225797,-0.09418264,0.5419496,-1.1457682,0.04003775,-0.26257646,-0.7447493,-0.71223146,-2.2773504,-0.22326696,-0.2625765,-0.74474937,-0.22330233,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.42101136,0.41300088,0.19134906,0.41300088,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.20822059,-0.123194955,-0.2624246,-0.1707663,-0.18715642,-0.5320745,-0.27243292,-1.0167533,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,1.3510178,1.3510177,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,7.845773,-0.1954043,-0.23827,-0.12838434,6.0842137,-0.10830019,-0.04189153,-0.43881726,-0.58096445,0,8.588453717511835e-06
898,-0.62080055,-0.58039534,-0.3007196,-0.6554242,-0.1345265,-0.44910866,0.04276365,-0.2927105,-0.23482592,-0.09418264,0.15708655,0.73545384,0.04003775,-0.26257646,-0.7447493,2.0675838,0.7295598,-0.25606793,-0.2625765,-0.74474937,-0.2561036,0.24932778,0.01541793,0.7536794,0.102778226,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.5304397,-0.9903449,-0.88732666,-0.9903449,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.2163126,-0.122985676,-0.2624246,-0.17476608,-0.18715642,-0.5815877,-0.27243292,-1.0159148,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,2.2594755,-0.8809499,0,0.05773590153455034
899,0.72231126,0.5075831,-0.23971358,-0.59205216,-0.1345265,-0.44910866,-0.12914428,-0.2927105,-0.19225797,-0.09418264,0.03296192,-0.76952374,0.04003775,-0.26257646,-0.62847775,-0.71223146,-2.2773504,-0.22326696,-0.2625765,-0.6284777,-0.22330233,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.17479771,0.4036309,0.1841579,0.4036309,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.19001354,-0.12152075,-0.2624246,-0.16071555,-0.18715642,-0.4330483,-0.27243292,-0.16793251,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,-0.04305782,-0.043057848,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,7.845773,-0.1954043,-0.23827,-0.12838434,6.0842137,8.134548,-0.04189153,-0.43881726,0.3189918,0,3.4860135571198836e-06
900,0.72231126,0.5075831,-0.3007196,-0.59205216,-0.1345265,-0.44910866,0.21467158,-0.2927105,-0.23482592,-0.09418264,0.03296192,0.73545384,0.04003775,-0.26257646,-0.62847775,2.0675838,0.7295598,-0.25606793,-0.2625765,-0.6284777,-0.2561036,0.24932778,0.01541793,0.7536794,0.102778226,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.17479771,0.4036309,0.1841579,0.4036309,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.19001354,-0.12152075,-0.2624246,-0.16071555,-0.18715642,-0.4330483,-0.27243292,-0.16793251,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,-0.04305782,-0.043057848,0.12364409,-0.59617734,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,2.2594755,0.3189918,0,0.12774179939777267
901,0.29849586,0.24667698,-0.23971358,-0.59205216,-0.1345265,-0.44910866,-0.12914428,-0.2927105,-0.19225797,-0.09418264,-0.03306037,-0.76952374,0.04003775,-0.26257646,-0.62847775,-0.71223146,-2.2773504,-0.22326696,-0.2625765,-0.6284777,-0.22330233,-1.0179702,-1.3555429,-1.0116447,-1.9872096,-0.82457906,-1.2749295,-0.8809364,-1.129801,-0.82457906,-0.6802668,-0.23474766,-0.20215479,0.40532058,0.18621251,0.40532058,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.20174697,-0.12173002,-0.2624246,-0.16676651,-0.18715642,-0.5018836,-0.27243292,-0.9411484,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,7.845773,-0.1954043,-0.23827,-0.12838434,6.0842137,8.134548,-0.04189153,-0.43881726,0.019006386,0,3.5072084023197086e-06
902,0.29849586,0.24667698,-0.3007196,-0.59205216,-0.1345265,-0.44910866,0.21467158,-0.2927105,-0.23482592,-0.09418264,-0.03306037,0.73545384,0.04003775,-0.26257646,-0.62847775,2.0675838,0.7295598,-0.25606793,-0.2625765,-0.6284777,-0.2561036,0.24932778,0.01541793,0.7536794,0.102778226,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.6802668,-0.23474766,-0.20215479,0.40532058,0.18621251,0.40532058,-0.5254701,-0.44392776,-0.21034268,-0.45549563,-0.41577238,-0.498721,-0.5538599,-0.20174697,-0.12173002,-0.2624246,-0.16676651,-0.18715642,-0.5018836,-0.27243292,-0.9411484,-0.31513354,-0.46470764,-0.18068781,-0.55663204,-0.5219676,-0.51002735,-0.2926276,-1.2065551,0.1231177,0.12311767,0.12364409,-0.59617734,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,2.2594755,0.019006386,0,0.1284187291757875
903,-1.1478779,-1.1035119,-0.26411596,1.6893414,-0.71854955,-0.12918413,-0.12914428,-0.6875406,-0.23482592,-0.75417984,2.0453465,-0.5186941,0.04003775,-0.9302505,0.06915187,-0.31688005,0.06135756,-0.22326696,-0.9302506,0.069151916,-0.22330233,-1.0179702,0.30178002,2.0461345,0.7079421,-1.2415072,0.13437776,-0.8445359,-0.82605296,-1.2415072,-0.39710155,-0.21860978,0.23555836,0.38443014,0.1749121,0.38443014,-0.55354047,-0.43974793,-0.21744296,-0.47676677,-0.4405276,-0.52356523,-0.7344234,-0.041322693,-0.0932685,-0.12320891,-0.068925686,-0.14517386,0.29153377,-0.25497416,-0.23249798,-0.28572053,-0.6487988,-0.18068781,-0.57242435,-0.5277951,-0.6300992,-0.6733301,-0.70018774,-0.75915444,-0.75915444,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.6189773,0,0.0013570558122935979
904,-1.1478779,-1.1035119,-0.26411596,1.6893414,-0.71854955,-0.12918413,-0.12914428,-0.6875406,-0.23482592,-0.75417984,2.0453465,-0.5186941,0.04003775,-0.9302505,0.06915187,-0.15626845,0.06135756,-0.22326696,-0.9302506,0.069151916,-0.22330233,-1.0179702,-0.52491176,0.9855387,0.7079421,-1.2415072,-0.6580953,-0.8445359,-0.82605296,-1.2415072,-0.39710155,-0.21860978,0.23555836,0.38443014,0.1749121,0.38443014,-0.55354047,-0.43974793,-0.21744296,-0.47676677,-0.4405276,-0.52356523,-0.7344234,-0.041322693,-0.0932685,-0.12320891,-0.068925686,-0.14517386,0.29153377,-0.25497416,-0.23249798,-0.28572053,-0.6487988,-0.18068781,-0.57242435,-0.5277951,-0.6300992,-0.6733301,-0.70018774,-0.75915444,-0.75915444,0.12364409,-0.49568614,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,2.2594755,0.6189773,0,0.0004359494975925999
905,-1.1478779,-1.1035119,-0.3007196,1.6893414,-0.71854955,-0.12918413,-0.47296014,-0.6875406,-0.23482592,-0.75417984,2.0453465,0.73545384,0.04003775,-0.9302505,0.06915187,-0.9469714,0.06135756,-0.25606793,-0.9302506,0.069151916,-0.2561036,0.24932778,-0.22421743,1.4783381,0.7079421,-1.2415072,-0.46605748,-0.8445359,-0.82605296,-1.2415072,-0.39710155,-0.21860978,0.23555836,0.38443014,0.1749121,0.38443014,-0.55354047,-0.43974793,-0.21744296,-0.47676677,-0.4405276,-0.52356523,-0.7344234,-0.041322693,-0.0932685,-0.12320891,-0.068925686,-0.14517386,0.29153377,-0.25497416,-0.23249798,-0.28572053,-0.6487988,-0.18068781,-0.57242435,-0.5277951,-0.6300992,-0.6733301,-0.70018774,-0.75915444,-0.75915444,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.6189773,0,0.20780325029780447
908,-1.1478779,-1.1035119,-0.3007196,1.6893414,-0.71854955,-0.12918413,0.21467158,-0.6875406,-0.23482592,-0.75417984,2.0453465,0.73545384,0.04003775,-0.9302505,0.06915187,-0.032721113,0.06135756,-0.25606793,-0.9302506,0.069151916,-0.2561036,0.24932778,0.2727578,0.90596193,0.102778226,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.39710155,-0.21860978,-0.36629722,-1.0500977,-0.9469106,-1.0500977,-0.55354047,-0.43974793,-0.21744296,-0.47676677,-0.4405276,-0.52356523,-0.7344234,-0.041322693,-0.0932685,-0.12320891,-0.068925686,-0.14517386,0.29153377,-0.25497416,-0.23249798,-0.28572053,-0.6487988,-0.18068781,-0.57242435,-0.5277951,-0.6300992,-0.6733301,-0.70018774,-0.75915444,-0.75915444,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.019006386,0,0.12811143104082728
909,-1.1478779,-1.1035119,-0.3007196,1.6893414,-0.71854955,-0.12918413,0.21467158,-0.6875406,-0.23482592,-0.75417984,2.0453465,0.73545384,0.04003775,-0.9302505,0.06915187,-0.032721113,0.06135756,-0.25606793,-0.9302506,0.069151916,-0.2561036,0.24932778,0.2727578,0.90596193,0.102778226,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.39710155,-0.21860978,-0.36629722,-1.0500977,-0.9469106,-1.0500977,-0.55354047,-0.43974793,-0.21744296,-0.47676677,-0.4405276,-0.52356523,-0.7344234,-0.041322693,-0.0932685,-0.12320891,-0.068925686,-0.14517386,0.29153377,-0.25497416,-0.23249798,-0.28572053,-0.6487988,-0.18068781,-0.57242435,-0.5277951,-0.6300992,-0.6733301,-0.70018774,-0.75915444,-0.75915444,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.019006386,0,0.12811143104082728
910,-1.1478779,-1.1035119,-0.3007196,1.6893414,-0.71854955,-0.12918413,0.21467158,-0.6875406,-0.23482592,-0.75417984,2.0453465,0.73545384,0.04003775,-0.9302505,0.06915187,-0.032721113,0.06135756,-0.25606793,-0.9302506,0.069151916,-0.2561036,0.24932778,0.2727578,0.90596193,0.102778226,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,-0.39710155,-0.21860978,-0.36629722,-1.0500977,-0.9469106,-1.0500977,-0.55354047,-0.43974793,-0.21744296,-0.47676677,-0.4405276,-0.52356523,-0.7344234,-0.041322693,-0.0932685,-0.12320891,-0.068925686,-0.14517386,0.29153377,-0.25497416,-0.23249798,-0.28572053,-0.6487988,-0.18068781,-0.57242435,-0.5277951,-0.6300992,-0.6733301,-0.70018774,-0.75915444,-0.75915444,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.019006386,0,0.12811143104082728
911,0.2301841,0.20623654,-0.21531117,-0.14844786,-0.18923889,-0.6090709,-0.30105224,-0.46707708,-0.23482592,-0.6765331,-0.3185167,-0.1859611,-1.304367,-0.36028484,-0.27966294,-1.1817113,0.3954587,-0.22326696,-0.3602849,-0.2796629,-0.22330233,-0.3843212,-0.990219,-0.72088814,-1.9872096,-0.82457906,-0.88123953,-0.8809364,-1.129801,-0.82457906,-0.6703575,-0.23474766,-0.3936543,0.39318568,0.17799403,0.39318568,-0.5476925,-0.44392776,-0.21744296,-0.44486007,-0.45820987,-0.5097629,-0.7314518,-0.17565021,-0.122985676,-0.2624246,-0.15415181,-0.18715642,-0.33885264,-0.27243292,-0.81296915,-0.31513354,-0.41319427,-0.18068781,-0.55317277,-0.5427801,-0.4775269,-0.18485595,0.37975177,2.2362878,2.2362878,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.3189918,0,0.0020537216000155044
912,0.2301841,0.20623654,-0.25191477,-0.14844786,-0.18923889,-0.6090709,-0.12914428,-0.46707708,-0.23482592,-0.6765331,-0.3185167,-0.6754627,0.04003775,-0.36028484,-0.27966294,-0.20568736,-0.6068447,-0.22326696,-0.3602849,-0.2796629,-0.22330233,-1.0179702,-1.2110192,-0.89030015,-1.9872096,-0.82457906,-1.4885807,-0.8809364,-1.129801,-0.82457906,-0.6703575,-0.23474766,-0.3936543,0.39318568,0.17799403,0.39318568,-0.5476925,-0.44392776,-0.21744296,-0.44486007,-0.45820987,-0.5097629,-0.7314518,-0.17565021,-0.122985676,-0.2624246,-0.15415181,-0.18715642,-0.33885264,-0.27243292,-0.81296915,-0.31513354,-0.41319427,-0.18068781,-0.55317277,-0.5427801,-0.4775269,-0.18485595,0.37975177,2.2362878,2.2362878,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.3189918,0,3.7468663705529664e-05
913,0.2301841,0.20623654,-0.21531117,-0.14844786,-0.18923889,-0.6090709,-0.30105224,-0.46707708,-0.23482592,-0.6765331,-0.3185167,-0.1859611,0.04003775,-0.36028484,-0.27966294,-0.20568736,-0.6068447,-0.19046597,-0.3602849,-0.2796629,-0.19050106,-1.0179702,-1.2110192,-0.89030015,-1.9872096,-0.82457906,-1.4885807,-0.8809364,-1.129801,-0.82457906,-0.6703575,-0.23474766,-0.3936543,0.39318568,0.17799403,0.39318568,-0.5476925,-0.44392776,-0.21744296,-0.44486007,-0.45820987,-0.5097629,-0.7314518,-0.17565021,-0.122985676,-0.2624246,-0.15415181,-0.18715642,-0.33885264,-0.27243292,-0.81296915,-0.31513354,-0.41319427,-0.18068781,-0.55317277,-0.5427801,-0.4775269,-0.18485595,0.37975177,2.2362878,2.2362878,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.3189918,0,3.362031298952473e-05
914,0.2301841,0.20623654,-0.26411596,-0.14844786,-0.18923889,-0.6090709,-0.12914428,-0.46707708,-0.23482592,-0.6765331,-0.3185167,-0.5186941,0.04003775,-0.36028484,-0.27966294,-0.20568736,-0.6068447,-0.22326696,-0.3602849,-0.2796629,-0.22330233,-1.0179702,-1.2110192,-0.89030015,-1.9872096,-0.82457906,-1.4885807,-0.8809364,-1.129801,-0.82457906,-0.6703575,-0.23474766,-0.3936543,0.39318568,0.17799403,0.39318568,-0.5476925,-0.44392776,-0.21744296,-0.44486007,-0.45820987,-0.5097629,-0.7314518,-0.17565021,-0.122985676,-0.2624246,-0.15415181,-0.18715642,-0.33885264,-0.27243292,-0.81296915,-0.31513354,-0.41319427,-0.18068781,-0.55317277,-0.5427801,-0.4775269,-0.18485595,0.37975177,2.2362878,2.2362878,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.3189918,0,3.5916519555627e-05
915,0.2301841,0.20623654,-0.23971358,-0.14844786,-0.18923889,-0.6090709,-0.12914428,-0.46707708,-0.23482592,-0.6765331,-0.3185167,-0.76952374,0.04003775,-0.36028484,-0.27966294,-0.20568736,-0.6068447,-0.22326696,-0.3602849,-0.2796629,-0.22330233,-1.0179702,-1.2110192,-0.89030015,-1.9872096,-0.82457906,-1.4885807,-0.8809364,-1.129801,-0.82457906,-0.6703575,-0.23474766,-0.3936543,0.39318568,0.17799403,0.39318568,-0.5476925,-0.44392776,-0.21744296,-0.44486007,-0.45820987,-0.5097629,-0.7314518,-0.17565021,-0.122985676,-0.2624246,-0.15415181,-0.18715642,-0.33885264,-0.27243292,-0.81296915,-0.31513354,-0.41319427,-0.18068781,-0.55317277,-0.5427801,-0.4775269,-0.18485595,0.37975177,2.2362878,2.2362878,0.12364409,-0.49568614,-0.41057464,3.8975544,-0.1864098,8.053905,3.7988195,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,2.2594755,0.3189918,0,6.669929485958307e-05
916,0.969081,0.7724028,-0.25191477,-0.2118199,-0.18923889,-0.6090709,-0.12914428,-0.46707708,-0.23482592,-0.6765331,1.0139024,-0.20515722,0.04003775,-0.36028484,-0.7447493,-0.15626845,0.06135756,-0.22326696,-0.3602849,-0.74474937,-0.22330233,-1.0179702,-0.52491176,0.9855387,0.7079421,-1.2415072,-0.6580953,-0.8445359,-0.82605296,-1.2415072,-0.6703575,-0.23474766,-0.22951186,0.39318568,0.17799403,0.39318568,-0.5476925,-0.42563137,-0.21744296,-0.44486007,-0.45820987,-0.5097629,-0.7314518,-0.082591996,-0.11712595,-0.2624246,-0.10410326,0.0017651002,0.18284644,-0.19386856,-0.9503532,-0.182775,-0.41319427,-0.18068781,-0.55317277,-0.5427801,-0.4775269,-0.18485595,0.37975177,-0.75915444,-0.75915444,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,0.3189918,0,0.0001633982333814143
917,-0.4439313,-0.41341543,-0.22751237,-0.71879625,-0.18923889,-0.6090709,-0.12914428,-0.46707708,-0.23482592,-0.6765331,0.52082914,-0.5186941,0.04003775,-0.36028484,-0.51220614,-0.15626845,0.06135756,-0.19046597,-0.3602849,-0.5122061,-0.19050106,-1.0179702,-0.52491176,0.9855387,0.7079421,-1.2415072,-0.6580953,-0.8445359,-0.82605296,-1.2415072,-0.6703575,-0.23474766,-0.33894014,0.39318568,0.17799403,0.39318568,-0.5476925,-0.44392776,-0.21744296,-0.44486007,-0.45820987,-0.5097629,-0.7314518,-0.13923612,-0.115242474,-0.2512873,-0.13169149,-0.18715642,-0.1661606,-0.27243292,-0.4202189,-0.31513354,-0.41319427,-0.18068781,-0.55317277,-0.5427801,-0.4775269,-0.18485595,0.37975177,0.9488559,0.94885576,0.12364409,-0.49568614,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.10830019,-0.04189153,-0.43881726,-0.28097907,0,0.00021962837344828684
