,F67,F68,F108,F79,F112,F113,F116,F117,F110,F114,F115,F61,F77,F88,F70,F41,F127,F133,F134,F136,F73,category,1
716,-0.2891464,3.1126273,0.04003775,-0.22326696,0.069151916,-0.22330233,-1.0179702,-0.9171543,-0.2755623,-0.3398862,-0.22667873,0.864771,0.51883554,0.28380698,0.51883554,1.9143174,-0.09033864,2.389395,3.8178616,3.397093,0.12364409,0,0.0030185033446027618
717,-0.2891464,3.1126273,0.04003775,-0.22326696,0.069151916,-0.22330233,-1.0179702,-0.1599375,-0.19296996,-0.3398862,-0.22667873,0.20820129,0.15494256,-0.04390497,0.15494256,1.9143174,-0.09033864,2.389395,3.8178616,3.397093,0.12364409,0,0.002973781677299212
718,-0.12918413,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-0.22636008,-0.03810927,-0.3398862,-0.23474766,-0.4757255,-0.7757571,-0.6900831,-0.7757571,1.9143174,-0.11817233,2.389395,3.8178616,3.397093,0.12364409,0,0.004278908826433769
719,0.19074038,3.1126273,-1.304367,-0.22326696,-0.5122061,-0.22330233,-1.0179702,0.1057526,0.06513112,-0.3398862,-0.23474766,1.0836276,-0.045359857,-0.146636,-0.045359857,1.9143174,-0.021486862,2.389395,3.8178616,3.397093,0.12364409,0,0.0313761843797652
720,0.19074038,3.1126273,0.04003775,-0.22326696,-0.5122061,-0.22330233,-1.0179702,-1.3555429,-1.638336,-0.3398862,-0.23474766,2.4788382,0.5086975,0.26942465,0.5086975,1.9143174,-0.021486862,2.389395,3.8178616,3.397093,0.12364409,0,0.0013520268057214408
722,0.19074038,3.1126273,0.04003775,-0.25606793,-0.5122061,-0.2561036,0.24932778,0.2727578,0.22195823,-0.3398862,-0.23474766,1.986411,0.31546098,0.089645356,0.31546098,1.9143174,-0.021486862,2.389395,3.8178616,3.397093,0.12364409,0,0.8710664557485682
724,0.19074038,3.1126273,0.04003775,-0.25606793,-0.5122061,-0.2561036,0.24932778,-1.2185464,-1.1414914,-0.3398862,-0.23474766,2.752409,0.7692135,0.54268914,0.7692135,1.9143174,-0.021486862,2.389395,3.8178616,3.397093,0.12364409,0,0.5239084654179079
725,-0.44910866,3.1126273,0.04003775,-0.25606793,-0.5122061,-0.2561036,0.24932778,-1.1379031,-1.2195165,-0.3398862,-0.21323049,0.481772,0.60255086,0.36188257,0.60255086,1.9143174,-0.11712595,2.389395,3.8178616,3.397093,0.12364409,0,0.24538867959316063
726,-0.6090709,3.1126273,1.3844424,-0.22326696,-0.74474937,-0.22330233,-1.0179702,0.5232656,0.9574234,-0.3398862,-0.23474766,-0.31158307,0.16308367,-0.038768418,0.16308367,1.9143174,-0.11796306,2.389395,3.8178616,3.397093,0.12364409,0,0.005013739596406228
727,-0.2891464,3.1126273,-1.304367,-0.157665,-0.16339132,-0.15769981,-1.0179702,0.03698576,0.10743946,-0.3398862,-0.22398907,0.3997008,-0.9700689,-0.871917,-0.9700689,1.9143174,-0.10163954,2.389395,3.8178616,3.397093,0.12364409,0,0.0164417832632657
728,-0.2891464,3.1126273,-1.304367,-0.157665,-0.16339132,-0.15769981,-1.0179702,0.03698576,0.10743946,-0.3398862,-0.22398907,0.3997008,-0.9700689,-0.871917,-0.9700689,1.9143174,-0.10163954,2.389395,3.8178616,3.397093,0.12364409,0,0.0164417832632657
729,-0.2891464,3.1126273,0.04003775,-0.157665,-0.16339132,-0.15769981,-1.0179702,0.03698576,0.10743946,-0.3398862,-0.22398907,0.3997008,-0.9700689,-0.871917,-0.9700689,1.9143174,-0.10163954,2.389395,3.8178616,3.397093,0.12364409,0,0.005168996643845517
730,0.19074038,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-1.124812,-1.0406282,-0.3398862,-0.23474766,-0.5304397,-1.4092288,-1.2674314,-1.4092288,1.9143174,-0.1098013,2.389395,3.8178616,3.397093,0.12364409,0,0.0011271854017355734
731,-0.2891464,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-0.06616451,-0.16867809,-0.3398862,-0.23474766,-0.09272651,0.33174324,0.109164245,0.33174324,1.9143174,-0.11942799,2.389395,3.8178616,3.397093,0.12364409,0,0.004381748165348948
732,0.19074038,3.1126273,0.04003775,-0.22326696,-0.6284777,-0.22330233,-1.0179702,-0.5241162,-0.48311114,-0.3398862,-0.23474766,-0.14744064,-0.9700689,-0.871917,-0.9700689,1.9143174,-0.11628885,2.389395,3.8178616,3.397093,0.12364409,0,0.002917495191386848
733,0.19074038,3.1126273,0.04003775,-0.25606793,-0.6284777,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.23474766,-0.065369435,-0.73489785,-0.6448814,-0.73489785,1.9143174,-0.11628885,2.389395,3.8178616,3.397093,0.12364409,0,0.7257992604150307
734,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-0.5241162,-0.48311114,-0.3398862,-0.23474766,-0.4757255,-0.9700689,-0.871917,-0.9700689,1.9143174,-0.021905413,2.389395,3.8178616,3.397093,0.12364409,0,0.0016486486335031837
735,-0.2891464,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-0.1599375,-0.19296996,-0.3398862,-0.23474766,-0.3936543,-0.7757571,-0.6900831,-0.7757571,1.9143174,-0.12005582,2.389395,3.8178616,3.397093,0.12364409,0,0.0032118890160292993
738,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.6284777,-0.22330233,-1.0179702,-0.2595713,0.06513112,-0.3398862,-0.23474766,0.044058856,0.486271,0.24271457,0.486271,1.9143174,-0.1175445,2.389395,3.8178616,3.397093,0.12364409,0,0.004639506504426007
739,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.6284777,-0.22330233,-1.0179702,-0.2595713,0.06513112,-0.3398862,-0.23474766,0.044058856,0.486271,0.24271457,0.486271,1.9143174,-0.1175445,2.389395,3.8178616,3.397093,0.12364409,0,0.004639506504426007
740,0.3507026,3.1126273,0.04003775,-0.22326696,-0.16339132,-0.22330233,-1.0179702,-1.3555429,-1.1141922,-0.3398862,-0.2024719,3.2995505,-0.49680832,-0.42092782,-0.49680832,1.9143174,1.0567026,2.389395,3.8178616,3.397093,0.12364409,0,0.0014312991865243296
741,0.3507026,3.1126273,0.04003775,-0.25606793,-0.16339132,-0.2561036,0.24932778,-0.14838582,-0.3216464,-0.3398862,-0.2024719,9.755819,0.5649174,0.3259267,0.5649174,1.9143174,1.0567026,2.389395,3.8178616,3.397093,0.12364409,0,0.9476979011685147
745,0.3507026,3.1126273,-1.304367,-0.22326696,-0.16339132,-0.22330233,-1.0179702,-0.43261945,-0.3233789,-0.3398862,-0.2024719,2.670338,-0.7517945,-0.66440034,-0.7517945,1.9143174,1.0567026,2.389395,3.8178616,3.397093,0.12364409,0,0.012338445998053749
746,-0.6090709,3.1126273,-1.304367,-0.22326696,-0.6284777,-0.22330233,-1.0179702,-1.3555429,-1.638336,-0.3398862,-0.23474766,0.18084422,-0.08191812,-0.17437336,-0.08191812,1.9143174,-0.10519723,2.389395,3.8178616,3.397093,0.12364409,0,0.0011941549581757998
747,-0.6090709,3.1126273,-1.304367,-0.22326696,-0.6284777,-0.22330233,-1.0179702,-1.3555429,-1.638336,-0.3398862,-0.23474766,0.18084422,-0.08191812,-0.17437336,-0.08191812,1.9143174,-0.10519723,2.389395,3.8178616,3.397093,0.12364409,0,0.0011941549581757998
748,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.5122061,-0.22330233,-1.0179702,-1.3555429,-1.1141922,-0.3398862,-0.21323049,-0.4757255,-1.0129249,-0.9058182,-1.0129249,1.9143174,-0.060830735,2.389395,3.8178616,3.397093,0.12364409,0,0.0005672261467257934
749,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.5122061,-0.22330233,-1.0179702,0.42170835,0.44879487,-0.3398862,-0.21323049,-0.31158307,-0.5473447,-0.45482904,-0.5473447,1.9143174,-0.060830735,2.389395,3.8178616,3.397093,0.12364409,0,0.006662284245612794
753,-0.44910866,3.1126273,0.04003775,-0.25606793,-0.2796629,-0.2561036,0.24932778,-0.14838582,-0.3216464,-0.3398862,-0.23474766,-0.50308263,-1.2413373,-1.1307992,-1.2413373,1.9143174,-0.122776404,2.389395,3.8178616,3.397093,0.12364409,0,0.39923908426303
754,-0.44910866,3.1126273,0.04003775,-0.25606793,-0.2796629,-0.2561036,0.24932778,-0.14838582,-0.3216464,-0.3398862,-0.23474766,-0.50308263,-1.2413373,-1.1307992,-1.2413373,1.9143174,-0.122776404,2.389395,3.8178616,3.397093,0.12364409,0,0.39923908426303
755,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.2796629,-0.22330233,-1.0179702,0.1057526,0.06513112,-0.3398862,-0.23474766,-0.50308263,-1.2413373,-1.1307992,-1.2413373,1.9143174,-0.122776404,2.389395,3.8178616,3.397093,0.12364409,0,0.0031555154089329684
756,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.2796629,-0.22330233,-1.0179702,0.1057526,0.06513112,-0.3398862,-0.23474766,-0.50308263,-1.2413373,-1.1307992,-1.2413373,1.9143174,-0.122776404,2.389395,3.8178616,3.397093,0.12364409,0,0.0031555154089329684
757,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.2796629,-0.22330233,-1.0179702,0.5232656,0.9574234,-0.3398862,-0.23474766,-0.50308263,-1.2413373,-1.1307992,-1.2413373,1.9143174,-0.122776404,2.389395,3.8178616,3.397093,0.12364409,0,0.01122358387608532
758,-0.2891464,3.1126273,1.3844424,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-1.004832,-1.002375,-0.3398862,-0.23474766,-0.5577968,-1.3666799,-1.2283937,-1.3666799,1.9143174,-0.12005582,2.389395,3.8178616,3.397093,0.12364409,0,0.00026641568143728875
759,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-0.17642866,-0.19724192,-0.3398862,-0.23474766,-0.22951186,-0.28652152,-0.2894321,-0.28652152,1.9143174,-0.09808184,2.389395,3.8178616,3.397093,0.12364409,0,0.0031143618720820376
760,-0.44910866,3.1126273,0.04003775,-0.25606793,-0.6284777,-0.2561036,0.24932778,-0.23521633,-0.09890646,-0.3398862,-0.23474766,-0.5304397,-0.08667991,-0.1784826,-0.08667991,1.9143174,-0.123194955,2.389395,3.8178616,3.397093,0.12364409,0,0.542872569854544
761,-0.44910866,3.1126273,0.04003775,-0.25606793,-0.6284777,-0.2561036,0.24932778,-0.23521633,-0.09890646,-0.3398862,-0.23474766,-0.5304397,-0.08667991,-0.1784826,-0.08667991,1.9143174,-0.123194955,2.389395,3.8178616,3.397093,0.12364409,0,0.542872569854544
765,1.1505139,3.1126273,0.04003775,-0.25606793,-0.2796629,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.19601674,1.5760549,0.24679902,0.022870192,0.24679902,1.9143174,-0.07422439,2.389395,3.8178616,3.397093,0.12364409,0,0.8987712770208245
766,1.1505139,3.1126273,0.04003775,-0.25606793,-0.2796629,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.19601674,1.5760549,0.24679902,0.022870192,0.24679902,1.9143174,-0.07422439,2.389395,3.8178616,3.397093,0.12364409,0,0.8987712770208245
767,-0.6090709,3.1126273,0.04003775,-0.19046597,-0.6284777,-0.19050106,-1.0179702,-0.52491176,-0.6580953,-0.3398862,-0.23474766,1.1656989,0.8317312,0.651584,0.8317312,1.9143174,-0.091385014,2.389395,3.8178616,3.397093,0.12364409,0,0.0024383549694998205
768,-0.6090709,3.1126273,0.04003775,-0.19046597,-0.6284777,-0.19050106,-1.0179702,-0.52491176,-0.6580953,-0.3398862,-0.23474766,1.1656989,0.8317312,0.651584,0.8317312,1.9143174,-0.091385014,2.389395,3.8178616,3.397093,0.12364409,0,0.0024383549694998205
770,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.6284777,-0.22330233,-1.0179702,0.30178002,0.13437776,-0.3398862,-0.23474766,-0.5577968,-1.2860367,-1.163673,-1.2860367,1.9143174,-0.123194955,2.389395,3.8178616,3.397093,0.12364409,0,0.004150822717012053
772,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.6284777,-0.22330233,-1.0179702,0.03698576,0.10743946,-0.3398862,-0.23474766,-0.5577968,-1.2860367,-1.163673,-1.2860367,1.9143174,-0.123194955,2.389395,3.8178616,3.397093,0.12364409,0,0.0038461227766174097
773,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.39593452,-0.22330233,-1.0179702,0.30178002,0.13437776,-0.3398862,-0.23474766,-0.5304397,-1.0072415,-0.89759976,-1.0072415,1.9143174,-0.12235785,2.389395,3.8178616,3.397093,0.12364409,0,0.0033700192662732384
774,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.39593452,-0.22330233,-1.0179702,0.30178002,0.13437776,-0.3398862,-0.23474766,-0.25686893,-0.08253255,-0.17540067,-0.08253255,1.9143174,-0.12235785,2.389395,3.8178616,3.397093,0.12364409,0,0.004135201476930115
775,-0.6090709,3.1126273,0.04003775,-0.19046597,-0.39593452,-0.19050106,-1.0179702,-0.52491176,-0.6580953,-0.3398862,-0.23474766,0.044058856,0.8317312,0.651584,0.8317312,1.9143174,-0.12235785,2.389395,3.8178616,3.397093,0.12364409,0,0.0015374469766959466
776,-0.6090709,3.1126273,0.04003775,-0.19046597,-0.39593452,-0.19050106,-1.0179702,-0.52491176,-0.6580953,-0.3398862,-0.23474766,0.044058856,0.8317312,0.651584,0.8317312,1.9143174,-0.12235785,2.389395,3.8178616,3.397093,0.12364409,0,0.0015374469766959466
777,-0.12918413,3.1126273,1.3844424,-0.22326696,-0.74474937,-0.22330233,-1.0179702,0.30178002,0.13437776,-0.3398862,-0.23474766,0.481772,0.8317312,0.651584,0.8317312,1.9143174,-0.07987484,2.389395,3.8178616,3.397093,0.12364409,0,0.0028668337156193915
778,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-1.3555429,-1.2597876,-0.3398862,-0.23474766,-0.44836843,0.16308367,-0.038768418,0.16308367,1.9143174,-0.122776404,2.389395,3.8178616,3.397093,0.12364409,0,0.0005734334330066692
779,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-1.3555429,-1.2597876,-0.3398862,-0.23474766,-0.42101136,0.16308367,-0.038768418,0.16308367,1.9143174,-0.122985676,2.389395,3.8178616,3.397093,0.12364409,0,0.0005786483338176794
782,-0.2891464,3.1126273,0.04003775,-0.25606793,-0.6284777,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.2024719,-0.44836843,-0.9193788,-0.82979727,-0.9193788,1.9143174,-0.115661025,2.389395,3.8178616,3.397093,0.12364409,0,0.6259498269687707
783,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.6284777,-0.22330233,-1.0179702,0.30178002,0.13437776,-0.3398862,-0.23474766,-0.5577968,-1.1943338,-1.0897068,-1.1943338,1.9143174,-0.12235785,2.389395,3.8178616,3.397093,0.12364409,0,0.00419226946618726
784,-0.44910866,3.1126273,0.04003775,-0.25606793,-0.6284777,-0.2561036,0.24932778,-0.44223326,-0.38439485,-0.3398862,-0.23474766,-0.4757255,-1.1325841,-1.0239589,-1.1325841,1.9143174,-0.12235785,2.389395,3.8178616,3.397093,0.12364409,0,0.41343502833526585
785,-0.44910866,3.1126273,0.04003775,-0.25606793,-0.74474937,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.23474766,-0.42101136,-0.9967963,-0.8904086,-0.9967963,1.9143174,-0.1211022,2.389395,3.8178616,3.397093,0.12364409,0,0.6088921314059031
786,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.5122061,-0.22330233,-1.0179702,-0.74383783,-0.7403843,-0.3398862,-0.23474766,0.07141592,0.7964018,0.595082,0.7964018,1.9143174,-0.1045694,2.389395,3.8178616,3.397093,0.12364409,0,0.001354250032602471
787,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.5122061,-0.22330233,-1.0179702,-0.74383783,-0.7403843,-0.3398862,-0.23474766,0.07141592,0.7964018,0.595082,0.7964018,1.9143174,-0.1045694,2.389395,3.8178616,3.397093,0.12364409,0,0.001354250032602471
788,-0.6090709,3.1126273,0.04003775,-0.25606793,-0.5122061,-0.2561036,0.24932778,-0.14838582,-0.3216464,-0.3398862,-0.23474766,-0.44836843,-0.6024893,-0.5020853,-0.6024893,1.9143174,-0.1045694,2.389395,3.8178616,3.397093,0.12364409,0,0.40718414432558414
790,0.5106649,3.1126273,0.04003775,-0.19046597,-0.39593452,-0.19050106,-1.0179702,-0.1599375,-0.19296996,-0.3398862,-0.2024719,2.2599816,0.7745897,0.5509076,0.7745897,1.9143174,0.0032076966,2.389395,3.8178616,3.397093,0.12364409,0,0.013284858077594627
792,0.5106649,3.1126273,0.04003775,-0.19046597,-0.39593452,-0.19050106,-1.0179702,-0.1599375,-0.19296996,-0.3398862,-0.2024719,2.2599816,0.7745897,0.5509076,0.7745897,1.9143174,0.0032076966,2.389395,3.8178616,3.397093,0.12364409,0,0.013284858077594627
793,0.99055165,3.1126273,0.04003775,-0.22326696,-0.2796629,-0.22330233,-1.0179702,-0.030181924,-0.0008947598,-0.3398862,-0.23474766,-0.4757255,-1.3548522,-1.2201751,-1.3548522,1.9143174,-0.11210333,2.389395,3.8178616,3.397093,0.12364409,0,0.007837660182870944
794,0.99055165,3.1126273,0.04003775,-0.22326696,-0.2796629,-0.22330233,-1.0179702,0.03698576,0.10743946,-0.3398862,-0.23474766,-0.4757255,-1.3548522,-1.2201751,-1.3548522,1.9143174,-0.11210333,2.389395,3.8178616,3.397093,0.12364409,0,0.00916257733870306
795,0.99055165,3.1126273,0.04003775,-0.22326696,-0.2796629,-0.22330233,-1.0179702,0.03698576,0.10743946,-0.3398862,-0.23474766,-0.5577968,-1.4553107,-1.3064692,-1.4553107,1.9143174,-0.11210333,2.389395,3.8178616,3.397093,0.12364409,0,0.008840799375522105
796,0.99055165,3.1126273,0.04003775,-0.22326696,-0.2796629,-0.22330233,-1.0179702,0.03698576,0.10743946,-0.3398862,-0.23474766,-0.4757255,-1.3548522,-1.2201751,-1.3548522,1.9143174,-0.11210333,2.389395,3.8178616,3.397093,0.12364409,0,0.00916257733870306
797,0.99055165,3.1126273,0.04003775,-0.22326696,-0.2796629,-0.22330233,-1.0179702,0.03698576,0.10743946,-0.3398862,-0.23474766,-0.4757255,-1.3548522,-1.2201751,-1.3548522,1.9143174,-0.11210333,2.389395,3.8178616,3.397093,0.12364409,0,0.00916257733870306
798,0.03077812,3.1126273,0.04003775,-0.25606793,-0.39593452,-0.2561036,0.24932778,-0.14838582,-0.3216464,-0.3398862,-0.23474766,-0.14744064,-0.7757571,-0.6900831,-0.7757571,1.9143174,-0.11252189,2.389395,3.8178616,3.397093,0.12364409,0,0.5326054870482678
799,0.03077812,3.1126273,0.04003775,-0.25606793,-0.39593452,-0.2561036,0.24932778,-0.14838582,-0.3216464,-0.3398862,-0.23474766,-0.14744064,-0.7757571,-0.6900831,-0.7757571,1.9143174,-0.11252189,2.389395,3.8178616,3.397093,0.12364409,0,0.5326054870482678
800,0.03077812,3.1126273,0.04003775,-0.25606793,-0.39593452,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.23474766,-0.14744064,-0.7757571,-0.6900831,-0.7757571,1.9143174,-0.11252189,2.389395,3.8178616,3.397093,0.12364409,0,0.6709435030046452
801,0.03077812,3.1126273,0.04003775,-0.25606793,-0.39593452,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.23474766,-0.14744064,-0.7757571,-0.6900831,-0.7757571,1.9143174,-0.11252189,2.389395,3.8178616,3.397093,0.12364409,0,0.6709435030046452
802,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-1.3555429,-1.2597876,-0.3398862,-0.23474766,-0.31158307,-0.7757571,-0.6900831,-0.7757571,1.9143174,-0.1175445,2.389395,3.8178616,3.397093,0.12364409,0,0.0005130100879405934
803,-0.44910866,3.1126273,-1.304367,-0.19046597,-0.6284777,-0.19050106,-1.0179702,-0.5070488,-0.39279008,-0.3398862,-0.23474766,-0.3936543,-0.76930565,-0.6808373,-0.76930565,1.9143174,-0.1211022,2.389395,3.8178616,3.397093,0.12364409,0,0.0065493725591595706
804,-0.44910866,3.1126273,-1.304367,-0.19046597,-0.6284777,-0.19050106,-1.0179702,-0.2595713,-0.124143004,-0.3398862,-0.23474766,-0.3936543,-0.76930565,-0.6808373,-0.76930565,1.9143174,-0.1211022,2.389395,3.8178616,3.397093,0.12364409,0,0.009766350216356384
805,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-0.52491176,-0.6580953,-0.3398862,-0.23474766,2.8071232,0.856001,0.6721302,0.856001,1.9143174,0.25057185,2.389395,3.8178616,3.397093,0.12364409,0,0.003367091523959306
806,-0.2891464,3.1126273,0.04003775,-0.22326696,-0.6284777,-0.22330233,-1.0179702,-0.22636008,-0.03810927,-0.3398862,-0.2024719,-0.12008358,-1.1640735,-1.0537509,-1.1640735,1.9143174,0.029995011,2.389395,3.8178616,3.397093,0.12364409,0,0.0036448605887379115
812,-0.6090709,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-0.5070488,-0.39279008,-0.3398862,-0.23474766,-0.5577968,-1.2413373,-1.1307992,-1.2413373,1.9143174,-0.122776404,2.389395,3.8178616,3.397093,0.12364409,0,0.0017092829780643672
813,-0.6090709,3.1126273,-1.304367,-0.22326696,-0.74474937,-0.22330233,-1.0179702,0.1057526,0.06513112,-0.3398862,-0.23474766,-0.20215479,-0.045359857,-0.146636,-0.045359857,1.9143174,-0.12047437,2.389395,3.8178616,3.397093,0.12364409,0,0.014168349738428405
814,-0.44910866,3.1126273,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-0.5241162,-0.48311114,-0.3398862,-0.23474766,-0.44836843,-0.9700689,-0.871917,-0.9700689,1.9143174,-0.10561578,2.389395,3.8178616,3.397093,0.12364409,0,0.001758235362944843
815,-0.44910866,3.1126273,0.04003775,-0.25606793,-0.74474937,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.23474766,0.42705786,0.8317312,0.651584,0.8317312,1.9143174,-0.095570534,2.389395,3.8178616,3.397093,0.12364409,0,0.7076327003970592
816,-0.12918413,3.1126273,0.04003775,-0.25606793,-0.74474937,-0.2561036,0.24932778,0.01541793,0.08784404,-0.3398862,-0.23474766,0.31762958,0.8317312,0.651584,0.8317312,1.9143174,-0.10812709,2.389395,3.8178616,3.397093,0.12364409,0,0.7478160997121713
818,-0.12918413,3.1126273,0.04003775,-0.22326696,-0.5122061,-0.22330233,-1.0179702,-1.3555429,-1.1141922,-0.3398862,-0.23474766,-0.42101136,-1.0129249,-0.9058182,-1.0129249,1.9143174,-0.09996533,2.389395,3.8178616,3.397093,0.12364409,0,0.0007370017421042259
819,-0.12918413,3.1126273,0.04003775,-0.22326696,-0.5122061,-0.22330233,-1.0179702,-1.3555429,-1.1141922,-0.3398862,-0.23474766,0.6732715,0.5133057,0.28072506,0.5133057,1.9143174,-0.09996533,2.389395,3.8178616,3.397093,0.12364409,0,0.0012778024976076035
820,-0.12918413,3.1126273,-1.304367,-0.22326696,-0.5122061,-0.22330233,-1.0179702,-1.3555429,-1.1141922,-0.3398862,-0.23474766,0.6732715,0.5133057,0.28072506,0.5133057,1.9143174,-0.09996533,2.389395,3.8178616,3.397093,0.12364409,0,0.004099462388415502
827,0.99055165,-0.7075918,0.04003775,-0.25606793,0.069151916,-0.2561036,0.24932778,0.2727578,0.22195823,0.4782935,-0.19440295,2.36941,0.41929874,0.19340368,0.41929874,-0.55354047,0.2369689,-0.4539817,-0.454535,-0.84306073,0.12364409,0,0.7855280557923879
828,0.99055165,-0.7075918,0.04003775,-0.22326696,0.069151916,-0.22330233,-1.0179702,-0.5241162,-0.48311114,0.4782935,-0.19440295,2.36941,0.41929874,0.19340368,0.41929874,-0.55354047,0.2369689,-0.4539817,-0.454535,-0.84306073,0.12364409,0,0.0033595416584068284
829,-0.6090709,-0.7308858,0.04003775,-0.22326696,-0.74474937,-0.22330233,-1.0179702,-1.3555429,-0.88123953,-0.756238,-0.23474766,-0.50308263,-0.92414063,-0.83082455,-0.92414063,-0.5640669,-0.11252189,-0.5285818,-0.5044851,-0.76252383,0.12364409,0,0.00012377304317083427
830,-0.12918413,-0.7308858,0.04003775,-0.22326696,-0.5122061,-0.22330233,-1.0179702,-1.3555429,-0.88123953,-0.756238,-0.23474766,-0.44836843,-0.92414063,-0.83082455,-0.92414063,-0.5640669,-0.046599973,-0.5285818,-0.5044851,-0.76252383,0.12364409,0,0.0001515939706838091
416,-0.6090709,-0.7386505,0.04003775,-0.22326696,-0.74474937,-0.22330233,1.5166258,-0.52491176,-0.6580953,1.2190124,-0.17019612,-0.12008358,0.87520176,0.6967857,0.87520176,-0.5605581,-0.11021985,-0.5598657,-0.54777515,-0.75308895,0.12364409,1,0.9969412298470833
417,-0.6090709,-0.77747387,0.04003775,-0.25606793,-0.5122061,-0.2561036,0.24932778,-0.22421743,-0.46605748,0.56059563,-0.19171329,-0.065369435,1.4982283,1.6891673,1.4982283,-0.56640613,-0.07296874,-0.5518191,-0.5211351,-0.7619402,0.12364409,1,0.41082671007022614
418,-0.6090709,-0.77747387,0.04003775,-0.22326696,-0.5122061,-0.22330233,1.5166258,-0.22636008,-0.03810927,0.56059563,-0.19171329,-0.17479771,1.4108263,1.4703503,1.4108263,-0.56640613,-0.07296874,-0.5518191,-0.5211351,-0.7619402,0.12364409,1,0.9977341937755142
420,-0.12918413,-0.5911217,0.04003775,-0.157665,-0.5122061,-0.15769981,1.5166258,-0.52491176,-0.6580953,1.2190124,-0.17019612,-0.50308263,-1.4285831,-1.2838683,-1.4285831,0.6967628,-0.122567125,-0.58077174,-0.5319576,-0.669634,0.12364409,1,0.995006679324429
421,-0.12918413,-0.5911217,0.04003775,-0.157665,-0.5122061,-0.15769981,1.5166258,-0.52491176,-0.6580953,1.2190124,-0.17019612,-0.50308263,-1.4285831,-1.2838683,-1.4285831,0.6967628,-0.122567125,-0.58077174,-0.5319576,-0.669634,0.12364409,1,0.995006679324429
422,-0.12918413,-0.5911217,-1.304367,-0.157665,-0.5122061,-0.15769981,1.5166258,0.31156883,0.40902352,1.2190124,-0.17019612,-0.50308263,-1.4285831,-1.2838683,-1.4285831,0.6967628,-0.122567125,-0.58077174,-0.5319576,-0.669634,0.12364409,1,0.9995785805535011
423,-0.6090709,-0.5911217,0.04003775,-0.25606793,-0.74474937,-0.2561036,0.24932778,0.50994074,0.29467633,1.2190124,-0.17019612,-0.5577968,-1.4285831,-1.2838683,-1.4285831,0.6967628,-0.123194955,-0.58077174,-0.5319576,-0.669634,0.12364409,1,0.6065818922971206
424,-0.12918413,-0.5911217,0.04003775,-0.25606793,-0.74474937,-0.2561036,0.24932778,0.2727578,0.22195823,1.2190124,-0.17019612,-0.50308263,-1.4285831,-1.2838683,-1.4285831,0.6967628,-0.11796306,-0.58077174,-0.5319576,-0.669634,0.12364409,1,0.6141015206847565
425,-0.12918413,-0.5911217,-1.304367,-0.19046597,-0.39593452,-0.19050106,1.5166258,3.0283437,2.9042428,1.2190124,-0.17019612,-0.5304397,-1.4285831,-1.2838683,-1.4285831,0.6967628,-0.122776404,-0.58077174,-0.5319576,-0.669634,0.12364409,1,0.9999902032262469
