,F72,F62,F65,F64,F67,F34,F66,F69,F68,F104,F105,F108,F94,F95,F23,F79,F111,F112,F113,F116,F117,F118,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F135,F136,F137,F83,F74,F73,F146,F16,F7,F12,F17,F2,F13,F18,F14,F9,F19,F71,category,1
574,-0.71453065,0.016511701,-0.78216827,-0.73159146,-0.6090709,-0.12914428,-0.8077934,-0.14969003,-0.7852385,-0.15815707,-2.158734,0.04003775,-1.0605285,-0.51220614,-0.6068447,-0.22326696,-1.0605285,-0.5122061,-0.22330233,-1.0179702,-0.7292734,-0.54557115,-0.82457906,-0.23229964,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.42101136,-0.94026923,-0.8431523,-0.94026923,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.2128735,-0.09787257,-0.2624246,-0.16071555,-0.18715642,-0.7059743,-0.27243292,-0.7241021,-0.31513354,-0.6987052,-0.18068781,-0.5743044,-0.54860765,-0.662406,-0.77964276,-1.0428659,0.29229122,0.2922912,0.12364409,2.0239465,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.28097907,0,0.00020441977350952397
575,-0.71453065,0.053115312,-0.78216827,-0.73159146,-0.6090709,-0.12914428,-0.8077934,-0.021986196,-0.7852385,-0.15815707,0.34623545,0.04003775,-1.0605285,-0.51220614,0.7295598,-0.22326696,-1.0605285,-0.5122061,-0.22330233,-1.0179702,-0.31176043,-0.39621747,1.0806812,-0.043025505,1.1210952,1.0918993,1.0806812,-0.756238,-0.23474766,0.01670178,0.3557058,0.13895625,0.3557058,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.2128735,-0.09787257,-0.2624246,-0.16071555,-0.18715642,-0.7059743,-0.27243292,-0.7241021,-0.31513354,-0.6987052,-0.18068781,-0.5743044,-0.54860765,-0.662406,-0.77964276,-1.0428659,0.29229122,0.2922912,0.12364409,2.0239465,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.6189773,0,0.0004332334739782536
576,-0.71453065,-0.14210394,-0.78216827,-0.73159146,-0.6090709,-0.81677604,-0.8077934,-0.23482592,-0.7852385,-0.15815707,0.73545384,0.04003775,-1.0605285,-0.51220614,0.7295598,-0.22326696,-1.0605285,-0.5122061,-0.22330233,-1.0179702,-0.31176043,-0.39621747,1.0806812,-0.043025505,1.1210952,1.0918993,1.0806812,-0.756238,-0.23474766,0.01670178,0.3557058,0.13895625,0.3557058,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.2128735,-0.09787257,-0.2624246,-0.16071555,-0.18715642,-0.7059743,-0.27243292,-0.7241021,-0.31513354,-0.6987052,-0.18068781,-0.5743044,-0.54860765,-0.662406,-0.77964276,-1.0428659,0.29229122,0.2922912,0.12364409,2.0239465,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.6189773,0,0.0003889862786537517
584,-0.3090729,-0.25191477,0.29515642,-0.061682668,-0.44910866,-0.12914428,-0.60937625,-0.23482592,-0.5988864,-0.4290405,-0.20515722,0.04003775,-0.4905627,-0.16339132,-0.27274358,-0.12486401,-0.49056277,-0.16339132,-0.12489857,-1.0179702,-0.17642866,-0.34459257,1.0806812,-0.19724192,1.1210952,1.0918993,1.0806812,0.8551505,-0.21323049,0.23555836,-0.72245574,-0.6387176,-0.72245574,-0.5430141,2.429447,-0.17484123,-0.47251254,-0.42814997,-0.5076925,-0.066610254,-0.06941105,-0.14548342,-0.07046406,-0.1031913,0.002908563,-0.20259793,1.5908444,-0.14600874,-0.5523786,0.5469108,-0.5199336,1.0681098,-0.49802294,-0.53112596,3.1741483,-0.5921223,-0.5921223,0.12364409,0.3229494,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.019006386,0,0.010393823985112148
585,-0.3090729,-0.25191477,0.29515642,-0.061682668,-0.44910866,-0.12914428,-0.60937625,-0.23482592,-0.5988864,-0.4290405,-0.20515722,0.04003775,-0.4905627,-0.16339132,-2.6114516,-0.12486401,-0.49056277,-0.16339132,-0.12489857,-1.0179702,-1.3555429,-1.0116447,0.24080187,-0.124143004,-1.2449422,-1.2860144,0.24080187,0.8551505,-0.21323049,0.23555836,-0.72245574,-0.6387176,-0.72245574,-0.5430141,2.429447,-0.17484123,-0.47251254,-0.42814997,-0.5076925,-0.066610254,-0.06941105,-0.14548342,-0.07046406,-0.1031913,0.002908563,-0.20259793,1.5908444,-0.14600874,-0.5523786,0.5469108,-0.5199336,1.0681098,-0.49802294,-0.53112596,3.1741483,-0.5921223,-0.5921223,0.12364409,0.3229494,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.019006386,0,0.0043880084179500475
586,-0.3090729,-0.25191477,0.29515642,-0.061682668,-0.44910866,-0.12914428,-0.60937625,-0.23482592,-0.5988864,-0.4290405,-0.20515722,0.04003775,-0.4905627,-0.16339132,0.3954587,-0.12486401,-0.49056277,-0.16339132,-0.12489857,-1.0179702,-0.5070488,-0.48211148,1.0806812,-0.39279008,1.1210952,1.0918993,1.0806812,0.8551505,-0.21323049,0.23555836,-0.72245574,-0.6387176,-0.72245574,-0.5430141,2.429447,-0.17484123,-0.47251254,-0.42814997,-0.5076925,-0.066610254,-0.06941105,-0.14548342,-0.07046406,-0.1031913,0.002908563,-0.20259793,1.5908444,-0.14600874,-0.5523786,0.5469108,-0.5199336,1.0681098,-0.49802294,-0.53112596,3.1741483,-0.5921223,-0.5921223,0.12364409,0.3229494,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.019006386,0,0.006813090297721727
588,-0.3090729,-0.25191477,0.29515642,-0.061682668,-0.44910866,-0.30105224,-0.60937625,-0.23482592,-0.5988864,-0.4290405,-0.20515722,0.04003775,-0.4905627,-0.16339132,0.7295598,-0.12486401,-0.49056277,-0.16339132,-0.12489857,-1.0179702,1.6211703,0.77853066,-0.9484738,1.5302528,-0.8081353,-0.4658945,-0.9484738,0.8551505,-0.21323049,0.481772,-0.7190764,-0.6387176,-0.7190764,-0.5430141,2.429447,-0.17484123,-0.47251254,-0.42814997,-0.5076925,-0.066610254,-0.06941105,-0.14548342,-0.07046406,-0.1031913,0.002908563,-0.20259793,1.5908444,-0.14600874,-0.5523786,0.5469108,-0.5199336,1.0681098,-0.49802294,-0.53112596,3.1741483,-0.5921223,-0.5921223,0.12364409,0.3229494,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.019006386,0,0.08013974474664243
618,-0.6887593,-0.3007196,-0.71879625,-0.061682668,-0.44910866,-0.12914428,-0.60937625,-0.23482592,-0.5988864,0.9091629,0.73545384,0.04003775,-0.4905627,-0.51220614,0.7295598,-0.25606793,-0.49056277,-0.5122061,-0.2561036,0.24932778,-0.23521633,-0.36622393,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,0.8551505,-0.23474766,-0.5304397,-1.0494832,-0.94588333,-1.0494832,-0.5430141,2.2952638,-0.17484123,-0.47251254,-0.42814997,-0.5076925,-0.21408731,-0.122567125,-0.25685596,-0.17333025,-0.12418258,-0.5707189,-0.16768044,1.8611432,-0.19748151,-0.5523786,-0.11454248,-0.5199336,1.0681098,-0.49802294,-0.53112596,3.1741483,-0.6161064,-0.6161064,0.12364409,0.3229494,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-1.1809354,0,0.7898173625124648
619,-0.6887593,-0.3007196,-0.71879625,-0.061682668,-0.44910866,-0.12914428,-0.60937625,-0.23482592,-0.5988864,0.9091629,0.73545384,0.04003775,-0.4905627,-0.51220614,0.7295598,-0.25606793,-0.49056277,-0.5122061,-0.2561036,0.24932778,-0.23521633,-0.36622393,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,0.8551505,-0.23474766,-0.5304397,-1.0494832,-0.94588333,-1.0494832,-0.5430141,2.2952638,-0.17484123,-0.47251254,-0.42814997,-0.5076925,-0.21408731,-0.122567125,-0.25685596,-0.17333025,-0.12418258,-0.5707189,-0.16768044,1.8611432,-0.19748151,-0.5523786,-0.11454248,-0.5199336,1.0681098,-0.49802294,-0.53112596,3.1741483,-0.6161064,-0.6161064,0.12364409,0.3229494,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-1.1809354,0,0.7898173625124648
620,-0.6887593,-0.3007196,-0.71879625,-0.061682668,-0.44910866,-0.12914428,-0.60937625,-0.23482592,-0.5988864,0.9091629,0.73545384,0.04003775,-0.4905627,-0.51220614,0.7295598,-0.25606793,-0.49056277,-0.5122061,-0.2561036,0.24932778,-0.23521633,-0.36622393,1.0806812,-0.09890646,1.1210952,1.0918993,1.0806812,0.8551505,-0.23474766,-0.5304397,-1.0494832,-0.94588333,-1.0494832,-0.5430141,2.2952638,-0.17484123,-0.47251254,-0.42814997,-0.5076925,-0.21408731,-0.122567125,-0.25685596,-0.17333025,-0.12418258,-0.5707189,-0.16768044,1.8611432,-0.19748151,-0.5523786,-0.11454248,-0.5199336,1.0681098,-0.49802294,-0.53112596,3.1741483,-0.6161064,-0.6161064,0.12364409,0.3229494,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-1.1809354,0,0.7898173625124648
621,-0.413041,-0.3007196,-0.4653081,-0.56395525,-0.2891464,0.5584875,-0.59334254,-0.23482592,-0.5911217,0.48538753,0.73545384,0.04003775,-0.97910476,-0.7447493,0.7295598,-0.25606793,-0.9791048,-0.74474937,-0.2561036,0.24932778,0.01541793,0.7536794,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.50933164,-0.23474766,-0.25686893,-0.8095504,-0.71473855,-0.8095504,-0.5266397,-0.41903907,-0.057686463,-0.40231785,-0.46174634,-0.4524831,-0.2124689,-0.08259543,-0.23458144,-0.15251087,0.12771277,-0.79171646,-0.2462448,-0.48956245,-0.182775,-0.62281895,-0.18068781,-0.53880924,-0.45869753,-0.59934133,-0.6601991,-0.43804193,-0.75915444,-0.75915444,0.12364409,-0.60107934,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.28097907,0,0.21982461770821587
623,-1.1551151,-0.27631718,-0.4653081,-0.56395525,-0.2891464,-0.81677604,-0.59334254,-0.23482592,-0.5911217,0.23464029,0.73545384,0.04003775,-0.97910476,-0.51220614,0.7295598,-0.22326696,-0.9791048,-0.5122061,-0.22330233,-1.0179702,0.03698576,-0.2763199,1.0806812,0.10743946,1.1210952,1.0918993,1.0806812,-0.50933164,-0.21323049,-0.284226,-0.94549185,-0.84726155,-0.94549185,-0.5266397,2.7561853,-0.057686463,-0.40231785,-0.46174634,-0.4524831,-0.18070772,-0.08678094,0.3000067,-0.12861474,0.2116779,-0.5779647,-0.12403356,-0.18429083,0.28047988,-0.62281895,2.7958522,-0.53880924,-0.45869753,-0.59934133,-0.6601991,-0.43804193,-0.7775708,-0.7775708,0.12364409,-0.60107934,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.28097907,0,0.0015851008102090972
624,-0.413041,-0.21531117,-0.78216827,-0.56395525,-0.6090709,-0.12914428,-0.59334254,-0.23482592,-0.5911217,0.30068165,-0.33953017,0.04003775,-0.97910476,-0.62847775,0.06135756,-0.19046597,-0.9791048,-0.6284777,-0.19050106,-1.0179702,-0.52491176,0.9855387,-1.2415072,-0.6580953,-0.8445359,-0.82605296,-1.2415072,-0.50933164,-0.23474766,-0.44836843,-0.8095504,-0.71473855,-0.8095504,-0.5266397,-0.44392776,-0.057686463,-0.40231785,-0.46174634,-0.4524831,-0.20397228,-0.122985676,-0.2624246,-0.16851,-0.18715642,-0.5079218,-0.27243292,-0.86935645,-0.31513354,-0.62281895,-0.18068781,-0.53880924,-0.45869753,-0.59934133,-0.6601991,-0.43804193,0.9557085,0.9557084,0.12364409,-0.60107934,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-1.1809354,0,0.000173525415992261
625,-0.413041,-0.21531117,-0.78216827,-0.56395525,-0.6090709,-0.12914428,-0.59334254,-0.23482592,-0.5911217,0.30068165,-1.4145142,0.04003775,-0.97910476,-0.62847775,0.06135756,-0.19046597,-0.9791048,-0.6284777,-0.19050106,-1.0179702,-0.52491176,0.9855387,-1.2415072,-0.6580953,-0.8445359,-0.82605296,-1.2415072,-0.50933164,-0.23474766,-0.5304397,-0.8161555,-0.7209024,-0.8161555,-0.5266397,-0.44392776,-0.057686463,-0.40231785,-0.46174634,-0.4524831,-0.20397228,-0.122985676,-0.2624246,-0.16851,-0.18715642,-0.5079218,-0.27243292,-0.86935645,-0.31513354,-0.62281895,-0.18068781,-0.53880924,-0.45869753,-0.59934133,-0.6601991,-0.43804193,0.9557085,0.9557084,0.12364409,-0.60107934,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-1.1809354,0,0.0002093563186414888
626,-0.413041,-0.3007196,0.10504031,-0.56395525,-0.12918413,-0.12914428,-0.59334254,-0.23482592,-0.5911217,-0.0030123591,0.73545384,0.04003775,-0.97910476,-0.62847775,0.7295598,-0.25606793,-0.9791048,-0.6284777,-0.2561036,0.24932778,0.50994074,-0.18232237,1.0806812,0.29467633,1.1210952,1.0918993,1.0806812,-0.50933164,-0.23474766,-0.20215479,-0.8095504,-0.71473855,-0.8095504,-0.5266397,-0.41997758,-0.057686463,-0.40231785,-0.46174634,-0.4524831,-0.19163196,-0.1211022,-0.25685596,-0.16122834,-0.16616514,-0.4451247,-0.23751543,-0.7346491,-0.27836728,-0.62281895,-0.18068781,-0.53880924,-0.45869753,-0.59934133,-0.6601991,-0.43804193,-0.760011,-0.760011,0.12364409,-0.60107934,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,4.689703,4.196919,-0.12838434,-0.10830019,23.871185,0.019006386,0,0.0005841657797745342
627,-0.413041,-0.3007196,0.10504031,-0.56395525,-0.12918413,-0.81677604,-0.59334254,-0.23482592,-0.5911217,-0.0030123591,0.73545384,0.04003775,-0.97910476,-0.62847775,0.06135756,-0.22326696,-0.9791048,-0.6284777,-0.22330233,-1.0179702,-0.52491176,0.9855387,-1.2415072,-0.6580953,-0.8445359,-0.82605296,-1.2415072,-0.50933164,-0.23474766,-0.20215479,-0.8095504,-0.71473855,-0.8095504,-0.5266397,-0.41997758,-0.057686463,-0.40231785,-0.46174634,-0.4524831,-0.19163196,-0.1211022,-0.25685596,-0.16122834,-0.16616514,-0.4451247,-0.23751543,-0.7346491,-0.27836728,-0.62281895,-0.18068781,-0.53880924,-0.45869753,-0.59934133,-0.6601991,-0.43804193,-0.760011,-0.760011,0.12364409,-0.60107934,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.019006386,0,0.00019416752563881185
630,-0.44075403,-0.3007196,-0.71879625,-0.65620285,-0.2891464,0.21467158,-0.75568384,-0.23482592,-0.6765331,-0.061629906,0.73545384,0.04003775,-1.027959,-0.7447493,0.7295598,-0.25606793,-1.0279591,-0.74474937,-0.2561036,0.24932778,0.2727578,0.90596193,-0.9484738,0.22195823,-0.8081353,-0.4658945,-0.9484738,0.033862155,-0.23474766,-0.5304397,-0.8336666,-0.7506944,-0.8336666,-0.5617277,-0.44392776,-0.21744296,-0.47463965,-0.4546734,-0.52770597,-0.21570571,-0.12235785,-0.2624246,-0.17415072,-0.18715642,-0.5815877,-0.27243292,-1.0105625,-0.31513354,-0.67330563,-0.18068781,-0.57204837,-0.5153076,-0.6447313,-0.72721595,-0.8457011,0.73728186,0.73728186,0.12364409,-0.5005881,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.8809499,0,0.349642668011971
631,-0.4109228,-0.3007196,-0.71879625,-0.5175133,-0.6090709,-0.47296014,-0.58332145,-0.23482592,-0.52123964,7.102145,0.73545384,0.04003775,-1.0116743,-0.7447493,0.3954587,-0.25606793,-1.0116743,-0.74474937,-0.2561036,0.24932778,-1.1379031,-0.8320623,-0.82457906,-1.2195165,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.5577968,-0.80770713,-0.71473855,-0.80770713,-0.5617277,-0.44392776,-0.21744296,-0.481021,-0.44936872,-0.5297763,-0.19749866,-0.123194955,-0.2624246,-0.1653307,-0.18715642,-0.4680698,-0.27243292,-0.97150433,-0.31513354,-0.6296487,-0.18068781,-0.5501647,-0.5369526,-0.61034995,-0.6603936,-1.059964,1.0289457,1.0289456,0.12364409,0.57295185,2.4018617,-0.16982031,3.730483,-0.124163374,-0.2481344,4.689703,4.196919,-0.12838434,-0.10830019,-0.04189153,-1.1809354,0,0.0016139208166167638
632,-0.86333376,-0.17870755,-0.78216827,-0.5175133,-0.2891464,-0.12914428,-0.58332145,-0.19225797,-0.52123964,1.6605558,-1.898257,0.04003775,-1.0116743,-0.7447493,0.06135756,-0.22326696,-1.0116743,-0.74474937,-0.22330233,-1.0179702,-0.52491176,0.9855387,-1.2415072,-0.6580953,-0.8445359,-0.82605296,-1.2415072,-0.756238,-0.23474766,-0.50308263,-1.1325841,-1.0239589,-1.1325841,-0.5617277,-0.44392776,-0.21744296,-0.481021,-0.44936872,-0.5297763,-0.19142964,-0.122985676,-0.2624246,-0.16215138,-0.18715642,-0.4330483,-0.27243292,-0.9556594,-0.31513354,-0.6296487,-0.18068781,-0.5501647,-0.5369526,-0.61034995,-0.6603936,-1.059964,-0.06875506,-0.0687551,0.12364409,0.57295185,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.8809499,0,0.00018104498832111575
633,-0.44075403,-0.3007196,-0.8455403,-0.5175133,-0.2891464,0.7303954,-0.58332145,-0.23482592,-0.52123964,0.060088526,0.73545384,0.04003775,-1.0116743,-0.7447493,0.7295598,-0.25606793,-1.0116743,-0.74474937,-0.2561036,0.24932778,0.01541793,0.7536794,-0.9484738,0.08784404,-0.8081353,-0.4658945,-0.9484738,-0.756238,-0.23474766,-0.33894014,-0.8336666,-0.7506944,-0.8336666,-0.5617277,-0.44392776,-0.21744296,-0.481021,-0.44936872,-0.5297763,-0.19446416,-0.11880016,-0.2624246,-0.16163859,-0.18715642,-0.4753156,-0.27243292,-0.90021455,-0.31513354,-0.6296487,-0.18068781,-0.5501647,-0.5369526,-0.61034995,-0.6603936,-1.059964,-0.30474144,-0.30474147,0.12364409,0.57295185,2.4018617,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.019006386,0,0.15956809596783528
634,-0.38656357,-0.056695517,0.04166827,-0.5175133,-0.44910866,0.04276365,-0.58332145,-0.107122086,-0.52123964,2.6187644,-0.53840226,-1.304367,-1.0116743,-0.51220614,0.3954587,-0.25606793,-1.0116743,-0.5122061,-0.23970297,-0.3843212,-0.990219,-0.72088814,-0.82457906,-0.88123953,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.09272651,0.4114648,0.19032176,0.4114648,-0.5617277,-0.44392776,-0.21744296,-0.481021,-0.44936872,-0.5297763,-0.1266935,-0.079665564,-0.22901282,-0.107487686,-0.18715642,-0.29658535,-0.27243292,0.5631237,-0.31513354,-0.6296487,-0.18068781,-0.5501647,-0.5369526,-0.61034995,-0.6603936,-1.059964,0.9557085,0.9557084,0.12364409,0.57295185,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.28097907,0,0.004521633123637507
635,-0.38656357,-0.26411596,0.04166827,-0.5175133,-0.44910866,-0.12914428,-0.58332145,-0.23482592,-0.52123964,2.6187644,-0.5186941,-1.304367,-1.0116743,-0.51220614,0.3954587,-0.25606793,-1.0116743,-0.5122061,-0.23970297,-0.3843212,-0.990219,-0.72088814,-0.82457906,-0.88123953,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.20215479,0.01807948,-0.11068013,0.01807948,-0.5617277,-0.44392776,-0.21744296,-0.481021,-0.44936872,-0.5297763,-0.1266935,-0.079665564,-0.22901282,-0.107487686,-0.18715642,-0.29658535,-0.27243292,0.5631237,-0.31513354,-0.6296487,-0.18068781,-0.5501647,-0.5369526,-0.61034995,-0.6603936,-1.059964,0.9557085,0.9557084,0.12364409,0.57295185,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.28097907,0,0.0030736257161434774
636,-0.38656357,-0.25191477,0.04166827,-0.5175133,-0.44910866,-0.30105224,-0.58332145,-0.23482592,-0.52123964,2.6187644,-0.20515722,0.04003775,-1.0116743,-0.51220614,0.3954587,-0.25606793,-1.0116743,-0.5122061,-0.23970297,-0.3843212,-0.990219,-0.72088814,-0.82457906,-0.88123953,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.09272651,0.4114648,0.19032176,0.4114648,-0.5617277,-0.44392776,-0.21744296,-0.481021,-0.44936872,-0.5297763,-0.1266935,-0.079665564,-0.22901282,-0.107487686,-0.18715642,-0.29658535,-0.27243292,0.5631237,-0.31513354,-0.6296487,-0.18068781,-0.5501647,-0.5369526,-0.61034995,-0.6603936,-1.059964,0.9557085,0.9557084,0.12364409,0.57295185,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-0.28097907,0,0.00182817156875939
637,-1.1551151,-0.3007196,1.118993,-0.7319095,0.03077812,-0.12914428,-0.6955574,-0.23482592,-0.7308858,0.9057148,0.73545384,0.04003775,-0.9465353,0.06915187,-0.27274358,-0.25606793,-0.94653535,0.069151916,-0.2561036,0.24932778,-0.14838582,0.82007784,-0.48268017,-0.3216464,-0.9901381,-1.3077108,-0.48268017,-0.55871296,-0.22667873,1.4392695,0.29318807,0.05985336,0.29318807,-0.55354047,-0.41306534,-0.21744296,-0.4640041,-0.45113695,-0.51942456,0.04890332,-0.029439347,-0.056385394,0.009326474,0.0017651002,0.46181056,-0.19386856,-0.218735,-0.182775,-0.5741178,-0.18068781,-0.51790315,-0.41124496,-0.5598982,-0.58112115,-0.18171932,-0.7767142,-0.7767142,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,1.218948,0,0.3701310865429962
638,-1.1551151,-0.3007196,1.118993,-0.7319095,0.03077812,-0.12914428,-0.6955574,-0.23482592,-0.7308858,0.9057148,0.73545384,0.04003775,-0.9465353,0.06915187,0.7295598,-0.25606793,-0.94653535,0.069151916,-0.2561036,0.24932778,-0.14838582,0.82007784,-0.48268017,-0.3216464,-0.9901381,-1.3077108,-0.48268017,-0.55871296,-0.22667873,0.61855733,-0.3445846,-0.33463374,-0.3445846,-0.55354047,-0.41306534,-0.21744296,-0.4640041,-0.45113695,-0.51942456,0.04890332,-0.029439347,-0.056385394,0.009326474,0.0017651002,0.46181056,-0.19386856,-0.218735,-0.182775,-0.5741178,-0.18068781,-0.51790315,-0.41124496,-0.5598982,-0.58112115,-0.18171932,-0.7767142,-0.7767142,0.12364409,-0.59617734,-0.41057464,3.8975544,-0.1864098,-0.124163374,3.7988195,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,0.9189627,0,0.02746964317686952
639,-1.1551151,0.15072493,1.118993,-0.7319095,0.03077812,-0.81677604,-0.6955574,0.020581748,-0.7308858,0.9057148,0.73545384,0.04003775,-0.9465353,0.06915187,0.3954587,-0.22326696,-0.94653535,0.069151916,-0.22330233,-1.0179702,-0.5070488,-0.48211148,1.0806812,-0.39279008,1.1210952,1.0918993,1.0806812,-0.55871296,-0.22667873,-0.5577968,-1.4553107,-1.3064692,-1.4553107,-0.55354047,-0.41306534,-0.21744296,-0.4640041,-0.45113695,-0.51942456,0.04890332,-0.029439347,-0.056385394,0.009326474,0.0017651002,0.46181056,-0.19386856,-0.218735,-0.182775,-0.5741178,-0.18068781,-0.51790315,-0.41124496,-0.5598982,-0.58112115,-0.18171932,-0.7767142,-0.7767142,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,-1.1809354,0,0.00022913106116986194
640,-1.1551151,-0.3007196,1.118993,-0.7319095,0.03077812,-0.81677604,-0.6955574,-0.23482592,-0.7308858,0.9057148,0.73545384,-1.304367,-0.9465353,0.06915187,0.06135756,-0.157665,-0.94653535,0.069151916,-0.15769981,-0.17310491,0.30178002,2.0461345,-1.2415072,0.13437776,-0.8445359,-0.82605296,-1.2415072,-0.55871296,-0.22667873,1.4392695,0.29318807,0.05985336,0.29318807,-0.55354047,-0.41306534,-0.21744296,-0.4640041,-0.45113695,-0.51942456,0.04890332,-0.029439347,-0.056385394,0.009326474,0.0017651002,0.46181056,-0.19386856,-0.218735,-0.182775,-0.5741178,-0.18068781,-0.51790315,-0.41124496,-0.5598982,-0.58112115,-0.18171932,-0.7767142,-0.7767142,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,1.218948,0,0.21974039814445295
642,-1.1551151,-0.3007196,1.118993,-0.7319095,0.03077812,-0.81677604,-0.6955574,-0.23482592,-0.7308858,0.9057148,0.73545384,0.04003775,-0.9465353,0.06915187,0.06135756,-0.157665,-0.94653535,0.069151916,-0.15769981,-0.17310491,0.30178002,2.0461345,-1.2415072,0.13437776,-0.8445359,-0.82605296,-1.2415072,-0.55871296,-0.22667873,1.4392695,0.29318807,0.05985336,0.29318807,-0.55354047,-0.41306534,-0.21744296,-0.4640041,-0.45113695,-0.51942456,0.04890332,-0.029439347,-0.056385394,0.009326474,0.0017651002,0.46181056,-0.19386856,-0.218735,-0.182775,-0.5741178,-0.18068781,-0.51790315,-0.41124496,-0.5598982,-0.58112115,-0.18171932,-0.7767142,-0.7767142,0.12364409,-0.59617734,-0.41057464,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1954043,-0.23827,-0.12838434,-0.10830019,-0.04189153,1.218948,0,0.11301425949031192
