,F67,F68,F108,F79,F113,F116,F110,F114,F115,F134,F136,F73,category,1
901,-0.44910866,-0.09418264,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.2749295,-0.6802668,-0.23474766,-0.5219676,-0.2926276,0.12364409,0,7.84394594185302e-05
902,-0.44910866,-0.09418264,0.04003775,-0.25606793,-0.2561036,0.24932778,0.08784404,-0.6802668,-0.23474766,-0.5219676,-0.2926276,0.12364409,0,0.1676130231658549
903,-0.12918413,-0.75417984,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.13437776,-0.39710155,-0.21860978,-0.5277951,-0.6733301,0.12364409,0,0.0011148312148363043
904,-0.12918413,-0.75417984,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.6580953,-0.39710155,-0.21860978,-0.5277951,-0.6733301,0.12364409,0,0.000371534893608964
905,-0.12918413,-0.75417984,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,-0.39710155,-0.21860978,-0.5277951,-0.6733301,0.12364409,0,0.15823348678585553
908,-0.12918413,-0.75417984,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.39710155,-0.21860978,-0.5277951,-0.6733301,0.12364409,0,0.3280965842048153
909,-0.12918413,-0.75417984,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.39710155,-0.21860978,-0.5277951,-0.6733301,0.12364409,0,0.3280965842048153
910,-0.12918413,-0.75417984,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.39710155,-0.21860978,-0.5277951,-0.6733301,0.12364409,0,0.3280965842048153
911,-0.6090709,-0.6765331,-1.304367,-0.22326696,-0.22330233,-0.3843212,-0.88123953,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.01029584235808557
912,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.635711685785141e-05
913,-0.6090709,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.86076975842815e-05
914,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.635711685785141e-05
915,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.635711685785141e-05
916,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.6580953,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.00021002130079262934
917,-0.6090709,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.6580953,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.00021714336547727864
918,-0.6090709,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.6580953,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.00021714336547727864
919,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.5026912,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.00026054671722696327
920,0.03077812,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,7.513075241923145e-05
921,0.03077812,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,7.513075241923145e-05
922,0.03077812,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,7.513075241923145e-05
923,0.03077812,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,7.513075241923145e-05
924,0.03077812,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,7.767887833898299e-05
925,0.03077812,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,7.767887833898299e-05
926,0.03077812,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,7.513075241923145e-05
927,0.03077812,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,7.513075241923145e-05
928,0.03077812,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.002295693422944276
929,-0.44910866,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.7403843,-0.6703575,-0.22183736,-0.5427801,-0.18485595,0.12364409,0,0.00020255828705903673
930,-0.44910866,-0.6765331,0.04003775,-0.12486401,-0.12489857,0.24932778,-0.7403843,-0.6703575,-0.22183736,-0.5427801,-0.18485595,0.12364409,0,0.07983430773479852
931,-0.44910866,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.7403843,-0.6703575,-0.22183736,-0.5427801,-0.18485595,0.12364409,0,0.00019591450323959962
932,-0.44910866,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.7403843,-0.6703575,-0.22183736,-0.5427801,-0.18485595,0.12364409,0,0.00019591450323959962
933,-0.44910866,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,0.40902352,-0.6703575,-0.22183736,-0.5427801,-0.18485595,0.12364409,0,0.0009972885349199872
936,-0.44910866,-0.6765331,0.04003775,-0.12486401,-0.12489857,0.24932778,-0.043025505,-0.6703575,-0.22183736,-0.5427801,-0.18485595,0.12364409,0,0.18587908868919037
937,-0.6090709,-0.6765331,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.638336,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.020460885304628414
938,-0.6090709,-0.6765331,-1.304367,-0.19046597,-0.19050106,-1.0179702,1.0588201,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.007868768387741738
939,-0.6090709,-0.6765331,-1.304367,-0.19046597,-0.19050106,-1.0179702,1.0588201,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.007868768387741738
940,-0.6090709,-0.6765331,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.0004547845386789982
941,-0.6090709,-0.6765331,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.0004547845386789982
942,-0.6090709,-0.6765331,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.0004547845386789982
943,-0.6090709,-0.6765331,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.0004547845386789982
944,-0.6090709,-0.6765331,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.0004547845386789982
945,-0.6090709,-0.6765331,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.0960394776025354
946,-0.6090709,-0.6765331,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.0960394776025354
947,-0.6090709,-0.6765331,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.0960394776025354
948,-0.6090709,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.86076975842815e-05
949,-0.6090709,-0.6765331,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.86076975842815e-05
950,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.635711685785141e-05
951,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.635711685785141e-05
952,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.00202813239186884
953,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,1.5302528,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,0.004356369752277834
954,-0.6090709,-0.6765331,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.6703575,-0.23474766,-0.5427801,-0.18485595,0.12364409,0,6.635711685785141e-05
955,-0.6090709,-0.76194453,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.638336,-0.756238,-0.23474766,-0.54860765,-0.69978666,0.12364409,0,0.02391492054266373
956,-0.6090709,-0.75417984,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.638336,-0.756238,-0.23474766,-0.54860765,-0.73460823,0.12364409,0,6.393723870091078e-05
957,-0.6090709,-0.51347494,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.0705136,-0.756238,-0.23474766,-0.54444516,-0.51449335,0.12364409,0,0.00012256099289439045
958,-0.6090709,-0.51347494,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.0705136,-0.756238,-0.23474766,-0.54444516,-0.51449335,0.12364409,0,0.00012256099289439045
959,-0.6090709,-0.51347494,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.40902352,-0.756238,-0.23474766,-0.54444516,-0.51449335,0.12364409,0,0.0009227105662377715
960,-0.6090709,-0.51347494,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.40902352,-0.756238,-0.23474766,-0.54444516,-0.51449335,0.12364409,0,0.0009227105662377715
961,0.3507026,-0.51347494,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.756238,-0.23474766,-0.54444516,-0.51449335,0.12364409,0,0.24956530013743702
962,0.3507026,-0.51347494,0.04003775,-0.25606793,-0.2561036,0.24932778,0.22195823,-0.756238,-0.23474766,-0.54444516,-0.51449335,0.12364409,0,0.24956530013743702
963,-0.6090709,-0.51347494,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.40902352,-0.756238,-0.23474766,-0.54444516,-0.51449335,0.12364409,0,0.0009227105662377715
964,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
965,-0.44910866,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.0003660230013252107
966,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
967,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
968,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
969,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
970,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
971,-0.6090709,-0.6144157,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.0003668688310995812
972,-0.6090709,-0.6144157,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.0008947598,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.0007160371605800988
974,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
975,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
976,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
977,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
979,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
980,-0.6090709,-0.6144157,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.48311114,-0.52385557,-0.23474766,-0.54860765,-0.6451227,0.12364409,0,0.00035483767797080714
981,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.269652041245802e-05
982,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.269652041245802e-05
983,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.269652041245802e-05
984,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.269652041245802e-05
985,-0.6090709,-0.69982713,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.6580953,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0002378846526266665
986,-0.6090709,-0.69982713,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.6580953,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0002378846526266665
987,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.5026912,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0002854326595252994
988,-0.12918413,-0.69982713,0.04003775,-0.12486401,-0.12489857,-1.0179702,-0.7403843,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.00024899958210688664
989,-0.12918413,-0.69982713,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.7403843,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.00023293405201867525
990,-0.12918413,-0.69982713,0.04003775,-0.12486401,-0.12489857,-1.0179702,0.40902352,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0012257172181561866
991,-0.12918413,-0.69982713,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,8.249853040559086e-05
992,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.979231646235458e-05
993,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.979231646235458e-05
994,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.979231646235458e-05
995,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.979231646235458e-05
996,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.979231646235458e-05
997,-0.12918413,-0.69982713,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,8.249853040559086e-05
998,-0.12918413,-0.69982713,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,8.249853040559086e-05
999,-0.12918413,-0.69982713,0.04003775,-0.12486401,-0.12489857,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,8.818939354513367e-05
1000,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.979231646235458e-05
1001,-0.12918413,-0.69982713,-1.304367,-0.12486401,-0.12489857,-1.0179702,-0.043025505,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0022053368312918756
1002,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0024377961615322857
1003,-0.6090709,-0.69982713,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.638336,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.022372016532290418
1004,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0004982137287275142
1005,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0004982137287275142
1006,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0004982137287275142
1007,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0004982137287275142
1008,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.09209731,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0004982137287275142
1009,-0.6090709,-0.69982713,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.10425858972499799
1010,-0.6090709,-0.69982713,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.10425858972499799
1011,-0.6090709,-0.69982713,0.04003775,-0.25606793,-0.2561036,0.24932778,-0.46605748,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.10425858972499799
1012,-0.6090709,-0.69982713,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.516209340645992e-05
1013,-0.6090709,-0.69982713,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.516209340645992e-05
1014,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.269652041245802e-05
1015,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.269652041245802e-05
1016,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,0.0022214729279448
1017,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.39376244,-0.37676343,0.12364409,0,7.269652041245802e-05
1018,-0.6090709,-0.62994504,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.0705136,-0.756238,-0.23474766,-0.5178051,-0.56750375,0.12364409,0,0.0001279511337961135
1019,-0.6090709,-0.62994504,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.19724192,-0.756238,-0.23474766,-0.5178051,-0.56750375,0.12364409,0,0.00042966867079192235
1020,-0.6090709,-0.62994504,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.03810927,-0.756238,-0.23474766,-0.5178051,-0.56750375,0.12364409,0,0.0005539326858087879
1021,-0.6090709,-0.62994504,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.043025505,-0.756238,-0.23474766,-0.5178051,-0.56750375,0.12364409,0,0.0005501690769391371
1023,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,6.78310579969048e-05
1024,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,6.78310579969048e-05
1025,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,6.78310579969048e-05
1026,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,6.78310579969048e-05
1027,-0.6090709,-0.7075918,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.6580953,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.00022196586560089589
1028,-0.6090709,-0.7075918,0.04003775,-0.19046597,-0.19050106,-1.0179702,-0.6580953,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.00022196586560089589
1029,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-0.5026912,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.00026633289823376486
1030,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1031,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1032,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1033,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1034,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1035,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1036,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1037,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1038,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1039,-0.12918413,-0.7075918,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.697708556415456e-05
1040,-0.12918413,-0.7075918,0.04003775,-0.19046597,-0.19050106,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.697708556415456e-05
1041,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1042,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,-1.4885807,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,7.445197907064232e-05
1043,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.22330233,-1.0179702,0.97756284,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.0022749984852134314
1044,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1045,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1046,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1047,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1048,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1049,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1050,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1051,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1052,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
1053,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.2561036,0.24932778,-1.5785651,-0.756238,-0.23474766,-0.54694265,-0.40020478,0.12364409,0,0.02483086529833888
