,F67,F68,F108,F79,F111,F112,F113,F116,F117,F110,F114,F115,F61,F77,F88,F70,F41,F43,F127,F128,F131,F38,F37,F133,F134,F136,F137,F83,F73,F17,F2,F18,F71,category,1
992,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.88305306,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,3.7988195,-0.23827,0.3189918,0,2.2191730819800514e-05
993,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.88305306,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,3.7988195,-0.23827,0.3189918,0,2.2191730819800514e-05
994,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.88305306,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,3.7988195,-0.23827,0.3189918,0,2.2191730819800514e-05
995,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.88305306,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,3.7988195,-0.23827,0.3189918,0,2.2191730819800514e-05
996,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.88305306,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,3.7988195,-0.23827,0.3189918,0,2.2191730819800514e-05
997,-0.12918413,-0.69982713,0.04003775,-0.19046597,-0.5068475,0.88305306,-0.19050106,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,-0.2481344,-0.23827,0.3189918,0,6.796969281207575e-05
998,-0.12918413,-0.69982713,0.04003775,-0.19046597,-0.5068475,0.88305306,-0.19050106,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,-0.2481344,-0.23827,0.3189918,0,6.796969281207575e-05
999,-0.12918413,-0.69982713,0.04003775,-0.12486401,-0.5068475,0.88305306,-0.12489857,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,-0.2481344,-0.23827,0.3189918,0,7.267135064057232e-05
1000,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.88305306,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,3.7988195,-0.23827,0.3189918,0,2.2191730819800514e-05
1001,-0.12918413,-0.69982713,-1.304367,-0.12486401,-0.5068475,0.88305306,-0.12489857,-1.0179702,-0.31176043,-0.043025505,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,-0.2481344,-0.23827,0.3189918,0,0.0007071213846239875
1002,-0.12918413,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.88305306,-0.22330233,-1.0179702,1.063153,0.97756284,-0.756238,-0.23474766,-0.14744064,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.103941575,0.75663406,-0.19788401,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.342859,0.12364409,-0.124163374,3.7988195,-0.23827,0.3189918,0,0.0005272191329400332
1003,-0.6090709,-0.69982713,0.04003775,-0.25606793,-0.5068475,-0.74474937,-0.2561036,0.24932778,-1.3555429,-1.638336,-0.756238,-0.23474766,-0.4757255,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.11775378,-0.2624246,-0.78923386,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,3.3314188,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.8809499,0,0.018181167055523195
1004,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.5068475,0.6505099,-0.09209731,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.00045638028507790637
1005,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.5068475,0.6505099,-0.09209731,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.00045638028507790637
1006,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.5068475,0.6505099,-0.09209731,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.00045638028507790637
1007,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.5068475,0.6505099,-0.09209731,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.00045638028507790637
1008,-0.6090709,-0.69982713,0.04003775,-0.092063025,-0.5068475,0.6505099,-0.09209731,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.00045638028507790637
1009,-0.6090709,-0.69982713,0.04003775,-0.25606793,-0.5068475,0.6505099,-0.2561036,0.24932778,-0.22421743,-0.46605748,-0.756238,-0.23474766,-0.25686893,2.0246365,3.8660376,2.0246365,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.2228181200178809
1010,-0.6090709,-0.69982713,0.04003775,-0.25606793,-0.5068475,0.6505099,-0.2561036,0.24932778,-0.22421743,-0.46605748,-0.756238,-0.23474766,-0.25686893,2.0246365,3.8660376,2.0246365,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.2228181200178809
1011,-0.6090709,-0.69982713,0.04003775,-0.25606793,-0.5068475,0.6505099,-0.2561036,0.24932778,-0.22421743,-0.46605748,-0.756238,-0.23474766,-0.25686893,2.0246365,3.8660376,2.0246365,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.2228181200178809
1012,-0.6090709,-0.69982713,0.04003775,-0.19046597,-0.5068475,0.6505099,-0.19050106,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,9.279500154787355e-05
1013,-0.6090709,-0.69982713,0.04003775,-0.19046597,-0.5068475,0.6505099,-0.19050106,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,9.279500154787355e-05
1014,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.6505099,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,8.97430693335814e-05
1015,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.6505099,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,8.97430693335814e-05
1016,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.5068475,0.6505099,-0.22330233,-1.0179702,1.063153,0.97756284,-0.756238,-0.23474766,-0.284226,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.12173002,-0.2624246,-0.957319,-0.28572053,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,0.002128794619726236
1017,-0.6090709,-0.69982713,0.04003775,-0.22326696,-0.5068475,-0.74474937,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.22951186,0.38427654,0.1749121,0.38427654,-0.56640613,-0.21744296,-0.122985676,-0.2624246,-1.0031631,-0.31513354,-0.18068781,-0.57182276,-0.39376244,-0.37676343,-1.3165545,0.9488559,0.12364409,-0.124163374,-0.2481344,-0.23827,0.019006386,0,8.298542568342573e-05
1018,-0.6090709,-0.62994504,0.04003775,-0.22326696,-0.9791048,-0.74474937,-0.22330233,-1.0179702,-0.990219,-1.0705136,-0.756238,-0.23474766,-0.4757255,-0.8431902,-0.76610404,-0.8431902,-0.56640613,-0.21744296,-0.11775378,-0.15662067,-0.7332871,-0.31513354,-0.18068781,-0.5764853,-0.5178051,-0.56750375,-1.4250388,-0.3128789,0.12364409,-0.124163374,-0.2481344,-0.23827,-1.1809354,0,8.196988613015814e-05
1019,-0.6090709,-0.62994504,0.04003775,-0.22326696,-0.9791048,-0.74474937,-0.22330233,-1.0179702,-0.17642866,-0.19724192,-0.756238,-0.23474766,-0.50308263,-0.15395941,-0.21649309,-0.15395941,-0.56640613,-0.21744296,-0.122985676,-0.2624246,0.48122472,-0.31513354,-0.18068781,-0.5764853,-0.5178051,-0.56750375,-1.4250388,0.73728186,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.8809499,0,0.00040025377890740016
1020,-0.6090709,-0.62994504,0.04003775,-0.19046597,-0.9791048,-0.6284777,-0.19050106,-1.0179702,-0.22636008,-0.03810927,-0.756238,-0.23474766,-0.42101136,0.34003797,0.11738273,0.34003797,-0.56640613,-0.21744296,-0.1219393,-0.2624246,-1.0073107,-0.31513354,-0.18068781,-0.5764853,-0.5178051,-0.56750375,-1.4250388,-0.3128789,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.58096445,0,0.0005288961018755891
1021,-0.6090709,-0.62994504,0.04003775,-0.19046597,-0.9791048,-0.6284777,-0.19050106,-1.0179702,-0.31176043,-0.043025505,-0.756238,-0.23474766,-0.42101136,0.34003797,0.11738273,0.34003797,-0.56640613,-0.21744296,-0.1219393,-0.2624246,-1.0073107,-0.31513354,-0.18068781,-0.5764853,-0.5178051,-0.56750375,-1.4250388,-0.3128789,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.58096445,0,0.00048229035702690437
1023,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.34400016,-0.39593452,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.3936543,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.122985676,-0.2624246,-0.95489514,-0.31513354,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,2.2362878,0.12364409,-0.124163374,-0.2481344,-0.23827,0.3189918,0,4.3940469354904344e-05
1024,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.34400016,-0.39593452,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.3936543,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.122985676,-0.2624246,-0.95489514,-0.31513354,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,2.2362878,0.12364409,-0.124163374,-0.2481344,-0.23827,0.3189918,0,4.3940469354904344e-05
1025,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.34400016,-0.39593452,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.3936543,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.122985676,-0.2624246,-0.95489514,-0.31513354,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,2.2362878,0.12364409,-0.124163374,-0.2481344,-0.23827,0.3189918,0,4.3940469354904344e-05
1026,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.34400016,-0.39593452,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.3936543,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.122985676,-0.2624246,-0.95489514,-0.31513354,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,2.2362878,0.12364409,8.053905,3.7988195,-0.23827,0.3189918,0,0.0002880751950866893
1027,-0.6090709,-0.7075918,0.04003775,-0.19046597,-0.34400016,-0.5122061,-0.19050106,-1.0179702,-0.52491176,-0.6580953,-0.756238,-0.23474766,-0.33894014,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.1175445,-0.2512873,-0.9331996,-0.31513354,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,0.9488559,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.00024201021805241328
1028,-0.6090709,-0.7075918,0.04003775,-0.19046597,-0.34400016,-0.5122061,-0.19050106,-1.0179702,-0.52491176,-0.6580953,-0.756238,-0.23474766,-0.33894014,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.1175445,-0.2512873,-0.9331996,-0.31513354,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,0.9488559,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.00024201021805241328
1029,-0.6090709,-0.7075918,0.04003775,-0.22326696,-0.34400016,-0.5122061,-0.22330233,-1.0179702,-0.62489516,-0.5026912,-0.756238,-0.23474766,-0.33894014,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.1175445,-0.2512873,-0.9331996,-0.31513354,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,0.9488559,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.00022064415175570336
1030,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1031,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1032,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1033,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1034,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1035,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1036,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1037,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1038,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1039,-0.12918413,-0.7075918,0.04003775,-0.19046597,-0.34400016,1.9294976,-0.19050106,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,9.40562403103624e-05
1040,-0.12918413,-0.7075918,0.04003775,-0.19046597,-0.34400016,1.9294976,-0.19050106,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,9.40562403103624e-05
1041,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1042,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,-1.2110192,-1.4885807,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,3.070938466593662e-05
1043,-0.12918413,-0.7075918,0.04003775,-0.22326696,-0.34400016,1.9294976,-0.22330233,-1.0179702,1.063153,0.97756284,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,3.7988195,-0.23827,-0.28097907,0,0.0007294355471013563
1044,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.34400016,1.9294976,-0.2561036,0.24932778,-1.3555429,-1.5785651,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.037328086451695566
1045,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.34400016,1.9294976,-0.2561036,0.24932778,-1.3555429,-1.5785651,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.037328086451695566
1046,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.34400016,1.9294976,-0.2561036,0.24932778,-1.3555429,-1.5785651,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.037328086451695566
1047,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.34400016,1.9294976,-0.2561036,0.24932778,-1.3555429,-1.5785651,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.037328086451695566
1048,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.34400016,1.9294976,-0.2561036,0.24932778,-1.3555429,-1.5785651,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.037328086451695566
1049,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.34400016,1.9294976,-0.2561036,0.24932778,-1.3555429,-1.5785651,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.037328086451695566
1050,-0.12918413,-0.7075918,0.04003775,-0.25606793,-0.34400016,1.9294976,-0.2561036,0.24932778,-1.3555429,-1.5785651,-0.756238,-0.23474766,-0.284226,0.38980636,0.17696673,0.38980636,-0.5570493,-0.21744296,-0.11880016,-0.2624246,-0.9120284,-0.19748151,-0.18068781,-0.5791925,-0.54694265,-0.40020478,-1.5639604,-0.5724211,0.12364409,-0.124163374,-0.2481344,-0.23827,-0.28097907,0,0.037328086451695566
