,F72,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F10,F19,F15,F4,F8,F11,F71,category,1
50,1.4484988,1.33596,-0.3007196,0.6753887,-0.73890764,-0.44910866,-0.30105224,-0.72762483,-0.23482592,-0.72312117,1.454741,18.28505,1.1030328,-0.98739964,0.73545384,-0.28951854,0.04003775,-0.9465353,0.18542348,-0.14391369,0.06135756,-0.6650346,-0.25606793,-0.94653535,0.18542351,-0.2561036,0.24932778,-0.44223326,0.34301656,0.102778226,-0.9484738,-0.38439485,-0.8081353,-0.4658945,-0.9484738,-0.756238,-0.23474766,0.42705786,0.81299126,0.62281936,0.81299126,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,17.974142,18.804974,5.3563194,18.42648,-0.18715642,-1.2180123,-0.27243292,1.6145045,-0.31513354,3.3450506,-0.18068781,6.2481456,0.30720365,-0.1920358,4.381055,-0.7926765,1.2307119,0.24260987,0.24260987,0.12364409,2.0582607,2.0582607,2.4018617,-0.3266891,-0.16982031,3.730483,-0.124163374,-0.2481344,-0.1179968,-0.1954043,4.196919,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.6189773,0,0.9041020764945309
51,0.35957047,0.27798572,0.21173094,-0.6554242,-0.73890764,-0.6090709,0.9023033,-0.72762483,0.27598944,-0.72312117,0.8799101,-0.2694092,-0.6204394,-0.010261686,-0.5410898,0.20509487,0.04003775,-0.9465353,-0.7447493,0.46146813,0.3954587,-0.6650346,-0.22326696,-0.94653535,-0.74474937,-0.22330233,-1.0179702,1.063153,-0.17258535,0.6577267,1.0806812,0.97756284,1.1210952,1.0918993,1.0806812,-0.756238,-0.23474766,-0.284226,-0.13721633,-0.21135654,-0.13721633,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,-0.19122735,-0.11712595,-0.22901282,-0.15856183,-0.18715642,-0.46565452,-0.27243292,0.7386828,-0.31513354,3.3450506,-0.18068781,6.2481456,0.30720365,-0.1920358,4.381055,-0.7926765,1.2307119,0.16294841,0.1629484,0.12364409,2.0582607,2.0582607,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,-0.58096445,0,0.9729827559851314
52,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.47501963,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.9189627,1,0.9999999727794119
53,0.7823268,0.549328,0.3093406,-0.338564,-0.6730619,-0.6090709,0.5584875,-0.76971334,0.3611253,-0.74641514,-0.42694983,-0.20506407,0.17780037,0.6450309,-1.4467638,-0.09167318,0.04003775,-1.0116743,-0.27966294,-1.0210998,-2.2773504,-0.6650346,-0.12486401,-1.0116743,-0.2796629,-0.12489857,-1.0179702,-1.004832,-0.7315034,-1.9872096,-0.82457906,-1.002375,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.36629722,0.23067038,0.0023239886,0.23067038,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,-0.15359946,-0.12173002,-0.2457187,-0.14204991,-0.18715642,-0.21446607,-0.27243292,-0.037727047,-0.31513354,-0.66433316,-0.18068781,-0.5685891,-0.50531757,-0.1920358,-0.63756734,-0.7121396,-0.27853367,-0.1462751,-0.14627512,0.12364409,2.0582607,2.0582607,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,-0.58096445,0,0.0001583782099736723
54,0.7823268,0.549328,0.3093406,-0.338564,-0.6730619,-0.6090709,0.5584875,-0.76971334,0.3611253,-0.74641514,-0.42694983,-0.20506407,0.17780037,0.6450309,-1.4467638,-0.09167318,0.04003775,-1.0116743,-0.27966294,-1.0210998,-2.2773504,-0.6650346,-0.12486401,-1.0116743,-0.2796629,-0.12489857,-1.0179702,-1.004832,-0.7315034,-1.9872096,-0.82457906,-1.002375,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.36629722,0.23067038,0.0023239886,0.23067038,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,-0.15359946,-0.12173002,-0.2457187,-0.14204991,-0.18715642,-0.21446607,-0.27243292,-0.037727047,-0.31513354,-0.66433316,-0.18068781,-0.5685891,-0.50531757,-0.1920358,-0.63756734,-0.7121396,-0.27853367,-0.1462751,-0.14627512,0.12364409,2.0582607,2.0582607,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,-0.58096445,0,0.0001583782099736723
55,0.7823268,0.549328,0.3093406,-0.338564,-0.6730619,-0.6090709,0.5584875,-0.76971334,0.3611253,-0.74641514,-0.42694983,-0.20506407,0.17780037,0.6450309,-1.4467638,-0.09167318,0.04003775,-1.0116743,-0.27966294,-1.0210998,-2.2773504,-0.6650346,-0.12486401,-1.0116743,-0.2796629,-0.12489857,-1.0179702,-1.004832,-0.7315034,-1.9872096,-0.82457906,-1.002375,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.36629722,0.23067038,0.0023239886,0.23067038,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,-0.15359946,-0.12173002,-0.2457187,-0.14204991,-0.18715642,-0.21446607,-0.27243292,-0.037727047,-0.31513354,-0.66433316,-0.18068781,-0.5685891,-0.50531757,-0.1920358,-0.63756734,-0.7121396,-0.27853367,-0.1462751,-0.14627512,0.12364409,2.0582607,2.0582607,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,-0.58096445,0,0.0001583782099736723
56,0.7823268,0.549328,0.3093406,-0.338564,-0.6730619,-0.6090709,0.5584875,-0.76971334,0.3611253,-0.74641514,-0.42694983,-0.20506407,0.17780037,0.6450309,-1.4467638,-0.09167318,0.04003775,-1.0116743,-0.27966294,-1.0210998,-2.2773504,-0.6650346,-0.12486401,-1.0116743,-0.2796629,-0.12489857,-1.0179702,-1.004832,-0.7315034,-1.9872096,-0.82457906,-1.002375,-0.8809364,-1.129801,-0.82457906,-0.756238,-0.23474766,-0.36629722,0.23067038,0.0023239886,0.23067038,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,-0.15359946,-0.12173002,-0.2457187,-0.14204991,-0.18715642,-0.21446607,-0.27243292,-0.037727047,-0.31513354,-0.66433316,-0.18068781,-0.5685891,-0.50531757,-0.1920358,-0.63756734,-0.7121396,-0.27853367,-0.1462751,-0.14627512,0.12364409,2.0582607,2.0582607,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,-0.58096445,0,0.0001583782099736723
57,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.47501963,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.9189627,1,0.9999999727794119
58,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.47501963,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.9189627,1,0.9999999727794119
59,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.47501963,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.9189627,1,0.9999999727794119
60,0.53802836,0.4058297,-0.044494316,-0.90891236,-0.71632284,-0.6090709,0.9023033,-0.77773017,0.020581748,-0.72312117,0.5197428,-0.29369038,-0.6748648,0.4575903,-0.6978581,-0.28951854,0.04003775,-0.96282,-0.62847775,-1.194066,0.7295598,0.9469566,-0.22326696,-0.96282005,-0.6284777,-0.22330233,-1.0179702,-0.95700777,-0.332841,0.102778226,-0.9484738,-1.0188934,-0.8081353,-0.4658945,-0.9484738,-0.5367657,-0.2024719,-0.5577968,-1.1182988,-1.0136858,-1.1182988,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,-0.17787552,-0.103104465,-0.25685596,-0.14543433,-0.18715642,-0.46686214,-0.27243292,-0.5874332,-0.31513354,-0.6363892,-0.18068781,-0.5307626,-0.54694265,-0.1920358,-0.6077223,-0.70017576,-0.8542674,0.16294841,0.1629484,0.12364409,2.0312996,2.0312996,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,-1.1809354,0,5.4888627923922406e-05
61,0.53802836,0.4058297,-0.3007196,-0.90891236,-0.71632284,-0.6090709,-0.47296014,-0.77773017,-0.23482592,-0.72312117,-0.58007073,-0.29369038,-0.6748648,0.4575903,0.73545384,-0.28951854,0.04003775,-0.96282,-0.62847775,-1.292904,0.06135756,-0.6650346,-0.25606793,-0.96282005,-0.6284777,-0.2561036,0.24932778,1.5670482,1.8782994,0.7079421,-1.2415072,1.3900499,-0.8445359,-0.82605296,-1.2415072,-0.5367657,-0.2024719,-0.09272651,1.1661319,0.98751444,1.1661319,-0.56640613,-0.44392776,-0.21744296,-0.48740232,-0.45113695,-0.5346071,-0.7487284,-0.17787552,-0.103104465,-0.25685596,-0.14543433,-0.18715642,-0.46686214,-0.27243292,-0.5874332,-0.31513354,-0.6363892,-0.18068781,-0.5307626,-0.54694265,-0.1920358,-0.6077223,-0.70017576,-0.8542674,0.16294841,0.1629484,0.12364409,2.0312996,2.0312996,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.019006386,1,0.9007832041562209
62,1.7852918,1.7064466,0.06531651,0.4219005,0.95908535,0.03077812,0.3865795,1.4489509,0.14828557,1.054989,0.47501963,-0.17107044,0.4771403,0.6273162,-0.85414094,1.3921671,0.04003775,0.19339606,-0.62847775,0.659144,-0.27274358,-0.6650346,4.6640797,0.19339609,-0.6284777,4.664085,1.5166258,2.83774,-0.870556,0.6577267,1.0806812,2.7067394,1.1210952,1.0918993,1.0806812,3.293025,4.6388946,0.53648615,1.2664366,1.1693484,1.2664366,0.2885721,-0.44392776,0.05236801,0.23794274,0.23847245,0.25764862,0.030497167,0.079046085,-0.08238615,0.09396752,0.0014294676,-0.18715642,0.9472805,-0.27243292,0.36777976,-0.31513354,0.5987714,-0.18068781,0.19267786,0.2580861,-0.1920358,0.45046455,1.055491,0.7436775,-0.06961164,-0.06961167,0.12364409,-0.63784444,-0.6378444,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.9189627,1,0.9999999727794119
63,1.4484988,1.33596,-0.15430515,-0.338564,-0.57445234,-0.6090709,-0.30105224,-0.6875406,-0.23482592,-0.71535647,-0.6767347,-0.21416952,-0.49344674,-0.30338758,-2.0863793,-0.28951854,-1.304367,-0.8651116,-0.51220614,-1.2311304,0.7295598,-0.6650346,-0.22326696,-0.86511165,-0.5122061,-0.22330233,1.5166258,-0.2595713,13.618697,-1.1080582,-2.07337,0.3490423,-1.354144,-1.4161922,-2.07337,0.95564574,-0.19171329,-0.010655292,1.1661319,0.98751444,1.1661319,-0.5558797,2.429447,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,-0.06721716,-0.068992496,-0.23458144,-0.072207555,0.0017651002,-0.003129621,-0.19386856,-0.54661405,-0.14600874,-0.47899213,0.15003884,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,-0.77928394,-0.77928394,0.12364409,-0.61088336,-0.61088336,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,2.5586708,-0.0857493,-0.12938283,0.3189918,1,0.9999970069241689
64,1.4484988,1.33596,0.23613335,-0.338564,-0.57445234,-0.6090709,-0.12914428,-0.6875406,0.0631497,-0.71535647,-0.07664642,-0.21416952,-0.49344674,-0.30338758,-2.5139298,1.8867805,0.04003775,-0.8651116,-0.51220614,-1.157002,0.3954587,0.9469566,-0.19046597,-0.86511165,-0.5122061,-0.19050106,0.24932778,-0.7292734,-0.54557115,-1.9872096,-0.82457906,-0.82716113,-0.8809364,-1.129801,-0.82457906,0.95564574,-0.19171329,-0.5304397,-1.1182988,-1.0136858,-1.1182988,-0.5558797,2.429447,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,-0.06721716,-0.068992496,-0.23458144,-0.072207555,0.0017651002,-0.003129621,-0.19386856,-0.54661405,-0.14600874,-0.47899213,0.15003884,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,-0.77928394,-0.77928394,0.12364409,-0.61088336,-0.61088336,2.4018617,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,2.2594755,-0.3335561,-0.0857493,-0.12938283,-0.8809499,0,0.7651281485790575
65,1.4484988,1.33596,2.3835452,-0.338564,-0.57445234,-0.6090709,0.3865795,-0.6875406,1.2550521,-0.71535647,0.21022525,-0.21416952,-0.49344674,-0.30338758,-2.736256,1.8867805,-1.304367,-0.8651116,-0.51220614,-1.2805493,-0.6068447,-0.6650346,-0.19046597,-0.86511165,-0.5122061,-0.19050106,0.24932778,0.83640033,-0.060077857,-1.9872096,-0.82457906,0.6329534,-0.8809364,-1.129801,-0.82457906,0.95564574,-0.19171329,-0.010655292,1.1661319,0.98751444,1.1661319,-0.5558797,2.429447,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,-0.06721716,-0.068992496,-0.23458144,-0.072207555,0.0017651002,-0.003129621,-0.19386856,-0.54661405,-0.14600874,-0.47899213,0.15003884,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,-0.77928394,-0.77928394,0.12364409,-0.61088336,-0.61088336,-0.41057464,1.7301309,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,2.5586708,-0.0857493,-0.12938283,0.3189918,1,0.997297394995407
66,1.4484988,1.33596,2.261533,-0.8455403,-0.57445234,-0.6090709,0.7303954,-0.6875406,1.2124842,-0.71535647,-0.16055639,-0.24209286,-0.4390213,0.052243058,-1.9505131,5.843688,-1.304367,-0.8651116,-0.7447493,-1.1199378,-0.27274358,-0.6650346,-0.22326696,-0.86511165,-0.74474937,-0.22330233,1.5166258,-0.06616451,-0.30731052,0.6577267,1.0806812,-0.16867809,1.1210952,1.0918993,1.0806812,0.95564574,-0.17019612,-0.010655292,1.1661319,0.98751444,1.1661319,-0.5558797,-0.44392776,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,-0.10403585,-0.079665564,-0.2624246,-0.096616484,-0.18715642,-0.16133006,-0.27243292,-0.6661981,-0.31513354,-0.47899213,-0.18068781,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,3.075731,3.0757313,0.12364409,-0.61088336,-0.61088336,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.019006386,1,0.9999189540526651
67,0.086676426,0.09535146,-0.23971358,-0.8455403,-0.57445234,-0.6090709,-0.81677604,-0.6875406,-0.107122086,-0.71535647,-0.4244049,-0.3003677,-0.6657939,0.92700845,0.73545384,-0.09167318,0.04003775,-0.8651116,-0.62847775,-1.2064208,-0.6068447,-0.6650346,-0.19046597,-0.86511165,-0.6284777,-0.19050106,1.5166258,-0.04037694,-0.21232855,-1.9872096,-0.82457906,0.17869559,-0.8809364,-1.129801,-0.82457906,0.95564574,-0.17019612,-0.12008358,1.1661319,0.98751444,1.1661319,-0.5558797,-0.44392776,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,-0.18455143,-0.10833637,-0.2624246,-0.1514853,-0.18715642,-0.47652325,-0.27243292,-0.9542191,-0.31513354,-0.47899213,-0.18068781,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,2.2362878,2.2362878,0.12364409,-0.61088336,-0.61088336,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.019006386,1,0.9996411048472205
68,0.086676426,0.09535146,-0.23971358,-0.8455403,-0.57445234,-0.6090709,-0.81677604,-0.6875406,-0.107122086,-0.71535647,-0.4244049,-0.3003677,-0.6657939,0.92700845,0.73545384,-0.09167318,0.04003775,-0.8651116,-0.62847775,-0.45278203,0.7295598,0.9469566,-0.19046597,-0.86511165,-0.6284777,-0.19050106,1.5166258,0.31156883,-0.21213257,0.6577267,1.0806812,0.40902352,1.1210952,1.0918993,1.0806812,0.95564574,-0.17019612,-0.12008358,1.1661319,0.98751444,1.1661319,-0.5558797,-0.44392776,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,-0.18455143,-0.10833637,-0.2624246,-0.1514853,-0.18715642,-0.47652325,-0.27243292,-0.9542191,-0.31513354,-0.47899213,-0.18068781,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,2.2362878,2.2362878,0.12364409,-0.61088336,-0.61088336,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.019006386,1,0.9997692279058281
69,1.4484988,1.33596,-0.21531117,-0.8455403,-0.57445234,-0.6090709,-0.12914428,-0.6875406,-0.23482592,-0.71535647,-0.077009164,-0.29126227,-0.4480922,1.5635577,-1.9520061,-0.28951854,0.04003775,-0.8651116,-0.7447493,-0.15626845,0.06135756,-0.6650346,-0.22326696,-0.86511165,-0.74474937,-0.22330233,1.5166258,-0.52491176,0.9855387,0.7079421,-1.2415072,-0.6580953,-0.8445359,-0.82605296,-1.2415072,0.95564574,-0.17019612,-0.09272651,1.1661319,0.98751444,1.1661319,-0.5558797,-0.44392776,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,-0.17079501,-0.10059316,-0.2624246,-0.14071664,-0.18715642,-0.4390865,-0.27243292,-0.70254505,-0.31513354,-0.47899213,-0.18068781,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,3.075731,3.0757313,0.12364409,-0.61088336,-0.61088336,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,-0.28097907,1,0.9984742036430811
70,1.4484988,1.33596,-0.15430515,0.16841236,-0.57445234,-0.6090709,-0.81677604,-0.6875406,-0.23482592,-0.71535647,-1.0230622,-0.123115115,0.3682894,0.14204016,0.73545384,-0.28951854,0.04003775,-0.8651116,0.06915187,-0.7987146,-0.6068447,-0.6650346,-0.157665,-0.86511165,0.069151916,-0.15769981,1.5166258,-0.74383783,-0.5546456,-1.9872096,-0.82457906,-0.7403843,-0.8809364,-1.129801,-0.82457906,0.95564574,-0.17826506,-0.010655292,1.1661319,0.98751444,1.1661319,-0.5558797,-0.44392776,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,0.09239792,-0.008930306,-0.2512873,0.037837744,-0.18715642,0.60310405,-0.27243292,-0.65083927,-0.31513354,-0.47899213,-0.18068781,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,0.16294841,0.1629484,0.12364409,-0.61088336,-0.61088336,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.019006386,1,0.9991680365221036
71,1.4484988,1.33596,-0.06889672,0.16841236,-0.57445234,-0.6090709,-0.12914428,-0.6875406,0.020581748,-0.71535647,1.2047381,-0.123115115,0.3682894,0.14204016,-1.83885,-0.28951854,0.04003775,-0.8651116,0.06915187,-1.3052586,-0.27274358,-0.6650346,-0.22326696,-0.86511165,0.069151916,-0.22330233,1.5166258,0.83640033,-0.16350898,0.6577267,1.0806812,0.6329534,1.1210952,1.0918993,1.0806812,0.95564574,-0.17826506,-0.010655292,1.1661319,0.98751444,1.1661319,-0.5558797,-0.44392776,-0.19969223,-0.46825832,-0.45113695,-0.5187344,-0.07688324,0.09239792,-0.008930306,-0.2512873,0.037837744,-0.18715642,0.60310405,-0.27243292,-0.65083927,-0.31513354,-0.47899213,-0.18068781,-0.43615887,-0.5386176,-0.1920358,-0.47512048,-0.4795745,-0.8839449,0.16294841,0.1629484,0.12364409,-0.61088336,-0.61088336,-0.41057464,-0.3266891,-0.16982031,-0.1864098,-0.124163374,-0.2481344,-0.1179968,-0.1954043,-0.23827,-0.12838434,-0.30696312,-0.19659384,-0.10830019,-0.04525464,-0.04189153,-0.43881726,-0.3335561,-0.0857493,-0.12938283,0.019006386,1,0.9999543762982881
