,F72,F25,F62,F65,F64,F67,F66,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F120,F110,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F135,F136,F137,F83,F74,F73,F84,F146,F3,F7,F12,F17,F2,F6,F18,F14,F1,F5,F9,F10,F4,F8,F11,category,1
132,1.0959628,0.9502837,0.34982243,-0.63484114,-0.3707036,0.21782899,-0.19575302,0.90444154,-0.98438305,-0.19043706,-0.004687027,0.08434859,-1.6748503,-0.28360763,0.49416724,-0.52090925,-0.6826723,-0.7487839,0.9241626,0.7807114,-0.30483934,-0.5209095,-0.6826724,-0.30601406,-0.6569131,2.5332072,-0.50609607,0.7421534,2.5202668,0.0058171675,0.7803628,-0.4744076,-0.4044043,0.7414223,0.10445758,0.11305796,0.10445762,-0.56251025,-0.40366837,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.1528006,0.5387035,2.6544704,1.1929333,0.081276126,1.228789,0.6839684,-0.31464577,0.5688551,0.33331695,0.06488051,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.61103565,-0.3146609,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.00031065771973162097
133,1.0959628,0.9502837,-0.071741596,-0.63484114,-0.3707036,0.21782899,-0.19575302,0.90444154,-1.4363984,-0.19043706,-0.004687027,0.08434859,-1.0468154,1.1726476,0.49416724,-0.52090925,-0.6826723,-0.3202595,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.6826724,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-1.258866,0.0058171675,0.7803628,-0.4744076,-0.4044043,-0.5267156,-1.5552176,-1.6680975,-1.5552176,-0.56251025,-0.40366837,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.1528006,0.5387035,2.6544704,1.1929333,0.081276126,1.228789,0.6839684,-0.31464577,0.5688551,0.33331695,0.06488051,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.61103565,-0.3146609,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,5.078906582838094e-05
134,0.989653,0.8903566,-0.0859716,-0.7498214,-0.3707036,-0.31527,-0.19575302,0.90444154,0.62805706,-0.5580201,-0.3838603,0.4214051,-0.19438589,-0.28360763,0.49416724,-0.52090925,-0.5553618,-0.7895958,-3.3145893,-0.6948579,-0.30483934,-0.5209095,-0.55536187,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,0.15509538,-1.6189928,-0.8185991,-0.4744076,-0.4044043,-0.5267156,0.14167003,0.13483249,0.14167006,-0.56251025,-0.53652525,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,-0.5605227,-0.31009245,-0.21161947,-0.5251752,-0.07299741,-0.58415353,-0.26760307,-0.6046231,-0.2164012,0.33331695,0.20144404,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.61103565,-0.3146609,0.040953003,-0.3417469,-0.34933385,0.1943628,2.784573,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,0.56534547,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.00034717147686246647
135,0.989653,0.8903566,-0.06462659,-0.7498214,-0.3707036,-0.31527,-0.19575302,0.90444154,0.002990039,-0.5580201,-0.3838603,0.4214051,-1.0127183,1.0460167,-1.7042791,-0.52090925,-0.5553618,1.2033832,-0.48875463,0.7807114,-0.30483934,-0.5209095,-0.55536187,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,0.22253755,1.1120708,-1.3943822,-0.4744076,-0.4044043,-0.19589706,1.0198839,0.94048953,1.0198839,-0.56251025,-0.53652525,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,-0.5605227,-0.31009245,-0.21161947,-0.5251752,-0.07299741,-0.58415353,-0.26760307,-0.6046231,-0.2164012,0.33331695,0.20144404,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.61103565,-0.3146609,0.040953003,-0.3417469,-0.34933385,-0.7090083,2.784573,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,0.56534547,3.6027853,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.0001318215326301162
136,1.0910182,0.9502837,0.032315344,-0.7498214,-0.3707036,0.8397778,-0.19575302,0.90444154,-1.2388645,-0.08161314,0.21115007,0.25441658,0.24841984,-0.28360763,0.49416724,-0.52090925,-0.6685267,-1.0752788,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.6685267,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-1.258866,0.0058171675,0.7803628,-0.4744076,-0.4044043,-0.5267156,-1.5105628,-1.550515,-1.5105628,-0.56251025,-0.16318117,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,0.7282916,0.284573,0.1265147,0.65137637,-0.15013419,0.7917152,-0.33104116,-0.3686369,-0.358315,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.44132903,-0.14120877,0.040953003,-0.3417469,-0.34933385,-0.7090083,2.784573,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,1.2934788397340363e-05
137,1.0910182,0.9502837,-0.100201614,-0.7498214,-0.3707036,0.8397778,-0.19575302,0.90444154,-0.50838673,-0.08161314,0.21115007,0.25441658,0.9990154,-0.28360763,0.49416724,-0.52090925,-0.6685267,-0.0005666006,0.9241626,0.7807114,-0.7722727,-0.5209095,-0.6685267,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.20910682,-1.4115702,1.254946,-0.4744076,-0.4044043,2.0646966,1.1265595,1.0014582,1.1265595,-0.56251025,-0.16318117,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,0.7282916,0.284573,0.1265147,0.65137637,-0.15013419,0.7917152,-0.33104116,-0.3686369,-0.358315,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.44132903,-0.14120877,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.0009961156990196886
138,1.0910182,0.9502837,-0.100201614,-0.7498214,-0.3707036,0.8397778,-0.19575302,0.90444154,0.8643689,-0.08161314,0.21115007,0.25441658,0.9990154,-0.28360763,0.49416724,-0.52090925,-0.6685267,-1.1092886,0.9241626,0.7807114,-0.7722727,-0.5209095,-0.6685267,-0.7737477,0.84271944,-1.2361038,-0.73624545,-0.92818224,-1.258866,-1.4115702,1.254946,-0.4744076,-0.4044043,2.0646966,1.1265595,1.0014582,1.1265595,-0.56251025,-0.16318117,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,0.7282916,0.284573,0.1265147,0.65137637,-0.15013419,0.7917152,-0.33104116,-0.3686369,-0.358315,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.44132903,-0.14120877,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,14.075202,-0.11085185,-0.67453617,-0.21152818,10.142464,11.168565,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,5.6974545,0,2.1453888951160802e-06
139,0.989653,0.8903566,-0.08775035,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,0.61567914,0.21051864,-0.20302384,-0.6049362,-0.5597128,-0.28360763,0.49416724,-0.52090925,-0.31488645,-0.3202595,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-1.258866,0.0058171675,0.7803628,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,0.1943628,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,5.967957499755802e-05
140,0.989653,0.8903566,-0.08775035,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,0.67216647,0.21051864,-0.20302384,-0.6049362,-0.5597128,-0.28360763,0.49416724,-0.52090925,-0.31488645,-0.3202595,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-1.258866,0.0058171675,0.7803628,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,0.1943628,-0.33859366,-0.08296961,-0.11085185,-0.67453617,4.4675536,-0.098595366,-0.089537024,-0.7745457,3.6027853,-0.071051955,-0.040953007,0.7054097,-0.09417136,-0.08225623,0,3.8716268983943016e-05
141,0.989653,0.8903566,-0.08775035,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,0.6431158,0.21051864,-0.20302384,-0.6049362,-0.5597128,-0.28360763,0.49416724,-0.52090925,-0.31488645,-0.3202595,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-1.258866,0.0058171675,0.7803628,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,0.1943628,-0.33859366,-0.08296961,-0.11085185,-0.67453617,4.4675536,-0.098595366,-0.089537024,-0.7745457,3.6027853,-0.071051955,-0.040953007,0.7054097,-0.09417136,-0.08225623,0,3.882784604518268e-05
142,0.989653,0.8903566,-0.076188475,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,1.3661536,0.21051864,-0.20302384,-0.6049362,-1.2236156,-0.28360763,0.49416724,-0.52090925,-0.31488645,1.5366799,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,0.32483402,0.731796,0.3972651,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,9.664063664517654e-05
143,0.989653,0.8903566,-0.08686098,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,1.0837169,0.21051864,-0.20302384,-0.6049362,0.9990154,-0.28360763,0.49416724,-0.52090925,-0.31488645,1.5366799,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,0.32483402,0.731796,0.3972651,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,8.238920183018565e-05
144,0.989653,0.8903566,-0.08419285,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,1.038527,0.21051864,-0.20302384,-0.6049362,0.9990154,-0.28360763,0.49416724,-0.52090925,-0.31488645,1.5366799,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,0.32483402,0.731796,0.3972651,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,8.252934680801176e-05
145,0.989653,0.8903566,-0.091307856,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,-1.4533708,0.21051864,-0.20302384,-0.6049362,-1.1832042,-0.28360763,0.49416724,-0.52090925,-0.31488645,1.5366799,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,0.32483402,0.731796,0.3972651,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.0001293349462739674
146,0.989653,0.8903566,-0.08863973,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,1.291913,0.21051864,-0.20302384,-0.6049362,-1.0992727,-0.28360763,0.49416724,-0.52090925,-0.31488645,1.5366799,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,0.32483402,0.731796,0.3972651,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,9.753382544789362e-05
147,0.989653,0.8903566,-0.08152473,1.710756,-0.3707036,-0.31527,-0.19575302,0.90444154,1.3241915,0.21051864,-0.20302384,-0.6049362,-1.339077,1.6791711,0.49416724,-0.52090925,-0.31488645,1.5366799,0.64157915,0.7807114,-0.30483934,-0.5209095,-0.31488642,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,0.32483402,0.731796,0.3972651,-0.4744076,-0.4044043,0.57601297,1.0198839,0.94048953,1.0198839,-0.56251025,-0.54671913,-0.05604117,-0.54212713,-0.56836265,-0.56713015,-0.5614419,1.4867634,1.2960126,0.013803318,1.4494102,-0.2118436,1.4185156,-0.36910403,-0.36926812,-0.4245414,0.33331695,-0.13996476,0.39100605,2.7565777,0.39212558,0.32194522,-0.7307988,-0.37932083,-0.07783202,0.040953003,-0.3417469,-0.34933385,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.00013295129293175093
148,1.0910182,0.9502837,-0.100201614,-0.63484114,-0.8979032,-0.13757037,-1.0686854,-1.0556523,-0.9293642,-0.44774517,-0.22052413,0.43963626,0.9990154,-0.28360763,0.49416724,-0.76158434,-0.6685267,-1.0616747,0.35899574,-0.6948579,-0.7722727,-0.7615846,-0.6685267,-0.7737477,0.84271944,1.6432312,-0.5282998,0.7421534,1.6279714,0.0058171675,0.7803628,1.8146316,1.3098787,0.6311494,0.24338405,0.21322073,0.2433841,-0.5721028,-0.47312886,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,-0.5040782,-0.26434895,0.25532773,-0.4431789,-0.19641624,-0.5293436,-0.33104116,-0.4788943,-0.38669774,-0.6411546,-0.13996476,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,-0.81337816,-0.52480483,0.040953003,-0.39724883,-0.43807068,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.8221572862516442
149,1.0910182,0.9502837,-0.100201614,-0.63484114,-0.8979032,-0.13757037,-1.0686854,-1.0556523,-0.3679705,-0.44774517,-0.22052413,0.43963626,0.9990154,-0.28360763,0.49416724,-0.76158434,-0.6685267,-0.0005666006,0.9241626,0.7807114,-0.7722727,-0.7615846,-0.6685267,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.20910682,-1.4115702,1.254946,1.8146316,1.3098787,1.0722408,1.1265595,1.0014582,1.1265595,-0.5721028,-0.47312886,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,-0.5040782,-0.26434895,0.25532773,-0.4431789,-0.19641624,-0.5293436,-0.33104116,-0.4788943,-0.38669774,-0.6411546,-0.13996476,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,-0.81337816,-0.52480483,0.040953003,-0.39724883,-0.43807068,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.22194463022185454
150,1.0910182,0.9502837,-0.100201614,-0.63484114,-0.8979032,-0.13757037,-1.0686854,-1.0556523,0.22418466,-0.44774517,-0.22052413,0.43963626,0.9990154,-0.28360763,0.49416724,-0.76158434,-0.6685267,-0.0005666006,0.9241626,0.7807114,-0.7722727,-0.7615846,-0.6685267,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.20910682,-1.4115702,1.254946,1.8146316,1.3098787,1.0722408,1.1265595,1.0014582,1.1265595,-0.5721028,-0.47312886,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,-0.5040782,-0.26434895,0.25532773,-0.4431789,-0.19641624,-0.5293436,-0.33104116,-0.4788943,-0.38669774,-0.6411546,-0.13996476,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,-0.81337816,-0.52480483,0.040953003,-0.39724883,-0.43807068,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,1,0.21198005375828818
151,1.0959628,0.9502837,-0.100201614,-0.6808332,-0.8979032,0.04012931,-1.0686854,-1.0556523,0.7988497,-0.3814835,-0.18552351,0.18324223,0.9990154,-0.28360763,0.49416724,-0.76158434,-0.69681793,-0.0005666006,0.9241626,0.7807114,-0.7722727,-0.7615846,-0.69681793,-0.7737477,0.84271944,-0.18907285,-0.50622296,-0.92818224,-0.20910682,-1.4115702,1.254946,1.8146316,-0.4044043,0.5208765,1.1265595,1.0014582,1.1265595,-0.5721028,-0.54671913,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,-0.07956917,-0.08645757,-0.034501564,-0.08277653,-0.2118436,-0.07118914,-0.36910403,-0.77249086,-0.4245414,-0.6411546,-0.13996476,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,0.16896212,0.48255178,0.040953003,-0.39724883,-0.43807068,-0.7090083,-0.33859366,6.9961166,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,5.6974545,0,0.003467852350341812
152,1.0959628,0.9502837,0.30446425,-0.49686483,-0.8979032,-0.31527,-1.0686854,-1.0556523,-0.11744546,-0.46950996,-0.38094357,-0.44501594,-1.4509856,3.198742,-1.7042791,-0.76158434,-0.69681793,-1.0276648,0.64157915,0.7807114,-0.30483934,-0.7615846,-0.69681793,-0.30601406,-0.6569131,-1.2361038,-0.73624545,1.0032079,-1.258866,0.731796,0.3972651,1.8146316,-0.4044043,0.19005795,1.1215979,1.0014582,1.1215979,-0.5721028,-0.54671913,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,-0.37355053,-0.30500984,-0.17941621,-0.37071705,-0.2118436,-0.36210316,-0.36910403,-0.75456035,-0.4245414,-0.6411546,-0.13996476,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,0.17548929,0.4858874,0.040953003,-0.39724883,-0.43807068,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.00018958240177723067
153,1.0910182,0.9502837,-0.03260907,0.37698507,-0.8979032,0.39552864,-1.0686854,-1.0556523,-0.6557177,0.65693855,0.6836583,-0.07174293,-0.56227654,-0.28360763,-1.7042791,-0.76158434,-0.45634255,-0.87121946,0.64157915,-2.1704273,-0.30483934,-0.7615846,-0.45634255,-0.30601406,-0.6569131,1.0984919,2.0320592,-1.0679907,1.0818131,-1.2041476,-2.0639129,1.8146316,0.1670233,-0.085624196,-1.3617129,-1.3197052,-1.3617129,-0.5721028,-0.108901955,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,3.8480217,4.264257,7.211231,4.346931,0.004139359,3.419779,0.12571311,-0.17169689,0.17149648,-0.6411546,0.5428529,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,-0.83622324,-0.5448185,0.040953003,-0.39724883,-0.43807068,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.000482179343627321
154,1.0910182,0.9502837,-0.100201614,0.37698507,-0.8979032,0.39552864,-1.0686854,-1.0556523,-1.5668281,0.65693855,0.6836583,-0.07174293,0.9990154,-0.28360763,0.49416724,-0.76158434,-0.45634255,-0.51071477,0.35899574,-0.6948579,-0.7722727,-0.7615846,-0.45634255,-0.7737477,0.84271944,-0.37230325,-0.45551884,-0.79336905,-0.3928147,-0.92758423,0.5795489,1.8146316,0.1670233,-0.030487765,-1.3567513,-1.3153503,-1.3567513,-0.5721028,-0.108901955,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,3.8480217,4.264257,7.211231,4.346931,0.004139359,3.419779,0.12571311,-0.17169689,0.17149648,-0.6411546,0.5428529,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,-0.83622324,-0.5448185,0.040953003,-0.39724883,-0.43807068,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.017807813183141525
155,1.0910182,0.9502837,-0.089529105,0.37698507,-0.8979032,0.39552864,-1.0686854,-1.0556523,-0.723076,0.65693855,0.6836583,-0.07174293,0.9990154,-0.28360763,0.49416724,-0.76158434,-0.45634255,-0.3202595,-0.20617115,-0.6948579,-0.30483934,-0.7615846,-0.45634255,-0.30601406,-0.6569131,-1.2361038,-0.73624545,0.7421534,-1.258866,0.0058171675,0.7803628,1.8146316,0.1670233,3.4431071,1.0372496,0.9535543,1.0372496,-0.5721028,-0.108901955,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,3.8480217,4.264257,7.211231,4.346931,0.004139359,3.419779,0.12571311,-0.17169689,0.17149648,-0.6411546,0.5428529,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,-0.83622324,-0.5448185,0.040953003,-0.39724883,-0.43807068,1.0977339,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.000670982461506573
156,1.0910182,0.9502837,0.05099223,0.37698507,-0.8979032,0.39552864,-1.0686854,-1.0556523,-0.8294313,0.65693855,0.6836583,-0.07174293,0.9990154,-0.28360763,-1.7042791,-0.76158434,-0.45634255,-1.0684767,-2.4668388,-0.6948579,-0.30483934,-0.7615846,-0.45634255,-0.30601406,-0.6569131,-0.15635316,-0.5966797,1.6755152,-0.17630187,-1.6189928,-0.8185991,1.8146316,0.1670233,0.8516951,-1.0466475,-0.9800227,-1.0466475,-0.5721028,-0.108901955,0.47263163,-0.830346,-0.40945414,-0.63129395,0.7704204,3.8480217,4.264257,7.211231,4.346931,0.004139359,3.419779,0.12571311,-0.17169689,0.17149648,-0.6411546,0.5428529,-0.40504688,1.0250326,-0.58810323,-0.6808538,-0.43425447,-0.83622324,-0.5448185,0.040953003,-0.39724883,-0.43807068,-0.7090083,-0.33859366,-0.08296961,-0.11085185,-0.67453617,-0.21152818,-0.098595366,-0.089537024,-0.7745457,-0.24996941,-0.071051955,-0.040953007,-0.70600045,-0.09417136,-0.08225623,0,0.0007651749725302757
