,F62,F64,F67,F66,F104,F79,F113,F116,F117,F118,F120,F115,F42,F133,F134,F83,F3,F6,F18,F1,F5,F4,category,1
497,-0.09486536,1.3278058,-0.31527,1.2167875,-0.70209527,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,-0.54576385,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.000898189471636346
498,-0.09486536,1.3278058,-0.31527,1.2167875,-0.70209527,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,-0.54576385,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.000898189471636346
499,-0.091307856,1.3278058,-0.31527,1.2167875,-0.70209527,0.6300274,0.6294532,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,-0.54576385,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.004594436232162986
500,-0.089529105,1.3278058,-0.31527,1.2167875,0.17775398,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,0.42678565,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0005810175475543437
501,-0.089529105,1.3278058,-0.31527,1.2167875,0.17775398,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,0.42678565,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0005810175475543437
502,-0.089529105,1.3278058,-0.31527,1.2167875,0.17775398,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,0.42678565,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0005810175475543437
503,-0.06729472,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.49149722,-0.5913543,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.34207903407550294
504,-0.053954083,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.49149722,-0.5913543,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.33981076869972676
505,-0.057511587,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.49149722,-0.5913543,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.3404149268232841
506,-0.06284784,1.3278058,-0.31527,1.2167875,-0.6131276,1.5648941,1.5649202,-0.05706014,1.323305,2.190397,-1.0679907,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,1,0.43839364701460604
507,-0.06729472,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.33243427,-0.6016667,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,1,0.3168802996993846
508,-0.06729472,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.33243427,-0.6016667,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.17650629495323453
509,-0.053954083,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.33243427,-0.6016667,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,1,0.31469920034623805
510,-0.053954083,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.33243427,-0.6016667,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.17504381456083
511,-0.025494065,1.3278058,-0.31527,1.2167875,-0.6131276,1.5648941,1.5649202,-0.05706014,0.33243427,-0.6016667,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.20260876394465763
512,-0.06284784,1.3278058,-0.31527,1.2167875,-0.6131276,1.5648941,1.5649202,-0.05706014,0.33243427,-0.6016667,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.20721359480071064
513,-0.057511587,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.33243427,-0.6016667,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,1,0.3152800333620009
514,-0.057511587,1.3278058,-0.31527,1.2167875,-0.6131276,0.6300274,0.6294532,0.3428419,0.33243427,-0.6016667,1.0032079,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.08885317991517916
515,0.08656725,1.3278058,-0.31527,1.2167875,-0.6131276,1.5648941,1.5649202,-0.05706014,0.22882095,1.2404861,-1.0685222,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,0.1943628,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.01767919558344116
516,-0.09486536,1.3278058,-0.31527,1.2167875,-0.6131276,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.004301688841277018
517,-0.025494065,1.3278058,-0.31527,1.2167875,-0.6131276,1.5648941,1.5649202,-0.05706014,0.21045211,1.2206982,-1.0685222,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.16338371049973885
518,-0.09219723,1.3278058,-0.31527,1.2167875,-0.6131276,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,0.10988056,1.3338236,1.3230963,0.18014148,-0.37932083,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.0041885304554683134
519,-0.09664411,1.3278058,-0.31527,1.2167875,-0.40495723,0.16259405,0.16171953,-0.6569131,2.580689,0.033007268,-0.79336905,-0.4044043,1.3338236,1.3230963,0.18014148,-0.63388073,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.00681278912562875
520,-0.09664411,1.3278058,-0.31527,1.2167875,-0.40495723,0.16259405,0.16171953,-0.6569131,2.580689,0.033007268,-0.79336905,-0.4044043,1.3338236,1.3230963,0.18014148,-0.63388073,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.00681278912562875
521,-0.089529105,1.3278058,-0.31527,1.2167875,-0.40495723,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,-0.63388073,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0007400312440896043
522,0.07233725,1.3278058,-0.31527,1.2167875,-0.40495723,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,-0.63388073,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.001415995252560036
523,0.082120374,1.3278058,-0.31527,1.2167875,0.58432233,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,0.7955712,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.00018369181856896152
524,-0.08863973,1.3278058,-0.31527,1.2167875,0.51176995,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.00035394124991173956
525,-0.08863973,1.3278058,-0.31527,1.2167875,0.51176995,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.00035394124991173956
526,-0.09308661,1.3278058,-0.31527,1.2167875,0.23379856,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,0.9848594,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0007037842495123162
527,-0.08419285,1.3278058,-0.31527,1.2167875,0.23379856,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,0.9848594,1.0977339,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.00011385970374420352
528,-0.08419285,1.3278058,-0.31527,1.2167875,0.23379856,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,0.9848594,1.0977339,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.00011385970374420352
529,-0.09397598,1.3278058,-0.31527,1.2167875,0.7603656,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.0005502948639308774
530,-0.07796723,1.3278058,-0.31527,1.2167875,0.7603656,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,1.0977339,-0.21152818,-0.098595366,1.9052366,-0.24996941,0.7054097,0,0.0002512846851506002
531,-0.07974598,1.3278058,-0.31527,1.2167875,0.7603656,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,1.0977339,-0.21152818,-0.098595366,1.9052366,-0.24996941,0.7054097,0,0.000251623043602191
532,-0.08152473,1.3278058,-0.31527,1.2167875,0.7603656,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,0.7054097,0,0.0005495482378531785
533,-0.09041848,1.3278058,-0.31527,1.2167875,1.31789,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.14726181,1.3338236,1.3230963,0.18014148,0.42678565,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0003938351835343736
534,-0.089529105,1.3278058,-0.31527,1.2167875,1.31789,-0.30483934,-0.30601406,2.3423522,0.17418268,-0.5619273,1.6755152,-0.14726181,1.3338236,1.3230963,0.18014148,0.42678565,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,1,0.9496252563740487
535,-0.09041848,1.3278058,-0.31527,1.2167875,1.31789,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.14726181,1.3338236,1.3230963,0.18014148,0.42678565,0.1943628,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,4.544925393535696e-05
536,-0.09308661,1.3278058,-0.31527,1.2167875,-0.1836605,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,0.22444314,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.0015319494581259774
537,-0.005927803,1.3278058,-0.31527,1.2167875,-0.1836605,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,0.22444314,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.0014343151223023408
538,0.004744704,1.3278058,-0.31527,1.2167875,-0.13040659,0.6300274,0.6294532,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,0,0.0019416114145815093
539,0.004744704,1.3278058,-0.31527,1.2167875,-0.13040659,0.6300274,0.6294532,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0012667570610192772
540,2.3135638,1.3278058,-0.31527,1.2167875,-0.13040659,0.6300274,0.6294532,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.00012039870856436011
541,-0.057511587,1.3278058,-0.31527,1.2167875,0.04693709,0.16259405,0.16171953,-0.6569131,-0.69622844,-0.6614781,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,-0.29446754,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.003750544169606394
542,-0.0859716,1.3278058,-0.31527,1.2167875,0.04693709,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,-0.29446754,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.0025411586384692544
543,-0.091307856,1.3278058,-0.31527,1.2167875,1.3534636,0.16259405,0.16171953,-0.6569131,0.23419486,3.2287478,-1.0685259,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,0.1943628,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.00011930765956386728
544,-0.06106909,1.3278058,-0.31527,1.2167875,1.3534636,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,1.0977339,-0.21152818,-0.098595366,-0.7745457,-0.24996941,0.7054097,0,0.00039389825750865855
545,-0.07796723,1.3278058,-0.31527,1.2167875,1.3534636,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.00022241243836984141
546,-0.083303474,1.3278058,-0.31527,1.2167875,1.3534636,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.00022331211786913403
547,-0.082414106,1.3278058,-0.31527,1.2167875,1.3534636,-0.30483934,-0.30601406,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.00022316192005871787
548,-0.095754735,1.3278058,-0.31527,1.2167875,1.3534636,0.16259405,0.16171953,-0.6569131,0.21045211,1.2206982,-1.0685222,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.00015936896115529843
549,-0.085082226,1.3278058,-0.31527,1.2167875,-0.058304522,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.4044043,1.3338236,1.3230963,0.18014148,1.0958214,0.1943628,-0.21152818,-0.098595366,1.9052366,-0.24996941,-0.70600045,0,0.0005618519714482011
550,-0.06284784,1.3278058,-0.31527,1.2167875,0.6925502,0.16259405,0.16171953,-0.6569131,-0.69622844,-0.6614781,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,-0.22919573,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.0022723325188839356
551,-0.08775035,1.3278058,-0.31527,1.2167875,0.6925502,0.16259405,0.16171953,-0.6569131,-1.2361038,-0.73624545,1.6755152,-0.4044043,1.3338236,1.3230963,0.18014148,-0.22919573,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.0015347384030412557
552,-0.060179714,1.3278058,-0.31527,1.2167875,-0.36057803,0.6300274,0.6294532,2.3423522,0.33243427,-0.6016667,1.0032079,0.8813079,1.3338236,1.3230963,0.18014148,-0.7742151,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,1,0.999574962112152
553,-0.060179714,1.3278058,-0.31527,1.2167875,-0.36057803,0.6300274,0.6294532,2.3423522,0.33243427,-0.6016667,1.0032079,0.8813079,1.3338236,1.3230963,0.18014148,-0.7742151,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,1,0.999574962112152
554,-0.06818409,1.3278058,-0.31527,1.2167875,-0.36057803,-0.30483934,-0.30601406,2.3423522,0.33243427,-0.6016667,1.0032079,0.8813079,1.3338236,1.3230963,0.18014148,-0.7742151,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,1,0.9989956387218183
555,-0.060179714,1.3278058,-0.31527,1.2167875,-0.36057803,-0.30483934,-0.30601406,2.3423522,0.17418268,-0.5619273,1.6755152,0.8813079,1.3338236,1.3230963,0.18014148,-0.7742151,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,1,0.9984384982827132
556,-0.060179714,1.3278058,-0.31527,1.2167875,-0.36057803,0.6300274,0.6294532,2.3423522,0.22882095,1.2404861,-1.0685222,0.8813079,1.3338236,1.3230963,0.18014148,-0.7742151,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,1,0.999460573335796
557,-0.007706554,1.3278058,-0.31527,1.2167875,-0.43045768,-0.30483934,-0.30601406,2.3423522,0.33243427,-0.6016667,1.0032079,-0.04972505,1.3338236,1.3230963,0.18014148,-0.34994853,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,0.7054097,1,0.9949012037079595
558,-0.043281578,1.3278058,-0.31527,1.2167875,-0.43045768,-0.30483934,-0.30601406,2.3423522,0.33243427,-0.6016667,1.0032079,-0.04972505,1.3338236,1.3230963,0.18014148,-0.34994853,1.0977339,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,1,0.9939699909597157
559,-0.043281578,1.3278058,-0.31527,1.2167875,-0.43045768,-0.30483934,-0.30601406,2.3423522,0.33243427,-0.6016667,1.0032079,-0.04972505,1.3338236,1.3230963,0.18014148,-0.34994853,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,0.7054097,1,0.9950359547280441
560,-0.0068171783,1.3278058,-0.31527,1.2167875,-0.43045768,-0.30483934,-0.30601406,2.3423522,0.33243427,-0.6016667,1.0032079,-0.04972505,1.3338236,1.3230963,0.18014148,-0.34994853,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,0.7054097,1,0.9948977887113831
561,-0.004149052,1.3278058,-0.31527,1.2167875,-0.43045768,0.16259405,0.16171953,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.04972505,1.3338236,1.3230963,0.18014148,-0.34994853,1.0977339,-0.21152818,-0.098595366,1.9052366,-0.24996941,0.7054097,0,0.002864989513362629
562,0.0011872018,1.3278058,-0.31527,1.2167875,-0.43045768,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.04972505,1.3338236,1.3230963,0.18014148,-0.34994853,2.0011048,-0.21152818,-0.098595366,3.245128,-0.24996941,0.7054097,0,0.0022511898559157825
563,0.0038553285,1.3278058,-0.31527,1.2167875,-0.43045768,-0.30483934,-0.30601406,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.04972505,1.3338236,1.3230963,0.18014148,-0.34994853,0.1943628,-0.21152818,-0.098595366,1.9052366,-0.24996941,-0.70600045,0,0.0022286576655705654
564,-0.036166575,1.3278058,-0.31527,1.2167875,-0.43045768,0.16259405,0.16171953,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.04972505,1.3338236,1.3230963,0.18014148,-0.34994853,0.1943628,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.0004037516889083447
565,-0.09664411,1.3278058,-0.31527,1.2167875,0.21848543,0.16259405,0.16171953,2.3423522,2.580689,0.033007268,-0.79336905,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,1,0.9962068540797562
566,-0.09664411,1.3278058,-0.31527,1.2167875,0.21848543,0.16259405,0.16171953,2.3423522,2.580689,0.033007268,-0.79336905,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,-0.7090083,-0.21152818,-0.098595366,-0.7745457,-0.24996941,-0.70600045,1,0.9962068540797562
567,0.046545353,1.3278058,-0.31527,1.2167875,0.21848543,1.0974607,1.0971867,-0.6569131,0.23419486,3.2287478,-1.0685259,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,1.0977339,-0.21152818,-0.098595366,3.245128,-0.24996941,2.1168196,0,0.001743531424159374
568,0.09546101,1.3278058,-0.31527,1.2167875,0.21848543,1.0974607,1.0971867,-0.6569131,0.23419486,3.2287478,-1.0685259,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,3.245128,-0.24996941,3.5282297,0,0.001393353707466368
569,-0.08686098,1.3278058,-0.31527,1.2167875,0.21848543,0.16259405,0.16171953,0.84271944,0.33243427,-0.6016667,1.0032079,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.3998574187274933
570,-0.051285956,1.3278058,-0.31527,1.2167875,0.21848543,1.0974607,1.0971867,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.0026934926275394896
571,0.00029782625,1.3278058,-0.31527,1.2167875,0.21848543,0.6300274,0.6294532,-0.6569131,0.33243427,-0.6016667,1.0032079,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,-0.70600045,0,0.004377262081098016
572,-0.0859716,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0010566808539343203
573,-0.051285956,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.17418268,-0.5619273,1.6755152,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0010293362101232834
574,0.4022956,1.3278058,-0.31527,1.2167875,0.21848543,0.6300274,0.6294532,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.0009778642263134655
575,-0.08686098,1.3278058,-0.31527,1.2167875,0.21848543,0.16259405,0.16171953,0.84271944,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,1,0.16628963360554647
576,-0.0005915493,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.0005578459572439494
577,0.022532215,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.0005481753568858041
578,-0.036166575,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0005684582299065221
579,-0.07974598,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0005875048343910002
580,0.2199736,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.00047213795176938246
581,-0.005927803,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.0005601017397928944
582,0.09190351,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0005159821507222689
583,-0.0014809248,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.0005582212893926364
584,0.011859708,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,0.1943628,-0.21152818,-0.098595366,0.56534547,-0.24996941,0.7054097,0,0.0005481821154026479
585,0.006523455,1.3278058,-0.31527,1.2167875,0.21848543,-0.30483934,-0.30601406,-0.6569131,0.22882095,1.2404861,-1.0685222,-0.28291976,1.3338236,1.3230963,0.18014148,-0.6991525,2.0011048,-0.21152818,-0.098595366,1.9052366,-0.24996941,2.1168196,0,0.0005548523655432567
