,F25,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F94,F95,F109,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F84,F146,F16,F3,F7,F12,F17,F2,F6,F13,F18,F14,F1,F5,F9,F10,F19,F15,F4,F8,F11,F71,category,1
332,-1.3413422,0.21336992,-0.2629981,1.5274129,0.13641186,1.2308939,1.5245221,0.78228813,1.5072963,0.21370241,1.0308362,0.99883157,0.033085316,-0.28091142,-0.3369514,-0.02245384,1.5092627,-0.27644843,2.0319061,0.36316603,-1.733323,-0.21071526,1.5092628,-0.2764343,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.16178781,1.2423636,-0.36071277,-0.68664235,-0.36535224,-0.68664235,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,0.47208446,0.71868026,0.26248074,0.5722541,-0.09003628,-0.08577312,-0.08824511,0.4872938,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.27453417,-0.27452707,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.5241869,0,0.016908871795541524
334,-1.3413422,-0.55058235,-0.2629981,1.5274129,0.13641186,-1.3742962,1.5245221,-0.40391034,1.5072963,-1.2720852,1.0308362,0.99883157,0.033085316,0.95888686,-0.3369514,-0.02245384,1.5092627,-0.27644843,-0.9111787,-0.053857777,-0.33790413,-0.21071526,1.5092628,-0.2764343,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-0.9040411,-1.7764336,-1.3591244,-0.16178781,1.2423636,0.3884924,0.6021171,0.69904137,0.6021171,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,0.47208446,0.71868026,0.26248074,0.5722541,-0.09003628,-0.08577312,-0.08824511,0.4872938,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.27453417,-0.27452707,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.0420527,0,0.0006456119341562535
335,-1.3413422,-0.55058235,-0.2629981,1.5274129,0.13641186,-1.3742962,1.5245221,-0.40391034,1.5072963,-0.06930473,1.0308362,0.99883157,0.033085316,0.95888686,-0.3369514,-0.02245384,1.5092627,-0.27644843,-1.0423961,-0.8879055,-0.33790413,-0.21071526,1.5092628,-0.2764343,-0.22826111,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,-0.16178781,1.2423636,1.4587855,1.1671958,0.8613132,1.1671958,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,0.47208446,0.71868026,0.26248074,0.5722541,-0.09003628,-0.08577312,-0.08824511,0.4872938,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.27453417,-0.27452707,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.5641325,0,0.0022141336282701447
336,-0.26356456,-0.48691964,-0.81119436,1.5274129,-0.6037303,-0.39734986,1.5245221,-0.40391034,1.5072963,5.1741962,-0.7917756,-0.6294231,-0.14900266,0.42754474,-0.3369514,-0.17892902,1.5092627,-0.7950798,0.08234683,0.36316603,1.0575148,-0.73051065,1.5092628,-0.7951378,-0.49017382,0.46297842,0.12325851,-0.22983012,0.5234678,0.77764183,0.123258606,1.3798654,1.2008175,0.77764183,-0.16178781,-0.30475688,-0.44633624,-0.59285825,-0.22508332,-0.59285825,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.49949506,-0.5163794,-0.48289233,-0.5177912,-0.09003628,-0.32593048,-0.08824511,0.9841445,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,2.3582609,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,2.4794023,-0.42272815,-0.14831778,-0.13667665,-0.5241869,0,0.000552382756317569
337,-0.46003082,0.17092814,-0.347336,1.5274129,-0.6037303,0.57959634,1.5245221,-0.10736071,1.5072963,0.8408731,-0.4419461,-0.7951488,-1.3339778,-1.5728022,1.8744988,-0.02245384,1.5092627,-0.7950798,-0.61124647,0.7801899,1.0575148,-0.21071526,1.5092628,-0.7951378,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-0.15450571,-1.3560618,-0.34821066,-0.9040411,-0.07514721,-1.3560618,-0.16178781,-0.30475688,-0.7460183,-1.5088557,-2.3318677,-1.5088557,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.5010471,-0.51308304,0.6822885,-0.45715937,-0.09003628,-0.33531162,-0.08824511,0.1486941,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.18858619,-0.18867773,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,2.361044,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,1.9222562,-0.14831778,-0.13667665,-1.5683466,0,1.2710784187678867e-05
338,0.7605681,-0.35959426,0.20086032,1.5274129,-0.6037303,-0.07170111,1.5245221,-0.30506048,1.5072963,1.1297731,0.040818688,-0.5175583,-0.9994993,-1.5207099,-0.3369514,-0.02245384,1.5092627,-0.4493256,2.0319061,0.36316603,-1.733323,-0.21071526,1.5092628,-0.4493098,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.16178781,-0.30475688,-0.70320654,-1.5204897,-2.3978765,-1.5204897,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.22323124,-0.4933045,-0.5171624,-0.3527133,-0.09003628,0.30260634,-0.08824511,-0.15925545,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.2857448,-0.2857248,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,2.2548258,-0.20027964,-0.19038214,-0.09513031,-0.36730444,2.0101879,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,0.00029413379073250435
339,0.7605681,0.23459081,0.20086032,1.5274129,-0.6037303,-0.07170111,1.5245221,0.38688862,1.5072963,-0.07152401,0.040818688,-0.5175583,-0.9994993,-0.50589424,1.8744988,-0.02245384,1.5092627,-0.4493256,2.0319061,0.36316603,-1.733323,0.30908012,1.5092628,-0.4493098,0.29662398,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.16178781,-0.30475688,-0.7246124,-1.5209645,-2.3978765,-1.5209645,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.22323124,-0.4933045,-0.5171624,-0.3527133,-0.09003628,0.30260634,-0.08824511,-0.15925545,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.2857448,-0.2857248,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,0.0003596443123201732
340,0.7605681,0.23459081,0.20086032,1.5274129,-0.6037303,0.57959634,1.5245221,0.38688862,1.5072963,-0.058026236,0.040818688,-0.5175583,-0.9994993,-0.33356693,1.8744988,-0.02245384,1.5092627,-0.4493256,-0.61124647,0.36316603,1.0575148,0.30908012,1.5092628,-0.4493098,0.29662398,-0.5545398,-0.34821066,-0.5265527,0.5234678,0.77764183,-0.34821066,1.3798654,1.2008175,0.77764183,-0.16178781,-0.30475688,-0.7246124,-1.5209645,-2.3978765,-1.5209645,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.22323124,-0.4933045,-0.5171624,-0.3527133,-0.09003628,0.30260634,-0.08824511,-0.15925545,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.2857448,-0.2857248,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,2.2548258,-0.20027964,-0.19038214,-0.09513031,-0.36730444,2.0101879,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.5683466,0,5.6821517837299845e-06
341,-0.50531554,-0.35959426,0.7068877,1.5274129,-0.6037303,0.09112326,1.5245221,-0.2062106,1.5072963,-0.87288296,-0.50491536,0.01690701,1.1133372,0.30946878,-0.3369514,-0.02245384,1.5092627,-0.6222027,-0.85494137,-0.8879055,-0.33790413,-0.21071526,1.5092628,-0.6221855,-0.22826111,-0.5545398,1.6126726,0.43395585,0.5234678,0.77764183,1.6126724,1.3798654,1.2008175,0.77764183,-0.16178781,-0.30475688,1.1805093,1.5674995,1.2284877,1.5674995,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.23331954,-0.22959067,-0.44862232,-0.24870978,-0.09003628,-0.17207967,-0.08824511,-0.28494954,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,2.3582609,-0.38638768,-0.19129245,-0.18431383,-0.17189401,2.361044,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,2.0101879,-0.14512847,-0.029961083,-0.06000301,2.4794023,1.9222562,-0.14831778,-0.13667665,1.3030926,0,0.0005782197611912311
342,-0.50531554,-0.2322689,0.7068877,1.5274129,-0.6037303,0.41677198,1.5245221,-0.008510847,1.5072963,-1.1110754,-0.50491536,0.01690701,1.1133372,0.10056496,0.40019867,-0.02245384,1.5092627,-0.6222027,-0.85494137,-0.8879055,-0.33790413,-0.21071526,1.5092628,-0.6221855,-0.22826111,-0.5545398,1.6126726,0.43395585,0.5234678,0.77764183,1.6126724,1.3798654,1.2008175,0.77764183,-0.16178781,-0.30475688,1.1805093,1.5674995,1.2284877,1.5674995,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.23331954,-0.22959067,-0.44862232,-0.24870978,-0.09003628,-0.17207967,-0.08824511,-0.28494954,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,2.3582609,1.4012566,4.1615868,-0.18431383,-0.17189401,2.361044,-0.33172852,-0.20027964,-0.19038214,-0.09513031,2.1607478,-0.38955462,-0.14512847,-0.029961083,-0.06000301,2.4794023,1.9222562,-0.14831778,-0.13667665,1.3030926,0,0.00046919055572995725
343,1.0531774,-0.33837336,-0.85336334,1.5274129,-0.6037303,0.57959634,1.5245221,-0.2062106,1.5072963,1.0390491,-0.9841818,-0.8034351,-0.46575993,0.3212764,0.5640098,-0.02245384,1.5092627,-0.7950798,0.40102473,-0.8879055,-0.33790413,-0.21071526,1.5092628,-0.7951378,-0.22826111,-0.5545398,-0.2560324,-0.46529418,0.5234678,0.77764183,-0.2560324,1.3798654,1.2008175,0.77764183,-0.16178781,-0.30475688,-0.42493036,1.4687295,1.074467,1.4687295,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.6360749,-0.47242713,-0.5685674,-0.58240616,-0.09003628,-0.731196,-0.08824511,-1.4237145,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.18858619,-0.18867773,-0.112753056,-0.112720974,-0.4008796,1.4012566,-0.19129245,-0.18431383,-0.17189401,-0.36700165,2.2548258,-0.20027964,-0.19038214,-0.09513031,2.1607478,2.0101879,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.26314697,0,1.4646962109873336e-05
344,0.19137327,0.06482366,-0.60034966,1.5274129,-0.6037303,0.57959634,1.5245221,0.38688862,1.5072963,1.0337521,-0.2740279,-0.42640916,-0.5826928,-0.5801732,-0.3369514,-0.02245384,1.5092627,-0.27644843,0.40102473,-0.8879055,-0.33790413,-0.21071526,1.5092628,-0.2764343,-0.22826111,-0.5545398,-0.2560324,-0.46529418,0.5234678,0.77764183,-0.2560324,1.3798654,1.2008175,0.77764183,-0.16178781,-0.30475688,0.8166097,1.1496261,0.8544373,1.1496261,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.041642103,0.2022407,0.5366409,0.085429154,-0.09003628,-0.44600916,-0.08824511,-0.23809817,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.0420527,0,0.00035216648811102523
345,0.19137327,1.2531939,-0.60034966,1.5274129,-0.6037303,1.2308939,1.5245221,1.7707869,1.5072963,-1.1151946,-0.2740279,-0.42640916,-0.5826928,-2.0416334,2.7754602,-0.02245384,1.5092627,-0.27644843,-0.85494137,-0.053857777,-0.33790413,0.8288755,1.5092628,-0.2764343,0.82127684,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-0.9040411,-1.7764336,-1.3591244,-0.16178781,-0.30475688,0.73098624,1.038035,0.77055097,1.038035,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.041642103,0.2022407,0.5366409,0.085429154,-0.09003628,-0.44600916,-0.08824511,-0.23809817,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.0420527,0,4.3246734869289734e-05
346,0.19137327,1.2531939,-0.60034966,1.5274129,-0.6037303,1.2308939,1.5245221,1.7707869,1.5072963,-0.60113287,-0.2740279,-0.42640916,-0.5826928,-0.05378863,2.7754602,-0.02245384,1.5092627,-0.27644843,-0.85494137,-0.053857777,-0.33790413,0.8288755,1.5092628,-0.2764343,0.82127684,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-0.9040411,-1.7764336,-1.3591244,-0.16178781,-0.30475688,-0.23227759,0.06719174,0.3614333,0.06719174,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.041642103,0.2022407,0.5366409,0.085429154,-0.09003628,-0.44600916,-0.08824511,-0.23809817,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.26314697,0,1.4776775391337384e-05
347,0.19137327,1.2531939,-0.60034966,1.5274129,-0.6037303,1.8821913,1.5245221,1.7707869,1.5072963,-0.8455229,-0.2740279,-0.42640916,-0.5826928,-0.91643834,2.7754602,-0.02245384,1.5092627,-0.27644843,-0.85494137,-0.053857777,-0.33790413,0.8288755,1.5092628,-0.2764343,0.82127684,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-0.9040411,-1.7764336,-1.3591244,-0.16178781,-0.30475688,-0.23227759,0.06719174,0.3614333,0.06719174,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.041642103,0.2022407,0.5366409,0.085429154,-0.09003628,-0.44600916,-0.08824511,-0.23809817,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.26314697,0,1.8572164020084896e-05
348,0.1955534,-0.42325696,-0.89553225,1.5274129,-0.6037303,-0.07170111,1.5245221,-0.30506048,1.5072963,1.0794636,-1.0051717,-0.6749977,1.6748774,0.42754474,-0.09123471,-0.02245384,1.5092627,-0.7950798,-0.31131428,-0.053857777,-0.33790413,-0.21071526,1.5092628,-0.7951378,-0.22826111,-0.5545398,-0.34821066,-0.5265527,-1.2261937,-1.3591244,-0.34821066,-0.9040411,-1.7764336,-1.3591244,-0.16178781,-0.30475688,-0.6175831,-0.056270853,0.2912988,-0.056270853,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.5608008,-0.57241863,-0.5771349,-0.58019334,-0.09003628,-0.3784649,-0.08824511,1.9395235,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.5241869,0,2.9062668295774433e-05
349,0.19485672,-0.55058235,-0.47384283,1.5274129,-0.6037303,0.57959634,1.5245221,-0.40391034,1.5072963,-0.8122114,-0.7567926,-0.538274,0.171233,0.95888686,-0.3369514,-0.02245384,1.5092627,-0.6222027,-0.9111787,-0.053857777,-0.33790413,-0.73051065,1.5092628,-0.6221855,-0.7526805,1.4804965,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,-0.14262088,0.3501744,0.6794086,-0.16178781,-0.30475688,-0.70320654,-1.143454,-0.9745594,-1.143454,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.5150155,-0.35375592,-0.5599999,-0.46512562,-0.09003628,-0.64113694,-0.08824511,-1.0179998,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-1.0462668,0,0.005963620263920446
350,0.19485672,-0.2534898,-0.47384283,1.5274129,-0.6037303,-1.3742962,1.5245221,-0.10736071,1.5072963,0.022960024,-0.7567926,-0.538274,0.171233,0.95888686,0.15448198,-0.02245384,1.5092627,-0.6222027,0.8321773,0.7801899,1.0575148,-0.21071526,1.5092628,-0.6221855,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.16178781,-0.30475688,-0.5533655,-0.58858454,-0.21958257,-0.58858454,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.5150155,-0.35375592,-0.5599999,-0.46512562,-0.09003628,-0.64113694,-0.08824511,-1.0179998,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.26314697,0,0.00028140333315859837
351,0.19485672,1.826158,-0.5160118,1.5274129,0.50648296,1.2308939,1.5245221,1.7707869,1.5072963,0.5186907,-0.21455687,-0.17782065,-0.1429473,0.5603803,-0.3369514,-0.02245384,1.5092627,-0.27644843,-0.9111787,0.7801899,1.0575148,0.30908012,1.5092628,-0.2764343,0.29662398,-0.5545398,-0.34821066,-0.5265527,-0.43945664,0.6794086,-0.34821066,-0.14262088,0.3501744,0.6794086,-0.16178781,1.2423636,-0.061030705,0.4800791,0.68116397,0.4800791,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.061818674,-0.24057876,0.31388575,-0.11593935,-0.09003628,0.2613293,-0.08824511,0.46198887,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.0420527,0,0.0007610578651297159
352,0.19485672,1.826158,-0.5160118,1.5274129,0.50648296,-0.07170111,1.5245221,1.7707869,1.5072963,-0.13963361,-0.21455687,-0.17782065,-0.1429473,-0.32294542,-0.3369514,-0.02245384,1.5092627,-0.27644843,-1.0423961,-1.7219532,-0.33790413,0.30908012,1.5092628,-0.2764343,0.29662398,-0.5545398,-0.34821066,-0.5265527,1.8295028,0.7172509,-0.34821066,2.1411674,-1.1384512,0.7172509,-0.16178781,1.2423636,0.3242748,1.175031,0.86475116,1.175031,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.061818674,-0.24057876,0.31388575,-0.11593935,-0.09003628,0.2613293,-0.08824511,0.46198887,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,1.8251724,0,0.0002200971442481231
354,0.19485672,-0.55058235,-0.5160118,1.5274129,0.50648296,-1.3742962,1.5245221,-0.40391034,1.5072963,1.1506822,-0.21455687,-0.17782065,-0.1429473,0.95888686,-0.3369514,-0.02245384,1.5092627,-0.27644843,0.8321773,0.7801899,1.0575148,-0.21071526,1.5092628,-0.2764343,-0.22826111,-0.5545398,-0.13464911,-0.40621492,-0.43945664,0.6794086,-0.13464919,-0.14262088,0.3501744,0.6794086,-0.16178781,1.2423636,-0.57477134,-0.9893631,-0.68026966,-0.9893631,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.061818674,-0.24057876,0.31388575,-0.11593935,-0.09003628,0.2613293,-0.08824511,0.46198887,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.25584984,-0.25586417,-0.112753056,-0.112720974,-0.4008796,-0.38638768,-0.19129245,-0.18431383,-0.17189401,-0.36700165,-0.33172852,-0.20027964,-0.19038214,-0.09513031,-0.36730444,-0.38955462,-0.14512847,-0.029961083,-0.06000301,-0.40332302,-0.42272815,-0.14831778,-0.13667665,-0.002107025,0,0.002108155520259956
355,0.6915959,0.17092814,-0.68468755,1.5274129,-0.6037303,0.57959634,1.5245221,-0.40391034,1.5072963,0.54142827,-0.6833284,-0.6998565,-0.7955685,-1.5259191,0.5640098,-0.17892902,1.5092627,-0.7950798,2.0319061,0.36316603,-1.733323,-0.21071526,1.5092628,-0.7951378,-0.22826111,-0.5545398,0.0003907909,2.2660372,-0.15450571,-1.3560618,0.0003908949,-0.9040411,-0.07514721,-1.3560618,-0.16178781,-0.30475688,-0.6175831,-0.3046206,0.010073396,-0.3046206,1.4235989,-0.12017847,0.4404576,0.79000217,1.4118892,1.4048649,-0.0038141536,-0.51889557,-0.34276783,-0.47432482,-0.4584871,-0.09003628,-0.6692804,-0.08824511,-1.014899,-0.10301927,1.4990829,-0.067115605,1.4721636,1.5051763,-0.076169066,1.4909992,1.5280974,-0.0323216,-0.18858619,-0.18867773,-0.112753056,-0.112720974,-0.4008796,1.4012566,-0.19129245,-0.18431383,-0.17189401,2.361044,2.2548258,-0.20027964,-0.19038214,-0.09513031,-0.36730444,2.0101879,-0.14512847,-0.029961083,-0.06000301,-0.40332302,1.9222562,-0.14831778,-0.13667665,-0.7852268,0,0.00035567187076316524
